"AttributeId","ArenaPos","ItemRewardArray","MoneyRewardArray","RewardDescription","NoticeId"
"109000774","773","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000775","774","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000776","775","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000777","776","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000778","777","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000779","778","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000780","779","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000781","780","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000782","781","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000783","782","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000784","783","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000785","784","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000786","785","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000787","786","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000788","787","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000789","788","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000790","789","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000791","790","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000792","791","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000793","792","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000794","793","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000795","794","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000796","795","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000797","796","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000798","797","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000799","798","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000800","799","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000801","800","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000802","801","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000803","802","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000804","803","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000805","804","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000806","805","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000807","806","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000808","807","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000809","808","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000810","809","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000811","810","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000812","811","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000813","812","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000814","813","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000815","814","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000816","815","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000817","816","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000818","817","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000819","818","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000820","819","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000821","820","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000822","821","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000823","822","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000824","823","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000825","824","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000826","825","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000827","826","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000828","827","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000829","828","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000830","829","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000831","830","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000832","831","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000833","832","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000834","833","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000835","834","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000836","835","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000837","836","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000838","837","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000839","838","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000840","839","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000841","840","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000842","841","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000843","842","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000844","843","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000845","844","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000846","845","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000847","846","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000848","847","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000849","848","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000850","849","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000851","850","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000852","851","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000853","852","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000854","853","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000855","854","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000856","855","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000857","856","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000858","857","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000859","858","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000860","859","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000861","860","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000862","861","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000863","862","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000864","863","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000865","864","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000866","865","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000867","866","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000868","867","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000869","868","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000870","869","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000871","870","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000872","871","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000873","872","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000874","873","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000875","874","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000876","875","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000877","876","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000878","877","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000879","878","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000880","879","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000881","880","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000882","881","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000883","882","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000884","883","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000885","884","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000886","885","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000887","886","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000888","887","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000889","888","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000890","889","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000891","890","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000892","891","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000893","892","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000894","893","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000895","894","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000896","895","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000897","896","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000898","897","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000899","898","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000900","899","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000901","900","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000902","901","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000903","902","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000904","903","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000905","904","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000906","905","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000907","906","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000908","907","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000909","908","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000910","909","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000911","910","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000912","911","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000913","912","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000914","913","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000915","914","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000916","915","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000917","916","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000918","917","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000919","918","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000920","919","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000921","920","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000922","921","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000923","922","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000924","923","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000925","924","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000926","925","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000927","926","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000928","927","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000929","928","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000930","929","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000931","930","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000932","931","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000933","932","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000934","933","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000935","934","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000936","935","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000937","936","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000938","937","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000939","938","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000940","939","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000941","940","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000942","941","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000943","942","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000944","943","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000945","944","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000946","945","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000947","946","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000948","947","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000949","948","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000950","949","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000951","950","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000952","951","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000953","952","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000954","953","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000955","954","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000956","955","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000957","956","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000958","957","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000959","958","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000960","959","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000961","960","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000962","961","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000963","962","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000964","963","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000965","964","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000966","965","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000967","966","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000968","967","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000969","968","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000970","969","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000971","970","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000972","971","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000973","972","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000974","973","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000975","974","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000976","975","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000977","976","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000978","977","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000979","978","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000980","979","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000981","980","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000982","981","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000983","982","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000984","983","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000985","984","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000986","985","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000987","986","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000988","987","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000989","988","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000990","989","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000991","990","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000992","991","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000993","992","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000994","993","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000995","994","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000996","995","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000997","996","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000998","997","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109000999","998","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109001000","999","(31061001,1)","(2,45000,13,23000)","90090590","93000025"
"109001001","1000","","(2,30000,13,20000)","90090591","93000025"
