"AttributeId","Action","ActionParams","AttArray","Condition","ReplaceSkill"
"11190036","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.06,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190037","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.08,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190038","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.10,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190039","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.12,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190040","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.14,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190041","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.16,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190042","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.18,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190043","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.20,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190044","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.22,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11190999","modusebuff","(0,100,0,10191000,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191000","modmoney","(0,100,0,12500,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191001","modmoney","(0,100,0,2000,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191002","modmoney","(0,100,0,2200,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191003","modmoney","(0,100,0,2400,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191004","modmoney","(0,100,0,2600,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191005","modmoney","(0,100,0,2800,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191006","modmoney","(0,100,0,3000,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191007","modmoney","(0,100,0,3200,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191008","modmoney","(0,100,0,3400,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191009","modmoney","(0,100,0,3600,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191010","modmoney","(0,100,0,3800,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11191011","modmoney","(0,100,0,4000,0,0,0,0,0,1)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11192001","moduseskill","(0,100,13500157,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192002","moduseskill","(0,100,13500158,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192003","moduseskill","(0,100,13500159,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192004","moduseskill","(0,100,13500160,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192005","moduseskill","(0,100,13500161,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192006","moduseskill","(0,100,13500163,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192007","moduseskill","(0,100,13500164,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192008","moduseskill","(0,100,13500165,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192009","moduseskill","(0,100,13500166,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192010","moduseskill","(0,100,13500167,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11192011","moduseskill","(0,100,13500168,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193006","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193007","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193008","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193009","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193010","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193011","modhp","(0,100,-1000,-1000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11193012","modhp","(0,100,-1000,-1000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11194001","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11195001","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,0.02,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196001","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,5,0,0.15,0,4,6,0,0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196002","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196003","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196004","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,15,0.4,0,0,4,17,0.4,0,0,4,19,0.4,0,0,4,21,0.4,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196005","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,23,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196006","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,5,0,0.15,0,4,6,0,0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196007","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196008","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196009","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,15,0.4,0,0,4,17,0.4,0,0,4,19,0.4,0,0,4,21,0.4,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11196010","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,23,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200001","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11200002","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,225,0,1,4,5,20,0,1,4,6,24,0,1,4,7,30,0,1,4,9,6,0,1,4,11,1,0,1,4,12,1,0,1,4,14,0.002,0,1,4,25,0.002,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200003","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,450,0,1,4,5,40,0,1,4,6,48,0,1,4,7,60,0,1,4,9,12,0,1,4,11,2,0,1,4,12,2,0,1,4,14,0.004,0,1,4,25,0.004,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200004","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,675,0,1,4,5,60,0,1,4,6,72,0,1,4,7,90,0,1,4,9,18,0,1,4,11,3,0,1,4,12,3,0,1,4,14,0.006,0,1,4,25,0.006,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200005","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,900,0,1,4,5,80,0,1,4,6,96,0,1,4,7,120,0,1,4,9,24,0,1,4,11,4,0,1,4,12,4,0,1,4,14,0.008,0,1,4,25,0.008,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200006","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,1125,0,1,4,5,100,0,1,4,6,120,0,1,4,7,150,0,1,4,9,30,0,1,4,11,5,0,1,4,12,5,0,1,4,14,0.01,0,1,4,25,0.01,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200007","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,1575,0,1,4,5,140,0,1,4,6,168,0,1,4,7,210,0,1,4,9,42,0,1,4,11,7,0,1,4,12,7,0,1,4,14,0.012,0,1,4,25,0.012,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200008","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,2025,0,1,4,5,180,0,1,4,6,216,0,1,4,7,270,0,1,4,9,54,0,1,4,11,9,0,1,4,12,9,0,1,4,14,0.014,0,1,4,25,0.014,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200009","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,2475,0,1,4,5,220,0,1,4,6,264,0,1,4,7,330,0,1,4,9,66,0,1,4,11,11,0,1,4,12,11,0,1,4,14,0.016,0,1,4,25,0.016,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200010","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,2925,0,1,4,5,260,0,1,4,6,312,0,1,4,7,390,0,1,4,9,78,0,1,4,11,13,0,1,4,12,13,0,1,4,14,0.018,0,1,4,25,0.018,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200011","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,3375,0,1,4,5,300,0,1,4,6,360,0,1,4,7,450,0,1,4,9,90,0,1,4,11,15,0,1,4,12,15,0,1,4,14,0.02,0,1,4,25,0.02,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200012","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,4050,0,1,4,5,360,0,1,4,6,432,0,1,4,7,540,0,1,4,9,108,0,1,4,11,18,0,1,4,12,18,0,1,4,14,0.022,0,1,4,25,0.022,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200013","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,4725,0,1,4,5,420,0,1,4,6,504,0,1,4,7,630,0,1,4,9,126,0,1,4,11,21,0,1,4,12,21,0,1,4,14,0.024,0,1,4,25,0.024,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200014","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,5400,0,1,4,5,480,0,1,4,6,576,0,1,4,7,720,0,1,4,9,144,0,1,4,11,24,0,1,4,12,24,0,1,4,14,0.026,0,1,4,25,0.026,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200015","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,6075,0,1,4,5,540,0,1,4,6,648,0,1,4,7,810,0,1,4,9,162,0,1,4,11,27,0,1,4,12,27,0,1,4,14,0.028,0,1,4,25,0.028,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200016","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,6750,0,1,4,5,600,0,1,4,6,720,0,1,4,7,900,0,1,4,9,180,0,1,4,11,30,0,1,4,12,30,0,1,4,14,0.03,0,1,4,25,0.03,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200017","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,7875,0,1,4,5,700,0,1,4,6,840,0,1,4,7,1050,0,1,4,9,210,0,1,4,11,35,0,1,4,12,35,0,1,4,14,0.032,0,1,4,25,0.032,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200018","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,9000,0,1,4,5,800,0,1,4,6,960,0,1,4,7,1200,0,1,4,9,240,0,1,4,11,40,0,1,4,12,40,0,1,4,14,0.034,0,1,4,25,0.034,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200019","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,10125,0,1,4,5,900,0,1,4,6,1080,0,1,4,7,1350,0,1,4,9,270,0,1,4,11,45,0,1,4,12,45,0,1,4,14,0.036,0,1,4,25,0.036,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200020","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,11250,0,1,4,5,1000,0,1,4,6,1200,0,1,4,7,1500,0,1,4,9,300,0,1,4,11,50,0,1,4,12,50,0,1,4,14,0.038,0,1,4,25,0.038,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200021","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,12375,0,1,4,5,1100,0,1,4,6,1320,0,1,4,7,1650,0,1,4,9,330,0,1,4,11,55,0,1,4,12,55,0,1,4,14,0.04,0,1,4,25,0.04,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200022","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,13950,0,1,4,5,1240,0,1,4,6,1488,0,1,4,7,1860,0,1,4,9,372,0,1,4,11,62,0,1,4,12,62,0,1,4,14,0.042,0,1,4,25,0.042,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200023","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,15525,0,1,4,5,1380,0,1,4,6,1656,0,1,4,7,2070,0,1,4,9,414,0,1,4,11,69,0,1,4,12,69,0,1,4,14,0.044,0,1,4,25,0.044,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200024","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,17100,0,1,4,5,1520,0,1,4,6,1824,0,1,4,7,2280,0,1,4,9,456,0,1,4,11,76,0,1,4,12,76,0,1,4,14,0.046,0,1,4,25,0.046,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200025","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,18675,0,1,4,5,1660,0,1,4,6,1992,0,1,4,7,2490,0,1,4,9,498,0,1,4,11,83,0,1,4,12,83,0,1,4,14,0.048,0,1,4,25,0.048,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200026","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,20250,0,1,4,5,1800,0,1,4,6,2160,0,1,4,7,2700,0,1,4,9,540,0,1,4,11,90,0,1,4,12,90,0,1,4,14,0.05,0,1,4,25,0.05,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200027","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,22500,0,1,4,5,2000,0,1,4,6,2400,0,1,4,7,3000,0,1,4,9,600,0,1,4,11,100,0,1,4,12,100,0,1,4,14,0.052,0,1,4,25,0.052,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200028","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,24750,0,1,4,5,2200,0,1,4,6,2640,0,1,4,7,3300,0,1,4,9,660,0,1,4,11,110,0,1,4,12,110,0,1,4,14,0.054,0,1,4,25,0.054,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200029","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,27000,0,1,4,5,2400,0,1,4,6,2880,0,1,4,7,3600,0,1,4,9,720,0,1,4,11,120,0,1,4,12,120,0,1,4,14,0.056,0,1,4,25,0.056,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200030","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,29250,0,1,4,5,2600,0,1,4,6,3120,0,1,4,7,3900,0,1,4,9,780,0,1,4,11,130,0,1,4,12,130,0,1,4,14,0.058,0,1,4,25,0.058,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200031","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,31500,0,1,4,5,2800,0,1,4,6,3360,0,1,4,7,4200,0,1,4,9,840,0,1,4,11,140,0,1,4,12,140,0,1,4,14,0.06,0,1,4,25,0.06,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200032","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,34650,0,1,4,5,3080,0,1,4,6,3696,0,1,4,7,4620,0,1,4,9,924,0,1,4,11,154,0,1,4,12,154,0,1,4,14,0.062,0,1,4,25,0.062,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200033","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,37800,0,1,4,5,3360,0,1,4,6,4032,0,1,4,7,5040,0,1,4,9,1008,0,1,4,11,168,0,1,4,12,168,0,1,4,14,0.064,0,1,4,25,0.064,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200034","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,40950,0,1,4,5,3640,0,1,4,6,4368,0,1,4,7,5460,0,1,4,9,1092,0,1,4,11,182,0,1,4,12,182,0,1,4,14,0.066,0,1,4,25,0.066,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200035","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,44100,0,1,4,5,3920,0,1,4,6,4704,0,1,4,7,5880,0,1,4,9,1176,0,1,4,11,196,0,1,4,12,196,0,1,4,14,0.068,0,1,4,25,0.068,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200036","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,47250,0,1,4,5,4200,0,1,4,6,5040,0,1,4,7,6300,0,1,4,9,1260,0,1,4,11,210,0,1,4,12,210,0,1,4,14,0.07,0,1,4,25,0.07,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200037","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,52650,0,1,4,5,4680,0,1,4,6,5616,0,1,4,7,7020,0,1,4,9,1404,0,1,4,11,234,0,1,4,12,234,0,1,4,14,0.072,0,1,4,25,0.072,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200038","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,58050,0,1,4,5,5160,0,1,4,6,6192,0,1,4,7,7740,0,1,4,9,1548,0,1,4,11,258,0,1,4,12,258,0,1,4,14,0.074,0,1,4,25,0.074,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200039","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,63450,0,1,4,5,5640,0,1,4,6,6768,0,1,4,7,8460,0,1,4,9,1692,0,1,4,11,282,0,1,4,12,282,0,1,4,14,0.076,0,1,4,25,0.076,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200040","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,68850,0,1,4,5,6120,0,1,4,6,7344,0,1,4,7,9180,0,1,4,9,1836,0,1,4,11,306,0,1,4,12,306,0,1,4,14,0.078,0,1,4,25,0.078,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200041","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,74250,0,1,4,5,6600,0,1,4,6,7920,0,1,4,7,9900,0,1,4,9,1980,0,1,4,11,330,0,1,4,12,330,0,1,4,14,0.08,0,1,4,25,0.08,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200042","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,80325,0,1,4,5,7140,0,1,4,6,8568,0,1,4,7,10710,0,1,4,9,2142,0,1,4,11,357,0,1,4,12,357,0,1,4,14,0.082,0,1,4,25,0.082,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200043","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,86400,0,1,4,5,7680,0,1,4,6,9216,0,1,4,7,11520,0,1,4,9,2304,0,1,4,11,384,0,1,4,12,384,0,1,4,14,0.084,0,1,4,25,0.084,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200044","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,92475,0,1,4,5,8220,0,1,4,6,9864,0,1,4,7,12330,0,1,4,9,2466,0,1,4,11,411,0,1,4,12,411,0,1,4,14,0.086,0,1,4,25,0.086,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200045","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,98550,0,1,4,5,8760,0,1,4,6,10512,0,1,4,7,13140,0,1,4,9,2628,0,1,4,11,438,0,1,4,12,438,0,1,4,14,0.088,0,1,4,25,0.088,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200046","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,104625,0,1,4,5,9300,0,1,4,6,11160,0,1,4,7,13950,0,1,4,9,2790,0,1,4,11,465,0,1,4,12,465,0,1,4,14,0.09,0,1,4,25,0.09,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200047","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,111600,0,1,4,5,9920,0,1,4,6,11904,0,1,4,7,14880,0,1,4,9,2976,0,1,4,11,496,0,1,4,12,496,0,1,4,14,0.092,0,1,4,25,0.092,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200048","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,118575,0,1,4,5,10540,0,1,4,6,12648,0,1,4,7,15810,0,1,4,9,3162,0,1,4,11,527,0,1,4,12,527,0,1,4,14,0.094,0,1,4,25,0.094,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200049","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,125550,0,1,4,5,11160,0,1,4,6,13392,0,1,4,7,16740,0,1,4,9,3348,0,1,4,11,558,0,1,4,12,558,0,1,4,14,0.096,0,1,4,25,0.096,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200050","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,132525,0,1,4,5,11780,0,1,4,6,14136,0,1,4,7,17670,0,1,4,9,3534,0,1,4,11,589,0,1,4,12,589,0,1,4,14,0.098,0,1,4,25,0.098,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200051","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,139500,0,1,4,5,12400,0,1,4,6,14880,0,1,4,7,18600,0,1,4,9,3720,0,1,4,11,620,0,1,4,12,620,0,1,4,14,0.1,0,1,4,25,0.1,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200052","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,147600,0,1,4,5,13120,0,1,4,6,15744,0,1,4,7,19680,0,1,4,9,3936,0,1,4,11,656,0,1,4,12,656,0,1,4,14,0.102,0,1,4,25,0.102,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200053","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,155700,0,1,4,5,13840,0,1,4,6,16608,0,1,4,7,20760,0,1,4,9,4152,0,1,4,11,692,0,1,4,12,692,0,1,4,14,0.104,0,1,4,25,0.104,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200054","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,163800,0,1,4,5,14560,0,1,4,6,17472,0,1,4,7,21840,0,1,4,9,4368,0,1,4,11,728,0,1,4,12,728,0,1,4,14,0.106,0,1,4,25,0.106,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200055","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,171900,0,1,4,5,15280,0,1,4,6,18336,0,1,4,7,22920,0,1,4,9,4584,0,1,4,11,764,0,1,4,12,764,0,1,4,14,0.108,0,1,4,25,0.108,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200056","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,180000,0,1,4,5,16000,0,1,4,6,19200,0,1,4,7,24000,0,1,4,9,4800,0,1,4,11,800,0,1,4,12,800,0,1,4,14,0.11,0,1,4,25,0.11,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200057","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,189000,0,1,4,5,16800,0,1,4,6,20160,0,1,4,7,25200,0,1,4,9,5040,0,1,4,11,840,0,1,4,12,840,0,1,4,14,0.112,0,1,4,25,0.112,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200058","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,198000,0,1,4,5,17600,0,1,4,6,21120,0,1,4,7,26400,0,1,4,9,5280,0,1,4,11,880,0,1,4,12,880,0,1,4,14,0.114,0,1,4,25,0.114,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200059","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,207000,0,1,4,5,18400,0,1,4,6,22080,0,1,4,7,27600,0,1,4,9,5520,0,1,4,11,920,0,1,4,12,920,0,1,4,14,0.116,0,1,4,25,0.116,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200060","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,216000,0,1,4,5,19200,0,1,4,6,23040,0,1,4,7,28800,0,1,4,9,5760,0,1,4,11,960,0,1,4,12,960,0,1,4,14,0.118,0,1,4,25,0.118,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11200061","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,225000,0,1,4,5,20000,0,1,4,6,24000,0,1,4,7,30000,0,1,4,9,6000,0,1,4,11,1000,0,1,4,12,1000,0,1,4,14,0.12,0,1,4,25,0.12,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210001","modatt","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11210002","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,750,0,1,4,5,50,0,1,4,6,65,0,1,4,7,200,0,1,4,10,90,0,1,4,11,12,0,1,4,12,10,0,1,4,13,0.01,0,1,4,26,0.001,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210003","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,1500,0,1,4,5,100,0,1,4,6,130,0,1,4,7,400,0,1,4,10,180,0,1,4,11,24,0,1,4,12,20,0,1,4,13,0.02,0,1,4,26,0.002,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210004","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,3000,0,1,4,5,200,0,1,4,6,260,0,1,4,7,800,0,1,4,10,360,0,1,4,11,48,0,1,4,12,40,0,1,4,13,0.03,0,1,4,26,0.004,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210005","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,5250,0,1,4,5,350,0,1,4,6,455,0,1,4,7,1400,0,1,4,10,630,0,1,4,11,84,0,1,4,12,70,0,1,4,13,0.05,0,1,4,26,0.008,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210006","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,8250,0,1,4,5,550,0,1,4,6,715,0,1,4,7,2200,0,1,4,10,990,0,1,4,11,132,0,1,4,12,110,0,1,4,13,0.08,0,1,4,26,0.01,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210007","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,12750,0,1,4,5,850,0,1,4,6,1105,0,1,4,7,3400,0,1,4,10,1530,0,1,4,11,204,0,1,4,12,170,0,1,4,13,0.13,0,1,4,26,0.02,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11210008","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,8,18750,0,1,4,5,1250,0,1,4,6,1625,0,1,4,7,5000,0,1,4,10,2250,0,1,4,11,300,0,1,4,12,250,0,1,4,13,0.19,0,1,4,26,0.03,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
