"AttributeId","MiniMapShowNpcId","NpcId","BornX","BornY","BornZ","BornYaw","BornPitch","BornRoll","BornTime","PlotTips","FirstPlotTips"
"80010635","(73010503)","(76061205,76061205,76061205,76061206,0)","'(2250,3460,3750,3140,0)","'(3230,3930,2380,3230,0)","'(230,230,260,260,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80010636","(73010504)","(76061207,76061207,76061208,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010637","(73010504)","(76061209,76061209,76061210,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010638","(73010504)","(76061211,76061211,76061212,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010639","(73010504)","(76061213,76061213,76061214,0)","'(3170,2570,3250,0)","'(2520,3520,3240,0)","'(250,250,250,0)","'(90,90,90,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","",""
"80010640","(73010502)","(76061215,0)","'(3250,0)","'(3240,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(0,0)","",""
"80010641","(73010501)","(76061216,76061216,76061216,76061217,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010642","(73010501)","(76061218,76061218,76061218,76061219,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010643","(73010503)","(76061220,76061220,76061220,76061221,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010644","(73010503)","(76061222,76061222,76061222,76061223,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010645","(73010503)","(76061224,76061224,76061224,76061225,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010646","(73010504)","(76061226,76061226,76061227,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010647","(73010504)","(76061228,76061228,76061229,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010648","(73010504)","(76061230,76061230,76061231,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010649","(73010504)","(76061232,76061232,76061233,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010650","(73010502)","(76061234,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010651","(73010501)","(76061235,76061235,76061235,76061236,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010652","(73010501)","(76061237,76061237,76061237,76061238,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010653","(73010503)","(76061239,76061239,76061239,76061240,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010654","(73010503)","(76061241,76061241,76061241,76061242,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010655","(73010503)","(76061243,76061243,76061243,76061244,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010656","(73010504)","(76061245,76061245,76061246,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010657","(73010504)","(76061247,76061247,76061248,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010658","(73010504)","(76061249,76061249,76061250,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010659","(73010504)","(76061251,76061251,76061252,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010660","(73010502)","(76061253,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010661","(73010501)","(76061254,76061254,76061254,76061255,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010662","(73010501)","(76061256,76061256,76061256,76061257,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010663","(73010503)","(76061258,76061258,76061258,76061259,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010664","(73010503)","(76061260,76061260,76061260,76061261,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010665","(73010503)","(76061262,76061262,76061262,76061263,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010666","(73010504)","(76061264,76061264,76061265,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010667","(73010504)","(76061266,76061266,76061267,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010668","(73010504)","(76061268,76061268,76061269,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010669","(73010504)","(76061270,76061270,76061271,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010670","(73010502)","(76061272,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010671","(73010501)","(76061273,76061273,76061273,76061274,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010672","(73010501)","(76061275,76061275,76061275,76061276,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010673","(73010503)","(76061277,76061277,76061277,76061278,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010674","(73010503)","(76061279,76061279,76061279,76061280,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010675","(73010503)","(76061281,76061281,76061281,76061282,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010676","(73010504)","(76061283,76061283,76061284,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010677","(73010504)","(76061285,76061285,76061286,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010678","(73010504)","(76061287,76061287,76061288,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010679","(73010504)","(76061289,76061289,76061290,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010680","(73010502)","(76061291,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010681","(73010501)","(76061292,76061292,76061292,76061293,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010682","(73010501)","(76061294,76061294,76061294,76061295,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010683","(73010503)","(76061296,76061296,76061296,76061297,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010684","(73010503)","(76061298,76061298,76061298,76061299,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010685","(73010503)","(76061300,76061300,76061300,76061301,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010686","(73010504)","(76061302,76061302,76061303,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010687","(73010504)","(76061304,76061304,76061305,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010688","(73010504)","(76061306,76061306,76061307,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010689","(73010504)","(76061308,76061308,76061309,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010690","(73010502)","(76061310,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010691","(73010501)","(76061311,76061311,76061311,76061312,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010692","(73010501)","(76061313,76061313,76061313,76061314,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010693","(73010503)","(76061315,76061315,76061315,76061316,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010694","(73010503)","(76061317,76061317,76061317,76061318,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010695","(73010503)","(76061319,76061319,76061319,76061320,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010696","(73010504)","(76061321,76061321,76061322,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010697","(73010504)","(76061323,76061323,76061324,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010698","(73010504)","(76061325,76061325,76061326,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010699","(73010504)","(76061327,76061327,76061328,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010700","(73010502)","(76061329,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010701","(73010501)","(76061330,76061330,76061330,76061331,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010702","(73010501)","(76061332,76061332,76061332,76061333,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010703","(73010503)","(76061334,76061334,76061334,76061335,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010704","(73010503)","(76061336,76061336,76061336,76061337,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010705","(73010503)","(76061338,76061338,76061338,76061339,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010706","(73010504)","(76061340,76061340,76061341,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010707","(73010504)","(76061342,76061342,76061343,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010708","(73010504)","(76061344,76061344,76061345,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010709","(73010504)","(76061346,76061346,76061347,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010710","(73010502)","(76061348,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010711","(73010501)","(76061349,76061349,76061349,76061350,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010712","(73010501)","(76061351,76061351,76061351,76061352,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010713","(73010503)","(76061353,76061353,76061353,76061354,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010714","(73010503)","(76061355,76061355,76061355,76061356,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010715","(73010503)","(76061357,76061357,76061357,76061358,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010716","(73010504)","(76061359,76061359,76061360,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010717","(73010504)","(76061361,76061361,76061362,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010718","(73010504)","(76061363,76061363,76061364,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010719","(73010504)","(76061365,76061365,76061366,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010720","(73010502)","(76061367,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010721","(73010501)","(76061368,76061368,76061368,76061369,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010722","(73010501)","(76061370,76061370,76061370,76061371,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010723","(73010503)","(76061372,76061372,76061372,76061373,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010724","(73010503)","(76061374,76061374,76061374,76061375,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010725","(73010503)","(76061376,76061376,76061376,76061377,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010726","(73010504)","(76061378,76061378,76061379,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010727","(73010504)","(76061380,76061380,76061381,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010728","(73010504)","(76061382,76061382,76061383,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010729","(73010504)","(76061384,76061384,76061385,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010730","(73010502)","(76061386,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010731","(73010501)","(76061387,76061387,76061387,76061388,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010732","(73010501)","(76061389,76061389,76061389,76061390,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010733","(73010503)","(76061391,76061391,76061391,76061392,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010734","(73010503)","(76061393,76061393,76061393,76061394,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010735","(73010503)","(76061395,76061395,76061395,76061396,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010736","(73010504)","(76061397,76061397,76061398,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010737","(73010504)","(76061399,76061399,76061400,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010738","(73010504)","(76061401,76061401,76061402,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010739","(73010504)","(76061403,76061403,76061404,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010740","(73010502)","(76061405,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010741","(73010501)","(76061406,76061406,76061406,76061407,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010742","(73010501)","(76061408,76061408,76061408,76061409,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010743","(73010503)","(76061410,76061410,76061410,76061411,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010744","(73010503)","(76061412,76061412,76061412,76061413,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010745","(73010503)","(76061414,76061414,76061414,76061415,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010746","(73010504)","(76061416,76061416,76061417,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010747","(73010504)","(76061418,76061418,76061419,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010748","(73010504)","(76061420,76061420,76061421,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010749","(73010504)","(76061422,76061422,76061423,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010750","(73010502)","(76061424,0)","(3250,0)","(3240,0)","(500,0)","(0,0)","(0,0)","(0,0)","(0,0)","",""
"80010751","(73010501)","(76061425,76061425,76061425,76061426,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010752","(73010501)","(76061427,76061427,76061427,76061428,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010753","(73010503)","(76061429,76061429,76061429,76061430,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010754","(73010503)","(76061431,76061431,76061431,76061432,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010755","(73010503)","(76061433,76061433,76061433,76061434,0)","(2250,3460,3750,3140,0)","(3230,3930,2380,3230,0)","(230,230,260,260,0)","(90,90,90,90,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","",""
"80010756","(73010504)","(76061435,76061435,76061436,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
"80010757","(73010504)","(76061437,76061437,76061438,0)","(3170,2570,3250,0)","(2520,3520,3240,0)","(250,250,250,0)","(90,90,90,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","",""
