"AttributeId","level","EquipSlot","ItemIdList","ItemNumList","MoneyCostList","FailGetItemList","Rate","InheritUpgradeRatio","NoticeId","ProtectItemInfo","BarserkerWeaponBuffArray","BarserkerEquipBuffArrayCommon","BarserkerEquipBuffArrayIce","BarserkerEquipBuffArrayFire","BarserkerEquipBuffArrayLight","BarserkerEquipBuffArrayDark","WizardWeaponBuffArray","WizardEquipBuffArrayCommon","WizardEquipBuffArrayIce","WizardEquipBuffArrayFire","WizardEquipBuffArrayLight","WizardEquipBuffArrayDark","GuardianWeaponBuffArray","GuardianEquipBuffArrayCommon","GuardianEquipBuffArrayIce","GuardianEquipBuffArrayFire","GuardianEquipBuffArrayLight","GuardianEquipBuffArrayDark","AssassinWeaponBuffArray","AssassinEquipBuffArrayCommon","AssassinEquipBuffArrayIce","AssassinEquipBuffArrayFire","AssassinEquipBuffArrayLight","AssassinEquipBuffArrayDark"
"41040087","86","5","","","(30000005,87)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040088","87","5","","","(30000005,88)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040089","88","5","","","(30000005,89)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040090","89","5","","","(30000005,90)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040091","90","5","","","(30000005,91)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040092","91","5","","","(30000005,92)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040093","92","5","","","(30000005,93)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040094","93","5","","","(30000005,94)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040095","94","5","","","(30000005,95)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040096","95","5","","","(30000005,96)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040097","96","5","","","(30000005,97)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040098","97","5","","","(30000005,98)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040099","98","5","","","(30000005,99)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040100","99","5","","","(30000005,100)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41040101","100","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050001","0","6","","","(30000005,1)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050002","1","6","","","(30000005,2)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050003","2","6","","","(30000005,3)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050004","3","6","","","(30000005,4)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050005","4","6","","","(30000005,5)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050006","5","6","","","(30000005,6)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050007","6","6","","","(30000005,7)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050008","7","6","","","(30000005,8)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050009","8","6","","","(30000005,9)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050010","9","6","","","(30000005,10)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050011","10","6","","","(30000005,11)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050012","11","6","","","(30000005,12)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050013","12","6","","","(30000005,13)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050014","13","6","","","(30000005,14)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050015","14","6","","","(30000005,15)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050016","15","6","","","(30000005,16)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050017","16","6","","","(30000005,17)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050018","17","6","","","(30000005,18)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050019","18","6","","","(30000005,19)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050020","19","6","","","(30000005,20)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050021","20","6","","","(30000005,21)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050022","21","6","","","(30000005,22)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050023","22","6","","","(30000005,23)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050024","23","6","","","(30000005,24)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050025","24","6","","","(30000005,25)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050026","25","6","","","(30000005,26)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050027","26","6","","","(30000005,27)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050028","27","6","","","(30000005,28)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050029","28","6","","","(30000005,29)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050030","29","6","","","(30000005,30)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050031","30","6","","","(30000005,31)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050032","31","6","","","(30000005,32)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050033","32","6","","","(30000005,33)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050034","33","6","","","(30000005,34)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050035","34","6","","","(30000005,35)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050036","35","6","","","(30000005,36)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050037","36","6","","","(30000005,37)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050038","37","6","","","(30000005,38)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050039","38","6","","","(30000005,39)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050040","39","6","","","(30000005,40)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050041","40","6","","","(30000005,41)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050042","41","6","","","(30000005,42)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050043","42","6","","","(30000005,43)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050044","43","6","","","(30000005,44)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050045","44","6","","","(30000005,45)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050046","45","6","","","(30000005,46)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050047","46","6","","","(30000005,47)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050048","47","6","","","(30000005,48)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050049","48","6","","","(30000005,49)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050050","49","6","","","(30000005,50)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050051","50","6","","","(30000005,51)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050052","51","6","","","(30000005,52)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050053","52","6","","","(30000005,53)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050054","53","6","","","(30000005,54)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050055","54","6","","","(30000005,55)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050056","55","6","","","(30000005,56)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050057","56","6","","","(30000005,57)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050058","57","6","","","(30000005,58)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050059","58","6","","","(30000005,59)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050060","59","6","","","(30000005,60)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050061","60","6","","","(30000005,61)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050062","61","6","","","(30000005,62)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050063","62","6","","","(30000005,63)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050064","63","6","","","(30000005,64)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050065","64","6","","","(30000005,65)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050066","65","6","","","(30000005,66)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050067","66","6","","","(30000005,67)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050068","67","6","","","(30000005,68)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050069","68","6","","","(30000005,69)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050070","69","6","","","(30000005,70)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050071","70","6","","","(30000005,71)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050072","71","6","","","(30000005,72)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050073","72","6","","","(30000005,73)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050074","73","6","","","(30000005,74)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050075","74","6","","","(30000005,75)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050076","75","6","","","(30000005,76)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050077","76","6","","","(30000005,77)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050078","77","6","","","(30000005,78)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050079","78","6","","","(30000005,79)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050080","79","6","","","(30000005,80)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050081","80","6","","","(30000005,81)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050082","81","6","","","(30000005,82)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050083","82","6","","","(30000005,83)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050084","83","6","","","(30000005,84)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050085","84","6","","","(30000005,85)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050086","85","6","","","(30000005,86)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050087","86","6","","","(30000005,87)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050088","87","6","","","(30000005,88)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050089","88","6","","","(30000005,89)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050090","89","6","","","(30000005,90)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050091","90","6","","","(30000005,91)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050092","91","6","","","(30000005,92)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050093","92","6","","","(30000005,93)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050094","93","6","","","(30000005,94)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050095","94","6","","","(30000005,95)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050096","95","6","","","(30000005,96)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050097","96","6","","","(30000005,97)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050098","97","6","","","(30000005,98)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050099","98","6","","","(30000005,99)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050100","99","6","","","(30000005,100)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41050101","100","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060001","0","7","","","(30000005,1)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060002","1","7","","","(30000005,2)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060003","2","7","","","(30000005,3)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060004","3","7","","","(30000005,4)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060005","4","7","","","(30000005,5)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060006","5","7","","","(30000005,6)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060007","6","7","","","(30000005,7)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060008","7","7","","","(30000005,8)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060009","8","7","","","(30000005,9)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060010","9","7","","","(30000005,10)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060011","10","7","","","(30000005,11)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060012","11","7","","","(30000005,12)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060013","12","7","","","(30000005,13)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060014","13","7","","","(30000005,14)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060015","14","7","","","(30000005,15)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060016","15","7","","","(30000005,16)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060017","16","7","","","(30000005,17)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060018","17","7","","","(30000005,18)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060019","18","7","","","(30000005,19)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060020","19","7","","","(30000005,20)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060021","20","7","","","(30000005,21)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060022","21","7","","","(30000005,22)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060023","22","7","","","(30000005,23)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060024","23","7","","","(30000005,24)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060025","24","7","","","(30000005,25)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060026","25","7","","","(30000005,26)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060027","26","7","","","(30000005,27)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060028","27","7","","","(30000005,28)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060029","28","7","","","(30000005,29)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060030","29","7","","","(30000005,30)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060031","30","7","","","(30000005,31)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060032","31","7","","","(30000005,32)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060033","32","7","","","(30000005,33)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060034","33","7","","","(30000005,34)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060035","34","7","","","(30000005,35)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060036","35","7","","","(30000005,36)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060037","36","7","","","(30000005,37)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060038","37","7","","","(30000005,38)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060039","38","7","","","(30000005,39)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060040","39","7","","","(30000005,40)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060041","40","7","","","(30000005,41)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060042","41","7","","","(30000005,42)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060043","42","7","","","(30000005,43)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060044","43","7","","","(30000005,44)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060045","44","7","","","(30000005,45)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060046","45","7","","","(30000005,46)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060047","46","7","","","(30000005,47)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060048","47","7","","","(30000005,48)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060049","48","7","","","(30000005,49)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060050","49","7","","","(30000005,50)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060051","50","7","","","(30000005,51)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060052","51","7","","","(30000005,52)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060053","52","7","","","(30000005,53)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060054","53","7","","","(30000005,54)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060055","54","7","","","(30000005,55)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060056","55","7","","","(30000005,56)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060057","56","7","","","(30000005,57)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060058","57","7","","","(30000005,58)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060059","58","7","","","(30000005,59)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060060","59","7","","","(30000005,60)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060061","60","7","","","(30000005,61)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060062","61","7","","","(30000005,62)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060063","62","7","","","(30000005,63)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060064","63","7","","","(30000005,64)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060065","64","7","","","(30000005,65)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060066","65","7","","","(30000005,66)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060067","66","7","","","(30000005,67)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060068","67","7","","","(30000005,68)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060069","68","7","","","(30000005,69)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060070","69","7","","","(30000005,70)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060071","70","7","","","(30000005,71)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060072","71","7","","","(30000005,72)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060073","72","7","","","(30000005,73)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060074","73","7","","","(30000005,74)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060075","74","7","","","(30000005,75)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060076","75","7","","","(30000005,76)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060077","76","7","","","(30000005,77)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060078","77","7","","","(30000005,78)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060079","78","7","","","(30000005,79)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060080","79","7","","","(30000005,80)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060081","80","7","","","(30000005,81)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060082","81","7","","","(30000005,82)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060083","82","7","","","(30000005,83)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060084","83","7","","","(30000005,84)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060085","84","7","","","(30000005,85)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060086","85","7","","","(30000005,86)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060087","86","7","","","(30000005,87)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060088","87","7","","","(30000005,88)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060089","88","7","","","(30000005,89)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060090","89","7","","","(30000005,90)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060091","90","7","","","(30000005,91)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060092","91","7","","","(30000005,92)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060093","92","7","","","(30000005,93)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060094","93","7","","","(30000005,94)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060095","94","7","","","(30000005,95)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060096","95","7","","","(30000005,96)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060097","96","7","","","(30000005,97)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060098","97","7","","","(30000005,98)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060099","98","7","","","(30000005,99)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060100","99","7","","","(30000005,100)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41060101","100","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070001","0","8","","","(30000005,1)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070002","1","8","","","(30000005,2)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070003","2","8","","","(30000005,3)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070004","3","8","","","(30000005,4)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070005","4","8","","","(30000005,5)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070006","5","8","","","(30000005,6)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070007","6","8","","","(30000005,7)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070008","7","8","","","(30000005,8)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070009","8","8","","","(30000005,9)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070010","9","8","","","(30000005,10)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070011","10","8","","","(30000005,11)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070012","11","8","","","(30000005,12)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070013","12","8","","","(30000005,13)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070014","13","8","","","(30000005,14)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070015","14","8","","","(30000005,15)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070016","15","8","","","(30000005,16)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070017","16","8","","","(30000005,17)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070018","17","8","","","(30000005,18)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070019","18","8","","","(30000005,19)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070020","19","8","","","(30000005,20)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070021","20","8","","","(30000005,21)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070022","21","8","","","(30000005,22)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070023","22","8","","","(30000005,23)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070024","23","8","","","(30000005,24)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070025","24","8","","","(30000005,25)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070026","25","8","","","(30000005,26)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070027","26","8","","","(30000005,27)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070028","27","8","","","(30000005,28)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070029","28","8","","","(30000005,29)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070030","29","8","","","(30000005,30)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070031","30","8","","","(30000005,31)","","(1,0)","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41070032","31","8","","","(30000005,32)","","(1,0)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
