"AttributeId","IconInfo","HurtSoundType","HurtSound","FlyEffNomal","FlyEffIce","FlyEffFire","FlyEffLight","FlyEffDark","HurtEff","NoOpenStrId","SpellSections","CastSections","ChannelSections","AttackSections","HurtSections","MotionBlendSpaceId","OtherSpellSections","OtherCastSections","OtherChannelSections","OtherAttackSections","OtherHurtSections","SkillName","SkillTemplate","SkillDiscribe","SkillSmallDiscribe","SkillUnlockDescribe","SkillRecommendDescribe","SkillUnlockConditionDescribe","LightStrength","LightR","LightG","LightB","LightA","ExploreAtCapsule","SkillVedio","CacheNpcId","SkillVedioLen"
"14038071","(91210305)","1","91923007","","","","","","","","","","","","Hurt1","","","","","","","90030209","90030706","90033161","90070062","90038007","90039000","90038058","100","0.1","1","10","1","0","","",""
"14038081","(91210313)","3","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030211","90030711","90033185","90070159","90038007","90039000","90038060","100","5","2","0.5","1","0","91950103","","4"
"14038082","(91210313)","3","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030211","90030711","90033185","90070159","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038083","(91210313)","3","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030211","90030711","90033185","90070159","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038084","(91210313)","3","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030211","90030711","90033185","90070159","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038085","(91210313)","3","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030211","90030711","90033185","90070159","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038091","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","91950104","","4"
"14038092","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038093","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038094","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038095","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038096","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038097","(91210317)","3","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030212","90030712","90033186","90070160","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038101","(91210321)","3","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030213","90030713","90033187","90070063","90038007","90039000","90038060","100","5","2","0.5","1","0","91950105","","6"
"14038102","(91210321)","3","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030213","90030713","90033187","90070063","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038103","(91210321)","3","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030213","90030713","90033187","90070063","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038104","(91210321)","3","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030213","90030713","90033187","90070063","90038007","90039000","90038060","100","5","2","0.5","1","0","","",""
"14038111","(91210325)","4","91923007","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030214","90030714","90033188","90070116","90038007","90039000","90038061","100","10","1","1","1","0","91950106","","4"
"14038121","(91210329)","4","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030215","90030715","90033189","90070063","90038007","90039000","90038061","100","10","1","1","1","0","91950107","","6"
"14038122","(91210329)","4","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030215","90030715","90033189","90070063","90038007","90039000","90038061","100","10","1","1","1","0","","",""
"14038123","(91210329)","4","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030215","90030715","90033189","90070063","90038007","90039000","90038061","100","10","1","1","1","0","","",""
"14038124","(91210329)","4","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030215","90030715","90033189","90070063","90038007","90039000","90038061","100","10","1","1","1","0","","",""
"14038125","(91210329)","4","91923007","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030215","90030715","90033189","90070064","90038007","90039000","90038061","100","10","1","1","1","0","","",""
"14038131","(91210329)","4","91923007","","","","","","","","","","","","Hurt1","","","","","","","90030215","90030715","90033189","90070063","90038007","90039000","90038058","100","10","1","1","1","0","","",""
"14038141","(91210329)","4","91923007","","","","","","","","","","","","Hurt1","","","","","","","90030215","90030715","90033189","90070063","90038007","90039000","90038058","100","10","1","1","1","0","","",""
"14038151","(91210333)","4","91923007","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030216","90030716","90033190","90070114","90038007","90039000","90038061","100","10","1","1","1","0","91950108","","2"
"14040001","(91210121)","","91923004","","","","","","","","","","","Attack1","Hurt1","1","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040002","(91210121)","","91923004","(91110073)","(91110073)","(91110073)","(91110073)","(91110073)","","","","","","BianShenAttack1","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040003","(91210121)","","91923004","(91110075)","(91110076)","(91110077)","(91110078)","(91110079)","","","","","","KongZhanAttack1","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","0.1","1","10","1","0","","",""
"14040201","(91210121)","","91923004","","","","","","","","","","","Attack2","Hurt1","2","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040202","(91210121)","","91923004","(91110073)","(91110073)","(91110073)","(91110073)","(91110073)","","","","","","BianShenAttack1","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040203","(91210121)","","91923004","(91110080)","(91110081)","(91110082)","(91110083)","(91110084)","","","","","","KongZhanAttack2","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","0.1","1","10","1","0","","",""
"14040401","(91210121)","","91923004","","","","","","","","","","","Attack3","Hurt1","3","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040402","(91210121)","","91923004","(91110073)","(91110073)","(91110073)","(91110073)","(91110073)","","","","","","BianShenAttack1","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040403","(91210121)","","91923004","(91110085)","(91110086)","(91110087)","(91110088)","(91110089)","","","","","","KongZhanAttack3","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","0.1","1","10","1","0","","",""
"14040601","(91210121)","","91923004","","","","","","","","","","","Attack4","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14040801","(91210121)","","91923004","","","","","","","","","","","Attack5","Hurt1","","","","","","","90030301","90030801","90034001","90070062","90038023","90039000","","100","10","1","1","1","0","","",""
"14041001","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070062","90038024","90039000","90038066","100","10","1","1","1","0","91950200","","2"
"14041002","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070104","90038024","90039000","","100","10","1","1","1","0","","",""
"14041003","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070104","90038024","90039000","","100","10","1","1","1","0","","",""
"14041004","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070104","90038024","90039000","","100","10","1","1","1","0","","",""
"14041005","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070117","90038024","90039000","","100","10","1","1","1","0","","",""
"14041006","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070117","90038024","90039000","","100","10","1","1","1","0","","",""
"14041007","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070117","90038024","90039000","","100","10","1","1","1","0","","",""
"14041011","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070063","90038024","90039000","","100","10","1","1","1","0","","",""
"14041012","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070063","90038024","90039000","","100","10","1","1","1","0","","",""
"14041013","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070063","90038024","90039000","","100","10","1","1","1","0","","",""
"14041021","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070075","90038024","90039000","","100","10","1","1","1","0","","",""
"14041022","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070075","90038024","90039000","","100","10","1","1","1","0","","",""
"14041023","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070075","90038024","90039000","","100","10","1","1","1","0","","",""
"14041024","(91210125)","0","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030302","90030802","90034021","90070118","90038024","90039000","","100","10","1","1","1","0","","",""
"14042001","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070073","90038025","90039001","90038067","100","10","1","1","1","0","91950201","","1"
"14042002","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070074","90038025","90039001","","100","10","1","1","1","0","","",""
"14042003","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070074","90038025","90039001","","100","10","1","1","1","0","","",""
"14042004","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070074","90038025","90039001","","100","10","1","1","1","0","","",""
"14042005","(91210129)","1","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030303","90030803","90034041","90070074","90038025","90039001","","100","10","1","1","1","0","","",""
"14042006","(91210129)","1","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030303","90030803","90034041","90070074","90038025","90039001","","100","10","1","1","1","0","","",""
"14042101","(91210129)","1","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030303","90030803","90034041","90070074","90038025","90039001","","100","10","1","1","1","0","","",""
"14042201","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070073","90038025","90039001","90038067","100","10","1","1","1","0","","",""
"14042202","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070073","90038025","90039001","","100","10","1","1","1","0","","",""
"14042203","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070073","90038025","90039001","","100","10","1","1","1","0","","",""
"14042204","(91210129)","0","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030303","90030803","90034041","90070073","90038025","90039001","","100","10","1","1","1","0","","",""
"14043001","(91210133)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070119","90038026","90039000","90038068","100","10","1","1","1","0","91950202","","4"
"14043002","(91210133)","3","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070120","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043003","(91210133)","3","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070120","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043004","(91210133)","3","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070120","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043101","(91210133)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070121","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043102","(91210133)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070121","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043103","(91210133)","0","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070121","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043104","(91210133)","4","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070122","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043105","(91210133)","4","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070122","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14043106","(91210133)","4","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030304","90030804","90034061","90070122","90038026","90039000","90038068","100","10","1","1","1","0","","",""
"14044001","(91210137)","","","","","","","","","","","","","","Hurt1","","","","","","","90030124","90030155","90032501","90070062","90038027","90039000","","100","10","1","1","1","0","","",""
"14045001","(91210141)","","","","","","","","","","","","","","Hurt1","","","","","","","90030125","90030156","90032601","90070062","90038028","90039000","","100","10","1","1","1","0","","",""
"14046001","(91210145)","","","","","","","","","","","","","","Hurt1","","","","","","","90030179","90030181","90034001","90070062","90038029","90039000","","100","10","1","0.1","1","0","","",""
"14047001","(91210149)","","","","","","","","","","","","","","Hurt1","","","","","","","90030180","90030182","90034101","90070062","90038030","90039000","","100","10","1","0.1","1","0","","",""
"14048001","(91210345)","2","91923003","","","","","","","","","","Channel5","","Hurt1","","","","","","","90030307","90030808","90034121","90070062","90038024","90039000","90038063","100","10","1","0.1","1","0","91950212","","3"
"14048002","(91210345)","2","91923003","","","","","","","","","","Channel5","","Hurt1","","","","","","","90030307","90030808","90034121","90070110","90038024","90039000","90038063","100","10","1","0.1","1","0","","",""
"14048011","(91210341)","2","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030306","90030809","90034081","90070123","90038025","90039001","90038063","100","10","1","0.1","1","0","91950213","","2"
"14048012","(91210341)","2","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030306","90030809","90034081","90070114","90038025","90039001","90038063","100","10","1","0.1","1","0","","",""
"14048013","(91210341)","2","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030306","90030809","90034081","90070114","90038025","90039001","90038063","100","10","1","0.1","1","0","","",""
"14048014","(91210341)","2","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030306","90030809","90034081","90070114","90038025","90039001","90038063","100","10","1","0.1","1","0","","",""
"14048015","(91210341)","2","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030306","90030809","90034081","90070124","90038025","90039001","90038063","100","10","1","0.1","1","0","","",""
"14048021","(91210337)","2","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030305","90030810","90034101","90070110","90038026","90039000","90038063","100","10","1","0.1","1","0","91950214","","3"
"14048022","(91210337)","2","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030305","90030810","90034101","90070110","90038026","90039000","90038063","100","10","1","0.1","1","0","","",""
"14048023","(91210337)","2","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030305","90030810","90034101","90070110","90038026","90039000","90038063","100","10","1","0.1","1","0","","",""
"14048024","(91210337)","2","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030305","90030810","90034101","90070110","90038026","90039000","90038063","100","10","1","0.1","1","0","","",""
"14048025","(91210337)","2","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030305","90030810","90034101","90070125","90038026","90039000","90038063","100","10","1","0.1","1","0","","",""
"14048031","(91210349)","1","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030308","90030805","90034141","90070063","90038024","90039000","90038062","100","0.1","1","10","1","0","91950209","","2"
"14048032","(91210349)","1","91923003","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030308","90030805","90034141","90070064","90038024","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048041","(91210357)","1","91923004","","","","","","","","","","","","Hurt1","","","","","","","90030310","90030806","90034181","90070126","90038025","90039001","90038062","100","0.1","1","10","1","0","91950210","","5"
"14048042","(91210357)","1","91923004","","","","","","","","","","","","Hurt1","","","","","","","90030310","90030806","90034181","90070126","90038025","90039001","90038062","100","0.1","1","10","1","0","","",""
"14048043","(91210357)","1","91923004","","","","","","","","","","","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038025","90039001","90038062","100","0.1","1","10","1","0","","",""
"14048044","(91210357)","1","91923004","","","","","","","","","","","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038025","90039001","90038062","100","0.1","1","10","1","0","","",""
"14048045","(91210357)","1","91923004","","","","","","","","","","","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038025","90039001","90038062","100","0.1","1","10","1","0","","",""
"14048051","(91210357)","1","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048052","(91210357)","1","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048053","(91210357)","1","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048054","(91210357)","1","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030310","90030806","90034181","90070127","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048061","(91210353)","1","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030309","90030807","90034161","90070063","90038026","90039000","90038062","100","0.1","1","10","1","0","91950211","","3"
"14048062","(91210353)","1","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030309","90030807","90034161","90070063","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048063","(91210353)","1","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030309","90030807","90034161","90070063","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048064","(91210353)","1","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030309","90030807","90034161","90070063","90038026","90039000","90038062","100","0.1","1","10","1","0","","",""
"14048071","(91210361)","3","91923004","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030311","90030806","90034201","90070114","90038025","90039001","90038064","100","0.1","1","10","1","0","91950203","","2"
"14048072","(91210361)","3","91923004","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030311","90030806","90034201","90070128","90038025","90039001","90038064","100","0.1","1","10","1","0","","",""
"14048073","(91210361)","3","91923004","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030311","90030806","90034201","90070128","90038025","90039001","90038064","100","0.1","1","10","1","0","","",""
"14048074","(91210361)","3","91923004","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030311","90030806","90034201","90070128","90038025","90039001","90038064","100","0.1","1","10","1","0","","",""
"14048081","(91210365)","3","91923004","(91110072,0)","(91110072,0)","(91110072,0)","(91110072,0)","","","","","","Channel2","","Hurt1","","","","","","","90030312","90030806","90034221","90070114","90038026","90039000","90038064","100","0.1","1","10","1","0","91950204","","2"
"14048091","(91210365)","3","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030312","90030806","90034221","90070114","90038026","90039000","90038064","100","0.1","1","10","1","0","","",""
"14048101","(91210369)","3","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030313","90030806","90034241","90070063","90038026","90039000","90038064","100","0.1","1","10","1","0","91950205","","4"
"14048102","(91210369)","3","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030313","90030806","90034241","90070064","90038026","90039000","90038064","100","0.1","1","10","1","0","","",""
"14048103","(91210369)","3","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030313","90030806","90034241","90070064","90038026","90039000","90038064","100","0.1","1","10","1","0","","",""
"14048104","(91210369)","3","91923004","","","","","","","","","","Channel4","","Hurt1","","","","","","","90030313","90030806","90034241","90070064","90038026","90039000","90038064","100","0.1","1","10","1","0","","",""
"14048111","(91210373)","4","91923004","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030314","90030806","90034261","90070081","90038026","90039000","90038065","100","0.1","1","10","1","0","91950206","76980075","4"
"14048112","(91210373)","4","91923004","","","","","","","","","","Channel1","","Hurt1","","","","","","","90030314","90030806","90034261","90070129","90038026","90039000","90038065","100","0.1","1","10","1","0","","76980076",""
"14048121","(91210377)","4","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030315","90030807","90034281","90070063","90038026","90039000","90038065","100","0.1","1","10","1","0","91950207","","3"
"14048122","(91210377)","4","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030315","90030807","90034281","90070064","90038026","90039000","90038065","100","0.1","1","10","1","0","","",""
"14048123","(91210377)","4","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030315","90030807","90034281","90070064","90038026","90039000","90038065","100","0.1","1","10","1","0","","",""
"14048124","(91210377)","4","91923004","","","","","","","","","","Channel2","","Hurt1","","","","","","","90030315","90030807","90034281","90070064","90038026","90039000","90038065","100","0.1","1","10","1","0","","",""
"14048131","(91210381)","4","91923004","","","","","","","","","","Channel3","","Hurt1","","","","","","","90030316","90030807","90034301","90070130","90038026","90039000","90038065","100","0.1","1","10","1","0","91950208","","7"
"14050001","(91210153)","","91923009","(91115001)","(91115001)","(91115001)","(91115001)","","","","","","","Attack1","Hurt1","","","","","","","90030126","90030157","90032701","","","90039000","","50","0.1","0.2","1","1","0","","",""
"14050201","(91210153)","","91923009","(91115001)","(91115001)","(91115001)","(91115001)","","","","","","","Attack2","Hurt1","","","","","","","90030126","90030157","90032701","","","90039000","","50","0.1","0.2","1","1","0","","",""
"14050401","(91210153)","","91923009","(91115001)","(91115001)","(91115001)","(91115001)","","","","","","","Attack3","Hurt1","","","","","","","90030126","90030157","90032701","","","90039000","","50","0.1","0.2","1","1","0","","",""
"14051001","(91210157)","","91923009","","","","","","","90030002","","","Channel1","","Hurt1","","","","","","","90030127","90030158","90032801","","","90039000","","50","0.1","0.2","1","1","0","","",""
"14052001","(91210161)","","91923009","","","","","","","90030002","","","Channel2","","Hurt1","","","","","","","90030128","90030159","90032901","","","90039000","","100","3","30","5","1","0","","",""
"14053001","(91210165)","","91923006","","","","","","","90030002","","","Channel3","","Hurt1","","","","","","","90030129","90030160","90033001","","","90039000","","100","10","1","0.1","1","0","","",""
"14054001","(91210169)","","","","","","","","","","","","","","Hurt1","","","","","","","90030130","90030161","90033101","","","90039000","","100","3","30","5","1","0","","",""
"14055001","(91210173)","","","","","","","","","","","","","","Hurt1","","","","","","","90030131","90030162","90033201","","","90039000","","100","1","1","1","1","0","","",""
"14056001","(91210177)","","","","","","","","","","","","","","Hurt1","","","","","","","90030183","90030185","90034201","","","90039000","","100","10","1","0.1","1","0","","",""
"14057001","(91210181)","","","","","","","","","","","","","","Hurt1","","","","","","","90030184","90030186","90034301","","","90039000","","100","10","1","0.1","1","0","","",""
"14100001","(0)","","","","","","","","","","","","","","","","","","","","","90036001","90036001","90036001","","","90039000","","","","","","","0","","",""
"14100101","(0)","","","","","","","","","","","","","","","","","","","","","90036002","90036002","90036002","","","90039000","","","","","","","0","","",""
"14100201","(91210025)","","","","","","","","","","","","","","","","","","","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14100301","(91210029)","","","","","","","","","","","","","","","","","","","","","90036004","90036004","90036004","","","90039000","","","","","","","0","","",""
"14100401","(91210033)","","","","","","","","","","","","","","","","","","","","","90036005","90036005","90036005","","","90039000","","","","","","","0","","",""
"14100501","(0)","","","","","","","","","","","","","","","","","","","","","90036006","90036006","90036006","","","90039000","","","","","","","0","","",""
"14100601","(0)","","","","","","","","","","","","","","","","","","","","","90036007","90036007","90036007","","","90039000","","","","","","","0","","",""
"14100701","(91210025)","","","","","","","","","","","","","","","","","","","","","90036008","90036008","90036008","","","90039000","","","","","","","0","","",""
"14100801","(91210029)","","","","","","","","","","","","","","","","","","","","","90036009","90036009","90036009","","","90039000","","","","","","","0","","",""
"14100901","(91210033)","","","","","","","","","","","","","","","","","","","","","90036010","90036010","90036010","","","90039000","","","","","","","0","","",""
"14101001","(0)","","","","","","","","","","","","","","","","","","","","","90036011","90036011","90036011","","","90039000","","","","","","","0","","",""
"14101101","(0)","","","","","","","","","","","","","","","","","","","","","90036012","90036012","90036012","","","90039000","","","","","","","0","","",""
"14101201","(91210025)","","","","","","","","","","","","","","","","","","","","","90036013","90036013","90036013","","","90039000","","","","","","","0","","",""
"14101301","(91210029)","","","","","","","","","","","","","","","","","","","","","90036014","90036014","90036014","","","90039000","","","","","","","0","","",""
"14101401","(91210033)","","","","","","","","","","","","","","","","","","","","","90036015","90036015","90036015","","","90039000","","","","","","","0","","",""
"14101501","(0)","","","","","","","","","","","","","","","","","","","","","90036016","90036016","90036016","","","90039000","","","","","","","0","","",""
"14101601","(91210025)","","","","","","","","","","","","","","","","","","","","","90036017","90036017","90036017","","","90039000","","","","","","","0","","",""
"14101701","(91210029)","","","","","","","","","","","","","","","","","","","","","90036018","90036018","90036018","","","90039000","","","","","","","0","","",""
"14101801","(0)","","","","","","","","","","","","","","","","","","","","","90036019","90036019","90036019","","","90039000","","","","","","","0","","",""
"14101901","(91210033)","","","","","","","","","","","","","","","","","","","","","90036020","90036020","90036020","","","90039000","","","","","","","0","","",""
"14103101","(91210385)","","","","","","","","","","","","","","","","","","","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103201","(91260574)","","","","","","","","","","","","ChannelMount02","","","","","","Channel5","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103202","(91260575)","","","","","","","","","","","","ChannelWing","","","","","","Channel1","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103203","(91260574)","","","","","","","","","","","","ChannelMount02","","","","","","Channel5","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103204","(91260575)","","","","","","","","","","","","ChannelWing","","","","","","Channel1","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103205","(91290942)","","","","","","","","","","","","","","","","","","","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103206","(91290943)","","","","","","","","","","","","","","","","","","","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103207","(91290942)","","","","","","","","","","","","ChannelMount03","","","","","","Channel6","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14103208","(91290943)","","","","","","","","","","","","ChannelWing2","","","","","","Channel2","","","90036003","90036003","90036003","","","90039000","","","","","","","0","","",""
"14110001","(91210001)","","91923001","(91116001)","(91116001)","(91116001)","(91116001)","(91116001)","","","","","","AttackMount","Hurt1","","","","","Attack1","Hurt1","90036022","90036022","90036022","","","90039000","","100","10","1","0.1","1","1","","",""
"14110002","(91210009)","","91923001","","","","","","","","","","ChannelMount","","Hurt1","","","","Channel1","","Hurt1","90036023","90036023","90036023","","","90039000","","100","10","1","0.1","1","1","","",""
