"AttributeId","MiniMapNameResId","MiniMapResId","MiniMapImageStartX","MiniMapImageStartY","MiniMapRealStartX","MiniMapRealStartY","MiniMapImageLenthX","MiniMapImageLenthY","MiniMapRealLenthX","MiniMapRealLenthY","MiniMapBorderPos","MiniMarkIdList","MiniDropItemIdList"
"72010351","90050497","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010352","90050498","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010353","90050499","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010354","90050500","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010355","90050501","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010356","90050502","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010357","90050503","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010358","90050504","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010359","90050505","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010360","90050506","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010361","90050507","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010362","90050508","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010363","90050509","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010364","90050510","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010365","90050511","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010366","90050512","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010367","90050513","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010368","90050514","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010369","90050515","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010370","90050516","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010371","90050517","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010372","90050518","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010373","90050519","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010374","90050520","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061027)"
"72010375","90050521","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010376","90050522","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010377","90050523","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010378","90050524","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010379","90050525","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010380","90050526","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010381","90050527","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010382","90050528","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010383","90050529","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010384","90050530","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061028)"
"72010385","90050531","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010386","90050532","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010387","90050533","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010388","90050534","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010389","90050535","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010390","90050536","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010391","90050537","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010392","90050538","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010393","90050539","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010394","90050540","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061028)"
"72010395","90050541","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010396","90050542","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010397","90050543","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010398","90050544","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010399","90050545","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061004)"
"72010400","90050546","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010401","90050547","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010402","90050548","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010403","90050549","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010503,73010504)","(31091039,31061003)"
"72010404","90050550","91231005","0","0","-680","538","1280","910","7671","5408","","(73010501,73010502,73010503,73010504)","(31091040,31061028)"
"72011001","90050017","91231004","0","0","526","1803","1280","910","10082","7181","","(73010401,73010402,73010403,73010404,73010405)","(31080092)"
"72011002","90050018","91231250","0","0","2299","4565","1280","910","13985","9892","","(73013001,73013002)","(31080052)"
"72012001","90050170","91291239","0","0","-11717","5125","1280","910","54121","56937","","(73011601,73011603,73011604,73011605,73011606,73011607,73011608)","(31000040,31000099,31000108)"
"72012002","90050170","91231038","0","0","-1676","10056","1280","910","35610","25296","","(73011601,73011603,73011604,73011605,73011606,73011607,73011608)","(31000040,31000099,31000108)"
"72012003","90050170","91231038","0","0","-1676","10056","1280","910","35610","25296","","(73011601,73011603,73011604,73011605,73011606,73011607,73011608)","(31000040,31000099,31000108)"
"72012004","90050170","91231038","0","0","-1676","10056","1280","910","35610","25296","","(73011601,73011603,73011604,73011605,73011606,73011607,73011608)","(31000040,31000099,31000108)"
"72012005","90050170","91231038","0","0","-1676","10056","1280","910","35610","25296","","(73011601,73011603,73011604,73011605,73011606,73011607,73011608)","(31000040,31000099,31000108)"
"72012006","90050171","91231029","0","0","28300","30393","1280","910","24000","17000","","(73010601,73010602,73010603,73010604)","(31000108,31020003,31020004,31020005)"
"72012007","90050171","91231029","0","0","28300","30393","1280","910","24000","17000","","(73010601,73010602,73010603,73010604)","(31020004,31020003,31081052,31000108)"
"72012008","90050171","91231029","0","0","28300","30393","1280","910","24000","17000","","(73010601,73010602,73010603,73010604)","(31020004,31020003,31081053,31000108)"
"72012009","90050171","91231029","0","0","28300","30393","1280","910","24000","17000","","(73010601,73010602,73010603,73010604)","(31020004,31020003,31081054,31000108)"
"72012010","90050171","91231029","0","0","28300","30393","1280","910","24000","17000","","(73010601,73010602,73010603,73010604)","(31020004,31020003,31081055,31000108)"
"72012011","90050172","91231033","0","0","8567","11257","1280","910","18276","12975","","(73010701,73010702,73010703,73010704,73010705,73010706)","(31000030)"
"72012012","90050172","91231033","0","0","8567","11257","1280","910","18276","12975","","(73010701,73010702,73010703,73010704,73010705,73010706)","(31000031)"
"72012013","90050172","91231033","0","0","8567","11257","1280","910","18276","12975","","(73010701,73010702,73010703,73010704,73010705,73010706)","(31000033)"
"72012014","90050172","91231033","0","0","8567","11257","1280","910","18276","12975","","(73010701,73010702,73010703,73010704,73010705,73010706)","(31000034)"
"72012015","90050172","91231033","0","0","8567","11257","1280","910","18276","12975","","(73010701,73010702,73010703,73010704,73010705,73010706)","(31050002)"
"72012100","90050035","91231002","0","0","7033","11240","1280","910","14264","10173","","(73010201,73010202,73010203,73010204,73010205)","(31000028,31000029,31000027,31000105,31000108)"
"72012101","90050035","91231002","0","0","7033","11240","1280","910","14264","10173","","(73010201,73010202,73010203,73010204,73010205)","(31000028,31000029,31000027,31000105,31000108)"
"72012102","90050035","91231002","0","0","7033","11240","1280","910","14264","10173","","(73010201,73010202,73010203,73010204,73010205)","(31000028,31000029,31000027,31000105,31000108)"
"72012103","90050035","91231002","0","0","7033","11240","1280","910","14264","10173","","(73010201,73010202,73010203,73010204,73010205)","(31000028,31000029,31000027,31000105,31000108)"
"72012104","90050035","91231002","0","0","7033","11240","1280","910","14264","10173","","(73010201,73010202,73010203,73010204,73010205)","(31000028,31000029,31000027,31000105,31000108)"
"72013001","90050224","91231083","0","0","-7127","-411","1280","910","43216","30622","","(73011701,73011702,73011703,73011704,73011705,73011706)","(31080093,31080102)"
"72013002","90050225","91231083","0","0","-7127","-411","1280","910","43216","30622","","(73011701,73011707,73011708,73011709,73011710,73011711)","(31080093,31080102)"
"72013003","90050226","91231083","0","0","-7127","-411","1280","910","43216","30622","","(73011701,73011712,73011713,73011714,73011715,73011716)","(31080093,31080102)"
"72013004","90050227","91231083","0","0","-7127","-411","1280","910","43216","30622","","(73011701,73011717,73011718,73011719,73011720,73011721)","(31080093,31080102)"
"72013005","90050228","91231083","0","0","-7127","-411","1280","910","43216","30622","","(73011701,73011722,73011723,73011724,73011725,73011726)","(31080093,31080102)"
"72014001","90050199","91231084","0","0","-10940","-4600","1280","910","34000","24320","","(73011801)","(31000109,31080056,31000063,31020008)"
"72014002","90050200","91231085","0","0","-450","4710","1280","910","44730","31650","","(73011901,73011902,73011903,73011904,73011905,73011906,73011907,73011908,73011909,73011910,73011911,73011912,73011913,73011914,73011915,73011916)","(31080051,31080056)"
"72015001","90050212","91231149","0","0","-6925","-8014","1280","910","24109","17063","","(73012001,73012002)","(31050002)"
"72016001","90050019","91231003","0","0","10929","7334","1280","910","25127","17790","","(73010304)","(31080002,31020004,31020008)"
"72016002","90050035","91231002","0","0","4193","8547","1280","910","18724","13408","","(73010201,73010202)","(31000027,31000028)"
"72016003","90050212","91231149","0","0","-6925","-8014","1280","910","24109","17063","","(73012001,73012002)","(31050002)"
"72016004","90050031","91231035","0","0","-7523","5853","1280","910","32646","23141","","(73011301,73011302,73011303,73011304,73011305)","(31080008,31020004,31020008)"
"72016005","90050213","91231252","0","0","-3861","7016","1280","910","36886","25961","","(73014001,73014003,73014004,73014005,73014006,73014007)","(31000027,31000028)"
"72017001","90050216","91231150","0","0","-1315","7366","1280","910","14418","10180","","",""
"72017002","90050213","91231252","0","0","-3861","7016","1280","910","36886","25961","","(73014001,73014003,73014004,73014005,73014006,73014007)","(31000027,31000028)"
"72017003","90050215","91291038","0","0","40","90","1280","910","50090","50010","","(73015003)",""
"72017004","90050214","91240019","0","0","-633","1043","1280","910","12414","8769","","",""
"72017005","90050219","91231253","0","0","16465","19541","1280","910","16618","11723","","(73015003,73015004)",""
"72017006","90050221","91231254","0","0","-2350","284","1280","910","16985","12099","","",""
"72017007","90050222","91231255","0","0","11660","10180","1280","910","13570","19380","","",""
"72017008","90050223","91231256","0","0","-10201","2017","1280","910","55413","39357","","",""
"72017009","90050235","91231332","0","0","-4005","4183","1280","910","40116","28163","","(73016000,73016001,73016002,73016003,73016004,73016005,73016006,73016007,73016008)",""
"72017010","90050235","91231332","0","0","-4005","4183","1280","910","40116","28163","","(73016000,73016009,73016010,73016011,73016012,73016013,73016014,73016015,73016016)",""
"72017011","90050235","91231332","0","0","-4005","4183","1280","910","40116","28163","","(73016000,73016017,73016018,73016019,73016020,73016021,73016022,73016023,73016024)",""
"72017012","90050235","91231332","0","0","-4005","4183","1280","910","40116","28163","","(73016000,73016025,73016026)",""
"72017013","90050235","91231332","0","0","-4005","4183","1280","910","40116","28163","","(73016000,73016033,73016034,73016035,73016036,73016037,73016038,73016039,73016040)",""
"72017014","90050251","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016503,73016504,73016505,73016506,73016507)","(31080079,31000100,31000099,31130430,31130426,31000108)"
"72017015","90050252","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016511,73016512,73016513,73016514,73016515)","(31080079,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017016","90050253","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016519,73016520,73016521,73016522,73016523)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017017","90050254","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016527,73016528,73016529,73016530,73016531)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017018","90050255","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016535,73016536,73016537,73016538,73016539)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017019","90050256","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016543,73016544,73016545,73016546,73016547)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017020","90050257","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016551,73016552,73016553,73016554,73016555)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017021","90050258","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016559,73016560,73016561,73016562,73016563)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017022","90050259","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016567,73016568,73016569,73016570,73016571)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017023","90050260","91231333","0","0","-4005","4183","1280","910","40116","28163","","(73016500,73016575,73016576,73016577,73016578,73016579)","(31080079,31000102,31000101,31000100,31000099,31130430,31130426,31000108)"
"72017024","90050233","91231334","0","0","1931","4949","1280","910","10812","7549","","","(31090541,31090545,31000108,31080079)"
"72017025","90054116","91290244","0","0","3170","13420","1280","910","54580","38970","","(73016588,73016589,73016590,73016591,73016592,73016593,73016594,73016595,73016596,73016597,73016598,73016599,73016600,73016601)","(31000108,31000173,31000099,31080045)"
"72017026","90305176","91260749","0","0","-12840","-3230","1280","910","103560","73300","","(73017001,73017002,73017003,73017004,73017005,73017006,73017007,73017008,73017009,73017010,73017011,73017012,73017013,73017014,73017015,73017016,73017017,73017018,73017019,73017020,73017021,73017022,73017023,73017024,73017025,73017026,73017027,73017028,73017029,73017030,73017031,73017032,73017033,73017034,73017035,73017036,73017037,73017038,73017039,73017040,73017041,73017042,73017043,73017044,73017045)","(31130342,31130343,31130344,31130345)"
"72017027","90305177","91260750","0","0","-12840","-3230","1280","910","103560","73300","","(73017046,73017047,73017048,73017049,73017050,73017051,73017052,73017053,73017054,73017055,73017056,73017057,73017058,73017059,73017060,73017061,73017062,73017063,73017064,73017065,73017066,73017067,73017068,73017069,73017070,73017071,73017072,73017073,73017074,73017075,73017076,73017077,73017078,73017079,73017080,73017081,73017082,73017083,73017084,73017085,73017086,73017087,73017088,73017089,73017090)","(31130346,31130347,31130348,31130349)"
"72017028","90305178","91260751","0","0","-12840","-3230","1280","910","103560","73300","","(73017091,73017092,73017093,73017094,73017095,73017096,73017097,73017098,73017099,73017100,73017101,73017102,73017103,73017104,73017105,73017106,73017107,73017108,73017109,73017110,73017111,73017112,73017113,73017114,73017115,73017116,73017117,73017118,73017119,73017120,73017121,73017122,73017123,73017124,73017125,73017126,73017127,73017128,73017129,73017130,73017131,73017132,73017133,73017134,73017135)","(31130350,31130351,31130352,31130353)"
"72017029","90305179","91260752","0","0","-12840","-3230","1280","910","103560","73300","","(73017136,73017137,73017138,73017139,73017140,73017141,73017142,73017143,73017144,73017145,73017146,73017147,73017148,73017149,73017150,73017151,73017152,73017153,73017154,73017155,73017156,73017157,73017158,73017159,73017160,73017161,73017162,73017163,73017164,73017165,73017166,73017167,73017168,73017169,73017170,73017171,73017172,73017173,73017174,73017175,73017176,73017177,73017178,73017179,73017180)","(31130354,31130355,31130356,31130357)"
"72017030","90054117","91231027","0","0","11017","19678","1280","910","10071","7100","","(73018001)",""
"72017031","90054118","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73018002)",""
"72017032","90054119","91231027","0","0","4669","6120","1280","910","8397","5920","","(73018003)",""
"72017033","90054120","91231027","0","0","1138","1954","1280","910","8397","5920","","(73018004)",""
"72017034","90054121","91231027","0","0","-1731","70","1280","910","10212","7200","","(73018005)",""
"72017035","90054122","91231027","0","0","-1731","70","1280","910","10212","7200","","(73018006)",""
"72017036","90096650","91290289","0","0","-18750","-8970","1280","910","90740","64190","","",""
"72017037","90203447","91290381","0","0","-163","640","1280","910","21901","15706","","(73018007,73018008,73018009)",""
"72017038","90054125","91231027","0","0","-1731","70","1280","910","10212","7200","","(73018010)",""
"72017039","90203762","91290468","0","0","1322","37824","1280","910","45655","32476","","(73018011,73018012,73018013)",""
"72017040","90203763","91290468","0","0","1322","37824","1280","910","45655","32476","","(73018011,73018012,73018013)",""
"72017041","90203764","91290468","0","0","1322","37824","1280","910","45655","32476","","(73018011,73018012,73018013)",""
"72017042","90203765","91290468","0","0","1322","37824","1280","910","45655","32476","","(73018011,73018012,73018013)",""
"72017043","90054126","91231027","0","0","-1731","70","1280","910","10212","7200","","(73018014)",""
"72017044","90054127","91231027","0","0","-1731","70","1280","910","10212","7200","","(73018015)",""
"72017045","90305643","91260856","0","0","-12840","-3230","1280","910","103560","73300","","(73017181,73017182,73017183,73017184,73017185,73017186,73017187,73017188,73017189,73017190,73017191,73017192,73017193,73017194,73017195,73017196,73017197,73017198,73017199,73017200,73017201,73017202,73017203,73017204,73017205,73017206,73017207,73017208,73017209,73017210,73017211,73017212,73017213,73017214,73017215,73017216,73017217,73017218,73017219,73017220,73017221,73017222,73017223,73017224,73017225)","(31130354,31130355,31130356,31130357)"
"72017046","90050215","91291045","0","0","-3930","-940","1280","910","23580","16760","","(73015003)",""
"72018001","90051001","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019001,73019002,73019003)",""
"72018002","90051002","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019004,73019005,73019006)",""
"72018003","90051003","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019007,73019008,73019009)",""
"72018004","90051004","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019010,73019011,73019012)",""
"72018005","90051005","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019013,73019014,73019015)",""
"72018006","90051006","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019016,73019017,73019018)",""
"72018007","90051007","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019019,73019020,73019021)",""
"72018008","90051008","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019022,73019023,73019024)",""
"72018009","90051009","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019025,73019026,73019027)",""
"72018010","90051010","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019028,73019029,73019030)",""
"72018011","90051011","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019031,73019032,73019033)",""
"72018012","90051012","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019034,73019035,73019036)",""
"72018013","90051013","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019037,73019038,73019039)",""
"72018014","90051014","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019040,73019041,73019042)",""
"72018015","90051015","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019043,73019044,73019045)",""
"72018016","90051016","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019046,73019047,73019048)",""
"72018017","90051017","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019049,73019050,73019051)",""
"72018018","90051018","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019052,73019053,73019054)",""
"72018019","90051019","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019055,73019056,73019057)",""
"72018020","90051020","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019058,73019059,73019060)",""
"72018021","90051021","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019061,73019062,73019063)",""
"72018022","90051022","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019064,73019065,73019066)",""
"72018023","90051023","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019067,73019068,73019069)",""
"72018024","90051024","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019070,73019071,73019072)",""
"72018025","90051025","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019073,73019074,73019075)",""
"72018026","90051026","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019076,73019077,73019078)",""
"72018027","90051027","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019079,73019080,73019081)",""
"72018028","90051028","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019082,73019083,73019084)",""
"72018029","90051029","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019085,73019086,73019087)",""
"72018030","90051030","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019088,73019089,73019090)",""
"72018031","90051031","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019091,73019092,73019093)",""
"72018032","90051032","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019094,73019095,73019096)",""
"72018033","90051033","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019097,73019098,73019099)",""
"72018034","90051034","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019100,73019101,73019102)",""
"72018035","90051035","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019103,73019104,73019105)",""
"72018036","90051036","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019106,73019107,73019108)",""
"72018037","90051037","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019109,73019110,73019111)",""
"72018038","90051038","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019112,73019113,73019114)",""
"72018039","90051039","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019115,73019116,73019117)",""
"72018040","90051040","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019118,73019119,73019120)",""
"72018041","90051041","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019121,73019122,73019123)",""
"72018042","90051042","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019124,73019125,73019126)",""
"72018043","90051043","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019127,73019128,73019129)",""
"72018044","90051044","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019130,73019131,73019132)",""
"72018045","90051045","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019133,73019134,73019135)",""
"72018046","90051046","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019136,73019137,73019138)",""
"72018047","90051047","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019139,73019140,73019141)",""
"72018048","90051048","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019142,73019143,73019144)",""
"72018049","90051049","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019145,73019146,73019147)",""
"72018050","90051050","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019148,73019149,73019150)",""
"72018051","90051051","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019151,73019152,73019153)",""
"72018052","90051052","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019154,73019155,73019156)",""
"72018053","90051053","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019157,73019158,73019159)",""
"72018054","90051054","91290593","0","0","-10464","-2567","1280","910","44573","31750","","(73019160,73019161,73019162)",""
"72018055","90203447","91290729","0","0","21020","22110","1280","910","5300","3780","","",""
"72018056","90048960","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019163)","(31000116,31000105,31000106,31080003)"
"72018057","90048961","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019164)","(31000117,31000105,31000106,31080003)"
"72018058","90048962","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019165)","(31091303,31091304,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018059","90048963","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019166)","(31091302,31091306,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018060","90048964","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019167)","(31091305,31091308,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018061","90048965","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019168)","(31091307,31091309,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018062","90048966","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019169)","(31091312,31091313,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018063","90048967","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019170)","(31091311,31091315,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018064","90048968","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019171)","(31091314,31091317,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018065","90048969","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019172)","(31091316,31091318,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018066","90048970","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019173)","(31091321,31091322,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018067","90048971","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019174)","(31091320,31091324,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018068","90048972","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019175)","(31091323,31091326,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018069","90048973","91231027","0","0","-3798","1320","1280","910","13512","9526","","(73019176)","(31091325,31091327,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018070","90048974","91231027","0","0","4669","6120","1280","910","8397","5920","","(73019177)","(31091330,31091331,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018071","90048975","91231027","0","0","1138","1954","1280","910","8397","5920","","(73019178)","(31091329,31091333,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
"72018072","90048976","91231027","0","0","11017","19678","1280","910","10071","7100","","(73019179)","(31091332,31091335,31090580,31090579,31090578,31000105,31000106,31000027,31130427,31130426,31000108)"
