"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost"
"142080098","(20,82981)","(20,1342159)","","(20,2415611)","(4,53672)"
"142080099","(20,84683)","(20,1383649)","93000164","(20,2490294)","(4,55332)"
"142080100","","(20,1425991)","","(20,2566508)","(4,57025)"
"142090001","(20,461)","(20,415)","","(20,415)","(4,0)"
"142090002","(20,480)","(20,646)","","(20,830)","(4,9)"
"142090003","(20,517)","(20,886)","","(20,1262)","(4,18)"
"142090004","(20,572)","(20,1144)","","(20,1728)","(4,29)"
"142090005","(20,646)","(20,1430)","","(20,2242)","(4,40)"
"142090006","(20,738)","(20,1753)","","(20,2824)","(4,53)"
"142090007","(20,849)","(20,2122)","","(20,3488)","(4,68)"
"142090008","(20,978)","(20,2547)","","(20,4252)","(4,85)"
"142090009","(20,1125)","(20,3036)","","(20,5132)","(4,104)"
"142090010","(20,1291)","(20,3598)","","(20,6145)","(4,127)"
"142090011","(20,1476)","(20,4244)","","(20,7307)","(4,153)"
"142090012","(20,1678)","(20,4982)","","(20,8635)","(4,182)"
"142090013","(20,1900)","(20,5821)","","(20,10145)","(4,216)"
"142090014","(20,2139)","(20,6771)","","(20,11855)","(4,254)"
"142090015","(20,2397)","(20,7840)","","(20,13780)","(4,296)"
"142090016","(20,2674)","(20,9039)","","(20,15938)","(4,344)"
"142090017","(20,2969)","(20,10376)","","(20,18344)","(4,398)"
"142090018","(20,3283)","(20,11860)","","(20,21016)","(4,457)"
"142090019","(20,3614)","(20,13502)","93000163","(20,23971)","(4,523)"
"142090020","(20,3965)","(20,15309)","","(20,27224)","(4,595)"
"142090021","(20,4333)","(20,17291)","","(20,30792)","(4,675)"
"142090022","(20,4721)","(20,19458)","","(20,34692)","(4,761)"
"142090023","(20,5126)","(20,21818)","","(20,38941)","(4,856)"
"142090024","(20,5550)","(20,24381)","","(20,43554)","(4,958)"
"142090025","(20,5993)","(20,27156)","","(20,48549)","(4,1069)"
"142090026","(20,6454)","(20,30153)","","(20,53943)","(4,1189)"
"142090027","(20,6933)","(20,33380)","","(20,59752)","(4,1318)"
"142090028","(20,7431)","(20,36846)","","(20,65991)","(4,1457)"
"142090029","(20,7947)","(20,40562)","93000163","(20,72679)","(4,1605)"
"142090030","(20,8482)","(20,44535)","","(20,79831)","(4,1764)"
"142090031","(20,9035)","(20,48776)","","(20,87465)","(4,1934)"
"142090032","(20,9607)","(20,53294)","","(20,95597)","(4,2115)"
"142090033","(20,10197)","(20,58097)","","(20,104243)","(4,2307)"
"142090034","(20,10805)","(20,63196)","","(20,113420)","(4,2511)"
"142090035","(20,11432)","(20,68598)","","(20,123145)","(4,2727)"
"142090036","(20,12078)","(20,74314)","","(20,133434)","(4,2955)"
"142090037","(20,12741)","(20,80353)","","(20,144304)","(4,3197)"
"142090038","(20,13424)","(20,86724)","","(20,155771)","(4,3452)"
"142090039","(20,14124)","(20,93436)","93000163","(20,167852)","(4,3720)"
"142090040","(20,14843)","(20,100498)","","(20,180564)","(4,4003)"
"142090041","(20,15581)","(20,107919)","","(20,193923)","(4,4300)"
"142090042","(20,16337)","(20,115710)","","(20,207946)","(4,4611)"
"142090043","(20,17111)","(20,123878)","","(20,222649)","(4,4938)"
"142090044","(20,17904)","(20,132434)","","(20,238049)","(4,5280)"
"142090045","(20,18715)","(20,141386)","","(20,254162)","(4,5638)"
"142090046","(20,19545)","(20,150743)","","(20,271006)","(4,6013)"
"142090047","(20,20393)","(20,160516)","","(20,288596)","(4,6403)"
"142090048","(20,21260)","(20,170712)","","(20,306950)","(4,6811)"
"142090049","(20,22145)","(20,181342)","93000164","(20,326084)","(4,7237)"
"142090050","(20,23048)","(20,192415)","","(20,346015)","(4,7679)"
"142090051","(20,23970)","(20,203939)","","(20,366758)","(4,8140)"
"142090052","(20,24911)","(20,215924)","","(20,388331)","(4,8620)"
"142090053","(20,25869)","(20,228379)","","(20,410751)","(4,9118)"
"142090054","(20,26847)","(20,241314)","","(20,434033)","(4,9635)"
"142090055","(20,27842)","(20,254737)","","(20,458195)","(4,10172)"
"142090056","(20,28856)","(20,268658)","","(20,483253)","(4,10729)"
"142090057","(20,29889)","(20,283086)","","(20,509223)","(4,11306)"
"142090058","(20,30940)","(20,298031)","","(20,536123)","(4,11904)"
"142090059","(20,32009)","(20,313501)","93000164","(20,563969)","(4,12523)"
"142090060","(20,33097)","(20,329505)","","(20,592777)","(4,13163)"
"142090061","(20,34204)","(20,346054)","","(20,622565)","(4,13825)"
"142090062","(20,35328)","(20,363156)","","(20,653348)","(4,14509)"
"142090063","(20,36471)","(20,380820)","","(20,685144)","(4,15216)"
"142090064","(20,37633)","(20,399055)","","(20,717967)","(4,15945)"
"142090065","(20,38813)","(20,417872)","","(20,751837)","(4,16698)"
"142090066","(20,40012)","(20,437278)","","(20,786769)","(4,17474)"
"142090067","(20,41229)","(20,457284)","","(20,822780)","(4,18274)"
"142090068","(20,42464)","(20,477899)","","(20,859886)","(4,19099)"
"142090069","(20,43718)","(20,499131)","93000164","(20,898103)","(4,19948)"
"142090070","(20,44990)","(20,520990)","","(20,937450)","(4,20822)"
"142090071","(20,46281)","(20,543485)","","(20,977941)","(4,21722)"
"142090072","(20,47590)","(20,566625)","","(20,1019593)","(4,22648)"
"142090073","(20,48917)","(20,590420)","","(20,1062424)","(4,23600)"
"142090074","(20,50263)","(20,614879)","","(20,1106450)","(4,24578)"
"142090075","(20,51628)","(20,640010)","","(20,1151686)","(4,25583)"
"142090076","(20,53011)","(20,665824)","","(20,1198152)","(4,26616)"
"142090077","(20,54412)","(20,692330)","","(20,1245862)","(4,27676)"
"142090078","(20,55832)","(20,719536)","","(20,1294832)","(4,28764)"
"142090079","(20,57270)","(20,747452)","93000164","(20,1345081)","(4,29881)"
"142090080","(20,58726)","(20,776087)","","(20,1396624)","(4,31026)"
"142090081","(20,60202)","(20,805450)","","(20,1449478)","(4,32201)"
"142090082","(20,61695)","(20,835551)","","(20,1503659)","(4,33405)"
"142090083","(20,63207)","(20,866398)","","(20,1559185)","(4,34639)"
"142090084","(20,64737)","(20,898002)","","(20,1616071)","(4,35903)"
"142090085","(20,66286)","(20,930370)","","(20,1674334)","(4,37198)"
"142090086","(20,67853)","(20,963513)","","(20,1733992)","(4,38523)"
"142090087","(20,69439)","(20,997440)","","(20,1795060)","(4,39880)"
"142090088","(20,71043)","(20,1032159)","","(20,1857555)","(4,41269)"
"142090089","(20,72666)","(20,1067681)","93000164","(20,1921493)","(4,42690)"
"142090090","(20,74307)","(20,1104014)","","(20,1986893)","(4,44143)"
"142090091","(20,75966)","(20,1141167)","","(20,2053769)","(4,45630)"
"142090092","(20,77644)","(20,1179150)","","(20,2122138)","(4,47149)"
"142090093","(20,79340)","(20,1217972)","","(20,2192018)","(4,48702)"
"142090094","(20,81055)","(20,1257642)","","(20,2263424)","(4,50289)"
"142090095","(20,82788)","(20,1298170)","","(20,2336374)","(4,51910)"
"142090096","(20,84540)","(20,1339564)","","(20,2410883)","(4,53565)"
"142090097","(20,86310)","(20,1381834)","","(20,2486969)","(4,55256)"
"142090098","(20,88099)","(20,1424989)","","(20,2564648)","(4,56982)"
"142090099","(20,89906)","(20,1469038)","93000164","(20,2643937)","(4,58744)"
"142090100","","(20,1513991)","","(20,2724852)","(4,60543)"
"142100001","(20,481)","(20,495)","","(20,495)","(4,0)"
"142100002","(20,500)","(20,736)","","(20,928)","(4,9)"
"142100003","(20,539)","(20,986)","","(20,1378)","(4,19)"
"142100004","(20,597)","(20,1255)","","(20,1863)","(4,30)"
"142100005","(20,673)","(20,1554)","","(20,2401)","(4,42)"
"142100006","(20,770)","(20,1890)","","(20,3006)","(4,55)"
"142100007","(20,885)","(20,2275)","","(20,3699)","(4,71)"
"142100008","(20,1020)","(20,2718)","","(20,4496)","(4,88)"
"142100009","(20,1173)","(20,3228)","","(20,5414)","(4,109)"
"142100010","(20,1346)","(20,3814)","","(20,6470)","(4,132)"
"142100011","(20,1539)","(20,4487)","","(20,7681)","(4,159)"
"142100012","(20,1750)","(20,5257)","","(20,9066)","(4,190)"
"142100013","(20,1981)","(20,6132)","","(20,10641)","(4,225)"
"142100014","(20,2231)","(20,7122)","","(20,12424)","(4,265)"
"142100015","(20,2500)","(20,8238)","","(20,14432)","(4,309)"
"142100016","(20,2788)","(20,9488)","","(20,16682)","(4,359)"
"142100017","(20,3096)","(20,10882)","","(20,19191)","(4,415)"
"142100018","(20,3423)","(20,12430)","","(20,21978)","(4,477)"
"142100019","(20,3769)","(20,14141)","93000163","(20,25058)","(4,545)"
"142100020","(20,4134)","(20,16026)","","(20,28450)","(4,621)"
"142100021","(20,4519)","(20,18093)","","(20,32171)","(4,703)"
"142100022","(20,4923)","(20,20352)","","(20,36238)","(4,794)"
"142100023","(20,5346)","(20,22814)","","(20,40669)","(4,892)"
"142100024","(20,5788)","(20,25487)","","(20,45480)","(4,999)"
"142100025","(20,6249)","(20,28381)","","(20,50689)","(4,1115)"
"142100026","(20,6730)","(20,31505)","","(20,56313)","(4,1240)"
"142100027","(20,7230)","(20,34870)","","(20,62370)","(4,1374)"
"142100028","(20,7749)","(20,38485)","","(20,68877)","(4,1519)"
"142100029","(20,8287)","(20,42360)","93000163","(20,75852)","(4,1674)"
"142100030","(20,8845)","(20,46503)","","(20,83310)","(4,1840)"
"142100031","(20,9422)","(20,50926)","","(20,91270)","(4,2017)"
"142100032","(20,10018)","(20,55637)","","(20,99750)","(4,2205)"
"142100033","(20,10633)","(20,60646)","","(20,108766)","(4,2405)"
"142100034","(20,11267)","(20,65962)","","(20,118336)","(4,2618)"
"142100035","(20,11921)","(20,71596)","","(20,128476)","(4,2843)"
"142100036","(20,12594)","(20,77556)","","(20,139205)","(4,3082)"
"142100037","(20,13286)","(20,83853)","","(20,150540)","(4,3334)"
"142100038","(20,13998)","(20,90496)","","(20,162497)","(4,3600)"
"142100039","(20,14728)","(20,97495)","93000163","(20,175095)","(4,3879)"
"142100040","(20,15478)","(20,104859)","","(20,188351)","(4,4174)"
"142100041","(20,16247)","(20,112598)","","(20,202281)","(4,4484)"
"142100042","(20,17036)","(20,120722)","","(20,216903)","(4,4809)"
"142100043","(20,17843)","(20,129240)","","(20,232236)","(4,5149)"
"142100044","(20,18670)","(20,138161)","","(20,248294)","(4,5506)"
"142100045","(20,19516)","(20,147496)","","(20,265097)","(4,5880)"
"142100046","(20,20381)","(20,157254)","","(20,282662)","(4,6270)"
"142100047","(20,21265)","(20,167445)","","(20,301005)","(4,6677)"
"142100048","(20,22169)","(20,178077)","","(20,320143)","(4,7103)"
"142100049","(20,23092)","(20,189162)","93000164","(20,340095)","(4,7546)"
"142100050","(20,24034)","(20,200708)","","(20,360878)","(4,8008)"
"142100051","(20,24995)","(20,212725)","","(20,382509)","(4,8489)"
"142100052","(20,25976)","(20,225222)","","(20,405004)","(4,8989)"
"142100053","(20,26976)","(20,238210)","","(20,428382)","(4,9508)"
"142100054","(20,27995)","(20,251698)","","(20,452661)","(4,10048)"
"142100055","(20,29033)","(20,265696)","","(20,477856)","(4,10607)"
"142100056","(20,30091)","(20,280212)","","(20,503986)","(4,11188)"
"142100057","(20,31167)","(20,295258)","","(20,531068)","(4,11790)"
"142100058","(20,32263)","(20,310841)","","(20,559118)","(4,12413)"
"142100059","(20,33378)","(20,326973)","93000164","(20,588155)","(4,13059)"
"142100060","(20,34513)","(20,343662)","","(20,618195)","(4,13726)"
"142100061","(20,35666)","(20,360918)","","(20,649257)","(4,14416)"
"142100062","(20,36839)","(20,378751)","","(20,681356)","(4,15130)"
"142100063","(20,38031)","(20,397171)","","(20,714511)","(4,15866)"
"142100064","(20,39243)","(20,416186)","","(20,748739)","(4,16627)"
"142100065","(20,40473)","(20,435808)","","(20,784058)","(4,17412)"
"142100066","(20,41723)","(20,456044)","","(20,820484)","(4,18221)"
"142100067","(20,42992)","(20,476906)","","(20,858034)","(4,19056)"
"142100068","(20,44280)","(20,498402)","","(20,896727)","(4,19916)"
"142100069","(20,45588)","(20,520542)","93000164","(20,936579)","(4,20801)"
"142100070","(20,46914)","(20,543336)","","(20,977608)","(4,21713)"
"142100071","(20,48260)","(20,566793)","","(20,1019831)","(4,22651)"
"142100072","(20,49625)","(20,590923)","","(20,1063265)","(4,23617)"
"142100073","(20,51010)","(20,615735)","","(20,1107927)","(4,24609)"
"142100074","(20,52413)","(20,641240)","","(20,1153836)","(4,25629)"
"142100075","(20,53836)","(20,667447)","","(20,1201008)","(4,26678)"
"142100076","(20,55278)","(20,694365)","","(20,1249461)","(4,27754)"
"142100077","(20,56739)","(20,722004)","","(20,1299211)","(4,28860)"
"142100078","(20,58220)","(20,750373)","","(20,1350276)","(4,29995)"
"142100079","(20,59719)","(20,779483)","93000164","(20,1402674)","(4,31159)"
"142100080","(20,61238)","(20,809343)","","(20,1456421)","(4,32353)"
"142100081","(20,62776)","(20,839962)","","(20,1511535)","(4,33578)"
"142100082","(20,64334)","(20,871350)","","(20,1568034)","(4,34834)"
"142100083","(20,65910)","(20,903517)","","(20,1625934)","(4,36120)"
"142100084","(20,67506)","(20,936472)","","(20,1685253)","(4,37439)"
"142100085","(20,69121)","(20,970225)","","(20,1746009)","(4,38789)"
"142100086","(20,70756)","(20,1004785)","","(20,1808217)","(4,40171)"
"142100087","(20,72409)","(20,1040163)","","(20,1871898)","(4,41586)"
"142100088","(20,74082)","(20,1076368)","","(20,1937066)","(4,43034)"
"142100089","(20,75774)","(20,1113409)","93000164","(20,2003740)","(4,44516)"
"142100090","(20,77485)","(20,1151296)","","(20,2071936)","(4,46031)"
"142100091","(20,79215)","(20,1190038)","","(20,2141673)","(4,47581)"
"142100092","(20,80965)","(20,1229646)","","(20,2212966)","(4,49165)"
"142100093","(20,82734)","(20,1270128)","","(20,2285835)","(4,50785)"
"142100094","(20,84522)","(20,1311495)","","(20,2360295)","(4,52439)"
"142100095","(20,86329)","(20,1353756)","","(20,2436365)","(4,54130)"
"142100096","(20,88156)","(20,1396921)","","(20,2514061)","(4,55856)"
"142100097","(20,90002)","(20,1440999)","","(20,2593402)","(4,57620)"
"142100098","(20,91867)","(20,1486000)","","(20,2674404)","(4,59420)"
"142100099","(20,93751)","(20,1531933)","93000164","(20,2757084)","(4,61257)"
"142100100","","(20,1578809)","","(20,2841460)","(4,63132)"
"142110001","(20,494)","(20,583)","","(20,583)","(4,0)"
"142110002","(20,514)","(20,830)","","(20,1028)","(4,9)"
"142110003","(20,553)","(20,1087)","","(20,1490)","(4,20)"
"142110004","(20,612)","(20,1364)","","(20,1988)","(4,31)"
"142110005","(20,691)","(20,1670)","","(20,2539)","(4,43)"
"142110006","(20,790)","(20,2015)","","(20,3161)","(4,57)"
"142110007","(20,909)","(20,2410)","","(20,3872)","(4,73)"
"142110008","(20,1047)","(20,2865)","","(20,4690)","(4,91)"
"142110009","(20,1205)","(20,3388)","","(20,5632)","(4,112)"
"142110010","(20,1382)","(20,3991)","","(20,6716)","(4,136)"
"142110011","(20,1580)","(20,4682)","","(20,7960)","(4,163)"
"142110012","(20,1797)","(20,5472)","","(20,9382)","(4,195)"
"142110013","(20,2034)","(20,6370)","","(20,11000)","(4,231)"
"142110014","(20,2291)","(20,7387)","","(20,12830)","(4,272)"
"142110015","(20,2567)","(20,8533)","","(20,14892)","(4,317)"
"142110016","(20,2863)","(20,9816)","","(20,17202)","(4,369)"
"142110017","(20,3179)","(20,11248)","","(20,19779)","(4,426)"
"142110018","(20,3515)","(20,12837)","","(20,22640)","(4,490)"
"142110019","(20,3870)","(20,14595)","93000163","(20,25804)","(4,560)"
"142110020","(20,4245)","(20,16530)","","(20,29287)","(4,637)"
"142110021","(20,4640)","(20,18652)","","(20,33107)","(4,722)"
"142110022","(20,5054)","(20,20972)","","(20,37283)","(4,815)"
"142110023","(20,5489)","(20,23499)","","(20,41832)","(4,916)"
"142110024","(20,5943)","(20,26244)","","(20,46772)","(4,1026)"
"142110025","(20,6417)","(20,29215)","","(20,52121)","(4,1145)"
"142110026","(20,6910)","(20,32424)","","(20,57896)","(4,1273)"
"142110027","(20,7423)","(20,35879)","","(20,64115)","(4,1411)"
"142110028","(20,7956)","(20,39590)","","(20,70796)","(4,1560)"
"142110029","(20,8509)","(20,43568)","93000163","(20,77956)","(4,1719)"
"142110030","(20,9082)","(20,47823)","","(20,85614)","(4,1889)"
"142110031","(20,9674)","(20,52364)","","(20,93788)","(4,2071)"
"142110032","(20,10286)","(20,57201)","","(20,102494)","(4,2264)"
"142110033","(20,10918)","(20,62344)","","(20,111752)","(4,2470)"
"142110034","(20,11569)","(20,67803)","","(20,121578)","(4,2688)"
"142110035","(20,12240)","(20,73587)","","(20,131990)","(4,2920)"
"142110036","(20,12931)","(20,79707)","","(20,143006)","(4,3164)"
"142110037","(20,13642)","(20,86173)","","(20,154644)","(4,3423)"
"142110038","(20,14372)","(20,92994)","","(20,166922)","(4,3696)"
"142110039","(20,15123)","(20,100180)","93000163","(20,179857)","(4,3983)"
"142110040","(20,15892)","(20,107741)","","(20,193467)","(4,4286)"
"142110041","(20,16682)","(20,115687)","","(20,207770)","(4,4604)"
"142110042","(20,17492)","(20,124028)","","(20,222784)","(4,4937)"
"142110043","(20,18321)","(20,132774)","","(20,238527)","(4,5287)"
"142110044","(20,19170)","(20,141935)","","(20,255016)","(4,5654)"
"142110045","(20,20038)","(20,151520)","","(20,272269)","(4,6037)"
"142110046","(20,20927)","(20,161539)","","(20,290303)","(4,6438)"
"142110047","(20,21835)","(20,172002)","","(20,309137)","(4,6856)"
"142110048","(20,22763)","(20,182920)","","(20,328789)","(4,7293)"
"142110049","(20,23710)","(20,194301)","93000164","(20,349275)","(4,7748)"
"142110050","(20,24677)","(20,206156)","","(20,370614)","(4,8222)"
"142110051","(20,25665)","(20,218495)","","(20,392824)","(4,8716)"
"142110052","(20,26671)","(20,231327)","","(20,415922)","(4,9229)"
"142110053","(20,27698)","(20,244663)","","(20,439926)","(4,9763)"
"142110054","(20,28744)","(20,258512)","","(20,464854)","(4,10317)"
"142110055","(20,29810)","(20,272884)","","(20,490724)","(4,10891)"
"142110056","(20,30896)","(20,287789)","","(20,517553)","(4,11488)"
"142110057","(20,32002)","(20,303237)","","(20,545359)","(4,12106)"
"142110058","(20,33127)","(20,319238)","","(20,574161)","(4,12746)"
"142110059","(20,34272)","(20,335801)","93000164","(20,603975)","(4,13408)"
"142110060","(20,35437)","(20,352937)","","(20,634820)","(4,14094)"
"142110061","(20,36621)","(20,370656)","","(20,666713)","(4,14802)"
"142110062","(20,37825)","(20,388966)","","(20,699672)","(4,15535)"
"142110063","(20,39049)","(20,407879)","","(20,733715)","(4,16291)"
"142110064","(20,40293)","(20,427403)","","(20,768859)","(4,17072)"
"142110065","(20,41557)","(20,447550)","","(20,805123)","(4,17878)"
"142110066","(20,42840)","(20,468328)","","(20,842524)","(4,18709)"
"142110067","(20,44143)","(20,489748)","","(20,881080)","(4,19566)"
"142110068","(20,45465)","(20,511820)","","(20,920809)","(4,20449)"
"142110069","(20,46808)","(20,534552)","93000164","(20,961727)","(4,21358)"
"142110070","(20,48170)","(20,557956)","","(20,1003854)","(4,22294)"
"142110071","(20,49552)","(20,582041)","","(20,1047207)","(4,23258)"
"142110072","(20,50954)","(20,606817)","","(20,1091804)","(4,24249)"
"142110073","(20,52375)","(20,632294)","","(20,1137663)","(4,25268)"
"142110074","(20,53816)","(20,658482)","","(20,1184800)","(4,26315)"
"142110075","(20,55277)","(20,685390)","","(20,1233235)","(4,27392)"
"142110076","(20,56758)","(20,713028)","","(20,1282984)","(4,28497)"
"142110077","(20,58258)","(20,741407)","","(20,1334066)","(4,29632)"
"142110078","(20,59778)","(20,770536)","","(20,1386498)","(4,30798)"
"142110079","(20,61318)","(20,800425)","93000164","(20,1440299)","(4,31993)"
"142110080","(20,62877)","(20,831084)","","(20,1495485)","(4,33220)"
"142110081","(20,64457)","(20,862523)","","(20,1552074)","(4,34477)"
"142110082","(20,66056)","(20,894751)","","(20,1610085)","(4,35766)"
"142110083","(20,67675)","(20,927779)","","(20,1669536)","(4,37087)"
"142110084","(20,69313)","(20,961617)","","(20,1730443)","(4,38441)"
"142110085","(20,70971)","(20,996273)","","(20,1792825)","(4,39827)"
"142110086","(20,72650)","(20,1031759)","","(20,1856699)","(4,41246)"
"142110087","(20,74347)","(20,1068084)","","(20,1922084)","(4,42699)"
"142110088","(20,76065)","(20,1105257)","","(20,1988996)","(4,44186)"
"142110089","(20,77802)","(20,1143290)","93000164","(20,2057455)","(4,45708)"
"142110090","(20,79559)","(20,1182191)","","(20,2127476)","(4,47264)"
"142110091","(20,81336)","(20,1221970)","","(20,2199080)","(4,48855)"
"142110092","(20,83132)","(20,1262638)","","(20,2272282)","(4,50482)"
"142110093","(20,84949)","(20,1304204)","","(20,2347101)","(4,52144)"
"142110094","(20,86784)","(20,1346679)","","(20,2423555)","(4,53843)"
"142110095","(20,88640)","(20,1390071)","","(20,2501660)","(4,55579)"
"142110096","(20,90516)","(20,1434391)","","(20,2581436)","(4,57352)"
"142110097","(20,92411)","(20,1479649)","","(20,2662901)","(4,59162)"
"142110098","(20,94326)","(20,1525854)","","(20,2746071)","(4,61010)"
"142110099","(20,96260)","(20,1573017)","93000164","(20,2830964)","(4,62897)"
"142110100","","(20,1621147)","","(20,2917598)","(4,64822)"
"142120001","(20,500)","(20,678)","","(20,678)","(4,0)"
"142120002","(20,520)","(20,928)","","(20,1128)","(4,9)"
"142120003","(20,560)","(20,1188)","","(20,1596)","(4,20)"
"142120004","(20,620)","(20,1468)","","(20,2100)","(4,31)"
"142120005","(20,700)","(20,1778)","","(20,2658)","(4,43)"
"142120006","(20,800)","(20,2128)","","(20,3288)","(4,57)"
"142120007","(20,920)","(20,2528)","","(20,4008)","(4,73)"
"142120008","(20,1060)","(20,2988)","","(20,4836)","(4,92)"
"142120009","(20,1220)","(20,3518)","","(20,5790)","(4,113)"
"142120010","(20,1400)","(20,4128)","","(20,6888)","(4,137)"
"142120011","(20,1600)","(20,4828)","","(20,8148)","(4,165)"
"142120012","(20,1820)","(20,5628)","","(20,9588)","(4,197)"
"142120013","(20,2060)","(20,6538)","","(20,11226)","(4,234)"
"142120014","(20,2320)","(20,7568)","","(20,13080)","(4,275)"
"142120015","(20,2600)","(20,8728)","","(20,15168)","(4,321)"
"142120016","(20,2900)","(20,10028)","","(20,17508)","(4,373)"
"142120017","(20,3220)","(20,11478)","","(20,20118)","(4,431)"
"142120018","(20,3560)","(20,13088)","","(20,23016)","(4,496)"
"142120019","(20,3920)","(20,14868)","93000163","(20,26220)","(4,567)"
"142120020","(20,4300)","(20,16828)","","(20,29748)","(4,645)"
"142120021","(20,4700)","(20,18978)","","(20,33618)","(4,731)"
"142120022","(20,5120)","(20,21328)","","(20,37848)","(4,825)"
"142120023","(20,5560)","(20,23888)","","(20,42456)","(4,928)"
"142120024","(20,6020)","(20,26668)","","(20,47460)","(4,1039)"
"142120025","(20,6500)","(20,29678)","","(20,52878)","(4,1159)"
"142120026","(20,7000)","(20,32928)","","(20,58728)","(4,1289)"
"142120027","(20,7520)","(20,36428)","","(20,65028)","(4,1429)"
"142120028","(20,8060)","(20,40188)","","(20,71796)","(4,1580)"
"142120029","(20,8620)","(20,44218)","93000163","(20,79050)","(4,1741)"
"142120030","(20,9200)","(20,48528)","","(20,86808)","(4,1913)"
"142120031","(20,9800)","(20,53128)","","(20,95088)","(4,2097)"
"142120032","(20,10420)","(20,58028)","","(20,103908)","(4,2293)"
"142120033","(20,11060)","(20,63238)","","(20,113286)","(4,2502)"
"142120034","(20,11720)","(20,68768)","","(20,123240)","(4,2723)"
"142120035","(20,12400)","(20,74628)","","(20,133788)","(4,2957)"
"142120036","(20,13100)","(20,80828)","","(20,144948)","(4,3205)"
"142120037","(20,13820)","(20,87378)","","(20,156738)","(4,3467)"
"142120038","(20,14560)","(20,94288)","","(20,169176)","(4,3744)"
"142120039","(20,15320)","(20,101568)","93000163","(20,182280)","(4,4035)"
"142120040","(20,16100)","(20,109228)","","(20,196068)","(4,4341)"
"142120041","(20,16900)","(20,117278)","","(20,210558)","(4,4663)"
"142120042","(20,17720)","(20,125728)","","(20,225768)","(4,5001)"
"142120043","(20,18560)","(20,134588)","","(20,241716)","(4,5356)"
"142120044","(20,19420)","(20,143868)","","(20,258420)","(4,5727)"
"142120045","(20,20300)","(20,153578)","","(20,275898)","(4,6115)"
"142120046","(20,21200)","(20,163728)","","(20,294168)","(4,6521)"
"142120047","(20,22120)","(20,174328)","","(20,313248)","(4,6945)"
"142120048","(20,23060)","(20,185388)","","(20,333156)","(4,7388)"
"142120049","(20,24020)","(20,196918)","93000164","(20,353910)","(4,7849)"
"142120050","(20,25000)","(20,208928)","","(20,375528)","(4,8329)"
"142120051","(20,26000)","(20,221428)","","(20,398028)","(4,8829)"
"142120052","(20,27020)","(20,234428)","","(20,421428)","(4,9349)"
"142120053","(20,28060)","(20,247938)","","(20,445746)","(4,9890)"
"142120054","(20,29120)","(20,261968)","","(20,471000)","(4,10451)"
"142120055","(20,30200)","(20,276528)","","(20,497208)","(4,11033)"
"142120056","(20,31300)","(20,291628)","","(20,524388)","(4,11637)"
"142120057","(20,32420)","(20,307278)","","(20,552558)","(4,12263)"
"142120058","(20,33560)","(20,323488)","","(20,581736)","(4,12912)"
"142120059","(20,34720)","(20,340268)","93000164","(20,611940)","(4,13583)"
"142120060","(20,35900)","(20,357628)","","(20,643188)","(4,14277)"
"142120061","(20,37100)","(20,375578)","","(20,675498)","(4,14995)"
"142120062","(20,38320)","(20,394128)","","(20,708888)","(4,15737)"
"142120063","(20,39560)","(20,413288)","","(20,743376)","(4,16504)"
"142120064","(20,40820)","(20,433068)","","(20,778980)","(4,17295)"
"142120065","(20,42100)","(20,453478)","","(20,815718)","(4,18111)"
"142120066","(20,43400)","(20,474528)","","(20,853608)","(4,18953)"
"142120067","(20,44720)","(20,496228)","","(20,892668)","(4,19821)"
"142120068","(20,46060)","(20,518588)","","(20,932916)","(4,20716)"
"142120069","(20,47420)","(20,541618)","93000164","(20,974370)","(4,21637)"
"142120070","(20,48800)","(20,565328)","","(20,1017048)","(4,22585)"
"142120071","(20,50200)","(20,589728)","","(20,1060968)","(4,23561)"
"142120072","(20,51620)","(20,614828)","","(20,1106148)","(4,24565)"
"142120073","(20,53060)","(20,640638)","","(20,1152606)","(4,25598)"
"142120074","(20,54520)","(20,667168)","","(20,1200360)","(4,26659)"
"142120075","(20,56000)","(20,694428)","","(20,1249428)","(4,27749)"
"142120076","(20,57500)","(20,722428)","","(20,1299828)","(4,28869)"
"142120077","(20,59020)","(20,751178)","","(20,1351578)","(4,30019)"
"142120078","(20,60560)","(20,780688)","","(20,1404696)","(4,31200)"
"142120079","(20,62120)","(20,810968)","93000164","(20,1459200)","(4,32411)"
"142120080","(20,63700)","(20,842028)","","(20,1515108)","(4,33653)"
"142120081","(20,65300)","(20,873878)","","(20,1572438)","(4,34927)"
"142120082","(20,66920)","(20,906528)","","(20,1631208)","(4,36233)"
"142120083","(20,68560)","(20,939988)","","(20,1691436)","(4,37572)"
"142120084","(20,70220)","(20,974268)","","(20,1753140)","(4,38943)"
"142120085","(20,71900)","(20,1009378)","","(20,1816338)","(4,40347)"
"142120086","(20,73600)","(20,1045328)","","(20,1881048)","(4,41785)"
"142120087","(20,75320)","(20,1082128)","","(20,1947288)","(4,43257)"
"142120088","(20,77060)","(20,1119788)","","(20,2015076)","(4,44764)"
"142120089","(20,78820)","(20,1158318)","93000164","(20,2084430)","(4,46305)"
"142120090","(20,80600)","(20,1197728)","","(20,2155368)","(4,47881)"
"142120091","(20,82400)","(20,1238028)","","(20,2227908)","(4,49493)"
"142120092","(20,84220)","(20,1279228)","","(20,2302068)","(4,51141)"
