"AttributeId","UseType","MoneyChange","ItemGet","RoleAttributeChange","UseCD","WidgetJumpArray","SpawnNpcId","TitleGet","BagSendInType","FriendlinessAdd","OtherRecvItemID","LevelUp","FuncLevelLimit","UpgradeProtectInfoArray","ReducePkValue","GetRechargeNum","logic_id","NeedRedTip","EffectiveTime","ExperienceVipLevel","AddMapCount","ExpNum","ChooseItem","MeditationMedicineTime","OnlyUseInSelfServer","AddHeartValue","SummonNpcID","AddMapTimeArr"
"32091004","1","0","70990036","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091005","1","0","70990037","0","0","","","0","2","0","","0","0","","0","","","0","","","","","","","","","",""
"32091006","1","0","70990038","0","0","","","0","2","0","","0","0","","0","","","0","","","","","","","","","",""
"32091007","1","0","70990039","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091008","1","0","70990040","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091009","1","0","70990041","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091010","1","0","70990042","0","0","","","0","2","0","","0","0","","0","","","0","","","","","","","","","",""
"32091011","1","0","70990043","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091012","1","0","70990044","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091013","1","0","70990045","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091014","1","0","70990046","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091015","1","0","70990047","0","0","","","0","2","0","","0","0","","0","","","0","","","","","","","","","",""
"32091016","1","0","70990048","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091017","1","0","70990049","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091018","1","0","70990050","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091019","1","0","70990051","0","0","","","0","2","0","","0","0","","0","","","1","","","","","","","","","",""
"32091020","1","0","70990052","0","0","","","0","2","0","","0","0","","0","","","0","","","","","","","","","",""
"32091021","2","0","70990053","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091022","2","0","70990054","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091023","2","0","70990055","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091024","2","0","70990056","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091025","2","0","70990057","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091026","2","0","70990058","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091027","1","0","70990059","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091028","1","0","70990060","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091029","1","0","70990061","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091030","1","0","70990062","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091031","1","0","70990063","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091032","1","0","70990064","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091033","1","0","70990065","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091034","1","0","70990066","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091035","2","0","70504009","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091036","2","0","70504010","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091037","1","0","70990067","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091038","2","0","70991017","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091039","2","0","70991018","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091040","2","0","70991019","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091041","2","0","70991020","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091042","2","0","70990071","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091043","2","0","70990072","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091044","2","0","70990073","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091045","2","0","70990074","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091046","2","0","70990075","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091047","2","0","70990074","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091056","2","0","70030503","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091057","2","0","70030504","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091058","2","0","70030505","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091059","2","0","70030506","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091060","2","0","70030507","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091061","1","0","70030508","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32091062","1","0","70030509","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32091063","1","0","70030510","0","0","0","","0","2","0","","0","0","","0","0","","","","","","","","","","","",""
"32091064","2","0","70030511","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091065","2","0","70030512","0","0","","","0","9","0","","0","0","","0","","","","","","","","(31060090,1,31060091,1,31060092,1,31060093,1,31060094,1,31060095,1,31060096,1,31060097,1)","","","","",""
"32091066","2","0","70030513","0","0","","","0","9","0","","0","0","","0","","","","","","","","","","","","",""
"32091101","2","0","70990501","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091102","2","0","70990502","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091103","2","0","70990503","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091104","2","0","70990504","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091105","2","0","70990505","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091106","2","0","70990506","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091107","2","0","70990507","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091108","2","0","70990508","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091109","2","0","70990509","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091110","2","0","70990510","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091111","2","0","70990511","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091112","2","0","70990512","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091113","2","0","70990513","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091114","2","0","70990514","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091115","2","0","70990515","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091116","2","0","70990516","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091117","2","0","70990517","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091118","2","0","70990518","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091119","2","0","70990519","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091120","2","0","70990520","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091121","2","0","70990521","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091122","2","0","70990522","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091123","2","0","70990523","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091124","2","0","70990524","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091125","2","0","70990525","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091126","2","0","70990526","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091127","2","0","70990527","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091128","2","0","70990528","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091129","2","0","70990529","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091130","2","0","70990530","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091131","2","0","70990531","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091132","2","0","70990532","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091133","2","0","70990533","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091134","2","0","70990534","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091135","2","0","70990535","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091136","2","0","70990536","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091137","2","0","70990701","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091138","2","0","70990702","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091139","2","0","70990703","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091140","2","0","70990704","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091141","2","0","70990102","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091901","2","0","70985901","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091902","2","0","70985902","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091903","2","0","70985903","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091904","2","0","70985904","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091905","2","0","70985905","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092001","2","0","70986001","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092002","2","0","70986002","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092003","2","0","70986003","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092004","2","0","70986004","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092005","2","0","70986005","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092006","2","0","70986006","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092007","2","0","70986007","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092008","2","0","70986008","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092009","2","0","70986009","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092010","2","0","70986010","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092011","2","0","70986011","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092012","2","0","70986012","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092013","2","0","70986013","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092014","2","0","70986014","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092015","2","0","70986015","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092016","2","0","70986016","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092017","2","0","70986017","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092018","2","0","70986018","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092019","2","0","70986019","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092020","2","0","70986020","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092021","2","0","70986021","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092022","2","0","70986022","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092023","2","0","70986023","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092024","2","0","70986024","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32092025","2","0","70986025","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32091142","1","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100000","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000001","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100001","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000002","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100002","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000009","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100003","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000005","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100004","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000006","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100005","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000010","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100006","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000007","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100007","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000008","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100008","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000003","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100009","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000012","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100010","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000004","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100011","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000011","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100012","3","0","0","0","0","(-1,-1,92310006,-1,-1)","","0","2","30","(1,31100015)","0","0","","0","","","","","","","","","","","","",""
"32100013","3","0","0","0","0","(-1,-1,92310006,-1,-1)","","0","2","990","(10,31100015)","0","0","","0","","","","","","","","","","","","",""
"32100014","3","0","0","0","0","(-1,-1,92310006,-1,-1)","","0","2","9990","(100,31100015)","0","0","","0","","","","","","","","","","","","",""
"32100015","3","0","0","0","0","(-1,-1,92310006,-1,-1)","","0","2","10","(0,0)","0","0","","0","","","","","","","","","","","","",""
"32100016","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100017","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100018","0","0","0","0","0","","","0","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100019","1","0","70990701","0","0","","","39000013","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100020","1","0","70990702","0","0","","","39000014","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100021","1","0","70990703","0","0","","","39000015","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100022","1","0","70990704","0","0","","","39000016","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100023","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000017","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100024","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000018","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100025","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000019","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100026","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000020","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100027","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000021","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100028","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000022","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100029","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000023","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100030","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000024","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100031","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000025","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100032","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000030","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100033","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000031","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100034","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000032","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100035","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000033","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100036","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000034","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100037","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000035","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100038","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000036","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100039","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000037","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100040","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000038","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100041","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000039","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100042","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000040","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100043","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000041","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100044","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000042","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100045","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000043","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100046","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000044","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100047","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000045","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100048","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000046","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100049","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000047","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100050","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000048","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100051","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000049","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100052","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000050","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100053","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000051","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100054","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000052","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100055","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000053","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100056","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000054","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100057","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000055","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100058","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000056","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100059","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000057","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100060","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000060","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100061","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000061","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100062","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000062","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100063","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000063","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100064","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000064","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100065","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000065","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100066","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000066","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100067","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000067","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100068","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000068","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100069","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000069","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100070","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000070","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100071","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000071","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100072","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000073","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100073","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000074","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100074","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000075","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100075","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000076","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100076","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000078","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100077","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000083","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100078","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000084","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100079","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000085","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100080","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000086","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100081","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000087","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100082","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000088","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100083","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000089","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100084","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000090","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100085","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000091","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100086","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000092","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100087","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000093","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100088","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000094","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100089","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000095","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100090","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000096","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100091","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000097","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100092","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000098","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100093","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000099","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100094","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000100","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100095","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000101","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100096","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000102","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100097","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000103","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100098","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000104","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100099","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000105","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100100","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000106","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100101","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000107","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100102","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000108","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100103","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000109","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100104","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000110","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100105","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000111","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100106","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000112","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100107","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000113","2","0","","0","0","","0","","","","","","","","","","","","",""
"32100108","1","0","0","0","0","(-1,-1,92530001,-1,-1)","","39000114","2","0","","0","0","","0","","","","","","","","","","","","",""
"32101001","2","(3,60)","0","0","0","0","","0","2","0","","0","0","","0","60","","","","","","","","","","","",""
"32101002","2","(3,300)","0","0","0","0","","0","2","0","","0","0","","0","300","","","","","","","","","","","",""
"32101003","2","(3,980)","0","0","0","0","","0","2","0","","0","0","","0","980","","","","","","","","","","","",""
"32101004","2","(3,1280)","0","0","0","0","","0","2","0","","0","0","","0","1280","","","","","","","","","","","",""
"32101005","2","(3,1980)","0","0","0","0","","0","2","0","","0","0","","0","1980","","","","","","","","","","","",""
"32101006","2","(3,3280)","0","0","0","0","","0","2","0","","0","0","","0","3280","","","","","","","","","","","",""
"32101007","2","(3,6480)","0","0","0","0","","0","2","0","","0","0","","0","6480","","","","","","","","","","","",""
"32101008","2","0","0","0","0","0","","0","2","0","","0","0","","0","25000","","","","","","","","","","","",""
"32101009","2","0","0","0","0","0","","0","2","0","","0","0","","0","50000","","","","","","","","","","","",""
"32101010","2","0","0","0","0","0","","0","2","0","","0","0","","0","80000","","","","","","","","","","","",""
"32101011","2","0","0","0","0","0","","0","2","0","","0","0","","0","120000","","","","","","","","","","","",""
"32101012","2","0","0","0","0","0","","0","2","0","","0","0","","0","200000","","","","","","","","","","","",""
"32101013","2","0","0","0","0","0","","0","2","0","","0","0","","0","500000","","","","","","","","","","","",""
"32101014","2","0","0","0","0","0","","0","2","0","","0","0","","0","1000000","","","","","","","","","","","",""
"32101015","2","0","0","0","0","0","","0","2","0","","0","0","","0","2000000","","","","","","","","","","","",""
"32101016","1","0","0","0","0","0","","0","2","0","","0","0","","0","0","115000008","","","","","","","","","","",""
