"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost","UpgradeNeedNum"
"54040006","(10,426)","(10,1211)","","(10,2082)","(4,43)",""
"54040007","(10,469)","(10,1424)","","(10,2508)","(4,54)",""
"54040008","(10,519)","(10,1659)","","(10,2977)","(4,65)",""
"54040009","(10,576)","(10,1918)","","(10,3496)","(4,78)",""
"54040010","(10,639)","(10,2206)","","(10,4072)","(4,93)",""
"54040011","(10,710)","(10,2526)","","(10,4711)","(4,109)",""
"54040012","(10,789)","(10,2881)","","(10,5421)","(4,126)",""
"54040013","(10,874)","(10,3275)","","(10,6210)","(4,146)",""
"54040014","(10,966)","(10,3712)","","(10,7084)","(4,168)",""
"54040015","(10,1065)","(10,4195)","","(10,8050)","(4,192)",""
"54040016","(10,1172)","(10,4728)","","(10,9115)","(4,219)",""
"54040017","(10,1286)","(10,5314)","","(10,10287)","(4,248)",""
"54040018","(10,1406)","(10,5957)","","(10,11573)","(4,280)",""
"54040019","(10,1534)","(10,6660)","93000163","(10,12979)","(4,315)",""
"54040020","(10,1669)","(10,7427)","","(10,14513)","(4,354)",""
"54040021","(10,1811)","(10,8261)","","(10,16182)","(4,396)",""
"54040022","(10,1960)","(10,9167)","","(10,17993)","(4,441)",""
"54040023","(10,2116)","(10,10147)","","(10,19953)","(4,490)",""
"54040024","(10,2280)","(10,11205)","","(10,22069)","(4,543)",""
"54040025","(10,2450)","(10,12345)","","(10,24349)","(4,600)",""
"54040026","(10,2627)","(10,13570)","","(10,26799)","(4,661)",""
"54040027","(10,2812)","(10,14883)","","(10,29426)","(4,727)",""
"54040028","(10,3004)","(10,16289)","","(10,32238)","(4,797)",""
"54040029","(10,3203)","(10,17791)","93000163","(10,35242)","(4,872)",""
"54040030","(10,3408)","(10,19393)","","(10,38445)","(4,952)",""
"54040031","(10,3621)","(10,21097)","","(10,41853)","(4,1037)",""
"54040032","(10,3842)","(10,22907)","","(10,45474)","(4,1128)",""
"54040033","(10,4069)","(10,24828)","","(10,49316)","(4,1224)",""
"54040034","(10,4303)","(10,26863)","","(10,53385)","(4,1326)",""
"54040035","(10,4544)","(10,29014)","","(10,57688)","(4,1433)",""
"54040036","(10,4793)","(10,31286)","","(10,62232)","(4,1547)",""
"54040037","(10,5049)","(10,33683)","","(10,67025)","(4,1667)",""
"54040038","(10,5311)","(10,36207)","","(10,72074)","(4,1793)",""
"54040039","(10,5581)","(10,38863)","93000163","(10,77385)","(4,1926)",""
"54040040","(10,5858)","(10,41653)","","(10,82966)","(4,2065)",""
"54040041","(10,6142)","(10,44582)","","(10,88824)","(4,2212)",""
"54040042","(10,6433)","(10,47653)","","(10,94966)","(4,2365)",""
"54040043","(10,6731)","(10,50870)","","(10,101399)","(4,2526)",""
"54040044","(10,7037)","(10,54235)","","(10,108130)","(4,2694)",""
"54040045","(10,7349)","(10,57754)","","(10,115167)","(4,2870)",""
"54040046","(10,7668)","(10,61428)","","(10,122516)","(4,3054)",""
"54040047","(10,7995)","(10,65262)","","(10,130184)","(4,3246)",""
"54040048","(10,8329)","(10,69260)","","(10,138179)","(4,3445)",""
"54040049","(10,8670)","(10,73424)","93000164","(10,146508)","(4,3654)",""
"54040050","(10,9017)","(10,77759)","","(10,155178)","(4,3870)",""
"54040051","(10,9372)","(10,82268)","","(10,164195)","(4,4096)",""
"54040052","(10,9735)","(10,86954)","","(10,173567)","(4,4330)",""
"54040053","(10,10104)","(10,91821)","","(10,183302)","(4,4574)",""
"54040054","(10,10480)","(10,96873)","","(10,193406)","(4,4826)",""
"54040055","(10,10863)","(10,102113)","","(10,203886)","(4,5088)",""
"54040056","(10,11254)","(10,107545)","","(10,214749)","(4,5360)",""
"54040057","(10,11652)","(10,113172)","","(10,226003)","(4,5641)",""
"54040058","(10,12056)","(10,118998)","","(10,237655)","(4,5932)",""
"54040059","(10,12468)","(10,125026)","93000164","(10,249711)","(4,6234)",""
"54040060","(10,12887)","(10,131260)","","(10,262179)","(4,6545)",""
"54040061","(10,13313)","(10,137703)","","(10,275066)","(4,6868)",""
"54040062","(10,13746)","(10,144360)","","(10,288379)","(4,7200)",""
"54040063","(10,14186)","(10,151233)","","(10,302125)","(4,7544)",""
"54040064","(10,14634)","(10,158326)","","(10,316311)","(4,7899)",""
"54040065","(10,15088)","(10,165643)","","(10,330945)","(4,8265)",""
"54040066","(10,15549)","(10,173187)","","(10,346033)","(4,8642)",""
"54040067","(10,16018)","(10,180961)","","(10,361582)","(4,9031)",""
"54040068","(10,16494)","(10,188970)","","(10,377600)","(4,9431)",""
"54040069","(10,16977)","(10,197217)","93000164","(10,394094)","(4,9843)",""
"54040070","(10,17466)","(10,205706)","","(10,411071)","(4,10268)",""
"54040071","(10,17963)","(10,214439)","","(10,428537)","(4,10704)",""
"54040072","(10,18468)","(10,223420)","","(10,446500)","(4,11153)",""
"54040073","(10,18979)","(10,232654)","","(10,464968)","(4,11615)",""
"54040074","(10,19497)","(10,242144)","","(10,483947)","(4,12090)",""
"54040075","(10,20022)","(10,251892)","","(10,503444)","(4,12577)",""
"54040076","(10,20555)","(10,261903)","","(10,523466)","(4,13078)",""
"54040077","(10,21095)","(10,272181)","","(10,544021)","(4,13591)",""
"54040078","(10,21641)","(10,282728)","","(10,565116)","(4,14119)",""
"54040079","(10,22195)","(10,293549)","93000164","(10,586757)","(4,14660)",""
"54040080","(10,22756)","(10,304646)","","(10,608952)","(4,15215)",""
"54040081","(10,23324)","(10,316024)","","(10,631708)","(4,15784)",""
"54040082","(10,23899)","(10,327686)","","(10,655032)","(4,16367)",""
"54040083","(10,24481)","(10,339636)","","(10,678931)","(4,16964)",""
"54040084","(10,25071)","(10,351876)","","(10,703412)","(4,17576)",""
"54040085","(10,25667)","(10,364412)","","(10,728483)","(4,18203)",""
"54040086","(10,26270)","(10,377245)","","(10,754150)","(4,18845)",""
"54040087","(10,26881)","(10,390380)","","(10,780420)","(4,19501)",""
"54040088","(10,27499)","(10,403821)","","(10,807301)","(4,20173)",""
"54040089","(10,28124)","(10,417570)","93000164","(10,834800)","(4,20861)",""
"54040090","(10,28755)","(10,431632)","","(10,862924)","(4,21564)",""
"54040091","(10,29394)","(10,446010)","","(10,891679)","(4,22283)",""
"54040092","(10,30041)","(10,460707)","","(10,921073)","(4,23018)",""
"54040093","(10,30694)","(10,475727)","","(10,951114)","(4,23769)",""
"54040094","(10,31354)","(10,491074)","","(10,981808)","(4,24536)",""
"54040095","(10,32021)","(10,506751)","","(10,1013162)","(4,25320)",""
"54040096","(10,32696)","(10,522762)","","(10,1045183)","(4,26121)",""
"54040097","(10,33378)","(10,539110)","","(10,1077879)","(4,26938)",""
"54040098","(10,34066)","(10,555799)","","(10,1111257)","(4,27772)",""
"54040099","(10,34762)","(10,572832)","93000164","(10,1145323)","(4,28624)",""
"54040100","(10,35465)","(10,590213)","","(10,1180085)","(4,29493)",""
"54040101","(10,36175)","(10,607945)","","(10,1215550)","(4,30380)",""
"54040102","(10,36892)","(10,626033)","","(10,1251725)","(4,31284)",""
"54040103","(10,37616)","(10,644479)","","(10,1288617)","(4,32206)",""
"54040104","(10,38348)","(10,663287)","","(10,1326233)","(4,33147)",""
"54040105","(10,39086)","(10,682461)","","(10,1364581)","(4,34105)",""
"54040106","(10,39831)","(10,702004)","","(10,1403667)","(4,35083)",""
"54040107","(10,40584)","(10,721919)","","(10,1443498)","(4,36078)",""
"54040108","(10,41344)","(10,742211)","","(10,1484082)","(4,37093)",""
"54040109","(10,42111)","(10,762883)","","(10,1525426)","(4,38127)",""
"54040110","(10,42884)","(10,783939)","","(10,1567537)","(4,39179)",""
"54040111","(10,43665)","(10,805381)","","(10,1610421)","(4,40251)",""
"54040112","(10,44454)","(10,827213)","","(10,1654086)","(4,41343)",""
"54040113","(10,45249)","(10,849440)","","(10,1698540)","(4,42454)",""
"54040114","(10,46051)","(10,872065)","","(10,1743789)","(4,43586)",""
"54040115","(10,46860)","(10,895090)","","(10,1789840)","(4,44737)",""
"54040116","(10,47677)","(10,918520)","","(10,1836700)","(4,45908)",""
"54040117","(10,48501)","(10,942359)","","(10,1884377)","(4,47100)",""
"54040118","(10,49331)","(10,966609)","","(10,1932878)","(4,48313)",""
"54040119","(10,50169)","(10,991275)","93000164","(10,1982209)","(4,49546)",""
"54040120","(10,51014)","(10,1016359)","","(10,2032378)","(4,50800)",""
"54040121","(10,51866)","(10,1041866)","","(10,2083392)","(4,52076)",""
"54040122","(10,52725)","(10,1067799)","","(10,2135258)","(4,53372)",""
"54040123","(10,53591)","(10,1094162)","","(10,2187983)","(4,54691)",""
"54040124","(10,54465)","(10,1120957)","","(10,2241574)","(4,56030)",""
"54040125","(10,55345)","(10,1148190)","","(10,2296039)","(4,57392)",""
"54040126","(10,56232)","(10,1175862)","","(10,2351384)","(4,58776)",""
"54040127","(10,57127)","(10,1203978)","","(10,2407616)","(4,60181)",""
"54040128","(10,58029)","(10,1232542)","","(10,2464743)","(4,61610)",""
"54040129","(10,58938)","(10,1261556)","","(10,2522772)","(4,63060)",""
"54040130","(10,59853)","(10,1291025)","","(10,2581710)","(4,64534)",""
"54040131","(10,60776)","(10,1320952)","","(10,2641563)","(4,66030)",""
"54040132","(10,61707)","(10,1351340)","","(10,2702339)","(4,67549)",""
"54040133","(10,62644)","(10,1382193)","","(10,2764046)","(4,69092)",""
"54040134","(10,63588)","(10,1413515)","","(10,2826690)","(4,70658)",""
"54040135","(10,64539)","(10,1445309)","","(10,2890278)","(4,72248)",""
"54040136","(10,65498)","(10,1477579)","","(10,2954817)","(4,73861)",""
"54040137","(10,66464)","(10,1510328)","","(10,3020315)","(4,75499)",""
"54040138","(10,67436)","(10,1543560)","","(10,3086779)","(4,77160)",""
"54040139","(10,68416)","(10,1577278)","93000164","(10,3154215)","(4,78846)",""
"54040140","(10,69403)","(10,1611486)","","(10,3222631)","(4,80557)",""
"54040141","(10,70397)","(10,1646187)","","(10,3292034)","(4,82292)",""
"54040142","(10,71398)","(10,1681386)","","(10,3362431)","(4,84052)",""
"54040143","(10,72406)","(10,1717085)","","(10,3433829)","(4,85837)",""
"54040144","(10,73422)","(10,1753288)","","(10,3506235)","(4,87647)",""
"54040145","(10,74444)","(10,1789999)","","(10,3579657)","(4,89482)",""
"54040146","(10,75473)","(10,1827221)","","(10,3654101)","(4,91343)",""
"54040147","(10,76510)","(10,1864957)","","(10,3729574)","(4,93230)",""
"54040148","(10,77554)","(10,1903212)","","(10,3806084)","(4,95143)",""
"54040149","(10,78605)","(10,1941989)","","(10,3883638)","(4,97082)",""
"54040150","(10,79662)","(10,1981292)","","(10,3962243)","(4,99047)",""
"54040151","(10,80727)","(10,2021123)","","(10,4041905)","(4,101039)",""
"54040152","(10,81800)","(10,2061486)","","(10,4122632)","(4,103057)",""
"54040153","(10,82879)","(10,2102386)","","(10,4204432)","(4,105102)",""
"54040154","(10,83965)","(10,2143826)","","(10,4287311)","(4,107174)",""
"54040155","(10,85058)","(10,2185808)","","(10,4371276)","(4,109273)",""
"54040156","(10,86159)","(10,2228337)","","(10,4456334)","(4,111399)",""
"54040157","(10,87267)","(10,2271417)","","(10,4542493)","(4,113553)",""
"54040158","(10,88381)","(10,2315050)","","(10,4629760)","(4,115735)",""
"54040159","(10,89503)","(10,2359241)","93000164","(10,4718141)","(4,117944)",""
"54040160","(10,90632)","(10,2403992)","","(10,4807644)","(4,120182)",""
"54040161","(10,91768)","(10,2449308)","","(10,4898276)","(4,122448)",""
"54040162","(10,92911)","(10,2495192)","","(10,4990044)","(4,124742)",""
"54040163","(10,94061)","(10,2541648)","","(10,5082955)","(4,127065)",""
"54040164","(10,95219)","(10,2588678)","","(10,5177016)","(4,129416)",""
"54040165","(10,96383)","(10,2636288)","","(10,5272235)","(4,131797)",""
"54040166","(10,97554)","(10,2684479)","","(10,5368618)","(4,134206)",""
"54040167","(10,98733)","(10,2733256)","","(10,5466172)","(4,136645)",""
"54040168","(10,99919)","(10,2782623)","","(10,5564905)","(4,139114)",""
"54040169","(10,101112)","(10,2832582)","","(10,5664824)","(4,141612)",""
"54040170","(10,102311)","(10,2883138)","","(10,5765936)","(4,144139)",""
"54040171","(10,103518)","(10,2934294)","","(10,5868247)","(4,146697)",""
"54040172","(10,104733)","(10,2986053)","","(10,5971765)","(4,149285)",""
"54040173","(10,105954)","(10,3038419)","","(10,6076498)","(4,151903)",""
"54040174","(10,107182)","(10,3091396)","","(10,6182452)","(4,154552)",""
"54040175","(10,108417)","(10,3144987)","","(10,6289634)","(4,157232)",""
"54040176","(10,109660)","(10,3199196)","","(10,6398051)","(4,159942)",""
"54040177","(10,110910)","(10,3254026)","","(10,6507711)","(4,162684)",""
"54040178","(10,112166)","(10,3309481)","","(10,6618621)","(4,165456)",""
"54040179","(10,113430)","(10,3365564)","93000164","(10,6730787)","(4,168261)",""
"54040180","(10,114701)","(10,3422279)","","(10,6844217)","(4,171096)",""
"54040181","(10,115979)","(10,3479629)","","(10,6958918)","(4,173964)",""
"54040182","(10,117264)","(10,3537619)","","(10,7074897)","(4,176863)",""
"54040183","(10,118556)","(10,3596251)","","(10,7192161)","(4,179795)",""
"54040184","(10,119856)","(10,3655529)","","(10,7310717)","(4,182759)",""
"54040185","(10,121162)","(10,3715457)","","(10,7430573)","(4,185755)",""
"54040186","(10,122475)","(10,3776038)","","(10,7551735)","(4,188784)",""
"54040187","(10,123796)","(10,3837275)","","(10,7674210)","(4,191846)",""
"54040188","(10,125124)","(10,3899173)","","(10,7798006)","(4,194941)",""
"54040189","(10,126459)","(10,3961735)","","(10,7923130)","(4,198069)",""
"54040190","(10,127800)","(10,4024965)","","(10,8049589)","(4,201231)",""
"54040191","(10,129149)","(10,4088865)","","(10,8177389)","(4,204426)",""
"54040192","(10,130506)","(10,4153439)","","(10,8306538)","(4,207654)",""
"54040193","(10,131869)","(10,4218692)","","(10,8437044)","(4,210917)",""
"54040194","(10,133239)","(10,4284627)","","(10,8568913)","(4,214214)",""
"54040195","(10,134616)","(10,4351246)","","(10,8702152)","(4,217545)",""
"54040196","(10,136001)","(10,4418554)","","(10,8836768)","(4,220910)",""
"54040197","(10,137393)","(10,4486555)","","(10,8972769)","(4,224310)",""
"54040198","(10,138791)","(10,4555251)","","(10,9110162)","(4,227745)",""
"54040199","(10,140197)","(10,4624647)","93000164","(10,9248953)","(4,231215)",""
"54040200","(10,141610)","(10,4694745)","","(10,9389150)","(4,234720)",""
"54040201","(10,143030)","(10,4765550)","","(10,9530760)","(4,238260)",""
"54040202","(10,144457)","(10,4837065)","","(10,9673790)","(4,241836)",""
"54040203","(10,145891)","(10,4909294)","","(10,9818247)","(4,245447)",""
"54040204","(10,147333)","(10,4982239)","","(10,9964138)","(4,249094)",""
"54040205","(10,148781)","(10,5055906)","","(10,10111471)","(4,252778)",""
"54040206","(10,150236)","(10,5130296)","","(10,10260252)","(4,256497)",""
"54040207","(10,151699)","(10,5205414)","","(10,10410488)","(4,260253)",""
"54040208","(10,153169)","(10,5281264)","","(10,10562187)","(4,264046)",""
"54040209","(10,154646)","(10,5357848)","","(10,10715356)","(4,267875)",""
"54040210","(10,156129)","(10,5435171)","","(10,10870002)","(4,271741)",""
"54040211","(10,157620)","(10,5513236)","","(10,11026131)","(4,275644)",""
"54040212","(10,159119)","(10,5592046)","","(10,11183751)","(4,279585)",""
"54040213","(10,160624)","(10,5671605)","","(10,11342870)","(4,283563)",""
"54040214","(10,162136)","(10,5751917)","","(10,11503494)","(4,287578)",""
"54040215","(10,163655)","(10,5832985)","","(10,11665630)","(4,291632)",""
"54040216","(10,165182)","(10,5914813)","","(10,11829285)","(4,295723)",""
"54040217","(10,166716)","(10,5997404)","","(10,11994467)","(4,299853)",""
"54040218","(10,168256)","(10,6080762)","","(10,12161183)","(4,304021)",""
"54040219","(10,169804)","(10,6164890)","","(10,12329439)","(4,308227)",""
"54040220","(10,171359)","(10,6249792)","","(10,12499243)","(4,312472)",""
"54040221","(10,172921)","(10,6335471)","","(10,12670602)","(4,316756)",""
"54040222","(10,174490)","(10,6421932)","","(10,12843523)","(4,321079)",""
"54040223","(10,176066)","(10,6509177)","","(10,13018013)","(4,325441)",""
"54040224","(10,177650)","(10,6597210)","93000164","(10,13194079)","(4,329843)",""
"54040225","(10,179240)","(10,6686035)","","(10,13371729)","(4,334284)",""
"54040226","(10,180837)","(10,6775655)","","(10,13550969)","(4,338765)",""
"54040227","(10,182442)","(10,6866073)","","(10,13731806)","(4,343286)",""
"54040228","(10,184054)","(10,6957294)","","(10,13914248)","(4,347847)",""
"54040229","(10,185673)","(10,7049321)","","(10,14098302)","(4,352449)",""
"54040230","(10,187298)","(10,7142158)","","(10,14283975)","(4,357090)",""
"54040231","(10,188931)","(10,7235807)","","(10,14471273)","(4,361773)",""
"54040232","(10,190572)","(10,7330272)","","(10,14660204)","(4,366496)",""
"54040233","(10,192219)","(10,7425558)","","(10,14850776)","(4,371260)",""
"54040234","(10,193873)","(10,7521668)","","(10,15042995)","(4,376066)",""
"54040235","(10,195534)","(10,7618604)","","(10,15236868)","(4,380913)",""
"54040236","(10,197203)","(10,7716371)","","(10,15432402)","(4,385801)",""
"54040237","(10,198879)","(10,7814973)","","(10,15629605)","(4,390731)",""
"54040238","(10,200561)","(10,7914412)","","(10,15828484)","(4,395703)",""
"54040239","(10,202251)","(10,8014693)","","(10,16029045)","(4,400717)",""
"54040240","(10,203948)","(10,8115818)","","(10,16231296)","(4,405773)",""
"54040241","(10,205652)","(10,8217792)","","(10,16435244)","(4,410872)",""
"54040242","(10,207363)","(10,8320618)","","(10,16640896)","(4,416013)",""
"54040243","(10,209081)","(10,8424300)","","(10,16848259)","(4,421197)",""
"54040244","(10,210807)","(10,8528840)","","(10,17057340)","(4,426424)",""
"54040245","(10,212539)","(10,8634244)","","(10,17268147)","(4,431695)",""
"54040246","(10,214278)","(10,8740513)","","(10,17480686)","(4,437008)",""
"54040247","(10,216025)","(10,8847652)","","(10,17694964)","(4,442365)",""
"54040248","(10,217779)","(10,8955665)","","(10,17910989)","(4,447766)",""
"54040249","(10,219540)","(10,9064554)","93000164","(10,18128768)","(4,453210)",""
"54040250","","(10,9174324)","","(10,18348308)","(4,458699)",""
"54050001","(10,383)","(10,500)","","","",""
"54050002","(10,391)","(10,692)","","(10,883)","(4,9)",""
"54050003","(10,408)","(10,887)","","(10,1274)","(4,19)",""
"54050004","(10,434)","(10,1091)","","(10,1682)","(4,29)",""
"54050005","(10,468)","(10,1308)","","(10,2116)","(4,40)",""
"54050006","(10,510)","(10,1542)","","(10,2584)","(4,52)",""
"54050007","(10,561)","(10,1797)","","(10,3094)","(4,64)",""
"54050008","(10,621)","(10,2078)","","(10,3655)","(4,78)",""
"54050009","(10,689)","(10,2388)","","(10,4276)","(4,94)",""
"54050010","(10,765)","(10,2733)","","(10,4965)","(4,111)",""
"54050011","(10,850)","(10,3115)","","(10,5730)","(4,130)",""
"54050012","(10,944)","(10,3540)","","(10,6580)","(4,151)",""
"54050013","(10,1046)","(10,4012)","","(10,7524)","(4,175)",""
"54050014","(10,1156)","(10,4535)","","(10,8570)","(4,201)",""
"54050015","(10,1275)","(10,5113)","","(10,9726)","(4,230)",""
"54050016","(10,1403)","(10,5751)","","(10,11001)","(4,262)",""
"54050017","(10,1539)","(10,6452)","","(10,12404)","(4,297)",""
"54050018","(10,1683)","(10,7222)","","(10,13943)","(4,336)",""
"54050019","(10,1836)","(10,8063)","93000163","(10,15626)","(4,378)",""
"54050020","(10,1998)","(10,8981)","","(10,17462)","(4,424)",""
"54050021","(10,2168)","(10,9980)","","(10,19460)","(4,473)",""
"54050022","(10,2346)","(10,11064)","","(10,21628)","(4,528)",""
"54050023","(10,2533)","(10,12237)","","(10,23974)","(4,586)",""
"54050024","(10,2729)","(10,13504)","","(10,26507)","(4,650)",""
"54050025","(10,2933)","(10,14868)","","(10,29236)","(4,718)",""
"54050026","(10,3145)","(10,16335)","","(10,32169)","(4,791)",""
"54050027","(10,3366)","(10,17907)","","(10,35314)","(4,870)",""
"54050028","(10,3596)","(10,19590)","","(10,38680)","(4,954)",""
"54050029","(10,3834)","(10,21388)","93000163","(10,42276)","(4,1044)",""
"54050030","(10,4080)","(10,23305)","","(10,46110)","(4,1140)",""
"54050031","(10,4335)","(10,25345)","","(10,50190)","(4,1242)",""
"54050032","(10,4599)","(10,27513)","","(10,54525)","(4,1350)",""
"54050033","(10,4871)","(10,29812)","","(10,59124)","(4,1465)",""
"54050034","(10,5151)","(10,32248)","","(10,63995)","(4,1587)",""
"54050035","(10,5440)","(10,34823)","","(10,69146)","(4,1716)",""
"54050036","(10,5738)","(10,37543)","","(10,74586)","(4,1852)",""
"54050037","(10,6044)","(10,40412)","","(10,80324)","(4,1995)",""
"54050038","(10,6358)","(10,43434)","","(10,86368)","(4,2146)",""
"54050039","(10,6681)","(10,46613)","93000163","(10,92726)","(4,2305)",""
"54050040","(10,7013)","(10,49954)","","(10,99407)","(4,2472)",""
"54050041","(10,7353)","(10,53460)","","(10,106420)","(4,2647)",""
"54050042","(10,7701)","(10,57137)","","(10,113773)","(4,2831)",""
"54050043","(10,8058)","(10,60987)","","(10,121474)","(4,3024)",""
"54050044","(10,8424)","(10,65016)","","(10,129532)","(4,3225)",""
"54050045","(10,8798)","(10,69228)","","(10,137956)","(4,3436)",""
"54050046","(10,9180)","(10,73627)","","(10,146754)","(4,3656)",""
"54050047","(10,9571)","(10,78217)","","(10,155934)","(4,3885)",""
"54050048","(10,9971)","(10,83003)","","(10,165505)","(4,4125)",""
"54050049","(10,10379)","(10,87988)","93000164","(10,175476)","(4,4374)",""
"54050050","(10,10795)","(10,93178)","","(10,185855)","(4,4633)",""
"54050051","(10,11220)","(10,98575)","","(10,196650)","(4,4903)",""
"54050052","(10,11654)","(10,104185)","","(10,207870)","(4,5184)",""
"54050053","(10,12096)","(10,110012)","","(10,219524)","(4,5475)",""
"54050054","(10,12546)","(10,116060)","","(10,231620)","(4,5777)",""
"54050055","(10,13005)","(10,122333)","","(10,244166)","(4,6091)",""
"54050056","(10,13473)","(10,128836)","","(10,257171)","(4,6416)",""
"54050057","(10,13949)","(10,135572)","","(10,270644)","(4,6753)",""
"54050058","(10,14433)","(10,142547)","","(10,284593)","(4,7102)",""
"54050059","(10,14926)","(10,149763)","93000164","(10,299026)","(4,7463)",""
"54050060","(10,15428)","(10,157226)","","(10,313952)","(4,7836)",""
"54050061","(10,15938)","(10,164940)","","(10,329380)","(4,8221)",""
"54050062","(10,16456)","(10,172909)","","(10,345318)","(4,8620)",""
"54050063","(10,16983)","(10,181137)","","(10,361774)","(4,9031)",""
"54050064","(10,17519)","(10,189629)","","(10,378757)","(4,9456)",""
"54050065","(10,18063)","(10,198388)","","(10,396276)","(4,9894)",""
"54050066","(10,18615)","(10,207420)","","(10,414339)","(4,10345)",""
"54050067","(10,19176)","(10,216727)","","(10,432954)","(4,10811)",""
"54050068","(10,19746)","(10,226315)","","(10,452130)","(4,11290)",""
"54050069","(10,20324)","(10,236188)","93000164","(10,471876)","(4,11784)",""
"54050070","(10,20910)","(10,246350)","","(10,492200)","(4,12292)",""
"54050071","(10,21505)","(10,256805)","","(10,513110)","(4,12815)",""
"54050072","(10,22109)","(10,267558)","","(10,534615)","(4,13352)",""
"54050073","(10,22721)","(10,278612)","","(10,556724)","(4,13905)",""
"54050074","(10,23341)","(10,289973)","","(10,579445)","(4,14473)",""
"54050075","(10,23970)","(10,301643)","","(10,602786)","(4,15057)",""
"54050076","(10,24608)","(10,313628)","","(10,626756)","(4,15656)",""
"54050077","(10,25254)","(10,325932)","","(10,651364)","(4,16271)",""
"54050078","(10,25908)","(10,338559)","","(10,676618)","(4,16902)",""
"54050079","(10,26571)","(10,351513)","93000164","(10,702526)","(4,17550)",""
"54050080","(10,27243)","(10,364799)","","(10,729097)","(4,18214)",""
"54050081","(10,27923)","(10,378420)","","(10,756340)","(4,18895)",""
"54050082","(10,28611)","(10,392382)","","(10,784263)","(4,19594)",""
"54050083","(10,29308)","(10,406687)","","(10,812874)","(4,20309)",""
"54050084","(10,30014)","(10,421341)","","(10,842182)","(4,21042)",""
"54050085","(10,30728)","(10,436348)","","(10,872196)","(4,21792)",""
"54050086","(10,31450)","(10,451712)","","(10,902924)","(4,22560)",""
"54050087","(10,32181)","(10,467437)","","(10,934374)","(4,23346)",""
"54050088","(10,32921)","(10,483528)","","(10,966555)","(4,24151)",""
"54050089","(10,33669)","(10,499988)","93000164","(10,999476)","(4,24974)",""
"54050090","(10,34425)","(10,516823)","","(10,1033145)","(4,25816)",""
"54050091","(10,35190)","(10,534035)","","(10,1067570)","(4,26676)",""
"54050092","(10,35964)","(10,551630)","","(10,1102760)","(4,27556)",""
"54050093","(10,36746)","(10,569612)","","(10,1138724)","(4,28455)",""
"54050094","(10,37536)","(10,587985)","","(10,1175470)","(4,29374)",""
"54050095","(10,38335)","(10,606753)","","(10,1213006)","(4,30312)",""
"54050096","(10,39143)","(10,625921)","","(10,1251341)","(4,31270)",""
"54050097","(10,39959)","(10,645492)","","(10,1290484)","(4,32249)",""
"54050098","(10,40783)","(10,665472)","","(10,1330443)","(4,33248)",""
"54050099","(10,41616)","(10,685863)","93000164","(10,1371226)","(4,34268)",""
"54050100","(10,42458)","(10,706671)","","(10,1412842)","(4,35308)",""
"54050101","(10,43308)","(10,727900)","","(10,1455300)","(4,36369)",""
"54050102","(10,44166)","(10,749554)","","(10,1498608)","(4,37452)",""
"54050103","(10,45033)","(10,771637)","","(10,1542774)","(4,38556)",""
"54050104","(10,45909)","(10,794154)","","(10,1587807)","(4,39682)",""
"54050105","(10,46793)","(10,817108)","","(10,1633716)","(4,40830)",""
"54050106","(10,47685)","(10,840505)","","(10,1680509)","(4,42000)",""
"54050107","(10,48586)","(10,864347)","","(10,1728194)","(4,43192)",""
"54050108","(10,49496)","(10,888640)","","(10,1776780)","(4,44406)",""
"54050109","(10,50414)","(10,913388)","","(10,1826276)","(4,45644)",""
"54050110","(10,51340)","(10,938595)","","(10,1876690)","(4,46904)",""
"54050111","(10,52275)","(10,964265)","","(10,1928030)","(4,48188)",""
"54050112","(10,53219)","(10,990403)","","(10,1980305)","(4,49495)",""
"54050113","(10,54171)","(10,1017012)","","(10,2033524)","(4,50825)",""
"54050114","(10,55131)","(10,1044098)","","(10,2087695)","(4,52179)",""
"54050115","(10,56100)","(10,1071663)","","(10,2142826)","(4,53558)",""
"54050116","(10,57078)","(10,1099713)","","(10,2198926)","(4,54960)",""
"54050117","(10,58064)","(10,1128252)","","(10,2256004)","(4,56387)",""
"54050118","(10,59058)","(10,1157284)","","(10,2314068)","(4,57839)",""
"54050119","(10,60061)","(10,1186813)","93000164","(10,2373126)","(4,59315)",""
"54050120","(10,61073)","(10,1216844)","","(10,2433187)","(4,60817)",""
"54050121","(10,62093)","(10,1247380)","","(10,2494260)","(4,62343)",""
"54050122","(10,63121)","(10,1278427)","","(10,2556353)","(4,63896)",""
"54050123","(10,64158)","(10,1309987)","","(10,2619474)","(4,65474)",""
"54050124","(10,65204)","(10,1342066)","","(10,2683632)","(4,67078)",""
"54050125","(10,66258)","(10,1374668)","","(10,2748836)","(4,68708)",""
"54050126","(10,67320)","(10,1407797)","","(10,2815094)","(4,70364)",""
"54050127","(10,68391)","(10,1441457)","","(10,2882414)","(4,72047)",""
"54050128","(10,69471)","(10,1475653)","","(10,2950805)","(4,73757)",""
"54050129","(10,70559)","(10,1510388)","","(10,3020276)","(4,75494)",""
"54050130","(10,71655)","(10,1545668)","","(10,3090835)","(4,77258)",""
"54050131","(10,72760)","(10,1581495)","","(10,3162490)","(4,79049)",""
"54050132","(10,73874)","(10,1617875)","","(10,3235250)","(4,80868)",""
