"AttributeId","Icon","Effects","ComponentIndex","Sockets","EffectsX","EffectsY","EffectsZ","EffectsRoll","EffectsPitch","EffectsYaw","ColorR","ColorG","ColorB","ColorA","MeshName","MeshSlot","MeshAnim","MeshLocation","MeshRotation","NpcId","ScaleX","ScaleY","ScaleZ","MoveLength","MoveTime","MoveAcceleration","ActionType","IsStealth ","IsPose","ShapeshiftId","ChangeBase","GhostNum","GhostMesh","GhostBp","GhostShapeshiftId","IsChangeMount","IsPlayChangeMountAnim","IsChangeWing","IsPlayChangeWingAnim","IsPlayChangePatronSaintAnim","ShowIcon","BuffName","BuffDescription","FriendLegionSeeColor","EnemyLegionSeeColor","TrailParticleEffects","TrailComponentIndex","TrailParticleSockets","AdsorbentSocket","CameraVague","IsShowBuffWithFashion","ChangeShapeId"
"12240032","0","(91135481,91135488,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240033","0","(91135482,91135489,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240034","0","(91135483,91135490,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240035","0","(91135484,91135491,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240036","0","(91135485,91135492,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240037","0","(91135486,91135493,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240038","0","(91135459,91135459,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240039","0","(91135460,91135460,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240040","0","(91135461,91135461,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240041","0","(91135462,91135462,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240042","0","(91135463,91135463,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240043","0","(91135464,91135464,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240044","0","(91135465,91135465,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ZhuiJia_01"",""ZhuiJia_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240045","0","(91110227,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240046","0","(91110228,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240047","0","(91110229,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240048","0","(91110230,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240049","0","(91110231,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240050","0","(91110232,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240051","0","(91110233,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""Effect_Point_Body"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240052","0","(91135393,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240053","0","(91135394,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240054","0","(91135395,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240055","0","(91135396,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240056","0","(91135397,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240057","0","(91135398,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240058","0","(91135399,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240059","0","(91135400,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240060","0","(91135401,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240061","0","(91135402,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"","""","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240062","0","(91135403,91135408,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240063","0","(91135404,91135409,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240064","0","(91135405,91135410,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240065","0","(91135406,91135412,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240066","0","(91135407,91135413,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240067","0","(91135414,91135414,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240068","0","(91135415,91135415,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240069","0","(91135416,91135416,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240070","0","(91135417,91135417,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240071","0","(91135418,91135418,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""ChongZhu_01"",""ChongZhu_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240072","0","(91135435,91135439,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240073","0","(91135436,91135440,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240074","0","(91135437,91135441,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240075","0","(91135438,91135442,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240076","0","(91135500,91135503,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240077","0","(91135501,91135504,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240078","0","(91135502,91135505,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240079","0","(91135427,91135431,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
"12240080","0","(91135428,91135432,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(""FuMo_01"",""FuMo_02"","""","""","""","""","""","""","""","""")","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0,0,0)","0","0","0","0","","","","","","0","","","","0","0","","0","","","","","","","","","","","","","","0","0","0","","","","","","","","",""
