"AttributeId","EquipSlot","StarNum","StarMax","UpgradeAttEach","StarCost","IsOnly","Mount","StarMountLevel","SkillType","SkillId","SkillMountLevel","SlotID","BaseAtt","CanEquipID","ItemGet"
"16212345","2","45","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16212346","2","46","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16212347","2","47","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16212348","2","48","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16212349","2","49","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16212350","2","50","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16213101","0","1","50","","(31141059,11)","","","","","","","","","",""
"16213102","0","2","50","","(31141059,11)","","","","","","","","","",""
"16213103","0","3","50","","(31141059,11)","","","","","","","","","",""
"16213104","0","4","50","","(31141059,11)","","","","","","","","","",""
"16213105","0","5","50","","(31141059,11)","","","","","","","","","",""
"16213106","0","6","50","","(31141059,11)","","","","","","","","","",""
"16213107","0","7","50","","(31141059,11)","","","","","","","","","",""
"16213108","0","8","50","","(31141059,11)","","","","","","","","","",""
"16213109","0","9","50","","(31141059,11)","","","","","","","","","",""
"16213110","0","10","50","","(31141059,11)","","","","","","","","","",""
"16213111","0","11","50","","(31141059,11)","","","","","","","","","",""
"16213112","0","12","50","","(31141059,11)","","","","","","","","","",""
"16213113","0","13","50","","(31141059,11)","","","","","","","","","",""
"16213114","0","14","50","","(31141059,11)","","","","","","","","","",""
"16213115","0","15","50","","(31141059,11)","","","","","","","","","",""
"16213116","0","16","50","","(31141059,11)","","","","","","","","","",""
"16213117","0","17","50","","(31141059,11)","","","","","","","","","",""
"16213118","0","18","50","","(31141059,11)","","","","","","","","","",""
"16213119","0","19","50","","(31141059,11)","","","","","","","","","",""
"16213120","0","20","50","","(31141059,11)","","","","","","","","","",""
"16213121","0","21","50","","(31141059,11)","","","","","","","","","",""
"16213122","0","22","50","","(31141059,11)","","","","","","","","","",""
"16213123","0","23","50","","(31141059,11)","","","","","","","","","",""
"16213124","0","24","50","","(31141059,11)","","","","","","","","","",""
"16213125","0","25","50","","(31141059,11)","","","","","","","","","",""
"16213126","0","26","50","","(31141059,11)","","","","","","","","","",""
"16213127","0","27","50","","(31141059,11)","","","","","","","","","",""
"16213128","0","28","50","","(31141059,11)","","","","","","","","","",""
"16213129","0","29","50","","(31141059,11)","","","","","","","","","",""
"16213130","0","30","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213131","0","31","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213132","0","32","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213133","0","33","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213134","0","34","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213135","0","35","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213136","0","36","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213137","0","37","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213138","0","38","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213139","0","39","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213140","0","40","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213141","0","41","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213142","0","42","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213143","0","43","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213144","0","44","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213145","0","45","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213146","0","46","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213147","0","47","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213148","0","48","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213149","0","49","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213150","0","50","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213201","1","1","50","","(31141059,12)","","","","","","","","","",""
"16213202","1","2","50","","(31141059,12)","","","","","","","","","",""
"16213203","1","3","50","","(31141059,12)","","","","","","","","","",""
"16213204","1","4","50","","(31141059,12)","","","","","","","","","",""
"16213205","1","5","50","","(31141059,12)","","","","","","","","","",""
"16213206","1","6","50","","(31141059,12)","","","","","","","","","",""
"16213207","1","7","50","","(31141059,12)","","","","","","","","","",""
"16213208","1","8","50","","(31141059,12)","","","","","","","","","",""
"16213209","1","9","50","","(31141059,12)","","","","","","","","","",""
"16213210","1","10","50","","(31141059,12)","","","","","","","","","",""
"16213211","1","11","50","","(31141059,12)","","","","","","","","","",""
"16213212","1","12","50","","(31141059,12)","","","","","","","","","",""
"16213213","1","13","50","","(31141059,12)","","","","","","","","","",""
"16213214","1","14","50","","(31141059,12)","","","","","","","","","",""
"16213215","1","15","50","","(31141059,12)","","","","","","","","","",""
"16213216","1","16","50","","(31141059,12)","","","","","","","","","",""
"16213217","1","17","50","","(31141059,12)","","","","","","","","","",""
"16213218","1","18","50","","(31141059,12)","","","","","","","","","",""
"16213219","1","19","50","","(31141059,12)","","","","","","","","","",""
"16213220","1","20","50","","(31141059,12)","","","","","","","","","",""
"16213221","1","21","50","","(31141059,12)","","","","","","","","","",""
"16213222","1","22","50","","(31141059,12)","","","","","","","","","",""
"16213223","1","23","50","","(31141059,12)","","","","","","","","","",""
"16213224","1","24","50","","(31141059,12)","","","","","","","","","",""
"16213225","1","25","50","","(31141059,12)","","","","","","","","","",""
"16213226","1","26","50","","(31141059,12)","","","","","","","","","",""
"16213227","1","27","50","","(31141059,12)","","","","","","","","","",""
"16213228","1","28","50","","(31141059,12)","","","","","","","","","",""
"16213229","1","29","50","","(31141059,12)","","","","","","","","","",""
"16213230","1","30","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213231","1","31","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213232","1","32","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213233","1","33","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213234","1","34","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213235","1","35","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213236","1","36","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213237","1","37","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213238","1","38","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213239","1","39","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213240","1","40","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213241","1","41","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213242","1","42","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213243","1","43","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213244","1","44","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213245","1","45","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213246","1","46","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213247","1","47","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213248","1","48","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213249","1","49","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213250","1","50","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16213301","2","1","50","","(31141059,15)","","","","","","","","","",""
"16213302","2","2","50","","(31141059,15)","","","","","","","","","",""
"16213303","2","3","50","","(31141059,15)","","","","","","","","","",""
"16213304","2","4","50","","(31141059,15)","","","","","","","","","",""
"16213305","2","5","50","","(31141059,15)","","","","","","","","","",""
"16213306","2","6","50","","(31141059,15)","","","","","","","","","",""
"16213307","2","7","50","","(31141059,15)","","","","","","","","","",""
"16213308","2","8","50","","(31141059,15)","","","","","","","","","",""
"16213309","2","9","50","","(31141059,15)","","","","","","","","","",""
"16213310","2","10","50","","(31141059,15)","","","","","","","","","",""
"16213311","2","11","50","","(31141059,15)","","","","","","","","","",""
"16213312","2","12","50","","(31141059,15)","","","","","","","","","",""
"16213313","2","13","50","","(31141059,15)","","","","","","","","","",""
"16213314","2","14","50","","(31141059,15)","","","","","","","","","",""
"16213315","2","15","50","","(31141059,15)","","","","","","","","","",""
"16213316","2","16","50","","(31141059,15)","","","","","","","","","",""
"16213317","2","17","50","","(31141059,15)","","","","","","","","","",""
"16213318","2","18","50","","(31141059,15)","","","","","","","","","",""
"16213319","2","19","50","","(31141059,15)","","","","","","","","","",""
"16213320","2","20","50","","(31141059,15)","","","","","","","","","",""
"16213321","2","21","50","","(31141059,15)","","","","","","","","","",""
"16213322","2","22","50","","(31141059,15)","","","","","","","","","",""
"16213323","2","23","50","","(31141059,15)","","","","","","","","","",""
"16213324","2","24","50","","(31141059,15)","","","","","","","","","",""
"16213325","2","25","50","","(31141059,15)","","","","","","","","","",""
"16213326","2","26","50","","(31141059,15)","","","","","","","","","",""
"16213327","2","27","50","","(31141059,15)","","","","","","","","","",""
"16213328","2","28","50","","(31141059,15)","","","","","","","","","",""
"16213329","2","29","50","","(31141059,15)","","","","","","","","","",""
"16213330","2","30","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213331","2","31","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213332","2","32","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213333","2","33","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213334","2","34","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213335","2","35","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213336","2","36","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213337","2","37","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213338","2","38","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213339","2","39","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213340","2","40","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213341","2","41","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213342","2","42","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213343","2","43","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213344","2","44","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213345","2","45","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213346","2","46","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213347","2","47","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213348","2","48","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213349","2","49","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16213350","2","50","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214101","0","1","50","","(31141059,12)","","","","","","","","","",""
"16214102","0","2","50","","(31141059,12)","","","","","","","","","",""
"16214103","0","3","50","","(31141059,12)","","","","","","","","","",""
"16214104","0","4","50","","(31141059,12)","","","","","","","","","",""
"16214105","0","5","50","","(31141059,12)","","","","","","","","","",""
"16214106","0","6","50","","(31141059,12)","","","","","","","","","",""
"16214107","0","7","50","","(31141059,12)","","","","","","","","","",""
"16214108","0","8","50","","(31141059,12)","","","","","","","","","",""
"16214109","0","9","50","","(31141059,12)","","","","","","","","","",""
"16214110","0","10","50","","(31141059,12)","","","","","","","","","",""
"16214111","0","11","50","","(31141059,12)","","","","","","","","","",""
"16214112","0","12","50","","(31141059,12)","","","","","","","","","",""
"16214113","0","13","50","","(31141059,12)","","","","","","","","","",""
"16214114","0","14","50","","(31141059,12)","","","","","","","","","",""
"16214115","0","15","50","","(31141059,12)","","","","","","","","","",""
"16214116","0","16","50","","(31141059,12)","","","","","","","","","",""
"16214117","0","17","50","","(31141059,12)","","","","","","","","","",""
"16214118","0","18","50","","(31141059,12)","","","","","","","","","",""
"16214119","0","19","50","","(31141059,12)","","","","","","","","","",""
"16214120","0","20","50","","(31141059,12)","","","","","","","","","",""
"16214121","0","21","50","","(31141059,12)","","","","","","","","","",""
"16214122","0","22","50","","(31141059,12)","","","","","","","","","",""
"16214123","0","23","50","","(31141059,12)","","","","","","","","","",""
"16214124","0","24","50","","(31141059,12)","","","","","","","","","",""
"16214125","0","25","50","","(31141059,12)","","","","","","","","","",""
"16214126","0","26","50","","(31141059,12)","","","","","","","","","",""
"16214127","0","27","50","","(31141059,12)","","","","","","","","","",""
"16214128","0","28","50","","(31141059,12)","","","","","","","","","",""
"16214129","0","29","50","","(31141059,12)","","","","","","","","","",""
"16214130","0","30","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214131","0","31","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214132","0","32","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214133","0","33","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214134","0","34","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214135","0","35","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214136","0","36","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214137","0","37","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214138","0","38","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214139","0","39","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214140","0","40","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214141","0","41","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214142","0","42","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214143","0","43","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214144","0","44","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214145","0","45","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214146","0","46","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214147","0","47","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214148","0","48","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214149","0","49","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214150","0","50","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16214201","1","1","50","","(31141059,13)","","","","","","","","","",""
"16214202","1","2","50","","(31141059,13)","","","","","","","","","",""
"16214203","1","3","50","","(31141059,13)","","","","","","","","","",""
"16214204","1","4","50","","(31141059,13)","","","","","","","","","",""
"16214205","1","5","50","","(31141059,13)","","","","","","","","","",""
"16214206","1","6","50","","(31141059,13)","","","","","","","","","",""
"16214207","1","7","50","","(31141059,13)","","","","","","","","","",""
"16214208","1","8","50","","(31141059,13)","","","","","","","","","",""
"16214209","1","9","50","","(31141059,13)","","","","","","","","","",""
"16214210","1","10","50","","(31141059,13)","","","","","","","","","",""
"16214211","1","11","50","","(31141059,13)","","","","","","","","","",""
"16214212","1","12","50","","(31141059,13)","","","","","","","","","",""
"16214213","1","13","50","","(31141059,13)","","","","","","","","","",""
"16214214","1","14","50","","(31141059,13)","","","","","","","","","",""
"16214215","1","15","50","","(31141059,13)","","","","","","","","","",""
"16214216","1","16","50","","(31141059,13)","","","","","","","","","",""
"16214217","1","17","50","","(31141059,13)","","","","","","","","","",""
"16214218","1","18","50","","(31141059,13)","","","","","","","","","",""
"16214219","1","19","50","","(31141059,13)","","","","","","","","","",""
"16214220","1","20","50","","(31141059,13)","","","","","","","","","",""
"16214221","1","21","50","","(31141059,13)","","","","","","","","","",""
"16214222","1","22","50","","(31141059,13)","","","","","","","","","",""
"16214223","1","23","50","","(31141059,13)","","","","","","","","","",""
"16214224","1","24","50","","(31141059,13)","","","","","","","","","",""
"16214225","1","25","50","","(31141059,13)","","","","","","","","","",""
"16214226","1","26","50","","(31141059,13)","","","","","","","","","",""
"16214227","1","27","50","","(31141059,13)","","","","","","","","","",""
"16214228","1","28","50","","(31141059,13)","","","","","","","","","",""
"16214229","1","29","50","","(31141059,13)","","","","","","","","","",""
"16214230","1","30","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214231","1","31","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214232","1","32","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214233","1","33","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214234","1","34","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214235","1","35","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214236","1","36","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214237","1","37","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214238","1","38","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214239","1","39","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214240","1","40","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214241","1","41","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214242","1","42","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214243","1","43","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214244","1","44","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214245","1","45","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214246","1","46","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214247","1","47","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214248","1","48","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214249","1","49","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214250","1","50","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16214301","2","1","50","","(31141059,16)","","","","","","","","","",""
"16214302","2","2","50","","(31141059,16)","","","","","","","","","",""
"16214303","2","3","50","","(31141059,16)","","","","","","","","","",""
"16214304","2","4","50","","(31141059,16)","","","","","","","","","",""
"16214305","2","5","50","","(31141059,16)","","","","","","","","","",""
"16214306","2","6","50","","(31141059,16)","","","","","","","","","",""
"16214307","2","7","50","","(31141059,16)","","","","","","","","","",""
"16214308","2","8","50","","(31141059,16)","","","","","","","","","",""
"16214309","2","9","50","","(31141059,16)","","","","","","","","","",""
"16214310","2","10","50","","(31141059,16)","","","","","","","","","",""
"16214311","2","11","50","","(31141059,16)","","","","","","","","","",""
"16214312","2","12","50","","(31141059,16)","","","","","","","","","",""
"16214313","2","13","50","","(31141059,16)","","","","","","","","","",""
"16214314","2","14","50","","(31141059,16)","","","","","","","","","",""
"16214315","2","15","50","","(31141059,16)","","","","","","","","","",""
"16214316","2","16","50","","(31141059,16)","","","","","","","","","",""
"16214317","2","17","50","","(31141059,16)","","","","","","","","","",""
"16214318","2","18","50","","(31141059,16)","","","","","","","","","",""
"16214319","2","19","50","","(31141059,16)","","","","","","","","","",""
"16214320","2","20","50","","(31141059,16)","","","","","","","","","",""
"16214321","2","21","50","","(31141059,16)","","","","","","","","","",""
"16214322","2","22","50","","(31141059,16)","","","","","","","","","",""
"16214323","2","23","50","","(31141059,16)","","","","","","","","","",""
"16214324","2","24","50","","(31141059,16)","","","","","","","","","",""
"16214325","2","25","50","","(31141059,16)","","","","","","","","","",""
"16214326","2","26","50","","(31141059,16)","","","","","","","","","",""
"16214327","2","27","50","","(31141059,16)","","","","","","","","","",""
"16214328","2","28","50","","(31141059,16)","","","","","","","","","",""
"16214329","2","29","50","","(31141059,16)","","","","","","","","","",""
"16214330","2","30","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214331","2","31","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214332","2","32","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214333","2","33","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214334","2","34","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214335","2","35","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214336","2","36","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214337","2","37","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214338","2","38","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214339","2","39","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214340","2","40","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214341","2","41","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214342","2","42","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214343","2","43","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214344","2","44","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214345","2","45","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214346","2","46","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214347","2","47","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214348","2","48","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214349","2","49","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16214350","2","50","50","","(31141060,8)","","","(5,0)","","","","","","",""
"16215101","0","1","50","","(31141059,12)","","","","","","","","","",""
"16215102","0","2","50","","(31141059,12)","","","","","","","","","",""
"16215103","0","3","50","","(31141059,12)","","","","","","","","","",""
"16215104","0","4","50","","(31141059,12)","","","","","","","","","",""
"16215105","0","5","50","","(31141059,12)","","","","","","","","","",""
"16215106","0","6","50","","(31141059,12)","","","","","","","","","",""
"16215107","0","7","50","","(31141059,12)","","","","","","","","","",""
"16215108","0","8","50","","(31141059,12)","","","","","","","","","",""
"16215109","0","9","50","","(31141059,12)","","","","","","","","","",""
"16215110","0","10","50","","(31141059,12)","","","","","","","","","",""
"16215111","0","11","50","","(31141059,12)","","","","","","","","","",""
"16215112","0","12","50","","(31141059,12)","","","","","","","","","",""
"16215113","0","13","50","","(31141059,12)","","","","","","","","","",""
"16215114","0","14","50","","(31141059,12)","","","","","","","","","",""
"16215115","0","15","50","","(31141059,12)","","","","","","","","","",""
"16215116","0","16","50","","(31141059,12)","","","","","","","","","",""
"16215117","0","17","50","","(31141059,12)","","","","","","","","","",""
"16215118","0","18","50","","(31141059,12)","","","","","","","","","",""
"16215119","0","19","50","","(31141059,12)","","","","","","","","","",""
"16215120","0","20","50","","(31141059,12)","","","","","","","","","",""
"16215121","0","21","50","","(31141059,12)","","","","","","","","","",""
"16215122","0","22","50","","(31141059,12)","","","","","","","","","",""
"16215123","0","23","50","","(31141059,12)","","","","","","","","","",""
"16215124","0","24","50","","(31141059,12)","","","","","","","","","",""
"16215125","0","25","50","","(31141059,12)","","","","","","","","","",""
"16215126","0","26","50","","(31141059,12)","","","","","","","","","",""
"16215127","0","27","50","","(31141059,12)","","","","","","","","","",""
"16215128","0","28","50","","(31141059,12)","","","","","","","","","",""
"16215129","0","29","50","","(31141059,12)","","","","","","","","","",""
"16215130","0","30","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215131","0","31","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215132","0","32","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215133","0","33","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215134","0","34","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215135","0","35","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215136","0","36","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215137","0","37","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215138","0","38","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215139","0","39","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215140","0","40","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215141","0","41","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215142","0","42","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215143","0","43","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215144","0","44","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215145","0","45","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215146","0","46","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215147","0","47","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215148","0","48","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215149","0","49","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215150","0","50","50","","(31141060,6)","","","(5,0)","","","","","","",""
"16215201","1","1","50","","(31141059,14)","","","","","","","","","",""
"16215202","1","2","50","","(31141059,14)","","","","","","","","","",""
"16215203","1","3","50","","(31141059,14)","","","","","","","","","",""
"16215204","1","4","50","","(31141059,14)","","","","","","","","","",""
"16215205","1","5","50","","(31141059,14)","","","","","","","","","",""
"16215206","1","6","50","","(31141059,14)","","","","","","","","","",""
"16215207","1","7","50","","(31141059,14)","","","","","","","","","",""
"16215208","1","8","50","","(31141059,14)","","","","","","","","","",""
"16215209","1","9","50","","(31141059,14)","","","","","","","","","",""
"16215210","1","10","50","","(31141059,14)","","","","","","","","","",""
"16215211","1","11","50","","(31141059,14)","","","","","","","","","",""
"16215212","1","12","50","","(31141059,14)","","","","","","","","","",""
"16215213","1","13","50","","(31141059,14)","","","","","","","","","",""
"16215214","1","14","50","","(31141059,14)","","","","","","","","","",""
"16215215","1","15","50","","(31141059,14)","","","","","","","","","",""
"16215216","1","16","50","","(31141059,14)","","","","","","","","","",""
"16215217","1","17","50","","(31141059,14)","","","","","","","","","",""
"16215218","1","18","50","","(31141059,14)","","","","","","","","","",""
"16215219","1","19","50","","(31141059,14)","","","","","","","","","",""
"16215220","1","20","50","","(31141059,14)","","","","","","","","","",""
"16215221","1","21","50","","(31141059,14)","","","","","","","","","",""
"16215222","1","22","50","","(31141059,14)","","","","","","","","","",""
"16215223","1","23","50","","(31141059,14)","","","","","","","","","",""
"16215224","1","24","50","","(31141059,14)","","","","","","","","","",""
"16215225","1","25","50","","(31141059,14)","","","","","","","","","",""
"16215226","1","26","50","","(31141059,14)","","","","","","","","","",""
"16215227","1","27","50","","(31141059,14)","","","","","","","","","",""
"16215228","1","28","50","","(31141059,14)","","","","","","","","","",""
"16215229","1","29","50","","(31141059,14)","","","","","","","","","",""
"16215230","1","30","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215231","1","31","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215232","1","32","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215233","1","33","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215234","1","34","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215235","1","35","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215236","1","36","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215237","1","37","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215238","1","38","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215239","1","39","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215240","1","40","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215241","1","41","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215242","1","42","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215243","1","43","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215244","1","44","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215245","1","45","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215246","1","46","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215247","1","47","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215248","1","48","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215249","1","49","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215250","1","50","50","","(31141060,7)","","","(5,0)","","","","","","",""
"16215301","2","1","50","","(31141059,16)","","","","","","","","","",""
"16215302","2","2","50","","(31141059,16)","","","","","","","","","",""
"16215303","2","3","50","","(31141059,16)","","","","","","","","","",""
"16215304","2","4","50","","(31141059,16)","","","","","","","","","",""
"16215305","2","5","50","","(31141059,16)","","","","","","","","","",""
"16215306","2","6","50","","(31141059,16)","","","","","","","","","",""
"16215307","2","7","50","","(31141059,16)","","","","","","","","","",""
"16215308","2","8","50","","(31141059,16)","","","","","","","","","",""
"16215309","2","9","50","","(31141059,16)","","","","","","","","","",""
"16215310","2","10","50","","(31141059,16)","","","","","","","","","",""
"16215311","2","11","50","","(31141059,16)","","","","","","","","","",""
"16215312","2","12","50","","(31141059,16)","","","","","","","","","",""
"16215313","2","13","50","","(31141059,16)","","","","","","","","","",""
"16215314","2","14","50","","(31141059,16)","","","","","","","","","",""
