"AttributeId","SensitiveTextCH","SensitiveTextKR","SensitiveTextTW","SensitiveTextEN","SensitiveTextTHA","SensitiveTextVN","SensitiveTextJP","SensitiveTextRus","SensitiveTextSG"
"94043118","直销慢性毒药","좃","fl功","GM","นายหอยย่น","","GM","","GM"
"94043119","批发慢性毒药","좃같냐","fa輪","GM","นายหัวถอก","","GM","","GM"
"94043120","援交妹包夜信息","좃같은","falungong","GM","นายห่า","","GM","","GM"
"94043121","办理学位证qq","좃같은년","dajiyuan","GM","น่าหม้อ","","GM","","GM"
"94043122","代办学位证qq","좃검","9評","GM","น้ำกาม","","GM","","GM"
"94043123","小妹援交信息","좃까","9ping","GM","น้ำแตก","","GM","","GM"
"94043124","援交小姐服务","좃나","自拍","GM","บริการทางเพศ","","GM","","GM"
"94043125","援交妹上门包夜","좃년아","抓胸","GM","บ๊วบ","","GM","","GM"
"94043126","开锁器出售qq","좃대가리","週六性吧","GM","บัดซบ","","GM","","GM"
"94043127","铅弹批发QQ","좃대리","針孔偷拍","GM","บ้าป่าววะ","","GM","","GM"
"94043128","钢珠气枪供应qq","좃도","招妓","GM","บีบหัวนม","","GM","","GM"
"94043129","批发铅弹汽枪","좃도몰라","招雞","GM","ปิ๊","","GM","","GM"
"94043130","批发铅弹汽枪QQ","좃만이","援助交際","GM","เป.ร.ต.","","GM","","GM"
"94043131","帮人消灾报仇qq","좃물","欲仙欲死","GM","เป็น ค ว ย อะไร","","GM","","GM"
"94043132","帮人寻仇出气qq","좃물맛","欲女","GM","เปรต","","GM","","GM"
"94043133","出售高仿真二代身份证QQ","좃밥","欲火","GM","ไปดูดนมแม่ไป","","GM","","GM"
"94043134","出售监狱数据qq","좃병신","浴室自拍","GM","ไปตายซะ","","GM","","GM"
"94043135","出售易容面具qq","좃뺑","玉穴","GM","ไปตายสะ","","GM","","GM"
"94043136","办假学生证","좃잡고반성","玉乳","GM","ไปตายห่า","","GM","","GM"
"94043137","四六级证办理","좃짬","玉蒲團","GM","ไปหามารดาคุณ","","GM","","GM"
"94043138","期货客户资料出售","종나","玉女心經","GM","พ่ อ มึ ง ตา ย","","GM","","GM"
"94043139","批发高仿假币","종년","幼女","GM","พ่อ die","","GM","","GM"
"94043140","批发中握PCP","종놈","幼男","GM","พ่อคิงแม่คิง","","GM","","GM"
"94043141","代办仿真假证QQ","좆","幼交","GM","พ่อคิงหยั่ง","","GM","","GM"
"94043142","文凭学历速办QQ","좆","有容奶大","GM","พ่อคุณเหรอ","","GM","","GM"
"94043143","在线黄片网址","좆같다","應召女郎  ","GM","พ่อตาย","","GM","","GM"
"94043144","绿皮瓦管","좆같은","應召","GM","พ่อมรึงตาย","","GM","","GM"
"94043145","中握PCP","좆같은년","應招妓女","GM","พ่อมรึงสิ","","GM","","GM"
"94043146","high药批发qq","좆같이도생긴년","淫照","GM","พ่อเมิง","","GM","","GM"
"94043147","HIGH水批发QQ","좆같이생긴년","淫樣","GM","พ่อเมิงตาย","","GM","","GM"
"94043148","欧美色情种子下载","좆것","淫褻","GM","พ่อแม่ไม่ได้สั่งสอน","","GM","","GM"
"94043149","日本成人片网址","좆구녕","淫水愛液","GM","พ่อแม่ไม่สั่งสอน","","GM","","GM"
"94043150","在线真钱梭哈","좆귀두","淫術煉金士","GM","พ่อไม่สั่งสอน","","GM","","GM"
"94043151","左轮手枪出售QQ","좆까","淫書","GM","พ่อแย่จังตาย","","GM","","GM"
"94043152","供应高仿假钞","좆까네","淫獸學園","GM","พ่อสิ้น","","GM","","GM"
"94043153","小口径步枪出售QQ","좆까세요","淫聲浪語","GM","ฟัก ยู","","GM","","GM"
"94043154","HIGH药直销","좆나","淫色","GM","ฟักยู","","GM","","GM"
"94043155","供应高仿钞票","좆나쌘년","淫情","GM","มึ ง","","GM","","GM"
"94043156","高仿人民币直销","좆나커","淫妻","GM","มึง","","GM","","GM"
"94043157","高仿人民币销售","좆대가리","淫女","GM","มึ-ง","","GM","","GM"
"94043158","high药直销qq","좆도","淫虐","GM","แม่ตาย","","GM","","GM"
"94043159","麻醉枪买卖QQ","좆도","淫母","GM","แม่ตายหรอไงว่ะ","","GM","","GM"
"94043160","骚冰提供QQ","좆돼지","淫魔","GM","แม่ตายเหรอ","","GM","","GM"
"94043161","直销仿真狙击抢","좆또","淫糜","GM","แม่มรึงตาย","","GM","","GM"
"94043162","清除负面信息qq","좆또스미마셍","淫媚","GM","ยักสุเน็ต","","GM","","GM"
"94043163","替人报仇要账","좆령사","淫妹","GM","ยัดแม่","","GM","","GM"
"94043164","买卖54手狗","좆마나","淫浪","GM","เย็ ด","","GM","","GM"
"94043165","批发64手狗","좆망","淫教師","GM","เย็.ด","","GM","","GM"
"94043166","供应冰牙签","좆물","淫河","GM","เย้ด","","GM","","GM"
"94043167","供应火药钢珠枪","좆물묻은피규어","淫婦","GM","เย๊ด","","GM","","GM"
"94043168","摇头糖供应","좆물발사기계","淫電影","GM","เย็ต","","GM","","GM"
"94043169","供应摇头糖QQ","좆밥","淫蕩迷情藥","GM","เย็ท","","GM","","GM"
"94043170","双管猎枪出售QQ","좆병신","淫蟲","GM","แย่เม็ด","","GM","","GM"
"94043171","气枪狗粮专卖","좆병신들","陰阜","GM","ร่วมเพศ","","GM","","GM"
"94043172","现金棋牌网站","좆빠","陰b","GM","ร่าน","","GM","","GM"
"94043173","出售高仿枪支QQ","좆빨이","一夜情性息","GM","รุมโทรม","","GM","","GM"
"94043174","出售高仿手枪QQ","좆빱","一夜歡","GM","ลงแขก","","GM","","GM"
"94043175","买卖高仿军刺qq","좆에피나","一ye情","GM","ล่อแม่","","GM","","GM"
"94043176","买卖兰博刀具qq","좆이나까잡숴","夜勤病棟","GM","ลาวสัด","","GM","","GM"
"94043177","专卖高仿军刺qq","좆지랄","野外性交","GM","ลูกอีกะหรี่","","GM","","GM"
"94043178","兰博刀具买卖qq","좆쩜","要射了","GM","ลูกอีดอกทอง","","GM","","GM"
"94043179","高仿军刺买卖qq","좆탱","要色色","GM","ลูกอีสาด","","GM","","GM"
"94043180","批发兰博刀具qq","좆털","豔照門","GM","เลวสัด","","GM","","GM"
"94043181","批发高仿军刺qq","좇","豔情小說","GM","เลียหัวนม","","GM","","GM"
"94043182","销售兰博刀具","좇같은","閹割","GM","เวรตะไล","","GM","","GM"
"94043183","销售高仿军刺","좇같은년","亞情","GM","สถุน","","GM","","GM"
"94043184","兰博刀具批发qq","좇까","學生妹","GM","สถุล","","GM","","GM"
"94043185","高仿军刺批发qq","좇나","穴圖","GM","สราด","","GM","","GM"
"94043186","转让兰博刀具","좇도","穴口","GM","หน้าควายตัวเมีย","","GM","","GM"
"94043187","转让高仿军刺","좇물","性交課","GM","หน้าตัวเมีย","","GM","","GM"
"94043188","出售兰博刀具qq","좇밥","性技巧","GM","หน้าปิ","","GM","","GM"
"94043189","出售高仿军刺qq","좇찌","性饑渴","GM","หน้าม่อ","","GM","","GM"
"94043190","提供兰博刀具","좇터머덩좆만순","性虎","GM","หน้าเม็ด!","","GM","","GM"
"94043191","提供高仿军刺","좇필연","性感誘惑","GM","หน้าหนัง!","","GM","","GM"
"94043192","提供兰博刀具qq","좉","性感妖嬈","GM","หน้าหม้อ","","GM","","GM"
"94043193","提供高仿军刺qq","좋은보지","寫真","GM","หน้าหมา","","GM","","GM"
"94043194","兰博刀具提供qq","좌빨","校雞","GM","หน้าหรี","","GM","","GM"
"94043195","高仿军刺提供qq","좌쉭","小逼","GM","หน้าเหรี้ย","","GM","","GM"
"94043196","转让高仿军刺qq","좌슥","小xue","GM","หมอย","","GM","","GM"
"94043197","成人电影网址大全","좌지","小jj","GM","หมาคาบไปแดก","","GM","","GM"
"94043198","转让兰博刀具qq","좌지큰타이거","相奸","GM","หมาไม่แดก","","GM","","GM"
"94043199","供应高仿军刺qq","좟같은뇬","夏川純","GM","หยาบช้า","","GM","","GM"
"94043200","供应兰博刀具qq","좨랄","下麵的唇 ","GM","หยีเหม็น ","","GM","","GM"
"94043201","兰博刀具提供","죠까","吸精","GM","ห้วดอ","","GM","","GM"
"94043202","高仿军刺提供","죠깐남","無碼長片","GM","หอกหัก","","GM","","GM"
"94043203","买卖兰博刀具","죠깐년","我要性交","GM","หัวดอ","","GM","","GM"
"94043204","买卖高仿军刺","죤","我就色","GM","หัวนม","","GM","","GM"
"94043205","兰博刀具买卖","죤나","文做","GM","หำ","","GM","","GM"
"94043206","高仿军刺买卖","죤만한","王子淫傳","GM","หี","","GM","","GM"
"94043207","出售电动开锁工具QQ","죧","脫內褲","GM","เห็ดสด","","GM","","GM"
"94043208","出售高压气枪QQ","죨","偷拍","GM","เหี้ย","","GM","","GM"
"94043209","仿真阻击枪直销","죳","童顏巨乳","GM","เหี๊ย","","GM","","GM"
"94043210","同志电影网","죳나","同志交友","GM","ไอ้ควาย","","GM","","GM"
"94043211","同志电影下载","죳도","舔陰","GM","องคชาติ","","GM","","GM"
"94043212","战术直刀销售QQ","죳만","舔腳","GM","อมหัวดอ","","GM","","GM"
"94043213","删除网络虚假信息","죶","體位","GM","อยากมี sex","","GM","","GM"
"94043214","奶油冰提供","죶까","體奸","GM","อยากเสียว","","GM","","GM"
"94043215","奶油冰提供QQ","죷","扌由插","GM","อยากอึบ","","GM","","GM"
"94043216","植物冰批发","주글","套弄","GM","อยากเอาหญิง","","GM","","GM"
"94043217","日韩色片地址","주댕이","湯加麗","GM","อ่อน!","","GM","","GM"
"94043218","植物冰提供QQ","주뎅이","速效迷奸藥","GM","อ่อนสัด","","GM","","GM"
"94043219","汽木仓供应","주둥아리","酥癢","GM","อัณฑะ","","GM","","GM"
"94043220","汽木仓供应QQ","주둥이","松島楓","GM","อัดถั่วดำ","","GM","","GM"
"94043221","成人性爱录像下载","주디를","死逼","GM","อ้าย!","","GM","","GM"
"94043222","性感裸聊","죽일년","絲誘","GM","อ้ายเ ว ร","","GM","","GM"
"94043223","户外刀具供应","중딩팬티","絲襪","GM","อายเชี้ย","","GM","","GM"
"94043224","qq专卖假文凭","줫밥","爽死我了","GM","อ้ายฟาย","","GM","","GM"
"94043225","批发酣乐欣qq","쥐랄","爽片","GM","อ้ายสัด","","GM","","GM"
"94043226","销售酣乐欣qq","쥐럴","雙臀","GM","อายสาด","","GM","","GM"
"94043227","酣乐欣批发qq","쥐룰","熟女","GM","อ้ายสาด","","GM","","GM"
"94043228","酣乐欣供应qq","쥐미","熟母","GM","อ้ายสาดหมา","","GM","","GM"
"94043229","提供酣乐欣qq","쥐미랄","熟婦","GM","อ้ายห่า","","GM","","GM"
"94043230","专卖高仿文凭qq","쥐보지","獸欲","GM","อ้ายเหรี้ย","","GM","","GM"
"94043231","代办假证书qq","쥐새키","獸性","GM","อ้ายเห-รี้ย","","GM","","GM"
"94043232","假证书出售","쥐색기","獸奸","GM","อี ชาติหมา","","GM","","GM"
"94043233","qq代办高仿文凭","쥐시키","釋欲","GM","อี แรด","","GM","","GM"
"94043234","qq高仿文凭办理","즐색","食精","GM","อี!","","GM","","GM"
"94043235","qq制作假文凭","즐섹","失身粉","GM","อี!เบี้ยว","","GM","","GM"
"94043236","qq假文凭办理","지 랄","射顏","GM","อี_ดอก ","","GM","","GM"
"94043237","qq假文凭代办","지딱","射爽","GM","อีกระหรี่","","GM","","GM"
"94043238","高仿文凭办理","지랄","少修正","GM","อีกะหรี","","GM","","GM"
"94043239","办理高仿文凭qq","지랄금지","少女被插","GM","อีโง่","","GM","","GM"
"94043240","专卖假文凭qq","지랄발광","少年阿賓","GM","อีช้างเย๊ด","","GM","","GM"
"94043241","出售高仿文凭qq","지랄하네","少婦","GM","อีชาติชั้ว","","GM","","GM"
"94043242","假文凭办理qq","지랄한다","色欲","GM","อีด อก","","GM","","GM"
"94043243","假证书代办qq","지럴","色色","GM","อีด/อก","","GM","","GM"
"94043244","qq出售假证书","지롤","色區","GM","อีดอก","","GM","","GM"
"94043245","qq专卖高仿文凭","지룰","色情網站","GM","อีด-อก","","GM","","GM"
"94043246","代办假文凭qq","지미","色盟","GM","อีเดียด","","GM","","GM"
"94043247","qq出售高仿文凭","진동딜도","色貓","GM","อีตัว","","GM","","GM"
"94043248","qq出售假文凭","진따","色界","GM","อีตุ๊ด","","GM","","GM"
"94043249","批发GΗB迷情水","질내사정","色逼","GM","อีแตรด","","GM","","GM"
"94043250","GΗB迷情水供应","질내사정","色b","GM","อีบ้า","","GM","","GM"
"94043251","供应GΗB迷情水","질내사정","騷水","GM","อีเป็งสุดา","","GM","","GM"
"94043252","销售GΗB迷情水","질내사정o","騷女","GM","อีเปรต","","GM","","GM"
"94043253","供应强暴药","질내정사","騷姐姐","GM","อีไพร่","","GM","","GM"
"94043254","GΗB迷情水专卖","질뇌사정","騷比","GM","อีมะขวิด","","GM","","GM"
"94043255","专卖GΗB迷情水","질밖사정","乳溝","GM","อีแมงดา","","GM","","GM"
"94043256","GΗB迷情水订购","질사","乳此豐滿","GM","อีแรด","","GM","","GM"
"94043257","出售特洛伊卧底软件","질사내정","乳此動人","GM","อีลูกกระหรี่","","GM","","GM"
"94043258","供应特洛伊卧底软件","질싸셔틀","乳爆","GM","อีเลว","","GM","","GM"
"94043259","试用特洛伊卧底软件","질쑤시개","肉蒲團","GM","อีวอก","","GM","","GM"
"94043260","特洛伊卧底软件QQ","질안사정","肉具","GM","อีเวน","","GM","","GM"
"94043261","强暴药","질외사정","肉莖","GM","อีเวร","","GM","","GM"
"94043262","六级证书办理","짜저","肉唇","GM","อีสัด","","GM","","GM"
"94043263","人皮面具出售qq","짜져","肉逼","GM","อีสาด","","GM","","GM"
"94043264","QQ出售砍刀","짜쥐","揉乳","GM","อีหอย","","GM","","GM"
"94043265","出售仿真面具qq","짜쥐털","日爛","GM","อีหอยดอง","","GM","","GM"
"94043266","出售GΗB迷情水","짜즤","日逼","GM","อีหัวสำรอก","","GM","","GM"
"94043267","PCP气枪网","짜지","日本妹","GM","อีหา","","GM","","GM"
"94043268","高仿真枪网","짜지털","人體藝術","GM","อีห่า","","GM","","GM"
"94043269","高压气动枪网","짝부랄","人獸","GM","อีห่าราก","","GM","","GM"
"94043270","金属仿真枪网","짬지","人妻","GM","อีเห็ดสด","","GM","","GM"
"94043271","气抢专卖网","짱깨","惹火身材","GM","อีอับปรี","","GM","","GM"
"94043272","GΗB迷情水","짱꼴라","群交亂舞","GM","เอากันปะ","","GM","","GM"
"94043273","出售保险人数据QQ","쨔저","拳交","GM","เอาทีดิ","","GM","","GM"
"94043274","明陞88赌博","쨔져","全裸","GM","เอาหัวนม","","GM","","GM"
"94043275","优博娱乐","쪼다","情趣用品","GM","ใอ้สัด","","GM","","GM"
"94043276","88娱乐城赌博","쫍밥","強姦幼女","GM","ใอ้สัต","","GM","","GM"
"94043277","瑞丰国际赌博","쫏","強姦處女","GM","เฮงซวย","","GM","","GM"
"94043278","伟德亚洲赌博","쫒","強jian","GM","เฮี่ย","","GM","","GM"
"94043279","提供保险数据QQ","쬬다","前凸後翹","GM","ไอ้สัส","","GM","","GM"
"94043280","QQ出售匕首","쭈댕이","品香堂","GM","ไอ้ควย","","GM","","GM"
"94043281","QQ出售弹簧刀","쭈뎅이","屁股","GM","ควย","","GM","","GM"
"94043282","猎刀出售QQ","쭈둥아리","噴霧蒙汗藥","GM","สัส","","GM","","GM"
"94043283","提供二手银行卡QQ","쮜랄","噴精","GM","ดอกทง","","GM","","GM"
"94043284","网络负面撤销QQ","찌찌","炮友之家","GM","โป๊","","GM","","GM"
"94043285","供应高仿纸币qq","찐따","炮友","GM","เย็ดแม่","","GM","","GM"
"94043286","供应窃听手机软件","찔러보니처제","炮圖","GM","พ่อง","","GM","","GM"
"94043287","批发窃听手机卧底软件","찣","歐美大乳","GM","พ่อมึง","","GM","","GM"
"94043288","网络真人现金游戏","찥","女優","GM","แม่มึง","","GM","","GM"
"94043289","提供高仿假币QQ","참젖","捏弄","GM","พ่อมึงตาย","","GM","","GM"
"94043290","QQ出售保真发票","창녀","嫩穴","GM","แม่มึงตาย","","GM","","GM"
"94043291","供应保真发票QQ","창녀촌","嫩女","GM","กะหรี่","","GM","","GM"
"94043292","QQ供应保真发票","창년","嫩逼","GM","หี","","GM","","GM"
"94043293","代开保真发票QQ","창년","嫩屄","GM","หีแม่","","GM","","GM"
"94043294","QQ代开保真发票","창뇬","內射","GM","หำ","","GM","","GM"
"94043295","出售空白发票","창부","男奴","GM","。","","GM","","GM"
"94043296","供应保真发票","챵년","奈美","GM","、","","GM","","GM"
"94043297","供应空白发票","처녀막","母奸","GM","เ เ ม่ ง","","GM","","GM"
"94043298","代开空白发票","처드삼","摸胸","GM","เ ย็ ด","","GM","","GM"
"94043299","QQ出售空白发票","처드셈","摸奶","GM","เ ย็ด","","GM","","GM"
"94043300","QQ代开空白发票","처머거","免費偷窺網","GM","เ สื อ ก","","GM","","GM"
"94043301","窃听手机软件下载","처먹어","蜜液","GM","เ ห ี้ ย","","GM","","GM"
"94043302","提供汽车干扰器qq","처발라","蜜穴","GM","เ!้ย","","GM","","GM"
"94043303","直销刀具QQ","첫후장","密穴","GM","เ.ป.ร.ต","","GM","","GM"
"94043304","供应刀具QQ","체위","秘唇","GM","เ.ย็.ด","","GM","","GM"
"94043305","批发窃听手机软件","쳐드셈","猛男","GM","เ.ย็.ด.แ.ม่","","GM","","GM"
"94043306","窃听手机软件电话","쳐먹","蒙汗藥","GM","เ.สื.อ.ก","","GM","","GM"
"94043307","窃听手机软件QQ","쳐먹어","美幼","GM","เ+ย็+ด","","GM","","GM"
"94043308","色中色最新网址","쳐발라","美穴","GM","เเคมปลิ้น","","GM","","GM"
"94043309","帮人解决纠纷","초딩팬티","美腿","GM","แ ต ด","","GM","","GM"
"94043310","网络删帖代理QQ","촹녀","美少婦","GM","แ ตด","","GM","","GM"
"94043311","喵喵药提供","촹년","美乳","GM","แ ร ด","","GM","","GM"
"94043312","色站大全","출장마사지","美逼","GM","แ รด","","GM","","GM"
"94043313","甲基苯丙胺批发QQ","카섹","買春","GM","ไ อ่","","GM","","GM"
"94043314","蝴蝶跳刀直销QQ","카섹스","駱冰淫傳","GM","ไ อ้","","GM","","GM"
"94043315","A片下载链接","캐릭터삼","裸陪","GM","ไ.อ้.หั.ว.ถ.อ.ก","","GM","","GM"
"94043316","雇人报仇qq","캐릭터팜","裸露","GM","ไ.อ้เ.ฮี้.ย","","GM","","GM"
"94043317","批发刀具QQ","캐병신","輪操","GM","กระ ดอ","","GM","","GM"
"94043318","直销1元硬币","캐좌지","輪暴","GM","กระจู๋","","GM","","GM"
"94043319","暴力开锁工具销售QQ","캠찍힌년","露b","GM","กระเจี้ยว","","GM","","GM"
"94043320","军警服销售qq","커니링구스","漏乳","GM","กระเจี๊ยว","","GM","","GM"
"94043321","植物冰直销qq","커닐링거스","流淫","GM","กระเจี๋ยว","","GM","","GM"
"94043322","转让仿54手枪","커닐링구스","淩辱","GM","กระดอ","","GM","","GM"
"94043323","出售自制猎枪qq","커엄세엑","鈴木麻","GM","กระเด้า","","GM","","GM"
"94043324","三棱军刺","컴색","聊性","GM","กระทวย","","GM","","GM"
"94043325","直销三棱军刺qq","컴세엑","兩性狂情","GM","กระสัน","","GM","","GM"
"94043326","仿54手枪供应","컴섹","浪女","GM","กระหรี่","","GM","","GM"
"94043327","三箭气狗供应","컴섹스","浪叫","GM","กะเจี๊ยว","","GM","","GM"
"94043328","直销三箭气狗qq","컴쌕","浪婦","GM","กะดอ","","GM","","GM"
"94043329","转让仿54手枪qq","컴쎅","浪逼","GM","กะโปก","","GM","","GM"
"94043330","大黑鹰弓弩","컴쎅스","狼友","GM","กะสัน","","GM","","GM"
"94043331","开山刀直销qq","콘돔","狂插","GM","กะหรี่","","GM","","GM"
"94043332","汽车干扰器直销qq","콘돔빼지마임신해","快樂AV","GM","กาจู๋","","GM","","GM"
"94043333","出售汽车干扰器qq","콜걸","快感","GM","กาเจี้ยว","","GM","","GM"
"94043334","出售快递综合数据","콜녀","褲襪女優","GM","กาดอ","","GM","","GM"
"94043335","直销54手枪qq","크리토리스","褲襪","GM","กาหรี่","","GM","","GM"
"94043336","出售火药钢珠枪","크핑지보","口淫","GM","กู","","GM","","GM"
"94043337","提供进口枪支","큰보지","口射","GM","แก่น!","","GM","","GM"
"94043338","警服供应qq","큰자지","口交器具","GM","ขอรวมเพศหน่อย","","GM","","GM"
"94043339","转让军警服","큰젖","口活","GM","เย็ด","","GM","","GM"
"94043340","转让军警服qq","큰좇","口爆","GM","ค . ว . ย","","GM","","GM"
"94043341","制作警徽qq","클리토리스","巨乳","GM","ค ร ว ย","","GM","","GM"
"94043342","AV下载地址","키스방","巨奶","GM","ค ร วย","","GM","","GM"
"94043343","供应一元假币","터래기","巨屌","GM","ค รว ย","","GM","","GM"
"94043344","五元假币直销","털민보지","菊穴","GM","ค*วย","","GM","","GM"
"94043345","百元假币直销","털보지","菊門","GM","ค......................................ย","","GM","","GM"
"94043346","供应百元假币qq","토막살인","菊花蕾","GM","ค........ว............ย.........","","GM","","GM"
"94043347","蝴蝶跳刀销售qq","투신자살","菊花洞","GM","ค.......ว*******p","","GM","","GM"
"94043348","蝴蝶跳刀出售qq","파워딜도","就去日","GM","ค.......ว*******ย","","GM","","GM"
"94043349","直销户外砍刀qq","파워성관계","近親相奸","GM","ค.....ว...........ย","","GM","","GM"
"94043350","出售户外砍刀qq","파워섹스","金瓶梅","GM","ค....ว.....ย","","GM","","GM"
"94043351","户外砍刀出售qq","파이즈리","金麟豈是池中物","GM","ค...ย","","GM","","GM"
"94043352","户外砍刀直销","파이쯔리","腳交","GM","ค...ว...ย","","GM","","GM"
"94043353","弹簧刀直销qq","팍큐","江湖淫娘","GM","ค..ย","","GM","","GM"
"94043354","弹簧刀出售qq","패니스","兼職上門","GM","ค..ว..ย","","GM","","GM"
"94043355","销售假人民币qq","패티쉬","姦情","GM","ค..ว..ย..","","GM","","GM"
"94043356","高仿假人民币出售qq","팬티끈적","寂寞女","GM","ค.ร.ว.ย","","GM","","GM"
"94043357","高仿假钞直销","팬티보여","寂寞男","GM","ค.รวย","","GM","","GM"
"94043358","高仿假钞出售qq","팬티사이끈적","幾吧","GM","ค.ว.ย","","GM","","GM"
"94043359","高仿假钞直销qq","퍼르노","集體淫","GM","ค.ว.ย.","","GM","","GM"
"94043360","54手枪出售qq","퍽유","鷄巴","GM","ค.วย","","GM","","GM"
"94043361","异氰酸苯酯专卖","퍽큐","激情裸體","GM","ค//ว//ย","","GM","","GM"
"94043362","艳照下载","펀색","雞吧","GM","ค/ว/ย","","GM","","GM"
"94043363","日韩黄片下载","펀섹","渾圓","GM","ค\ว\ย","","GM","","GM"
"94043364","高仿真假币出售qq","펔규","換妻俱樂部","GM","ค^ว^ย","","GM","","GM"
"94043365","直销假人民币qq","펔큐","花樣性交","GM","ค~ว~ย","","GM","","GM"
"94043366","直销高假仿人民币qq","페니스","花花公子","GM","ค+ว+ย","","GM","","GM"
"94043367","伪钞直销qq","페니스","虎騎","GM","คvย","","GM","","GM"
"94043368","刺刀直销QQ","페티쉬","後穴","GM","คคคคคคววววววววววยยยยยย","","GM","","GM"
"94043369","汽车遥控拦截器直销QQ","페티시","黑逼","GM","ค-ย","","GM","","GM"
"94043370","军警服直销QQ","펠라치오","好嫩","GM","คร วย ","","GM","","GM"
"94043371","土制炸弹出售","포루X","豪乳","GM","ครว ย","","GM","","GM"
"94043372","出售工字牌汽狗","포루노","裹本","GM","ครวย","","GM","","GM"
"94043373","发票供应qq","포르x","國產av","GM","คร-วย","","GM","","GM"
"94043374","援交妹上门性服务QQ","포르노","光伴我淫","GM","ค-ร-ว-ย","","GM","","GM"
"94043375","销售股民详细信息","포온섹","肛門拳交","GM","คว ย","","GM","","GM"
"94043376","销售学生信息资料QQ","포주","幹穴","GM","คว*","","GM","","GM"
"94043377","销售车主信息资料QQ","폰색","父女亂倫","GM","คว*ย","","GM","","GM"
"94043378","销售业主数据QQ","폰세엑","夫妻秀","GM","คว...............ย","","GM","","GM"
"94043379","QQ批发股民详细信息","폰섹","封面女郎","GM","คว.ย","","GM","","GM"
"94043380","批发股民详细信息","폰섹 ","風月大陸","GM","ควญ","","GM","","GM"
"94043381","批发学生信息资料QQ","폰섹스","風騷侍女","GM","ควย","","GM","","GM"
"94043382","批发车主信息资料QQ","폰쉑","粉穴","GM","คว-ย","","GM","","GM"
"94043383","批发业主数据QQ","폰쌕","粉嫩","GM","คว--ย","","GM","","GM"
"94043384","高仿假钱买卖","폰쎅","肥逼","GM","ค-วย","","GM","","GM"
"94043385","高仿假钱专卖","퐐","放尿","GM","ค-ว-ย","","GM","","GM"
"94043386","甲基苯丙胺的制作视频","피임","發生關係","GM","ค---ว---ย","","GM","","GM"
"94043387","成人小说吧","필로폰","發情","GM","คว-ย ","","GM","","GM"
"94043388","东京热影视","핑크보지","發浪","GM","คววย","","GM","","GM"
"94043389","花和尚影视","핑크빛보지","多人輪","GM","ควววย","","GM","","GM"
"94043390","蝴蝶谷激情网","핑크빛유두","盜撮","GM","โคดพ่อ","","GM","","GM"
"94043391","蝴蝶谷色色网","핑크짬지","蕩女","GM","โคตร","","GM","","GM"
"94043392","蝴蝶谷中文网","하악형부좆빼세여","大乳","GM","โคตรพ่อ","","GM","","GM"
"94043393","花和尚电影网","하울움직이는성기","大力抽送","GM","โคตรแม่","","GM","","GM"
"94043394","狼客成人网","학살인","刺激","GM","โครตพ่อ","","GM","","GM"
"94043395","色狼窝成人网","한번주께","吹氣娃娃","GM","โครตพ่อโครตแม่","","GM","","GM"
"94043396","色妹妹高清影院","한번줄래","抽一插","GM","โครตแม่","","GM","","GM"
"94043397","色中色电影网","할타","吃精","GM","ฅ ว ย","","GM","","GM"
"94043398","五月天影视","핥아","成人自拍","GM","ฅ วย","","GM","","GM"
"94043399","性爱视频导航","핥아주께","成人遊戲","GM","ฅว ย","","GM","","GM"
"94043400","性福影院","핥아줘","成人小說","GM","ฅวย","","GM","","GM"
"94043401","性交电影网","핥을래","成人文學","GM","ฅว-ย","","GM","","GM"
"94043402","性爱裸聊网","핧아","成人網站","GM","ฅ-วย","","GM","","GM"
"94043403","一本道影院","함대주까","成人色情","GM","ฅ-ว-ย","","GM","","GM"
"94043404","高仿证件代办qq","함대줄래","成人論壇","GM","เงี่ยน","","GM","","GM"
"94043405","代办高仿证qq","함빨자","潮噴","GM","เงี้ยน","","GM","","GM"
"94043406","代办高仿证","항문","潮吹","GM","จัญไร","","GM","","GM"
"94043407","直销毕业证","행주맛걸래","插陰","GM","จันไร","","GM","","GM"
"94043408","一本道AV","햝","插我","GM","จู๋","","GM","","GM"
"94043409","假证件出售","허벌창","插進","GM","เจดแม่","","GM","","GM"
"94043410","真人裸聊社区","헐렁한년","插比","GM","เจ็ทแม่","","GM","","GM"
"94043411","黄牙签制作配方QQ","헐씨바","插逼","GM","เจสแม่","","GM","","GM"
"94043412","制作黄牙签配方QQ","헨타이","插暴","GM","เจี๊ยว","","GM","","GM"
"94043413","欧美色图区","현거래","插b","GM","เจือก","","GM","","GM"
"94043414","幼幼之家论坛","호구년","廁奴","GM","ชักว่าว","","GM","","GM"
"94043415","幼幼无码电影","호로","肏死","GM","ชาติหมา","","GM","","GM"
"94043416","在线乱伦激情","호로년","肏你","GM","ชิงหมาเกิด","","GM","","GM"
"94043417","宜春院成人网","호로새기","操我","GM","ชิบหาย","","GM","","GM"
"94043418","百性阁论坛","호로새끼","操死","GM","เซ็ก","","GM","","GM"
"94043419","SIS色中色论坛","호로쌔기","操爛","GM","เซ็กจัด","","GM","","GM"
"94043420","Xiao77论坛","호로오 자석","操黑","GM","เซ็กซ์","","GM","","GM"
"94043421","办理毕业证书qq","호로자식","操B指南","GM","ด อ","","GM","","GM"
"94043422","供应黄牙签QQ","호로잡년","倉井空","GM","ดอกทอง","","GM","","GM"
