"AttributeId","NameId","CurrentCanto","CurrentOrder","CurrentStar","MoneyConsume","NeedChapter","AddAtt","Mesh","AnimBP","UnlockStateBuffId","IconID","TinderShotDescribe","TinderUnlockClue","AddStarLevel"
"65010161","90096016","3","17","1","(11,18140)","17","(4,8,96873,0,1,4,5,12110,0,1,4,6,14531,0,1,4,7,29062,0,1,4,9,4844,0,1,4,10,4844,0,1,4,13,0.322,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010162","90096016","3","17","2","(11,19960)","17","(4,8,98179,0,1,4,5,12273,0,1,4,6,14727,0,1,4,7,29454,0,1,4,9,4909,0,1,4,10,4909,0,1,4,13,0.324,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010163","90096016","3","17","3","(11,21960)","17","(4,8,99615,0,1,4,5,12452,0,1,4,6,14943,0,1,4,7,29885,0,1,4,9,4981,0,1,4,10,4981,0,1,4,13,0.326,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010164","90096016","3","17","4","(11,24160)","17","(4,8,101195,0,1,4,5,12650,0,1,4,6,15180,0,1,4,7,30359,0,1,4,9,5060,0,1,4,10,5060,0,1,4,13,0.328,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010165","90096016","3","17","5","(11,26580)","17","(4,8,102932,0,1,4,5,12867,0,1,4,6,15440,0,1,4,7,30880,0,1,4,9,5147,0,1,4,10,5147,0,1,4,13,0.33,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010166","90096016","3","17","6","(11,29240)","17","(4,8,104844,0,1,4,5,13106,0,1,4,6,15727,0,1,4,7,31454,0,1,4,9,5243,0,1,4,10,5243,0,1,4,13,0.332,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010167","90096016","3","17","7","(11,32170)","17","(4,8,106947,0,1,4,5,13369,0,1,4,6,16042,0,1,4,7,32084,0,1,4,9,5348,0,1,4,10,5348,0,1,4,13,0.334,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010168","90096016","3","17","8","(11,35390)","17","(4,8,109260,0,1,4,5,13658,0,1,4,6,16389,0,1,4,7,32778,0,1,4,9,5463,0,1,4,10,5463,0,1,4,13,0.336,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010169","90096016","3","17","9","(11,38930)","17","(4,8,111804,0,1,4,5,13976,0,1,4,6,16771,0,1,4,7,33541,0,1,4,9,5591,0,1,4,10,5591,0,1,4,13,0.338,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010170","90096016","3","17","10","(11,42830)","17","(4,8,114602,0,1,4,5,14326,0,1,4,6,17191,0,1,4,7,34381,0,1,4,9,5731,0,1,4,10,5731,0,1,4,13,0.34,0,1)","76980766","91053402","(10990615,10990639,10990645,10990651)","91231324","90096064","90096040","1"
"65010171","90096017","3","18","1","(11,21770)","18","(4,8,115983,0,1,4,5,14498,0,1,4,6,17398,0,1,4,7,34795,0,1,4,9,5800,0,1,4,10,5800,0,1,4,13,0.342,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010172","90096017","3","18","2","(11,23950)","18","(4,8,117502,0,1,4,5,14688,0,1,4,6,17626,0,1,4,7,35251,0,1,4,9,5876,0,1,4,10,5876,0,1,4,13,0.344,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010173","90096017","3","18","3","(11,26350)","18","(4,8,119173,0,1,4,5,14897,0,1,4,6,17876,0,1,4,7,35752,0,1,4,9,5959,0,1,4,10,5959,0,1,4,13,0.346,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010174","90096017","3","18","4","(11,28990)","18","(4,8,121011,0,1,4,5,15127,0,1,4,6,18152,0,1,4,7,36304,0,1,4,9,6051,0,1,4,10,6051,0,1,4,13,0.348,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010175","90096017","3","18","5","(11,31890)","18","(4,8,123032,0,1,4,5,15379,0,1,4,6,18455,0,1,4,7,36910,0,1,4,9,6152,0,1,4,10,6152,0,1,4,13,0.35,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010176","90096017","3","18","6","(11,35080)","18","(4,8,125256,0,1,4,5,15657,0,1,4,6,18789,0,1,4,7,37577,0,1,4,9,6263,0,1,4,10,6263,0,1,4,13,0.352,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010177","90096017","3","18","7","(11,38590)","18","(4,8,127702,0,1,4,5,15963,0,1,4,6,19156,0,1,4,7,38311,0,1,4,9,6386,0,1,4,10,6386,0,1,4,13,0.354,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010178","90096017","3","18","8","(11,42450)","18","(4,8,130393,0,1,4,5,16300,0,1,4,6,19559,0,1,4,7,39118,0,1,4,9,6520,0,1,4,10,6520,0,1,4,13,0.356,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010179","90096017","3","18","9","(11,46700)","18","(4,8,133352,0,1,4,5,16669,0,1,4,6,20003,0,1,4,7,40006,0,1,4,9,6668,0,1,4,10,6668,0,1,4,13,0.358,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010180","90096017","3","18","10","(11,51370)","18","(4,8,136608,0,1,4,5,17076,0,1,4,6,20492,0,1,4,7,40983,0,1,4,9,6831,0,1,4,10,6831,0,1,4,13,0.36,0,1)","76980766","91053402","(10990616,10990640,10990646,10990652)","91231325","90096065","90096041","1"
"65010181","90096018","4","19","1","(11,26130)","19","(4,8,138214,0,1,4,5,17277,0,1,4,6,20733,0,1,4,7,41465,0,1,4,9,6911,0,1,4,10,6911,0,1,4,13,0.362,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010182","90096018","4","19","2","(11,28750)","19","(4,8,139980,0,1,4,5,17498,0,1,4,6,20997,0,1,4,7,41994,0,1,4,9,6999,0,1,4,10,6999,0,1,4,13,0.364,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010183","90096018","4","19","3","(11,31630)","19","(4,8,141923,0,1,4,5,17741,0,1,4,6,21289,0,1,4,7,42577,0,1,4,9,7097,0,1,4,10,7097,0,1,4,13,0.366,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010184","90096018","4","19","4","(11,34800)","19","(4,8,144061,0,1,4,5,18008,0,1,4,6,21610,0,1,4,7,43219,0,1,4,9,7204,0,1,4,10,7204,0,1,4,13,0.368,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010185","90096018","4","19","5","(11,38280)","19","(4,8,146412,0,1,4,5,18302,0,1,4,6,21962,0,1,4,7,43924,0,1,4,9,7321,0,1,4,10,7321,0,1,4,13,0.37,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010186","90096018","4","19","6","(11,42110)","19","(4,8,148998,0,1,4,5,18625,0,1,4,6,22350,0,1,4,7,44700,0,1,4,9,7450,0,1,4,10,7450,0,1,4,13,0.372,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010187","90096018","4","19","7","(11,46330)","19","(4,8,151843,0,1,4,5,18981,0,1,4,6,22777,0,1,4,7,45553,0,1,4,9,7593,0,1,4,10,7593,0,1,4,13,0.374,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010188","90096018","4","19","8","(11,50970)","19","(4,8,154972,0,1,4,5,19372,0,1,4,6,23246,0,1,4,7,46492,0,1,4,9,7749,0,1,4,10,7749,0,1,4,13,0.376,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010189","90096018","4","19","9","(11,56070)","19","(4,8,158415,0,1,4,5,19802,0,1,4,6,23763,0,1,4,7,47525,0,1,4,9,7921,0,1,4,10,7921,0,1,4,13,0.378,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010190","90096018","4","19","10","(11,61680)","19","(4,8,162201,0,1,4,5,20276,0,1,4,6,24331,0,1,4,7,48661,0,1,4,9,8111,0,1,4,10,8111,0,1,4,13,0.38,0,1)","76980767","91053402","(10990611,10990671,10990677,10990683)","91231326","90096066","90096042","1"
"65010191","90096019","4","20","1","(11,31360)","20","(4,8,164066,0,1,4,5,20509,0,1,4,6,24610,0,1,4,7,49220,0,1,4,9,8204,0,1,4,10,8204,0,1,4,13,0.382,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010192","90096019","4","20","2","(11,34500)","20","(4,8,166117,0,1,4,5,20765,0,1,4,6,24918,0,1,4,7,49835,0,1,4,9,8306,0,1,4,10,8306,0,1,4,13,0.384,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010193","90096019","4","20","3","(11,37950)","20","(4,8,168373,0,1,4,5,21047,0,1,4,6,25256,0,1,4,7,50512,0,1,4,9,8419,0,1,4,10,8419,0,1,4,13,0.386,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010194","90096019","4","20","4","(11,41750)","20","(4,8,170855,0,1,4,5,21357,0,1,4,6,25629,0,1,4,7,51257,0,1,4,9,8543,0,1,4,10,8543,0,1,4,13,0.388,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010195","90096019","4","20","5","(11,45930)","20","(4,8,173585,0,1,4,5,21699,0,1,4,6,26038,0,1,4,7,52076,0,1,4,9,8680,0,1,4,10,8680,0,1,4,13,0.39,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010196","90096019","4","20","6","(11,50530)","20","(4,8,176587,0,1,4,5,22074,0,1,4,6,26489,0,1,4,7,52977,0,1,4,9,8830,0,1,4,10,8830,0,1,4,13,0.392,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010197","90096019","4","20","7","(11,55590)","20","(4,8,179891,0,1,4,5,22487,0,1,4,6,26984,0,1,4,7,53968,0,1,4,9,8995,0,1,4,10,8995,0,1,4,13,0.394,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010198","90096019","4","20","8","(11,61150)","20","(4,8,183524,0,1,4,5,22941,0,1,4,6,27529,0,1,4,7,55058,0,1,4,9,9177,0,1,4,10,9177,0,1,4,13,0.396,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010199","90096019","4","20","9","(11,67270)","20","(4,8,187521,0,1,4,5,23441,0,1,4,6,28129,0,1,4,7,56257,0,1,4,9,9377,0,1,4,10,9377,0,1,4,13,0.398,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010200","90096019","4","20","10","(11,74000)","20","(4,8,191918,0,1,4,5,23990,0,1,4,6,28788,0,1,4,7,57576,0,1,4,9,9596,0,1,4,10,9596,0,1,4,13,0.4,0,1)","76980767","91053402","(10990612,10990672,10990678,10990684)","91231327","90096067","90096043","1"
"65010201","90096020","4","21","1","(11,37640)","21","(4,8,194081,0,1,4,5,24261,0,1,4,6,29113,0,1,4,7,58225,0,1,4,9,9705,0,1,4,10,9705,0,1,4,13,0.402,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010202","90096020","4","21","2","(11,41410)","21","(4,8,196462,0,1,4,5,24558,0,1,4,6,29470,0,1,4,7,58939,0,1,4,9,9824,0,1,4,10,9824,0,1,4,13,0.404,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010203","90096020","4","21","3","(11,45560)","21","(4,8,199080,0,1,4,5,24885,0,1,4,6,29862,0,1,4,7,59724,0,1,4,9,9954,0,1,4,10,9954,0,1,4,13,0.406,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010204","90096020","4","21","4","(11,50120)","21","(4,8,201960,0,1,4,5,25245,0,1,4,6,30294,0,1,4,7,60588,0,1,4,9,10098,0,1,4,10,10098,0,1,4,13,0.408,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010205","90096020","4","21","5","(11,55140)","21","(4,8,205128,0,1,4,5,25641,0,1,4,6,30770,0,1,4,7,61539,0,1,4,9,10257,0,1,4,10,10257,0,1,4,13,0.41,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010206","90096020","4","21","6","(11,60660)","21","(4,8,208612,0,1,4,5,26077,0,1,4,6,31292,0,1,4,7,62584,0,1,4,9,10431,0,1,4,10,10431,0,1,4,13,0.412,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010207","90096020","4","21","7","(11,66730)","21","(4,8,212446,0,1,4,5,26556,0,1,4,6,31867,0,1,4,7,63734,0,1,4,9,10623,0,1,4,10,10623,0,1,4,13,0.414,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010208","90096020","4","21","8","(11,73410)","21","(4,8,216662,0,1,4,5,27083,0,1,4,6,32500,0,1,4,7,64999,0,1,4,9,10834,0,1,4,10,10834,0,1,4,13,0.416,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010209","90096020","4","21","9","(11,80760)","21","(4,8,221300,0,1,4,5,27663,0,1,4,6,33195,0,1,4,7,66390,0,1,4,9,11065,0,1,4,10,11065,0,1,4,13,0.418,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010210","90096020","4","21","10","(11,88840)","21","(4,8,226402,0,1,4,5,28301,0,1,4,6,33961,0,1,4,7,67921,0,1,4,9,11321,0,1,4,10,11321,0,1,4,13,0.42,0,1)","76980767","91053402","(10990613,10990673,10990679,10990685)","91231328","90096068","90096044","1"
"65010211","90096021","4","22","1","(11,45170)","22","(4,8,228909,0,1,4,5,28614,0,1,4,6,34337,0,1,4,7,68673,0,1,4,9,11446,0,1,4,10,11446,0,1,4,13,0.422,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010212","90096021","4","22","2","(11,49690)","22","(4,8,231665,0,1,4,5,28959,0,1,4,6,34750,0,1,4,7,69500,0,1,4,9,11584,0,1,4,10,11584,0,1,4,13,0.424,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010213","90096021","4","22","3","(11,54660)","22","(4,8,234698,0,1,4,5,29338,0,1,4,6,35205,0,1,4,7,70410,0,1,4,9,11735,0,1,4,10,11735,0,1,4,13,0.426,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010214","90096021","4","22","4","(11,60130)","22","(4,8,238034,0,1,4,5,29755,0,1,4,6,35705,0,1,4,7,71410,0,1,4,9,11902,0,1,4,10,11902,0,1,4,13,0.428,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010215","90096021","4","22","5","(11,66150)","22","(4,8,241703,0,1,4,5,30213,0,1,4,6,36256,0,1,4,7,72511,0,1,4,9,12086,0,1,4,10,12086,0,1,4,13,0.43,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010216","90096021","4","22","6","(11,72770)","22","(4,8,245740,0,1,4,5,30718,0,1,4,6,36861,0,1,4,7,73722,0,1,4,9,12287,0,1,4,10,12287,0,1,4,13,0.432,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010217","90096021","4","22","7","(11,80050)","22","(4,8,250179,0,1,4,5,31273,0,1,4,6,37527,0,1,4,7,75054,0,1,4,9,12509,0,1,4,10,12509,0,1,4,13,0.434,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010218","90096021","4","22","8","(11,88060)","22","(4,8,255063,0,1,4,5,31883,0,1,4,6,38260,0,1,4,7,76519,0,1,4,9,12754,0,1,4,10,12754,0,1,4,13,0.436,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010219","90096021","4","22","9","(11,96870)","22","(4,8,260436,0,1,4,5,32555,0,1,4,6,39066,0,1,4,7,78131,0,1,4,9,13022,0,1,4,10,13022,0,1,4,13,0.438,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010220","90096021","4","22","10","(11,106560)","22","(4,8,266345,0,1,4,5,33294,0,1,4,6,39952,0,1,4,7,79904,0,1,4,9,13318,0,1,4,10,13318,0,1,4,13,0.44,0,1)","76980767","91053402","(10990614,10990674,10990680,10990686)","91231329","90096069","90096045","1"
"65010221","90096022","4","23","1","(11,54210)","23","(4,8,269246,0,1,4,5,33656,0,1,4,6,40387,0,1,4,7,80774,0,1,4,9,13463,0,1,4,10,13463,0,1,4,13,0.442,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010222","90096022","4","23","2","(11,59640)","23","(4,8,272437,0,1,4,5,34055,0,1,4,6,40866,0,1,4,7,81731,0,1,4,9,13622,0,1,4,10,13622,0,1,4,13,0.444,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010223","90096022","4","23","3","(11,65610)","23","(4,8,275946,0,1,4,5,34494,0,1,4,6,41392,0,1,4,7,82784,0,1,4,9,13798,0,1,4,10,13798,0,1,4,13,0.446,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010224","90096022","4","23","4","(11,72180)","23","(4,8,279807,0,1,4,5,34976,0,1,4,6,41971,0,1,4,7,83942,0,1,4,9,13991,0,1,4,10,13991,0,1,4,13,0.448,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010225","90096022","4","23","5","(11,79400)","23","(4,8,284054,0,1,4,5,35507,0,1,4,6,42609,0,1,4,7,85217,0,1,4,9,14203,0,1,4,10,14203,0,1,4,13,0.45,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010226","90096022","4","23","6","(11,87340)","23","(4,8,288725,0,1,4,5,36091,0,1,4,6,43309,0,1,4,7,86618,0,1,4,9,14437,0,1,4,10,14437,0,1,4,13,0.452,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010227","90096022","4","23","7","(11,96080)","23","(4,8,293864,0,1,4,5,36733,0,1,4,6,44080,0,1,4,7,88160,0,1,4,9,14694,0,1,4,10,14694,0,1,4,13,0.454,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010228","90096022","4","23","8","(11,105690)","23","(4,8,299517,0,1,4,5,37440,0,1,4,6,44928,0,1,4,7,89855,0,1,4,9,14976,0,1,4,10,14976,0,1,4,13,0.456,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010229","90096022","4","23","9","(11,116260)","23","(4,8,305734,0,1,4,5,38217,0,1,4,6,45861,0,1,4,7,91721,0,1,4,9,15287,0,1,4,10,15287,0,1,4,13,0.458,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010230","90096022","4","23","10","(11,127890)","23","(4,8,312574,0,1,4,5,39072,0,1,4,6,46886,0,1,4,7,93772,0,1,4,9,15629,0,1,4,10,15629,0,1,4,13,0.46,0,1)","76980767","91053402","(10990615,10990675,10990681,10990687)","91231330","90096070","90096046","1"
"65010231","90096023","4","24","1","(11,65060)","24","(4,8,315926,0,1,4,5,39491,0,1,4,6,47389,0,1,4,7,94778,0,1,4,9,15797,0,1,4,10,15797,0,1,4,13,0.462,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010232","90096023","4","24","2","(11,71570)","24","(4,8,319613,0,1,4,5,39952,0,1,4,6,47942,0,1,4,7,95884,0,1,4,9,15981,0,1,4,10,15981,0,1,4,13,0.464,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010233","90096023","4","24","3","(11,78730)","24","(4,8,323669,0,1,4,5,40459,0,1,4,6,48551,0,1,4,7,97101,0,1,4,9,16184,0,1,4,10,16184,0,1,4,13,0.466,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010234","90096023","4","24","4","(11,86610)","24","(4,8,328130,0,1,4,5,41017,0,1,4,6,49220,0,1,4,7,98439,0,1,4,9,16407,0,1,4,10,16407,0,1,4,13,0.468,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010235","90096023","4","24","5","(11,95280)","24","(4,8,333038,0,1,4,5,41630,0,1,4,6,49956,0,1,4,7,99912,0,1,4,9,16652,0,1,4,10,16652,0,1,4,13,0.47,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010236","90096023","4","24","6","(11,104810)","24","(4,8,338436,0,1,4,5,42305,0,1,4,6,50766,0,1,4,7,101531,0,1,4,9,16922,0,1,4,10,16922,0,1,4,13,0.472,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010237","90096023","4","24","7","(11,115300)","24","(4,8,344374,0,1,4,5,43047,0,1,4,6,51657,0,1,4,7,103313,0,1,4,9,17219,0,1,4,10,17219,0,1,4,13,0.474,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010238","90096023","4","24","8","(11,126830)","24","(4,8,350906,0,1,4,5,43864,0,1,4,6,52636,0,1,4,7,105272,0,1,4,9,17546,0,1,4,10,17546,0,1,4,13,0.476,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010239","90096023","4","24","9","(11,139520)","24","(4,8,358091,0,1,4,5,44762,0,1,4,6,53714,0,1,4,7,107428,0,1,4,9,17905,0,1,4,10,17905,0,1,4,13,0.478,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010240","90096023","4","24","10","(11,153480)","24","(4,8,365995,0,1,4,5,45750,0,1,4,6,54900,0,1,4,7,109799,0,1,4,9,18300,0,1,4,10,18300,0,1,4,13,0.48,0,1)","76980767","91053402","(10990616,10990676,10990682,10990688)","91231331","90096071","90096047","1"
"65010241","90096693","5","25","1","(11,74820)","25","(4,8,369702,0,1,4,5,46213,0,1,4,6,55456,0,1,4,7,110911,0,1,4,9,18486,0,1,4,10,18486,0,1,4,13,0.482,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010242","90096693","5","25","2","(11,82310)","25","(4,8,373779,0,1,4,5,46723,0,1,4,6,56067,0,1,4,7,112134,0,1,4,9,18689,0,1,4,10,18689,0,1,4,13,0.484,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010243","90096693","5","25","3","(11,90550)","25","(4,8,378264,0,1,4,5,47283,0,1,4,6,56740,0,1,4,7,113480,0,1,4,9,18914,0,1,4,10,18914,0,1,4,13,0.486,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010244","90096693","5","25","4","(11,99610)","25","(4,8,383197,0,1,4,5,47900,0,1,4,6,57480,0,1,4,7,114960,0,1,4,9,19160,0,1,4,10,19160,0,1,4,13,0.488,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010245","90096693","5","25","5","(11,109580)","25","(4,8,388624,0,1,4,5,48578,0,1,4,6,58294,0,1,4,7,116588,0,1,4,9,19432,0,1,4,10,19432,0,1,4,13,0.49,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010246","90096693","5","25","6","(11,120540)","25","(4,8,394594,0,1,4,5,49325,0,1,4,6,59190,0,1,4,7,118379,0,1,4,9,19730,0,1,4,10,19730,0,1,4,13,0.492,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010247","90096693","5","25","7","(11,132600)","25","(4,8,401160,0,1,4,5,50145,0,1,4,6,60174,0,1,4,7,120348,0,1,4,9,20058,0,1,4,10,20058,0,1,4,13,0.494,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010248","90096693","5","25","8","(11,145860)","25","(4,8,408384,0,1,4,5,51048,0,1,4,6,61258,0,1,4,7,122515,0,1,4,9,20420,0,1,4,10,20420,0,1,4,13,0.496,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010249","90096693","5","25","9","(11,160450)","25","(4,8,416329,0,1,4,5,52042,0,1,4,6,62450,0,1,4,7,124899,0,1,4,9,20817,0,1,4,10,20817,0,1,4,13,0.498,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010250","90096693","5","25","10","(11,176500)","25","(4,8,425069,0,1,4,5,53134,0,1,4,6,63761,0,1,4,7,127521,0,1,4,9,21254,0,1,4,10,21254,0,1,4,13,0.5,0,1)","76980794","91053402","(10990617,10990677,10990683,10990689)","91231357","90096705","90096699","1"
"65010251","90096694","5","26","1","(11,86050)","26","(4,8,429161,0,1,4,5,53646,0,1,4,6,64375,0,1,4,7,128749,0,1,4,9,21459,0,1,4,10,21459,0,1,4,13,0.502,0,1)","76980794","91053402","(10990618,10990678,10990684,10990690)","91231358","90096706","90096700","1"
"65010252","90096694","5","26","2","(11,94660)","26","(4,8,433663,0,1,4,5,54208,0,1,4,6,65050,0,1,4,7,130099,0,1,4,9,21684,0,1,4,10,21684,0,1,4,13,0.504,0,1)","76980794","91053402","(10990618,10990678,10990684,10990690)","91231358","90096706","90096700","1"
"65010253","90096694","5","26","3","(11,104130)","26","(4,8,438614,0,1,4,5,54827,0,1,4,6,65793,0,1,4,7,131585,0,1,4,9,21931,0,1,4,10,21931,0,1,4,13,0.506,0,1)","76980794","91053402","(10990618,10990678,10990684,10990690)","91231358","90096706","90096700","1"
"65010254","90096694","5","26","4","(11,114550)","26","(4,8,444061,0,1,4,5,55508,0,1,4,6,66610,0,1,4,7,133219,0,1,4,9,22204,0,1,4,10,22204,0,1,4,13,0.508,0,1)","76980794","91053402","(10990618,10990678,10990684,10990690)","91231358","90096706","90096700","1"
"65010255","90096694","5","26","5","(11,126010)","26","(4,8,450052,0,1,4,5,56257,0,1,4,6,67508,0,1,4,7,135016,0,1,4,9,22503,0,1,4,10,22503,0,1,4,13,0.51,0,1)","76980794","91053402","(10990618,10990678,10990684,10990690)","91231358","90096706","90096700","1"
