"AttributeId","RewardType","ChinaMainRegionReward","KRRegionReward","ChinaTWRegionReward","ENRegionReward","THARegionReward","VNRegionReward","JPRegionReward","RUSRegionReward","SGRegionReward"
"164000517","","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31000027,50,31000105,600,31000106,200,31000099,400)","(31090539,3,31000105,600,31000106,200,31000099,400)"
"164000600","","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)","(31020003,150,31000063,3,31010025,5,31000110,5)"
"164000601","","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)","(31090171,1,31000106,20,31010025,5,31000110,5)"
"164000602","","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)","(31141062,1,31000101,3,31010025,5,31000110,5)"
"164000603","","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)","(31140137,10,31000170,40,31010025,5,31000110,5)"
"164000604","","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)","(31000176,4,31000178,20,31010025,5,31000110,5)"
"164000605","","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)","(31140134,5,31140132,100,31010025,5,31000110,5)"
"164000606","","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)","(31131119,3,31131129,40,31010025,15,31000110,5)"
"164000607","","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)","(31010060,100)"
"164000608","","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)","(31020001,30)"
"164000609","","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)","(31010062,10)"
"164000610","","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)","(31091040,50)"
"164000611","","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)","(31090516,1)"
"164000612","","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)","(31010025,10)"
"164000613","","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)","(31000110,5)"
"164000614","","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)","(31010061,10)"
"164000615","","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)","(31020003,200,31140132,100,31000063,8,31140135,2)"
"164000616","","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)","(31140142,1,31140138,3,31090135,1,31000110,50)"
"164000617","","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)","(31090172,1,31090539,3,31000105,600,31000099,400)"
"164000700","","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)","(31080101,1,31010060,10,31010025,5)"
"164000701","","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)","(31040088,20,31090190,1,31090191,1,31090192,1)"
"164000702","","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)","(31090196,1,31059001,6,31090193,1,31090194,1)"
"164000703","","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)","(31090197,1,31090039,1,31010171,20,31090195,1)"
"164000800","","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)"
"164000801","","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)"
"164000802","","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)","(31010174,5)"
"164000803","","(31010174,15)","(31010174,15)","(31010174,15)","(31010174,15)","(31010174,15)","(31010174,15)","(31010174,15)","(31010174,15)","(31010174,15)"
"164000804","","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)"
"164000805","","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)"
"164000806","","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)"
"164000807","","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)"
"164000808","","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)","(31010173,10)"
"164000809","","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)"
"164000810","","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)","(31010174,20)"
"164000811","","(31010173,20)","(31010173,20)","(31010173,20)","(31010173,20)","(31010173,20)","(31010173,20)","(31010173,20)","(31010173,20)","(31010173,20)"
