"AttributeId","BeliefType","ActivateLevelRequire","CurStarNumber","CurRankNumber","MaxStarNumber","MaxRankNumber","AttArray","OperateType","SuccessRatio","MinActivateTimeNeed","MaxActivateTimeLimit","MoneyCostList","Notice_id"
"57020008","1","1","7","1","12","20","(4,5,264,0,1,4,6,396,0,1,4,9,192,0,1,4,12,240,0,1,4,18,2402,0,1,4,24,0.02,0,1)","1","1","0","50","(5,26000)",""
"57020009","1","1","8","1","12","20","(4,5,264,0,1,4,6,396,0,1,4,9,192,0,1,4,12,360,0,1,4,18,2669,0,1,4,24,0.02,0,1)","1","1","0","50","(5,27000)",""
"57020010","1","1","9","1","12","20","(4,5,396,0,1,4,6,396,0,1,4,9,192,0,1,4,12,360,0,1,4,18,2936,0,1,4,24,0.02,0,1)","1","1","0","50","(5,28000)",""
"57020011","1","1","10","1","12","20","(4,5,396,0,1,4,6,396,0,1,4,9,256,0,1,4,12,360,0,1,4,18,3203,0,1,4,24,0.02,0,1)","1","1","0","50","(5,29000)",""
"57020012","1","1","11","1","12","20","(4,5,396,0,1,4,6,528,0,1,4,9,256,0,1,4,12,360,0,1,4,18,3470,0,1,4,24,0.02,0,1)","1","1","0","50","(5,30000)",""
"57020013","1","1","12","1","12","20","(4,5,396,0,1,4,6,528,0,1,4,9,256,0,1,4,12,480,0,1,4,18,3737,0,1,4,24,0.02,0,1)","2","1","0","50","(5,100000)",""
"57020014","1","1","0","2","12","20","(4,5,528,0,1,4,6,660,0,1,4,9,320,0,1,4,12,600,0,1,4,18,4797,0,1,4,24,0.04,0,1)","1","1","0","50","(5,31000)","93000161"
"57020015","1","1","1","2","12","20","(4,5,703,0,1,4,6,660,0,1,4,9,320,0,1,4,12,600,0,1,4,18,5151,0,1,4,24,0.04,0,1)","1","1","0","50","(5,32000)",""
"57020016","1","1","2","2","12","20","(4,5,703,0,1,4,6,660,0,1,4,9,405,0,1,4,12,600,0,1,4,18,5505,0,1,4,24,0.04,0,1)","1","1","0","50","(5,33000)",""
"57020017","1","1","3","2","12","20","(4,5,703,0,1,4,6,835,0,1,4,9,405,0,1,4,12,600,0,1,4,18,5859,0,1,4,24,0.04,0,1)","1","1","0","50","(5,34000)",""
"57020018","1","1","4","2","12","20","(4,5,703,0,1,4,6,835,0,1,4,9,405,0,1,4,12,759,0,1,4,18,6213,0,1,4,24,0.04,0,1)","1","1","0","50","(5,35000)",""
"57020019","1","1","5","2","12","20","(4,5,878,0,1,4,6,835,0,1,4,9,405,0,1,4,12,759,0,1,4,18,6567,0,1,4,24,0.04,0,1)","1","1","0","50","(5,36000)",""
"57020020","1","1","6","2","12","20","(4,5,878,0,1,4,6,835,0,1,4,9,490,0,1,4,12,759,0,1,4,18,6921,0,1,4,24,0.04,0,1)","1","1","0","50","(5,37000)",""
"57020021","1","1","7","2","12","20","(4,5,878,0,1,4,6,1010,0,1,4,9,490,0,1,4,12,759,0,1,4,18,7275,0,1,4,24,0.04,0,1)","1","1","0","50","(5,38000)",""
"57020022","1","1","8","2","12","20","(4,5,878,0,1,4,6,1010,0,1,4,9,490,0,1,4,12,918,0,1,4,18,7629,0,1,4,24,0.04,0,1)","1","1","0","50","(5,39000)",""
"57020023","1","1","9","2","12","20","(4,5,1053,0,1,4,6,1010,0,1,4,9,490,0,1,4,12,918,0,1,4,18,7983,0,1,4,24,0.04,0,1)","1","1","0","50","(5,40000)",""
"57020024","1","1","10","2","12","20","(4,5,1053,0,1,4,6,1010,0,1,4,9,575,0,1,4,12,918,0,1,4,18,8337,0,1,4,24,0.04,0,1)","1","1","0","50","(5,41000)",""
"57020025","1","1","11","2","12","20","(4,5,1053,0,1,4,6,1185,0,1,4,9,575,0,1,4,12,918,0,1,4,18,8691,0,1,4,24,0.04,0,1)","1","1","0","50","(5,42000)",""
"57020026","1","1","12","2","12","20","(4,5,1053,0,1,4,6,1185,0,1,4,9,575,0,1,4,12,1077,0,1,4,18,9045,0,1,4,24,0.04,0,1)","2","1","0","50","(5,300000)",""
"57020027","1","1","0","3","12","20","(4,5,1228,0,1,4,6,1360,0,1,4,9,660,0,1,4,12,1236,0,1,4,18,10245,0,1,4,24,0.06,0,1)","1","1","0","50","(5,43000)","93000161"
"57020028","1","1","1","3","12","20","(4,5,1426,0,1,4,6,1360,0,1,4,9,660,0,1,4,12,1236,0,1,4,18,10645,0,1,4,24,0.06,0,1)","1","1","0","50","(5,44000)",""
"57020029","1","1","2","3","12","20","(4,5,1426,0,1,4,6,1360,0,1,4,9,756,0,1,4,12,1236,0,1,4,18,11045,0,1,4,24,0.06,0,1)","1","1","0","50","(5,45000)",""
"57020030","1","1","3","3","12","20","(4,5,1426,0,1,4,6,1558,0,1,4,9,756,0,1,4,12,1236,0,1,4,18,11445,0,1,4,24,0.06,0,1)","1","1","0","50","(5,46000)",""
"57020031","1","1","4","3","12","20","(4,5,1426,0,1,4,6,1558,0,1,4,9,756,0,1,4,12,1416,0,1,4,18,11845,0,1,4,24,0.06,0,1)","1","1","0","50","(5,47000)",""
"57020032","1","1","5","3","12","20","(4,5,1624,0,1,4,6,1558,0,1,4,9,756,0,1,4,12,1416,0,1,4,18,12245,0,1,4,24,0.06,0,1)","1","1","0","50","(5,48000)",""
"57020033","1","1","6","3","12","20","(4,5,1624,0,1,4,6,1558,0,1,4,9,852,0,1,4,12,1416,0,1,4,18,12645,0,1,4,24,0.06,0,1)","1","1","0","50","(5,49000)",""
"57020034","1","1","7","3","12","20","(4,5,1624,0,1,4,6,1756,0,1,4,9,852,0,1,4,12,1416,0,1,4,18,13045,0,1,4,24,0.06,0,1)","1","1","0","50","(5,50000)",""
"57020035","1","1","8","3","12","20","(4,5,1624,0,1,4,6,1756,0,1,4,9,852,0,1,4,12,1596,0,1,4,18,13445,0,1,4,24,0.06,0,1)","1","1","0","50","(5,51000)",""
"57020036","1","1","9","3","12","20","(4,5,1822,0,1,4,6,1756,0,1,4,9,852,0,1,4,12,1596,0,1,4,18,13845,0,1,4,24,0.06,0,1)","1","1","0","50","(5,52000)",""
"57020037","1","1","10","3","12","20","(4,5,1822,0,1,4,6,1756,0,1,4,9,948,0,1,4,12,1596,0,1,4,18,14245,0,1,4,24,0.06,0,1)","1","1","0","50","(5,53000)",""
"57020038","1","1","11","3","12","20","(4,5,1822,0,1,4,6,1954,0,1,4,9,948,0,1,4,12,1596,0,1,4,18,14645,0,1,4,24,0.06,0,1)","1","1","0","50","(5,54000)",""
"57020039","1","1","12","3","12","20","(4,5,1822,0,1,4,6,1954,0,1,4,9,948,0,1,4,12,1776,0,1,4,18,15045,0,1,4,24,0.06,0,1)","2","1","0","50","(5,600000)",""
"57020040","1","1","0","4","12","20","(4,5,2020,0,1,4,6,2152,0,1,4,9,1044,0,1,4,12,1956,0,1,4,18,16545,0,1,4,24,0.08,0,1)","1","1","0","50","(5,55000)","93000179"
"57020041","1","1","1","4","12","20","(4,5,2268,0,1,4,6,2152,0,1,4,9,1044,0,1,4,12,1956,0,1,4,18,17045,0,1,4,24,0.08,0,1)","1","1","0","50","(5,56000)",""
"57020042","1","1","2","4","12","20","(4,5,2268,0,1,4,6,2152,0,1,4,9,1164,0,1,4,12,1956,0,1,4,18,17545,0,1,4,24,0.08,0,1)","1","1","0","50","(5,57000)",""
"57020043","1","1","3","4","12","20","(4,5,2268,0,1,4,6,2400,0,1,4,9,1164,0,1,4,12,1956,0,1,4,18,18045,0,1,4,24,0.08,0,1)","1","1","0","50","(5,58000)",""
"57020044","1","1","4","4","12","20","(4,5,2268,0,1,4,6,2400,0,1,4,9,1164,0,1,4,12,2181,0,1,4,18,18545,0,1,4,24,0.08,0,1)","1","1","0","50","(5,59000)",""
"57020045","1","1","5","4","12","20","(4,5,2516,0,1,4,6,2400,0,1,4,9,1164,0,1,4,12,2181,0,1,4,18,19045,0,1,4,24,0.08,0,1)","1","1","0","50","(5,60000)",""
"57020046","1","1","6","4","12","20","(4,5,2516,0,1,4,6,2400,0,1,4,9,1284,0,1,4,12,2181,0,1,4,18,19545,0,1,4,24,0.08,0,1)","1","1","0","50","(5,61000)",""
"57020047","1","1","7","4","12","20","(4,5,2516,0,1,4,6,2648,0,1,4,9,1284,0,1,4,12,2181,0,1,4,18,20045,0,1,4,24,0.08,0,1)","1","1","0","50","(5,62000)",""
"57020048","1","1","8","4","12","20","(4,5,2516,0,1,4,6,2648,0,1,4,9,1284,0,1,4,12,2406,0,1,4,18,20545,0,1,4,24,0.08,0,1)","1","1","0","50","(5,63000)",""
"57020049","1","1","9","4","12","20","(4,5,2764,0,1,4,6,2648,0,1,4,9,1284,0,1,4,12,2406,0,1,4,18,21045,0,1,4,24,0.08,0,1)","1","1","0","50","(5,64000)",""
"57020050","1","1","10","4","12","20","(4,5,2764,0,1,4,6,2648,0,1,4,9,1404,0,1,4,12,2406,0,1,4,18,21545,0,1,4,24,0.08,0,1)","1","1","0","50","(5,65000)",""
"57020051","1","1","11","4","12","20","(4,5,2764,0,1,4,6,2896,0,1,4,9,1404,0,1,4,12,2406,0,1,4,18,22045,0,1,4,24,0.08,0,1)","1","1","0","50","(5,66000)",""
"57020052","1","1","12","4","12","20","(4,5,2764,0,1,4,6,2896,0,1,4,9,1404,0,1,4,12,2631,0,1,4,18,22545,0,1,4,24,0.08,0,1)","2","1","0","50","(5,1000000)",""
"57020053","1","1","0","5","12","20","(4,5,3012,0,1,4,6,3144,0,1,4,9,1524,0,1,4,12,2856,0,1,4,18,24225,0,1,4,24,0.1,0,1)","1","1","0","50","(5,67000)","93000161"
"57020054","1","1","1","5","12","20","(4,5,3290,0,1,4,6,3144,0,1,4,9,1524,0,1,4,12,2856,0,1,4,18,24785,0,1,4,24,0.1,0,1)","1","1","0","50","(5,68000)",""
"57020055","1","1","2","5","12","20","(4,5,3290,0,1,4,6,3144,0,1,4,9,1659,0,1,4,12,2856,0,1,4,18,25345,0,1,4,24,0.1,0,1)","1","1","0","50","(5,69000)",""
"57020056","1","1","3","5","12","20","(4,5,3290,0,1,4,6,3422,0,1,4,9,1659,0,1,4,12,2856,0,1,4,18,25905,0,1,4,24,0.1,0,1)","1","1","0","50","(5,70000)",""
"57020057","1","1","4","5","12","20","(4,5,3290,0,1,4,6,3422,0,1,4,9,1659,0,1,4,12,3108,0,1,4,18,26465,0,1,4,24,0.1,0,1)","1","1","0","50","(5,71000)",""
"57020058","1","1","5","5","12","20","(4,5,3568,0,1,4,6,3422,0,1,4,9,1659,0,1,4,12,3108,0,1,4,18,27025,0,1,4,24,0.1,0,1)","1","1","0","50","(5,72000)",""
"57020059","1","1","6","5","12","20","(4,5,3568,0,1,4,6,3422,0,1,4,9,1794,0,1,4,12,3108,0,1,4,18,27585,0,1,4,24,0.1,0,1)","1","1","0","50","(5,73000)",""
"57020060","1","1","7","5","12","20","(4,5,3568,0,1,4,6,3700,0,1,4,9,1794,0,1,4,12,3108,0,1,4,18,28145,0,1,4,24,0.1,0,1)","1","1","0","50","(5,74000)",""
"57020061","1","1","8","5","12","20","(4,5,3568,0,1,4,6,3700,0,1,4,9,1794,0,1,4,12,3360,0,1,4,18,28705,0,1,4,24,0.1,0,1)","1","1","0","50","(5,75000)",""
"57020062","1","1","9","5","12","20","(4,5,3846,0,1,4,6,3700,0,1,4,9,1794,0,1,4,12,3360,0,1,4,18,29265,0,1,4,24,0.1,0,1)","1","1","0","50","(5,76000)",""
"57020063","1","1","10","5","12","20","(4,5,3846,0,1,4,6,3700,0,1,4,9,1929,0,1,4,12,3360,0,1,4,18,29825,0,1,4,24,0.1,0,1)","1","1","0","50","(5,77000)",""
"57020064","1","1","11","5","12","20","(4,5,3846,0,1,4,6,3978,0,1,4,9,1929,0,1,4,12,3360,0,1,4,18,30385,0,1,4,24,0.1,0,1)","1","1","0","50","(5,78000)",""
"57020065","1","1","12","5","12","20","(4,5,3846,0,1,4,6,3978,0,1,4,9,1929,0,1,4,12,3612,0,1,4,18,30945,0,1,4,24,0.1,0,1)","2","1","0","50","(5,1500000)",""
"57020066","1","1","0","6","12","20","(4,5,4124,0,1,4,6,4256,0,1,4,9,2064,0,1,4,12,3864,0,1,4,18,32865,0,1,4,24,0.12,0,1)","1","1","0","50","(5,79000)","93000161"
"57020067","1","1","1","6","12","20","(4,5,4441,0,1,4,6,4256,0,1,4,9,2064,0,1,4,12,3864,0,1,4,18,33505,0,1,4,24,0.12,0,1)","1","1","0","50","(5,80000)",""
"57020068","1","1","2","6","12","20","(4,5,4441,0,1,4,6,4256,0,1,4,9,2218,0,1,4,12,3864,0,1,4,18,34145,0,1,4,24,0.12,0,1)","1","1","0","50","(5,81000)",""
"57020069","1","1","3","6","12","20","(4,5,4441,0,1,4,6,4573,0,1,4,9,2218,0,1,4,12,3864,0,1,4,18,34785,0,1,4,24,0.12,0,1)","1","1","0","50","(5,82000)",""
"57020070","1","1","4","6","12","20","(4,5,4441,0,1,4,6,4573,0,1,4,9,2218,0,1,4,12,4152,0,1,4,18,35425,0,1,4,24,0.12,0,1)","1","1","0","50","(5,83000)",""
"57020071","1","1","5","6","12","20","(4,5,4758,0,1,4,6,4573,0,1,4,9,2218,0,1,4,12,4152,0,1,4,18,36065,0,1,4,24,0.12,0,1)","1","1","0","50","(5,84000)",""
"57020072","1","1","6","6","12","20","(4,5,4758,0,1,4,6,4573,0,1,4,9,2372,0,1,4,12,4152,0,1,4,18,36705,0,1,4,24,0.12,0,1)","1","1","0","50","(5,85000)",""
"57020073","1","1","7","6","12","20","(4,5,4758,0,1,4,6,4890,0,1,4,9,2372,0,1,4,12,4152,0,1,4,18,37345,0,1,4,24,0.12,0,1)","1","1","0","50","(5,86000)",""
"57020074","1","1","8","6","12","20","(4,5,4758,0,1,4,6,4890,0,1,4,9,2372,0,1,4,12,4440,0,1,4,18,37985,0,1,4,24,0.12,0,1)","1","1","0","50","(5,87000)",""
"57020075","1","1","9","6","12","20","(4,5,5075,0,1,4,6,4890,0,1,4,9,2372,0,1,4,12,4440,0,1,4,18,38625,0,1,4,24,0.12,0,1)","1","1","0","50","(5,88000)",""
"57020076","1","1","10","6","12","20","(4,5,5075,0,1,4,6,4890,0,1,4,9,2526,0,1,4,12,4440,0,1,4,18,39265,0,1,4,24,0.12,0,1)","1","1","0","50","(5,89000)",""
"57020077","1","1","11","6","12","20","(4,5,5075,0,1,4,6,5207,0,1,4,9,2526,0,1,4,12,4440,0,1,4,18,39905,0,1,4,24,0.12,0,1)","1","1","0","50","(5,90000)",""
"57020078","1","1","12","6","12","20","(4,5,5075,0,1,4,6,5207,0,1,4,9,2526,0,1,4,12,4728,0,1,4,18,40545,0,1,4,24,0.12,0,1)","2","1","0","50","(5,2100000)",""
"57020079","1","1","0","7","12","20","(4,5,5392,0,1,4,6,5524,0,1,4,9,2680,0,1,4,12,5016,0,1,4,18,42705,0,1,4,24,0.14,0,1)","1","1","0","50","(5,91000)","93000179"
"57020080","1","1","1","7","12","20","(4,5,5749,0,1,4,6,5524,0,1,4,9,2680,0,1,4,12,5016,0,1,4,18,43425,0,1,4,24,0.14,0,1)","1","1","0","50","(5,92000)",""
"57020081","1","1","2","7","12","20","(4,5,5749,0,1,4,6,5524,0,1,4,9,2853,0,1,4,12,5016,0,1,4,18,44145,0,1,4,24,0.14,0,1)","1","1","0","50","(5,93000)",""
"57020082","1","1","3","7","12","20","(4,5,5749,0,1,4,6,5881,0,1,4,9,2853,0,1,4,12,5016,0,1,4,18,44865,0,1,4,24,0.14,0,1)","1","1","0","50","(5,94000)",""
"57020083","1","1","4","7","12","20","(4,5,5749,0,1,4,6,5881,0,1,4,9,2853,0,1,4,12,5340,0,1,4,18,45585,0,1,4,24,0.14,0,1)","1","1","0","50","(5,95000)",""
"57020084","1","1","5","7","12","20","(4,5,6106,0,1,4,6,5881,0,1,4,9,2853,0,1,4,12,5340,0,1,4,18,46305,0,1,4,24,0.14,0,1)","1","1","0","50","(5,96000)",""
"57020085","1","1","6","7","12","20","(4,5,6106,0,1,4,6,5881,0,1,4,9,3026,0,1,4,12,5340,0,1,4,18,47025,0,1,4,24,0.14,0,1)","1","1","0","50","(5,97000)",""
"57020086","1","1","7","7","12","20","(4,5,6106,0,1,4,6,6238,0,1,4,9,3026,0,1,4,12,5340,0,1,4,18,47745,0,1,4,24,0.14,0,1)","1","1","0","50","(5,98000)",""
"57020087","1","1","8","7","12","20","(4,5,6106,0,1,4,6,6238,0,1,4,9,3026,0,1,4,12,5664,0,1,4,18,48465,0,1,4,24,0.14,0,1)","1","1","0","50","(5,99000)",""
"57020088","1","1","9","7","12","20","(4,5,6463,0,1,4,6,6238,0,1,4,9,3026,0,1,4,12,5664,0,1,4,18,49185,0,1,4,24,0.14,0,1)","1","1","0","50","(5,100000)",""
"57020089","1","1","10","7","12","20","(4,5,6463,0,1,4,6,6238,0,1,4,9,3199,0,1,4,12,5664,0,1,4,18,49905,0,1,4,24,0.14,0,1)","1","1","0","50","(5,101000)",""
"57020090","1","1","11","7","12","20","(4,5,6463,0,1,4,6,6595,0,1,4,9,3199,0,1,4,12,5664,0,1,4,18,50625,0,1,4,24,0.14,0,1)","1","1","0","50","(5,102000)",""
"57020091","1","1","12","7","12","20","(4,5,6463,0,1,4,6,6595,0,1,4,9,3199,0,1,4,12,5988,0,1,4,18,51345,0,1,4,24,0.14,0,1)","2","1","0","50","(5,2800000)",""
"57020092","1","1","0","8","12","20","(4,5,6820,0,1,4,6,6952,0,1,4,9,3372,0,1,4,12,6312,0,1,4,18,53945,0,1,4,24,0.16,0,1)","1","1","0","50","(5,103000)","93000162"
"57020093","1","1","1","8","12","20","(4,5,7249,0,1,4,6,6952,0,1,4,9,3372,0,1,4,12,6312,0,1,4,18,54812,0,1,4,24,0.16,0,1)","1","1","0","50","(5,104000)",""
"57020094","1","1","2","8","12","20","(4,5,7249,0,1,4,6,6952,0,1,4,9,3580,0,1,4,12,6312,0,1,4,18,55679,0,1,4,24,0.16,0,1)","1","1","0","50","(5,105000)",""
"57020095","1","1","3","8","12","20","(4,5,7249,0,1,4,6,7381,0,1,4,9,3580,0,1,4,12,6312,0,1,4,18,56546,0,1,4,24,0.16,0,1)","1","1","0","50","(5,106000)",""
"57020096","1","1","4","8","12","20","(4,5,7249,0,1,4,6,7381,0,1,4,9,3580,0,1,4,12,6702,0,1,4,18,57413,0,1,4,24,0.16,0,1)","1","1","0","50","(5,107000)",""
"57020097","1","1","5","8","12","20","(4,5,7678,0,1,4,6,7381,0,1,4,9,3580,0,1,4,12,6702,0,1,4,18,58280,0,1,4,24,0.16,0,1)","1","1","0","50","(5,108000)",""
"57020098","1","1","6","8","12","20","(4,5,7678,0,1,4,6,7381,0,1,4,9,3788,0,1,4,12,6702,0,1,4,18,59147,0,1,4,24,0.16,0,1)","1","1","0","50","(5,109000)",""
"57020099","1","1","7","8","12","20","(4,5,7678,0,1,4,6,7810,0,1,4,9,3788,0,1,4,12,6702,0,1,4,18,60014,0,1,4,24,0.16,0,1)","1","1","0","50","(5,110000)",""
"57020100","1","1","8","8","12","20","(4,5,7678,0,1,4,6,7810,0,1,4,9,3788,0,1,4,12,7092,0,1,4,18,60881,0,1,4,24,0.16,0,1)","1","1","0","50","(5,111000)",""
"57020101","1","1","9","8","12","20","(4,5,8107,0,1,4,6,7810,0,1,4,9,3788,0,1,4,12,7092,0,1,4,18,61748,0,1,4,24,0.16,0,1)","1","1","0","50","(5,112000)",""
"57020102","1","1","10","8","12","20","(4,5,8107,0,1,4,6,7810,0,1,4,9,3996,0,1,4,12,7092,0,1,4,18,62615,0,1,4,24,0.16,0,1)","1","1","0","50","(5,113000)",""
"57020103","1","1","11","8","12","20","(4,5,8107,0,1,4,6,8239,0,1,4,9,3996,0,1,4,12,7092,0,1,4,18,63482,0,1,4,24,0.16,0,1)","1","1","0","50","(5,114000)",""
"57020104","1","1","12","8","12","20","(4,5,8107,0,1,4,6,8239,0,1,4,9,3996,0,1,4,12,7482,0,1,4,18,64349,0,1,4,24,0.16,0,1)","2","1","0","50","(5,3600000)",""
"57020105","1","1","0","9","12","20","(4,5,8536,0,1,4,6,8668,0,1,4,9,4204,0,1,4,12,7872,0,1,4,18,67349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,115000)","93000162"
"57020106","1","1","1","9","12","20","(4,5,9031,0,1,4,6,8668,0,1,4,9,4204,0,1,4,12,7872,0,1,4,18,68349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,116000)",""
"57020107","1","1","2","9","12","20","(4,5,9031,0,1,4,6,8668,0,1,4,9,4444,0,1,4,12,7872,0,1,4,18,69349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,117000)",""
"57020108","1","1","3","9","12","20","(4,5,9031,0,1,4,6,9163,0,1,4,9,4444,0,1,4,12,7872,0,1,4,18,70349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,118000)",""
"57020109","1","1","4","9","12","20","(4,5,9031,0,1,4,6,9163,0,1,4,9,4444,0,1,4,12,8322,0,1,4,18,71349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,119000)",""
"57020110","1","1","5","9","12","20","(4,5,9526,0,1,4,6,9163,0,1,4,9,4444,0,1,4,12,8322,0,1,4,18,72349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,120000)",""
"57020111","1","1","6","9","12","20","(4,5,9526,0,1,4,6,9163,0,1,4,9,4684,0,1,4,12,8322,0,1,4,18,73349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,121000)",""
"57020112","1","1","7","9","12","20","(4,5,9526,0,1,4,6,9658,0,1,4,9,4684,0,1,4,12,8322,0,1,4,18,74349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,122000)",""
"57020113","1","1","8","9","12","20","(4,5,9526,0,1,4,6,9658,0,1,4,9,4684,0,1,4,12,8772,0,1,4,18,75349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,123000)",""
"57020114","1","1","9","9","12","20","(4,5,10021,0,1,4,6,9658,0,1,4,9,4684,0,1,4,12,8772,0,1,4,18,76349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,124000)",""
"57020115","1","1","10","9","12","20","(4,5,10021,0,1,4,6,9658,0,1,4,9,4924,0,1,4,12,8772,0,1,4,18,77349,0,1,4,24,0.18,0,1)","1","1","0","50","(5,125000)",""
"57020116","1","1","11","9","12","20","(4,5,10021,0,1,4,6,10153,0,1,4,9,4924,0,1,4,12,8772,0,1,4,18,78349,0,1,4,24,0.18,0,1)","1","1","0","96","(5,126000)",""
"57020117","1","1","12","9","12","20","(4,5,10021,0,1,4,6,10153,0,1,4,9,4924,0,1,4,12,9222,0,1,4,18,79349,0,1,4,24,0.18,0,1)","2","1","0","50","(5,4500000)",""
"57020118","1","1","0","10","12","20","(4,5,10516,0,1,4,6,10648,0,1,4,9,5164,0,1,4,12,9672,0,1,4,18,82549,0,1,4,24,0.2,0,1)","1","1","0","50","(5,127000)","93000162"
"57020119","1","1","1","10","12","20","(4,5,11044,0,1,4,6,10648,0,1,4,9,5164,0,1,4,12,9672,0,1,4,18,83616,0,1,4,24,0.2,0,1)","1","1","0","50","(5,128000)",""
"57020120","1","1","2","10","12","20","(4,5,11044,0,1,4,6,10648,0,1,4,9,5420,0,1,4,12,9672,0,1,4,18,84683,0,1,4,24,0.2,0,1)","1","1","0","50","(5,129000)",""
"57020121","1","1","3","10","12","20","(4,5,11044,0,1,4,6,11176,0,1,4,9,5420,0,1,4,12,9672,0,1,4,18,85750,0,1,4,24,0.2,0,1)","1","1","0","50","(5,130000)",""
"57020122","1","1","4","10","12","20","(4,5,11044,0,1,4,6,11176,0,1,4,9,5420,0,1,4,12,10152,0,1,4,18,86817,0,1,4,24,0.2,0,1)","1","1","0","50","(5,131000)",""
"57020123","1","1","5","10","12","20","(4,5,11572,0,1,4,6,11176,0,1,4,9,5420,0,1,4,12,10152,0,1,4,18,87884,0,1,4,24,0.2,0,1)","1","1","0","50","(5,132000)",""
"57020124","1","1","6","10","12","20","(4,5,11572,0,1,4,6,11176,0,1,4,9,5676,0,1,4,12,10152,0,1,4,18,88951,0,1,4,24,0.2,0,1)","1","1","0","50","(5,133000)",""
"57020125","1","1","7","10","12","20","(4,5,11572,0,1,4,6,11704,0,1,4,9,5676,0,1,4,12,10152,0,1,4,18,90018,0,1,4,24,0.2,0,1)","1","1","0","50","(5,134000)",""
"57020126","1","1","8","10","12","20","(4,5,11572,0,1,4,6,11704,0,1,4,9,5676,0,1,4,12,10632,0,1,4,18,91085,0,1,4,24,0.2,0,1)","1","1","0","50","(5,135000)",""
"57020127","1","1","9","10","12","20","(4,5,12100,0,1,4,6,11704,0,1,4,9,5676,0,1,4,12,10632,0,1,4,18,92152,0,1,4,24,0.2,0,1)","1","1","0","50","(5,136000)",""
"57020128","1","1","10","10","12","20","(4,5,12100,0,1,4,6,11704,0,1,4,9,5932,0,1,4,12,10632,0,1,4,18,93219,0,1,4,24,0.2,0,1)","1","1","0","96","(5,137000)",""
"57020129","1","1","11","10","12","20","(4,5,12100,0,1,4,6,12232,0,1,4,9,5932,0,1,4,12,10632,0,1,4,18,94286,0,1,4,24,0.2,0,1)","1","1","0","196","(5,138000)",""
"57020130","1","1","12","10","12","20","(4,5,12100,0,1,4,6,12232,0,1,4,9,5932,0,1,4,12,11112,0,1,4,18,95353,0,1,4,24,0.2,0,1)","2","1","0","196","(5,5500000)",""
"57020131","1","1","0","11","12","20","(4,5,12628,0,1,4,6,12760,0,1,4,9,6188,0,1,4,12,11592,0,1,4,18,99621,0,1,4,24,0.22,0,1)","1","1","0","50","(5,139000)","93000162"
"57020132","1","1","1","11","12","20","(4,5,13156,0,1,4,6,12760,0,1,4,9,6188,0,1,4,12,11592,0,1,4,18,100688,0,1,4,24,0.22,0,1)","1","1","0","50","(5,140000)",""
"57020133","1","1","2","11","12","20","(4,5,13156,0,1,4,6,12760,0,1,4,9,6444,0,1,4,12,11592,0,1,4,18,101755,0,1,4,24,0.22,0,1)","1","1","0","50","(5,141000)",""
"57020134","1","1","3","11","12","20","(4,5,13156,0,1,4,6,13288,0,1,4,9,6444,0,1,4,12,11592,0,1,4,18,102822,0,1,4,24,0.22,0,1)","1","1","0","50","(5,142000)",""
"57020135","1","1","4","11","12","20","(4,5,13156,0,1,4,6,13288,0,1,4,9,6444,0,1,4,12,12072,0,1,4,18,103889,0,1,4,24,0.22,0,1)","1","1","0","50","(5,143000)",""
"57020136","1","1","5","11","12","20","(4,5,13684,0,1,4,6,13288,0,1,4,9,6444,0,1,4,12,12072,0,1,4,18,104956,0,1,4,24,0.22,0,1)","1","1","0","50","(5,144000)",""
"57020137","1","1","6","11","12","20","(4,5,13684,0,1,4,6,13288,0,1,4,9,6700,0,1,4,12,12072,0,1,4,18,106023,0,1,4,24,0.22,0,1)","1","1","0","50","(5,145000)",""
"57020138","1","1","7","11","12","20","(4,5,13684,0,1,4,6,13816,0,1,4,9,6700,0,1,4,12,12072,0,1,4,18,107090,0,1,4,24,0.22,0,1)","1","1","0","50","(5,146000)",""
"57020139","1","1","8","11","12","20","(4,5,13684,0,1,4,6,13816,0,1,4,9,6700,0,1,4,12,12552,0,1,4,18,108157,0,1,4,24,0.22,0,1)","1","1","0","50","(5,147000)",""
"57020140","1","1","9","11","12","20","(4,5,14212,0,1,4,6,13816,0,1,4,9,6700,0,1,4,12,12552,0,1,4,18,109224,0,1,4,24,0.22,0,1)","1","1","0","50","(5,148000)",""
"57020141","1","1","10","11","12","20","(4,5,14212,0,1,4,6,13816,0,1,4,9,6956,0,1,4,12,12552,0,1,4,18,110291,0,1,4,24,0.22,0,1)","1","1","0","50","(5,149000)",""
"57020142","1","1","11","11","12","20","(4,5,14212,0,1,4,6,14344,0,1,4,9,6956,0,1,4,12,12552,0,1,4,18,111358,0,1,4,24,0.22,0,1)","1","1","0","50","(5,150000)",""
