"AttributeId","Type","Level","BeginId","Property","SpriteReqIdArray","PassiveSkillId","StrId"
"49003100","","100","49003001","(4,6,1219,0,1,4,7,2443,0,1,4,8,7320,0,1)","(48080100,48090100)","","90305997"
"49101001","1","","","","(31141082,31141083,31141084,31141094)","(2,26022000,6,26022001,10,26022002,15,26022100,20,26022101)",""
"49102001","1","","","","(31141084,31141094,31141085,31141086)","(2,26022003,6,26022004,10,26022005,15,26022150,20,26022151)",""
"49103001","1","","","","(31141085,31141086,31141087,31141095)","(2,26022006,6,26022007,10,26022008,15,26022200,20,26022201)",""
"49104001","1","","","","(31141087,31141095,31141088,31141089)","(2,26022009,6,26022010,10,26022011,15,26022250,20,26022251)",""
"49105001","1","","","","(31141088,31141089,31141090)","(2,26022012,6,26022013,10,26022014,15,26022300,20,26022301)",""
"49106001","1","","","","(31141089,31141090,31141091,31141092,31141096)","(2,26022015,6,26022016,10,26022017,15,26022350,20,26022351)",""
"49107001","1","","","","(31141091,31141092,31141093,31141096)","(2,26022018,6,26022019,10,26022020,15,26022400,20,26022401)",""
"49108001","1","","","","(31141089,31141091,31141097,31141099)","(2,26022021,6,26022022,10,26022023,15,26022450,20,26022451)",""
"49109001","1","","","","(31141092,31141093,31141098)","(2,26022024,6,26022025,10,26022026,15,26022500,20,26022501)",""
"49110001","1","","","","(31141091,31141093,31141099,31141100)","(2,26022027,6,26022028,10,26022029,15,26022550,20,26022551)",""
"49111001","1","","","","(31141093,31141098,31141100,31141101)","(2,26022030,6,26022031,10,26022032,15,26022600,20,26022601)",""
"49112001","1","","","","(31141097,31141099,31141100,31141102)","(2,26022033,6,26022034,10,26022035,15,26022650,20,26022651)",""
"49113001","1","","","","(31141098,31141100,31141101,31141102)","(2,26022036,6,26022037,10,26022038,15,26022700,20,26022701)",""
"49114001","1","","","","(31141098,31141102,31141105)","(2,26022750,6,26022751,10,26022752,15,26022753,20,26022754)",""
