"AttributeId","MarkType","NameStringId","NpcId","RegionLevel","MapGoalX","MapGoalY","MapGoalZ","MiniMapX","MiniGoalY","MiniGoalZ","NpcPriority","IfShow","MissionId","SafePoint"
"73004349","2","90048404","76004296","","172340","127490","1740","172340","127490","1740","0","0","",""
"73004350","2","90048405","76004297","","170860","127820","1740","170860","127820","1740","0","0","",""
"73004351","2","90048406","76004298","","171547","127451","1871","171547","127451","1871","0","0","",""
"73004352","2","90048407","76004299","","92850","170780","1240","92850","170780","1240","0","0","",""
"73004353","2","90048408","76004300","","93950","169470","1240","93950","169470","1240","0","0","",""
"73004354","2","90048409","76004301","","92090","169270","1240","92090","169270","1240","0","0","",""
"73004355","2","90048414","76004302","","70790","6970","5270","70790","6970","5270","0","0","",""
"73004356","2","90048418","76004303","","97960","43870","1480","97960","43870","1480","0","0","",""
"73004357","2","90048420","76004304","","193010","32200","3700","193010","32200","3700","0","0","",""
"73004358","2","90048424","76004305","","183300","48770","3270","183300","48770","3270","0","0","",""
"73004359","2","90048427","76004306","","194947","35235","3255","194947","35235","3255","0","0","",""
"73004360","2","90048428","76004307","","199739","34299","3270","199739","34299","3270","0","0","",""
"73004361","2","90048429","76004308","","199297","27504","3118","199297","27504","3118","0","0","",""
"73004362","2","90048430","76004309","","192513","28787","3260","192513","28787","3260","0","0","",""
"73004363","2","90048432","76004310","","210520","124150","3100","210520","124150","3100","0","0","",""
"73004364","2","90048432","76004311","","67660","67580","4490","67660","67580","4490","0","0","",""
"73004365","2","","76004312","","212220","123420","3230","212220","123420","3230","0","0","",""
"73004366","2","90048438","76004313","","67570","66209","4470","67570","66209","4470","0","0","",""
"73004367","2","90048438","76004314","","67570","66209","4650","67570","66209","4650","0","0","",""
"73004368","1","90048432","76004315","","206980","125090","3100","206980","125090","3100","0","0","",""
"73004369","2","90048451","76004316","","208739","124640","3658","208739","124640","3658","0","0","",""
"73004370","1","90048404","76004317","","172340","127490","1740","172340","127490","1740","0","0","",""
"73004371","1","90048451","76004318","","208739","124640","3658","208739","124640","3658","0","0","",""
"73004372","2","90048452","76004319","","193680","34110","3290","193680","34110","3290","0","0","",""
"73004373","2","90048453","76004320","","195250","38270","3290","195250","38270","3290","0","0","",""
"73004374","2","90048454","76004321","","224690","75640","2080","224690","75640","2080","0","0","",""
"73004375","2","90048455","76004322","","71612","13208","3825","71612","13208","3825","0","0","",""
"73004376","2","90048456","76004323","","190830","31650","3290","190830","31650","3290","0","0","",""
"73004377","2","90048457","76004324","","30732","183324","2575","30732","183324","2575","0","0","",""
"73004378","2","90048458","76004325","","125040","72780","1088","125040","72780","1088","0","0","",""
"73004379","2","90048459","76004326","","178345","71643","1111","178345","71643","1111","0","0","",""
"73004380","2","90048600","76004327","","43815","18392","2205","43815","18392","2205","0","0","",""
"73004381","2","90048601","76004328","","44635","19714","2220","44635","19714","2220","0","0","",""
"73004382","2","90048602","76004329","","45846","18722","2220","45846","18722","2220","0","0","",""
"73004383","2","90048603","76004330","","46136","19966","2220","46136","19966","2220","0","0","",""
"73004384","2","90048604","76004331","","48778","50364","1504","48778","50364","1504","0","0","",""
"73004385","2","90048605","76004332","","56733","31136","1150","56733","31136","1150","0","0","",""
"73004386","2","90048606","76004333","","55402","31582","1162","55402","31582","1162","0","0","",""
"73004387","2","90048607","76004334","","57131","32299","1229","57131","32299","1229","0","0","",""
"73004388","2","90048608","76004335","","38516","42305","1085","38516","42305","1085","0","0","",""
"73004389","2","90048609","76004336","","47902","67225","1951","47902","67225","1951","0","0","",""
"73004390","2","90048610","76004337","","45949","68944","1707","45949","68944","1707","0","0","",""
"73004391","2","90048611","76004338","","47882","69505","1726","47882","69505","1726","0","0","",""
"73004392","2","90048612","76004339","","38577","36692","509","38577","36692","509","0","0","",""
"73004393","2","90048613","76004340","","39888","37466","489","39888","37466","489","0","0","",""
"73004394","2","90048614","76004341","","40545","35502","489","40545","35502","489","0","0","",""
"73004395","2","90048615","76004342","","39456","33689","509","39456","33689","509","0","0","",""
"73004396","2","90048616","76004343","","46901","55080","1184","46901","55080","1184","0","0","",""
"73004397","2","90048617","76004344","","48112","36194","676","48112","36194","676","0","0","",""
"73004398","2","90048618","76004345","","51026","48107","1497","51026","48107","1497","0","0","",""
"73004399","2","90048619","76004346","","66311","42315","1506","66311","42315","1506","0","0","",""
"73004400","2","90048620","76004347","","64892","44799","1493","64892","44799","1493","0","0","",""
"73004401","2","90048621","76004348","","62670","63916","2221","62670","63916","2221","0","0","",""
"73004402","2","90048622","76004349","","66165","63363","2184","66165","63363","2184","0","0","",""
"73004403","2","90048623","76004350","","64365","41620","1582","64365","41620","1582","0","0","",""
"73004404","2","90048624","76004351","","62251","44163","1520","62251","44163","1520","0","0","",""
"73004405","2","90048625","76004352","","68025","44011","1522","68025","44011","1522","0","0","",""
"73004406","2","90048626","76004353","","70113","37155","736","70113","37155","736","0","0","",""
"73004407","2","90048627","76004354","","72376","34526","770","72376","34526","770","0","0","",""
"73004408","2","90048628","76004355","","70640","35579","837","70640","35579","837","0","0","",""
"73004409","2","90048629","76004356","","79313","71818","2324","79313","71818","2324","0","0","",""
"73004410","2","90048630","76004357","","78447","68776","2228","78447","68776","2228","0","0","",""
"73004411","2","90048631","76004358","","73108","35988","873","73108","35988","873","0","0","",""
"73004412","2","90048632","76004359","","76905","39721","1420","76905","39721","1420","0","0","",""
"73004413","2","90048633","76004360","","73768","61804","2439","73768","61804","2439","0","0","",""
"73004414","2","90048634","76004361","","78938","44677","3360","78938","44677","3360","0","0","",""
"73004415","2","90048635","76004362","","48626","58092","1206","48626","58092","1206","0","0","",""
"73004416","2","90048636","76004363","","52833","46368","1507","52833","46368","1507","0","0","",""
"73004417","2","90048637","76004364","","48021","55713","1173","48021","55713","1173","0","0","",""
"73004418","2","90048638","76004365","","79166","45431","3489","79166","45431","3489","0","0","",""
"73004419","2","90048639","76004366","","78721","60257","2497","78721","60257","2497","0","0","",""
"73004420","2","90048640","76004367","","44799","40831","1617","44799","40831","1617","0","0","",""
"73004421","2","90048641","76004368","","73203","53890","2734","73203","53890","2734","0","0","",""
"73004422","2","90048642","76004369","","84142","48404","2361","84142","48404","2361","0","0","",""
"73004423","2","90048643","76004370","","86714","51671","2682","86714","51671","2682","0","0","",""
"73004424","2","90048644","76004371","","85013","47755","2776","85013","47755","2776","0","0","",""
"73004425","2","90048645","76004372","","82292","57854","3114","82292","57854","3114","0","0","",""
"73004426","2","90048646","76004373","","85132","41363","1622","85132","41363","1622","0","0","",""
"73004427","2","90048647","76004374","","73419","46879","2788","73419","46879","2788","0","0","",""
"73004428","2","90048648","76004375","","50211","38220","1476","50211","38220","1476","0","0","",""
"73004429","2","90048649","76004376","","37773","41345","1120","37773","41345","1120","0","0","",""
"73004430","2","90048650","76004377","","78906","55942","2808","78906","55942","2808","0","0","",""
"73004431","2","90048651","76004378","","36314","41898","1131","36314","41898","1131","0","0","",""
"73004432","2","90048652","76004379","","79797","68261","2280","79797","68261","2280","0","0","",""
"73004433","2","90048653","76004380","","95175","42104","2804","95175","42104","2804","0","0","",""
"73004434","2","90048654","76004381","","82098","46629","2811","82098","46629","2811","0","0","",""
"73004435","2","90048655","76004382","","93479","41437","2730","93479","41437","2730","0","0","",""
"73004436","2","90048656","76004383","","78472","63632","2505","78472","63632","2505","0","0","",""
"73004437","2","90048657","76004384","","76008","56260","2480","76008","56260","2480","0","0","",""
"73004438","2","90048658","76004385","","93546","43184","2720","93546","43184","2720","0","0","",""
"73004439","2","90048667","76004386","","59400","83341","1702","59400","83341","1702","0","0","",""
"73004440","2","90048668","76004387","","60084","84032","1702","60084","84032","1702","0","0","",""
"73004441","2","90048669","76004388","","48977","81836","2683","48977","81836","2683","0","0","",""
"73004442","2","90048670","76004389","","51590","78928","2782","51590","78928","2782","0","0","",""
"73004443","2","90048671","76004390","","39563","79236","2707","39563","79236","2707","0","0","",""
"73004444","2","90048672","76004391","","43499","77630","2648","43499","77630","2648","0","0","",""
"73004445","2","90048673","76004392","","48042","85405","2703","48042","85405","2703","0","0","",""
"73004446","2","90048674","76004393","","47685","76844","2713","47685","76844","2713","0","0","",""
"73004447","2","90048675","76004394","","50078","77771","2875","50078","77771","2875","0","0","",""
"73004448","2","90048676","76004395","","51109","82592","2674","51109","82592","2674","0","0","",""
"73004449","2","90048677","76004396","","44425","81168","2693","44425","81168","2693","0","0","",""
"73004450","2","90048678","76004397","","38601","81547","2680","38601","81547","2680","0","0","",""
"73004451","2","90048679","76004398","","41759","75619","2750","41759","75619","2750","0","0","",""
"73004452","2","90048680","76004399","","58645","89017","1699","58645","89017","1699","0","0","",""
"73004453","2","90048681","76004400","","51114","75712","2735","51114","75712","2735","0","0","",""
"73004454","2","90048682","76004401","","51553","83192","2735","51553","83192","2735","0","0","",""
"73004455","2","90048683","76004402","","50070","74958","2707","50070","74958","2707","0","0","",""
"73004456","2","90048684","76004403","","55741","95257","1181","55741","95257","1181","0","0","",""
"73004457","2","90048685","76004404","","55985","93474","1205","55985","93474","1205","0","0","",""
"73004458","2","90048686","76004405","","58628","86419","1664","58628","86419","1664","0","0","",""
"73004459","2","90048687","76004406","","59321","88193","1700","59321","88193","1700","0","0","",""
"73004460","2","90048688","76004407","","79742","82206","912","79742","82206","912","0","0","",""
"73004461","2","90048689","76004408","","51731","94866","1205","51731","94866","1205","0","0","",""
"73004462","2","90048690","76004409","","52091","81947","2664","52091","81947","2664","0","0","",""
"73004463","2","90048691","76004410","","84379","82986","870","84379","82986","870","0","0","",""
"73004464","2","90048692","76004411","","54297","97766","1200","54297","97766","1200","0","0","",""
"73004465","2","90048687","76004412","","74591","89639","199","74591","89639","199","0","0","",""
"73004466","2","90048688","76004413","","73200","88011","199","73200","88011","199","0","0","",""
"73004467","2","90048704","76004414","","86369","95322","1519","86369","95322","1519","0","0","",""
"73004468","2","90048689","76004415","","72351","91003","199","72351","91003","199","0","0","",""
"73004469","2","90048690","76004416","","70793","90811","199","70793","90811","199","0","0","",""
"73004470","2","90048705","76004417","","71887","88851","199","71887","88851","199","0","0","",""
"73004471","2","90048707","76004418","","81163","77973","889","81163","77973","889","0","0","",""
"73004472","2","90048706","76004419","","79378","78668","892","79378","78668","892","0","0","",""
"73004473","2","90048691","76004420","","79510","80506","889","79510","80506","889","0","0","",""
"73004474","2","90048693","76004421","","81218","80253","883","81218","80253","883","0","0","",""
"73004475","2","90048712","76004422","","83242","85066","875","83242","85066","875","0","0","",""
"73004476","2","90048708","76004423","","85085","92648","1503","85085","92648","1503","0","0","",""
"73004477","2","90048709","76004424","","84498","89640","1503","84498","89640","1503","0","0","",""
"73004478","2","90048695","76004425","","82883","89964","1503","82883","89964","1503","0","0","",""
"73004479","2","90048711","76004426","","87493","98381","1503","87493","98381","1503","0","0","",""
"73004480","2","90048710","76004427","","79655","102790","169","79655","102790","169","0","0","",""
"73004481","2","90048669","76004428","","78517","99876","169","78517","99876","169","0","0","",""
"73004482","2","90048670","76004429","","75927","101026","169","75927","101026","169","0","0","",""
"73004700","2","90048902","76004500","","55151","40356","1580","55151","40356","1580","0","0","",""
"73004701","1","90048902","76004501","","55151","40356","1580","55151","40356","1580","0","0","",""
"73004702","2","90048901","76004502","","49368","49015","1580","49368","49015","1580","0","0","",""
"73004703","1","90048901","76004503","","49368","49015","1580","49368","49015","1580","0","0","",""
"73004704","2","90048900","76004504","","55070","40295","1541","55070","40295","1541","0","0","",""
"73004705","1","90048900","76004505","","55070","40295","1541","55070","40295","1541","0","0","",""
"73004706","2","90048903","76004506","","87387","57100","3095","87387","57100","3095","0","0","",""
"73004707","1","90048903","76004507","","87387","57100","3095","87387","57100","3095","0","0","",""
"73004708","1","90048903","76004508","","87387","57100","3095","87387","57100","3095","0","0","",""
"73004709","2","90048904","76004509","","94956","45400","2720","94956","45400","2720","0","0","",""
"73004710","1","90048904","76004510","","94956","45400","2720","94956","45400","2720","0","0","",""
"73004711","1","90048904","76004511","","94956","45400","2720","94956","45400","2720","0","0","",""
"73004712","2","90048904","76004512","","53666","94282","1421","53666","94282","1421","0","0","",""
"73004713","1","90048904","76004513","","53666","94282","1421","53666","94282","1421","0","0","",""
"73004714","2","90048486","76004514","","48102","85143","2689","48102","85143","2689","0","0","",""
"73004715","1","90048486","76004515","","48102","85143","2689","48102","85143","2689","0","0","",""
"73004716","2","90048430","76004516","","48215","85350","2680","48215","85350","2680","0","0","",""
"73004717","1","90048430","76004517","","48215","85350","2680","48215","85350","2680","0","0","",""
"73004718","2","90048487","76004518","","","","","","","","0","0","",""
"73004719","1","90048487","76004519","","","","","","","","0","0","",""
"73004720","2","90048488","76004520","","","","","","","","0","0","",""
"73004721","2","90048496","76004521","","60347","21170","2296","60347","21170","2296","0","0","",""
"73004722","1","90048502","76004522","","53355","95683","1203","53355","95683","1203","0","","",""
"73004723","2","90048502","76004523","","53355","95683","1203","53355","95683","1203","0","","",""
"73004724","1","90048502","76004524","","53355","95683","1203","53355","95683","1203","0","","",""
"73004725","1","90048503","76004525","","53443","96159","1291","53443","96159","1291","0","","",""
"73004726","2","90048503","76004526","","53443","96159","1291","53443","96159","1291","0","","",""
"73004727","1","90048503","76004527","","52958","95525","1291","52958","95525","1291","0","","",""
"73004728","2","90048503","76004528","","52958","95525","1291","52958","95525","1291","0","","",""
"73004729","1","90048904","76004529","","53666","94282","1421","53666","94282","1421","0","","",""
"73004730","1","90048486","76004530","","48102","85143","2689","48102","85143","2689","0","0","",""
"73004900","1","90048472","76004700","","47139","21078","2106","47139","21078","2106","0","0","",""
"73004901","1","90048472","76004701","","34268","80983","1242","34268","80983","1242","0","0","",""
"73004902","1","90048472","76004702","","31625","76462","1263","31625","76462","1263","0","0","",""
"73004903","1","90048473","76004703","","32072","80047","1239","32072","80047","1239","0","0","",""
"73004904","1","90048473","76004704","","50657","67251","1690","50657","67251","1690","0","0","",""
"73004905","1","90048474","76004705","","34202","76984","1215","34202","76984","1215","0","0","",""
"73004906","1","90048475","76004706","","31943","79449","1267","31943","79449","1267","0","0","",""
"73004907","1","90048475","76004707","","","","","","","","0","0","",""
"73004908","1","90048476","76004708","","31652","77123","1249","31652","77123","1249","0","0","",""
"73004909","1","90048477","76004709","","33856","77759","1261","33856","77759","1261","0","0","",""
"73004910","1","90048478","76004710","","36838","43989","1107","36838","43989","1107","0","0","",""
"73004911","1","90048478","76004711","","41682","32713","487","41682","32713","487","0","0","",""
"73004912","1","90048478","76004712","","50784","67656","1689","50784","67656","1689","0","0","",""
"73004913","1","90048478","76004713","","","","","","","","0","0","",""
"73004914","1","90048479","76004714","","38056","35706","492","38056","35706","492","0","0","",""
"73004915","1","90048479","76004715","","37085","44080","1108","37085","44080","1108","0","0","",""
"73004916","1","90048480","76004716","","33256","77306","1253","33256","77306","1253","0","0","",""
"73004917","1","90048480","76004717","","46488","34229","693","46488","34229","693","0","0","",""
"73004918","1","90048481","76004718","","48470","56830","1180","48470","56830","1180","0","0","",""
"73004919","1","90048482","76004719","","31757","78561","1244","31757","78561","1244","0","0","",""
"73004920","1","90048483","76004720","","65717","69964","2142","65717","69964","2142","0","0","",""
"73004921","1","90048483","76004721","","65351","43383","1504","65351","43383","1504","0","0","",""
"73004922","1","90048483","76004722","","78149","70354","2217","78149","70354","2217","0","0","",""
"73004923","1","90048483","76004723","","87827","56136","3088","87827","56136","3088","0","0","",""
"73004924","1","90048483","76004724","","","","","","","","0","0","",""
"73004925","1","90048483","76004725","","","","","","","","0","0","",""
"73004926","1","90048484","76004726","","69011","44651","1510","69011","44651","1510","0","0","",""
"73004927","1","90048484","76004727","","78073","71054","2170","78073","71054","2170","0","0","",""
"73004928","1","90048484","76004728","","71702","56480","2658","71702","56480","2658","0","0","",""
"73004929","1","90048484","76004729","","34025","76934","1216","34025","76934","1216","0","0","",""
"73004930","1","90048485","76004730","","78139","70998","2203","78139","70998","2203","0","0","",""
"73004931","1","90048485","76004731","","33292","77532","1250","33292","77532","1250","0","0","",""
"73004932","1","90048489","76004732","","45391","45639","1510","45391","45639","1510","0","0","",""
"73004933","1","90048489","76004733","","34534","80528","1246","34534","80528","1246","0","0","",""
"73004934","1","90048489","76004734","","46625","46631","1508","46625","46631","1508","0","0","",""
"73004935","1","90048489","76004735","","34359","80577","1247","34359","80577","1247","0","0","",""
"73004936","1","90048489","76004736","","","","","","","","0","0","",""
"73004937","1","90048490","76004737","","50662","67987","1683","50662","67987","1683","0","0","",""
"73004938","1","90048490","76004738","","58337","89824","1682","58337","89824","1682","0","0","",""
"73004939","1","90048490","76004739","","43288","75695","2680","43288","75695","2680","0","0","",""
"73004940","1","90048490","76004740","","31725","77506","1242","31725","77506","1242","0","0","",""
"73004941","1","90048491","76004741","","53264","95773","1184","53264","95773","1184","0","0","",""
"73004942","1","90048491","76004742","","30862","79694","3132","30862","79694","3132","0","0","",""
"73004943","1","90048481","76004743","","48470","56830","1180","48470","56830","1180","0","0","",""
"73004944","1","90048492","76004744","","49074","44355","4926","49074","44355","4926","0","0","",""
"73004945","1","90048492","76004745","","50821","41523","4926","50821","41523","4926","0","0","",""
"73004946","1","90048492","76004746","","47593","41384","4926","47593","41384","4926","0","0","",""
"73004947","1","90048493","76004747","","95918","43900","2820","95918","43900","2820","0","0","",""
"73004948","1","90048494","76004748","","45389","45633","1573","45389","45633","1573","0","0","",""
"73004949","1","90048494","76004749","","46362","46507","1573","46362","46507","1573","0","0","",""
"73004950","1","90048494","76004750","","45428","45870","1573","45428","45870","1573","0","0","",""
"73004951","1","90048494","76004751","","46616","46666","1573","46616","46666","1573","0","0","",""
"73004952","1","90048494","76004752","","45700","45712","1573","45700","45712","1573","0","0","",""
"73004953","1","90048495","76004753","","85637","53372","3175","85637","53372","3175","0","0","",""
"73004954","1","90048495","76004754","","85355","53393","3175","85355","53393","3175","0","0","",""
"73004955","1","90048495","76004755","","85731","55450","3175","85731","55450","3175","0","0","",""
"73004956","1","90048495","76004756","","85901","53540","3175","85901","53540","3175","0","0","",""
"73004957","1","90048495","76004757","","85393","55228","3175","85393","55228","3175","0","0","",""
"73004958","1","90048495","76004758","","86452","54435","3175","86452","54435","3175","0","0","",""
"73004959","1","90048495","76004759","","87468","58163","3175","87468","58163","3175","0","0","",""
"73004960","1","90048495","76004760","","85897","58496","3175","85897","58496","3175","0","0","",""
"73004961","1","90048495","76004761","","84726","56483","3175","84726","56483","3175","0","0","",""
"73004962","1","90048495","76004762","","86092","58307","3175","86092","58307","3175","0","0","",""
"73004963","1","90048485","76004763","","87464","58134","3095","87464","58134","3095","0","0","",""
"73004964","1","","76004764","","78076","71293","2218","78076","71293","2218","0","0","",""
"73004965","1","","76004765","","86438","54440","3104","86438","54440","3104","0","0","",""
"73004966","1","","76004766","","85889","53561","3097","85889","53561","3097","0","0","",""
"73004967","1","","76004767","","78086","71543","2222","78086","71543","2222","0","0","",""
"73004968","1","","76004768","","77796","71876","2216","77796","71876","2216","0","0","",""
"73004969","1","","76004769","","85356","53411","3089","85356","53411","3089","0","0","",""
"73004970","1","","76004770","","77678","72019","2171","77678","72019","2171","0","0","",""
"73004971","1","","76004771","","85612","53405","3057","85612","53405","3057","0","0","",""
"73004972","1","90048496","76004772","","39895","31831","371","39895","31831","371","0","0","",""
"73004973","1","90048477","76004773","","47026","20245","2106","47026","20245","2106","0","0","",""
"73004974","1","90048494","76004774","","38035","35718","598","38035","35718","598","0","0","",""
"73004975","1","90048489","76004775","","45659","45717","1510","45659","45717","1510","0","0","",""
"73004976","1","90048601","76004776","","59634","86207","1679","59634","86207","1679","0","0","",""
"73004977","1","90048501","76004777","","46013","83095","2680","46013","83095","2680","0","0","",""
"73004978","1","90048497","76004778","","60082","87162","1679","60082","87162","1679","0","0","",""
"73004979","1","90048498","76004779","","46134","83028","2680","46134","83028","2680","0","0","",""
"73004980","1","90048484","76004780","","50314","66791","1651","50314","66791","1651","0","0","",""
"73004981","1","90048499","76004781","","53835","95283","1187","53835","95283","1187","0","0","",""
"73004982","1","90048476","76004782","","33702","79153","1249","33702","79153","1249","0","0","",""
"73004983","1","90048490","76004783","","58305","83821","1702","58305","83821","1702","0","0","",""
"73004984","1","","76004784","","58147","90124","1682","58147","90124","1682","0","0","",""
"73004985","1","","76004785","","58277","90254","1682","58277","90254","1682","0","0","",""
"73004986","1","","76004786","","58657","90254","1682","58657","90254","1682","0","0","",""
"73004987","1","","76004787","","58447","90464","1682","58447","90464","1682","0","0","",""
"73004988","1","","76004788","","57837","90064","1682","57837","90064","1682","0","0","",""
"73004989","1","","76004789","","60304","86598","1750","60304","86598","1750","0","0","",""
"73010101","2","90040222","76010200","","7587","7386","-1134","7587","7386","-1134","","","",""
"73010102","2","90040222","76010200","","10516","8305","-512","10516","8305","-512","","","",""
"73010103","2","90040223","76010201","","8241","3763","300","8241","3763","300","","","",""
"73010104","2","90040221","76010202","","5860","4017","500","5860","4017","500","","","",""
"73010105","3","90050033","","","4577","8935","-1104","4577","8935","-1104","","","",""
"73010201","1","90050036","","","12460","9260","2250","12460","9260","2250","","","",""
"73010202","3","90050037","","","12430","25850","44","12430","25850","44","","","",""
"73010203","1","90050037","","","12620","15220","44","12620","15220","44","","","",""
"73010204","1","90050037","","","19180","13040","44","19180","13040","44","","","",""
"73010205","1","90050037","","","6090","13240","44","6090","13240","44","","","",""
"73010301","2","90040224","76010100","","15672","17918","-5155","15672","17918","-5155","","","",""
"73010302","2","90040224","76010100","","16196","15203","318","16196","15203","318","","","",""
"73010303","2","90040225","76010101","","16196","15203","-4937","16196","15203","-4937","","","",""
"73010304","2","90040226","76010102","","16591","15207","-4800","16591","15207","-4800","","","",""
"73010305","3","90050033","","","9190","20500","678","9190","20500","678","","","",""
"73010401","3","90050033","","","5565","5389","2","5565","5389","2","","","",""
"73010402","2","90050044","","","7505","5419","2","7505","5419","2","","","",""
"73010403","2","90050045","","","3535","5419","2","3535","5419","2","","","",""
"73010404","2","90050046","","","5575","3629","2","5575","3629","2","","","",""
"73010405","2","90050047","","","5565","7279","2","5565","7279","2","","","",""
"73010501","2","90050168","","","2410","3495","260","2410","3495","260","","","",""
"73010502","2","90050169","","","3355","3530","260","3355","3530","260","","","",""
"73010503","2","90050168","","","3400","4080","260","3400","4080","260","","","",""
"73010504","2","90050168","","","4360","3500","260","4360","3500","260","","","",""
"73010601","2","90040436","","","37020","45010","450","37020","45010","450","","","",""
"73010602","2","90040438","","","36800","40580","400","36800","40580","400","","","",""
"73010603","2","90040439","","","40170","34460","400","40170","34460","400","","","",""
"73010604","2","90040440","","","30860","27130","550","30860","27130","550","","","",""
"73010701","2","90040453","","","14375","14405","2476","14375","14405","2476","","","",""
"73010702","2","90040454","","","21216","14405","2476","21216","14405","2476","","","",""
"73010703","2","90040455","","","21122","21339","2476","21122","21339","2476","","","",""
"73010704","2","90040456","","","14375","21339","2476","14375","21339","2476","","","",""
"73010705","2","90040457","","","17764","17856","2072","17764","17856","2072","","","",""
"73010706","2","90050033","","","17764","13658","2470","17764","13658","2470","","","",""
"73010801","2","90040441","","","9408","14281","-134","9408","14281","-134","","","",""
"73010802","2","90040441","","","13184","10716","-134","13184","10716","-134","","","",""
"73010803","2","90040442","","","20189","11327","209","20189","11327","209","","","",""
"73010804","2","90040443","","","23471","11877","488","23471","11877","488","","","",""
"73010805","2","90050033","","","4050","9265","282","4050","9265","282","","","",""
"73010901","2","90040444","","","11142","11105","293","11142","11105","293","","","",""
"73010902","2","90040445","","","10280","6959","293","10280","6959","293","","","",""
"73010903","2","90040446","","","6765","6419","353","6765","6419","353","","","",""
"73010904","2","90040447","","","5556","11087","396","5556","11087","396","","","",""
"73010905","2","90050033","","","10744","12000","200","10744","12000","200","","","",""
"73011001","2","90040448","","","22951","35348","263","22951","35348","263","","","",""
"73011002","2","90040449","","","26892","31055","235","26892","31055","235","","","",""
"73011003","2","90040450","","","28404","25726","255","28404","25726","255","","","",""
"73011004","2","90040451","","","16423","22862","817","16423","22862","817","","","",""
"73011005","2","90050033","","","25006","37617","150","25006","37617","150","","","",""
"73011101","2","90040279","","","777","6074","2","777","6074","2","","","",""
"73011102","2","90040280","","","5939","6109","2","5939","6109","2","","","",""
"73011103","2","90040281","","","3333","6122","52","3333","6122","52","","","",""
"73011104","2","90050033","","","11536","6152","197","11536","6152","197","","","",""
"73011105","2","90048659","","","11198","19887","1043","11198","19887","1043","","","",""
"73011106","2","90048660","","","12075","17010","1252","12075","17010","1252","","","",""
"73011107","2","90048661","","","13455","15864","1243","13455","15864","1243","","","",""
"73011108","2","90048662","","","16734","14021","1726","16734","14021","1726","","","",""
"73011109","2","90050033","","","11034","22988","1044","11034","22988","1044","","","",""
"73011110","2","90048663","","","4936","13350","541","4936","13350","541","","","",""
"73011111","2","90048664","","","5298","11343","525","5298","11343","525","","","",""
"73011112","2","90048665","","","5399","8644","513","5399","8644","513","","","",""
"73011113","2","90048666","","","4569","2738","1235","4569","2738","1235","","","",""
"73011114","2","90050033","","","5365","14872","528","5365","14872","528","","","",""
"73011201","2","90040272","76010300","","1733","6285","1051","1733","6285","1051","","","",""
"73011202","2","90040273","76010303","","8959","1395","1051","8959","1395","1051","","","",""
"73011203","2","90040274","76010306","","5081","6490","500","5081","6490","500","","","",""
"73011204","3","90050033","","","2560","7870","1200","2560","7870","1200","","","",""
"73011301","2","90040067","","","7535","21695","10","7535","21695","10","","","",""
"73011302","2","90040004","","","7080","16670","715","7080","16670","715","","","",""
"73011303","2","90040463","","","7080","16670","715","7080","16670","715","","","",""
"73011304","2","90040278","","","8060","14555","715","8060","14555","715","","","",""
"73011305","3","90050033","","","8012","25363","245","8012","25363","245","","","",""
"73011401","2","90040282","","","10714","21965","304","10714","21965","304","","","",""
"73011402","2","90040283","","","17766","20729","304","17766","20729","304","","","",""
"73011403","2","90040283","","","19597","16000","357","19597","16000","357","","","",""
"73011404","2","90040284","","","12042","14169","480","12042","14169","480","","","",""
"73011405","2","90050033","","","6922","2734","357","6922","2734","357","","","",""
"73011501","2","90040452","","","2890","8020","367","2890","8020","367","","","",""
"73011502","2","90040285","","","5311","7400","367","5311","7400","367","","","",""
"73011503","2","90040286","","","5958","5454","530","5958","5454","530","","","",""
"73011504","3","90050033","","","5210","11720","600","5210","11720","600","","","",""
"73011601","2","90040004","","","16219","29346","10","16219","29346","10","","","",""
"73011602","2","90040005","","","2920","9840","190","2920","9840","190","","","",""
"73011603","2","90040284","","","16067","9989","511","16067","9989","511","","","",""
"73011604","3","90050033","","","16154","34193","245","16154","34193","245","","","",""
"73011605","3","90050173","","","6660","20263","511","6660","20263","511","","","",""
"73011606","3","90050173","","","16067","9989","511","16067","9989","511","","","",""
"73011607","3","90050173","","","25691","20025","516","25691","20025","516","","","",""
"73011608","1","90040038","","","16140","23235","515","16140","23235","515","","","",""
"73011701","3","90040859","","","23722","7093","1467","23722","7093","1467","","","",""
"73011702","2","90040849","","","20263","8443","1085","20263","8443","1085","","","",""
"73011703","2","90040851","","","18286","14164","493","18286","14164","493","","","",""
"73011704","2","90040853","","","12684","15761","1082","12684","15761","1082","","","",""
"73011705","2","90040854","","","8557","19002","1511","8557","19002","1511","","","",""
"73011706","2","90040856","","","15083","7511","1401","15083","7511","1401","","","",""
"73011707","2","90040856","","","20263","8443","1085","20263","8443","1085","","","",""
"73011708","2","90040857","","","18286","14164","493","18286","14164","493","","","",""
"73011709","2","90040850","","","12684","15761","1082","12684","15761","1082","","","",""
"73011710","2","90040852","","","8557","19002","1511","8557","19002","1511","","","",""
"73011711","2","90040854","","","15083","7511","1401","15083","7511","1401","","","",""
"73011712","2","90040854","","","20263","8443","1085","20263","8443","1085","","","",""
"73011713","2","90040853","","","18286","14164","493","18286","14164","493","","","",""
"73011714","2","90040858","","","12684","15761","1082","12684","15761","1082","","","",""
"73011715","2","90040850","","","8557","19002","1511","8557","19002","1511","","","",""
