"AttributeId","GuideType","NextGuideID","TriggerNextGuideType","LiveTime","OperateType","NeedMoveDistance","NeedRotateAngle","TargetPointType","TargetPointPos","MovementState","MaskBtn","MaskBtnArray","NeedShieldBlackCloth","IsHaveBorder","IsHaveArrow","ArrowPosX","ArrowPosY","ArrowRotation","IsFlip","IsHaveGuideText","RoleHeadId","GuideText","GuideTextPosX","GuideTextPosY","FuncName","FuctionTitle","FuctionWord","FuctionImage","OpenSkillType","AnimPlayCount","AnimID","AnimAdpapter","CinematicAnimationLevelScene","CinematicAnimationPosArr","HideWidgetTag","IsJumpGuide","IgnoreUserInput","IgnoreUIInput","TopJoyStick","HiddenOtherPlayer","CloseAutoMission","OpenAutoMission","NeedUpdateUI","SpecialDoType","CanEnd","CameraCfg","AutoNextLostTime","GuideSoundId","GuideEndSoundIsNotCLose","GuideShineFrameAdjust","GuideOpenUI","BeginNeedShowOperate","NeedShowOperate","TargetLocation","OnMount","GuideEndOpenUi","NotPassCloseGuide","CloseGuideData","BroadcastEvent","NeedShowFaishon"
"100001321","3","0","2","","","","","","","","FireUpgradeButton","","","1","1","","","","","1","91232699","90069819","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","","","","91925347","","","","","","","","","","","",""
"100001330","2","100001331","0","2","","","","","","","","","","","","","","","","","","","","","","90069820","90069821","91232485","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","","","","","","","","","","","","","","","",""
"100001331","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90069821","91232485","","1","FuncFly_Head","2","","","","0","1","1","0","","","0","","","","","","","","","","","","","","","","","",""
"100001332","3","100001333","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","","","","","1","91232699","90069310","1100","300","","","","","","","","","","","","0","1","0","0","","","","","","","","","91925000","","","","","","","","","","","",""
"100001333","3","100001334","2","","","","","","","","Button_BGNature","","","1","1","","","","","1","91232699","90069822","900","500","","","","","","","","","","","","0","1","0","0","","","","","","1","","","91925222","","","","","","","","","","","",""
"100001334","3","100001335","2","","","","","","","","SeniorAttributePanel","","","1","1","","","","","1","91232699","90069823","600","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","91925223","","","","","","","","","","","",""
"100001335","3","100001336","2","","","","","","","","AutoChangeBtn","","","1","1","","","","","1","91232699","90069824","600","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","91925224","","","","","","","","","","","",""
"100001336","3","0","2","","","","","","","","AutoChangeBtn","","","1","1","","","","","1","91232699","90069825","600","700","","","","","","","","","","","","1","1","0","0","","","0","","","","","","91925225","1","","","","","","","","","","",""
"100001340","3","100001341","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","","","","","","","0","","","","","","","","0","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100001341","3","100001344","2","","","","","","","","OpenMountWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069257","900","500","","","","0","","","","","","","","1","1","0","0","","","","","1","0","","","91925269","","","","","","","","","","","",""
"100001342","3","100001343","2","","","","","","","","MountUnlockButton","","","1","0","0","0","90","1","1","91232699","90069258","500","700","","","","0","","","","","","","","0","1","0","0","","","","","","0","","","91925270","","","","","","","","","","","",""
"100001343","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","0","","","","","","","","0","1","0","0","","","0","","","1","","1","91925271","","-25","","","","","1","","","","",""
"100001344","3","0","2","","","","","","","","MountUpgradeBtn","","","1","0","0","0","90","1","1","91232699","90067999","500","700","","","","0","","","","","","","","1","1","0","0","","","0","","","0","","","91925270","","","","","","","","","","","",""
"100001350","2","100001351","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","","0","0","","90069826","90069827","91232422","","1","FuncGet_Head","","","","","1","1","1","0","","1","","","","0","","","91925226","1","","","","","","","","","","",""
"100001351","2","100001352","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","","0","0","","","90069827","91232422","","1","FuncFly_Fuli_level","","","","","1","1","1","0","","","","","","1","","","","","","","","","","","","","","",""
"100001352","3","100001353","2","","","","","","","","OpenWelfareWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069828","500","300","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100001353","3","100001355","2","","","","","","","","ExpLevelRewardButton","","","1","1","0","0","0","0","1","91232699","90069829","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925228","","","","","","","","","","","",""
"100001354","3","0","2","","","","","","","","GSLevelRewardButton","","","1","1","0","0","0","0","1","91232699","90069831","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"100001355","3","0","2","","","","","","","","LevelOfRewardsGetBtn1","","","1","1","0","0","0","0","1","91232699","90069830","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925229","","","","","","","","","","","",""
"100001356","3","0","2","","","","","","","","WelfareCloseButton","","","1","1","0","0","0","0","1","91232699","","500","300","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925230","1","-25","","","","","","","","","",""
"100001360","2","100001361","0","2","","","","","","","","","","","","","","","","","","","","","","90069832","90069833","91231012","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","","","","91925231","1","","","","","","","","","","",""
"100001361","2","100001363","3","","","","","","","","","","","","","","","","","","","","","","","","90069833","91231012","","1","FuncFly_Head","2","","","","0","1","1","0","","","","","","","","","","","","","","1","","","","","","",""
"100001362","3","100001363","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","","","","","1","91232699","90069834","1100","300","","","","","","","","","","","","1","1","0","0","","","","","","","","","91925000","","","","","","","","","","","",""
"100001363","3","100001364","2","","","","","","","","JewelButtonPanel","","","1","1","","","","","1","91232699","90069835","600","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"100001364","3","100001365","2","","","","","","","","JewelSetSSelectedItemEntry1","","","1","1","","","","","1","91232699","90069836","1000","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","91925233","","","","","","","","","","","",""
"100001365","3","100001366","2","","","","","","","","JewelLockedBtn","","","1","1","","","","","1","91232699","90069837","600","700","","","","","","","","","","","","1","1","0","0","","","","","","","","","91925234","","","","","","","","","","","",""
"100001366","3","0","2","","","","","","","","SelectedJewelList1","","","1","1","","","","","1","91232699","90069838","600","700","","","","","","","","","","","","1","1","0","0","","","0","","","","","","91925235","1","","","","","","","","","","",""
"100001370","2","100001371","0","2","","","","","","","","","","","","","","","","","","","","","","90069858","90069850","91231013","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","","","","91925250","1","","","","","","","","","","",""
"100001371","2","100001372","3","","","","","","","","","","","","","","","","","","","","","","","","90069850","91231013","","1","FuncFly_TongYong","","","","","0","1","1","0","","","","","","","","","","","","","","","","","","","","",""
"100001372","3","100001373","2","","","","","","","","ActivityPushButton","","","1","1","0","0","0","0","0","91232699","","","","","","","","","","","","","","","0","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100001373","3","100001374","2","","","","","","","","OpenBossHomeWidgetBtn","","","1","1","","","","","1","91232699","90069834","1100","350","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925000","","","","","","","","","","","",""
"100001374","3","0","1","","","","","","","","BossFieldBox","","","1","0","","","","","1","91232699","90069859","500","650","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925262","1","","","","","","","","","","",""
"100001380","2","100001381","0","2","","","","","","","","","","","","","","","","0","91232699","","","","","90069840","90069841","91232480","","1","FuncGet_Head","","","","(""SideMissionPanel"")","0","1","1","0","","1","","","10","0","","","","","","","","","","","","","","",""
"100001381","2","100001382","3","","","","","","","","","","","","","","","","","0","91232699","","","","","","90069841","91232480","","1","FuncFly_Richang","1","","","(""SideMissionPanel"")","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100001700","3","100001701","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069877","1100","500","","","","0","","","","","","","","1","1","0","0","","1","","","","0","","","91925349","","","","","","","","","","","",""
"100001701","3","100001702","2","","","","","","","","OpenBGSkillWidgetBtn","","","1","1","0","0","0","0","1","91232699","90069477","500","500","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","91925144","","","","1","","","","","","","",""
"100001702","3","100001703","2","","","","","","","","SkillPlusButton","","","1","1","","","","","1","91232699","90069382","700","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925145","","","","","","","","","","","",""
"100001703","3","0","1","","","","","","","","TalentChooseButton","","","1","0","","","","","1","91232699","90069385","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925146","","","","","","","","","","","",""
"100001710","2","100001711","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","","0","0","","90068001","90068002","91232422","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","","1","","","","","","","","","","",""
"100001711","2","0","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","","0","0","","","90068002","91232422","","1","FuncFly_Fuli","","","","","0","1","1","0","","","0","","","1","","","","","","","","","","","","","","",""
"100001720","3","100001721","2","","","","","","","","ServerActivityButton","","","1","1","0","0","0","0","1","91232699","90068009","1100","300","","","","","","","","","","","","1","1","0","0","","1","","","","1","","","91925350","","","","","","","","","","","",""
"100001721","0","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068010","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925351","","","","","","","","","","","",""
"100001730","2","100001731","0","2","","","","","","","","","","","","","","","","","","","","","","90068011","90068012","91232453","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100001731","2","100001733","3","","","","","","","","","","","","","","","","","","","","","","","","90068012","91232453","","1","FuncFly_BaoZang","","","","","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100001732","3","100001733","2","","","","","","","","ActivityPushButton","","","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","0","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100001733","3","100001734","2","","","","","","","","MPWidgetBaoZangButton","","","1","1","0","0","0","0","1","91232699","90068013","1100","300","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925352","","","","","","","","","","","",""
"100001734","0","100001737","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068014","500","900","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925353","","","","","","","","","","","",""
"100001735","3","100001736","2","","","","","","","","TreasureElementBtn","","","1","1","0","0","0","0","1","91232699","90068015","500","900","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925354","","","","","","","","","","","",""
"100001736","0","100001737","1","","","","","","","","PrizeOneBtn","","","1","0","0","0","0","0","1","91232699","90068016","500","900","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925355","","","","","","","","","","","",""
"100001737","3","100001738","2","","","","","","","","TreasureSpiritBtn","","","1","1","0","0","0","0","1","91232699","90068040","500","900","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925356","","","","","","","","","","","",""
"100001738","0","0","1","","","","","","","","","","","1","0","0","0","0","0","1","91232699","90068041","500","900","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","91925357","","","","","","","","","","","",""
"100001750","3","100001751","2","","","","","","","","AddDamageBtn1","","","1","0","0","0","0","0","1","91232699","90068019","800","500","","","","","","","","","","","","1","1","0","0","","1","","","","0","","","91925361","","","","","","","","","","","",""
"100001751","0","100001752","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068133","500","900","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100001752","3","100001753","2","","","","","","","","InspireReturnBtn","","","1","0","0","0","0","0","0","91232699","","","","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100001753","3","0","1","","","","","","","","AddExpButton1","","","1","0","0","0","0","0","1","91232699","90068020","800","500","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925362","","","","","","","","","","","",""
"100001760","2","100001761","0","2","","","","","","","","","","","","","","","","0","91232699","","","","","90068021","90068022","91232420","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100001761","2","100001762","3","","","","","","","","","","","","","","","","","0","91232699","","","","","","90068022","91232420","","1","FuncFly_HuiZhangShangDian","","","","","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100001762","3","100001763","2","","","","","","","","MPWidgetStoreButton","","","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100001763","3","100001764","2","","","","","","","","LegionShopButton","","","1","1","0","0","0","0","1","91232699","90068023","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925363","","","","","","","","","","","",""
"100001764","3","100001765","2","","","","","","","","SubButton2","","","1","1","0","0","0","0","1","91232699","90068024","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925364","","","","","","","","","","","",""
"100001765","0","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068025","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925365","","","","","","","","","","","",""
"100001770","2","100001771","0","2","","","","","","","","","","","","","","","","","","","","","","90068026","90068027","91200503","","1","FuncGet_Head","","","","(""TargetCanvasPanel"")","","","","","","1","","","","","","","","","","","","","","","","","","",""
"100001771","2","100001772","3","","","","","","","","","","","","","","","","","","","","","","","","90068027","91200503","","1","FuncFly_SevenDayTarget","","","","(""TargetCanvasPanel"")","","","","","","","","","","","","","","","","","","1","","","","","","",""
"100001772","3","100001773","2","","","","","","","","TargetWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068028","1100","300","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925366","","","","","","","","","","","",""
"100001773","0","100001776","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068029","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925367","","","","","","","","","","","",""
"100001774","3","100001775","2","","","","","","","","TargetKingWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068030","500","700","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925368","","","","","","","","","","","",""
"100001775","0","100001776","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068031","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","91925369","","","","","","","","","","","",""
"100001776","3","100001777","2","","","","","","","","TargetRewardWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068032","1000","500","","","","","","","","","","","","1","1","0","0","","","","","","1","","","91925370","","","","","","","","","","","",""
"100001777","0","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068033","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","91925371","","","","","","","","","","","",""
"100001780","0","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232556","90068035","500","700","","","","","","","","","","","","1","1","0","0","","1","1","","","1","","","91925372","","","","","","","","","","","",""
"100001800","3","0","2","","","","","","","","UIPatronSaintSkillButton","","1","1","1","0","0","0","0","1","91232699","90069321","1000","500","","","","","","","","","","","","0","1","0","0","","","","","","0","","","91925024","1","","","","","","","","","","",""
"100001810","3","0","2","","","","","","","","","","","0","0","0","0","0","0","0","91232699","90068039","336","824","","0","0","0","","","","","","","","0","1","0","0","","1","0","","","1","","","91925001","1","","UIQualityWidget","","","","","","","","",""
"100001830","2","100001831","0","2","","","","","","","","","","","","","","","","","","","","","","90068049","90068050","91232433","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","","","","","","","","","","","","","","","",""
"100001831","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90068050","91232433","","1","FuncFly_Head","2","","","","0","1","1","0","","","1","","","","","","","","","","","","","","","","","",""
"100001840","2","100001841","0","2","","","","","","","","","","","","","","","","","","","","","","90068051","90068052","91232457","","1","FuncGet_Head","","","","","0","1","1","0","","1","","","","","","","","","","","","","","","","","","",""
"100001841","2","0","3","","","","","","","","","","","","","","","","","","","","","","","","90068052","91232457","","1","FuncFly_Head","2","","","","0","1","1","0","","","1","","","","","","","","","","","","","","","","","",""
"100002110","3","100002111","2","","","","","","","","OpenFireWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068066","1100","700","","0","0","0","","","","","","","","1","1","0","0","","1","","","","0","","","","","","","1","","","","","","","",""
"100002111","3","100002112","2","","","","","","","","FireSkillBtn","","","1","1","0","0","0","0","1","91232699","90068132","500","500","","0","0","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002112","3","100002113","2","","","","","","","","TinderSkill_slock1","","","1","1","0","0","0","0","1","91232699","90068067","500","700","","0","0","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002113","3","100002114","2","","","","","","","","TinderSkillUnlockBtn","","","1","1","0","0","0","0","1","91232699","90068067","500","700","","0","0","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002114","3","100002115","2","","","","","","","","FireUnlockBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","0","0","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002115","3","0","2","","","","","","","","FireZhuangBeiButton","","","1","1","0","0","0","0","1","91232699","90068068","500","700","","0","0","0","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"100002120","2","100002121","0","2","","","","","","","","","","0","0","0","0","0","0","0","","0","0","0","","90068069","90068070","91232412","","1","FuncGet_Head","","","","(""MPWidgetSpiritButtonPanel"")","1","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002121","2","100002123","3","","","","","","","","","","","0","0","0","0","0","0","0","","0","0","0","","","90068070","91232412","","1","FuncFly_Head","2","","","(""MPWidgetSpiritButtonPanel"")","1","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002122","3","100002123","2","","","","","","","","ShowOperateWidgetBtn","","","0","1","0","0","0","0","0","","","","","","0","0","0","0","0","","","","","","0","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002123","3","100002124","2","","","","","","","","MPWidgetPokedexButtonPanel","","","0","1","0","0","0","0","1","91232699","90068071","900","400","","0","0","0","0","0","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002124","3","100002125","1","","","","","","","","GotoActivate","","","1","0","","","","","1","91232699","90068072","700","700","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002125","3","100002126","2","","","","","","","","PokedeChange","","","1","1","","","","","1","91232699","90068073","700","700","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"100002126","3","0","1","","","","","","","","ResolveJingPo","","","1","0","","","","","1","91232699","90068074","700","700","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002127","3","100002128","2","","","","","","","","Button_Oracle","","","1","1","","","","","1","91232699","90068075","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002128","3","100002129","2","","","","","","","","PokedexJiHuo","","","1","1","","","","","1","91232699","90068076","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002129","3","100002130","1","","","","","","","","PokedLevelup","","","1","0","","","","","1","91232699","90068077","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002130","3","100002131","1","","","","","","","","ResolveSuiPian","","","1","0","","","","","1","91232699","90068078","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002131","3","100002132","2","","","","","","","","Button_GongMing","","","1","1","","","","","1","91232699","90068079","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","",""
"100002132","3","0","1","","","","","","","","","","","1","0","","","","","1","91232699","90068080","","","","","","","","","","","","","","","","","","","","0","","","0","","","","","","","","","","","","","","",""
"100002140","2","100002141","0","2","","","","","","","","","","0","0","0","0","0","0","0","","0","0","0","","90068081","90068082","91232412","","1","FuncGet_Head","","","","(""MPWidgetSpiritButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002141","2","0","3","","","","","","","","","","","0","0","0","0","0","0","0","","0","0","0","","","90068082","91232412","","1","FuncFly_Head","2","","","(""MPWidgetSpiritButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","","","","","","","",""
"100002150","2","100002151","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068087","90068088","91232408","","1","FuncGet_Head","","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002151","2","100002153","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068088","91232408","","1","FuncFly_Head","2","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002152","3","100002153","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002153","3","100002154","2","","","","","","","","OpenItemUpgradeWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068089","1100","700","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002154","3","100002155","2","","","","","","","","SwitchToItemExcellentWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068090","500","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002155","3","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068091","500","550","","","","0","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002160","2","100002161","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068099","90068100","91200504","","1","FuncGet_Head","","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002161","2","100002163","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068100","91200504","","1","FuncFly_Head","2","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002162","3","100002163","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002163","3","100002164","2","","","","","","","","OpenItemUpgradeWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068101","1100","700","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002164","3","100002165","2","","","","","","","","FuMoWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068102","500","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002165","3","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068103","500","550","","","","0","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002170","2","100002171","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068104","90068105","91200505","","1","FuncGet_Head","","","","(""MPWidgetAchievementButtonPanel"")","1","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002171","2","100002173","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068105","91200505","","1","FuncFly_Head","2","","","(""MPWidgetAchievementButtonPanel"")","1","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002172","3","100002173","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002173","3","100002174","2","","","","","","","","Button_BGNature","","","1","1","","","","","1","91232699","90068106","1100","700","","","","","","","","","","","","0","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002174","3","100002175","2","","","","","","","","SkyEquipButton","","","1","1","0","0","0","0","0","91232699","90068107","500","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002175","3","0","1","","","","","","","","SkyEquipRecoveryBtn","","","1","0","0","0","0","0","1","91232699","90068108","500","700","","","","0","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002180","2","100002181","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068119","90068120","91290475","","1","FuncGet_Head","","","","(""MPWidgetAchievementButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002181","2","100002183","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068120","91290475","","1","FuncFly_Head","2","","","(""MPWidgetAchievementButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002182","3","100002183","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002183","3","100002184","2","","","","","","","","DeityButton","","","1","1","0","0","0","0","1","91232699","90068121","1100","300","","","","","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002184","3","100002185","1","","","","","","","","","","","1","0","0","0","0","0","1","91232699","90068122","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002185","3","100002186","2","","","","","","","","CooperateXiePanel","","","1","1","0","0","0","0","1","91232699","90068123","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002186","3","0","1","","","","","","","","","","","1","0","0","0","0","0","1","91232699","90068124","700","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002190","2","100002191","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068113","90068114","91232465","","1","FuncGet_Head","","","","","0","0","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002191","2","100002193","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068114","91232465","","1","FuncFly_Head","2","","","","0","0","1","0","","","","","","0","","","","","","","","1","","","","","","",""
"100002192","3","100002193","2","","","","","","","","ShowOperateWidgetBtn","","","1","1","0","0","0","0","0","91232699","0","0","0","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002193","3","100002194","2","","","","","","","","WingFeatherButton","","","1","1","0","0","0","0","1","91232699","90068115","1100","400","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100002194","3","100002195","2","","","","","","","","DiaoWenWFeatherPanel","","","1","1","0","0","0","0","1","91232699","90068116","500","700","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002195","3","100002196","1","","","","","","","","FeatherHeartFu","","","1","0","0","0","0","0","1","91232699","90068117","500","700","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100002196","3","0","1","","","","","","","","FeatherHeartZhu","","","1","0","0","0","0","0","1","91232699","90068118","500","700","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100002200","2","100002201","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068125","90068126","91200506","","1","FuncGet_Head","","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100002201","2","100002203","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068126","91200506","","1","FuncFly_Head","2","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","","","",""
