"AttributeId","ClassType","Level","NextLevelExp","MoveSpeedForce","MaxBagCount","EnergyBackValue","EnergyBackTime","EnergyMax","RandomItem","SpecialRandomItem","RandomTreasure","AttPermanent","SkillCount","PassiveSkillCount","SpriteCount","AttArray","BaseExp","BaseCoin","DailyMissionLibrary","AgainstMissionLibrary","TargetGsValue","TalentNum","AddPoints","MeditationExpAddition","MeditationStandardGs","PureHurtAttArray","MarryMissionLibrary","ReplyEnergy"
"21050749","6","749","114773965","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3269090,0,1,4,5,859132,0,1,4,6,894199,0,1,4,7,1233731,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","75","0","0","106301740","0","","0.6","42520700","","",""
"21050750","6","750","115231465","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3361978,0,1,4,5,883541,0,1,4,6,919605,0,1,4,7,1268778,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","75","0","0","109016850","0","","0.6","43606740","","",""
"21050751","6","751","115689575","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3378128,0,1,4,5,887783,0,1,4,6,924019,0,1,4,7,1274864,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","109550180","0","","0.6","43820070","","",""
"21050752","6","752","116149047","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3394277,0,1,4,5,892024,0,1,4,6,928433,0,1,4,7,1280949,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","110083450","0","","0.6","44033380","","",""
"21050753","6","753","116609130","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3410427,0,1,4,5,896264,0,1,4,6,932846,0,1,4,7,1287035,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","110616760","0","","0.6","44246710","","",""
"21050754","6","754","117070578","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3426569,0,1,4,5,900503,0,1,4,6,937259,0,1,4,7,1293118,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","111149950","0","","0.6","44459980","","",""
"21050755","6","755","117533393","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3442718,0,1,4,5,904742,0,1,4,6,941671,0,1,4,7,1299204,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","111683210","0","","0.6","44673290","","",""
"21050756","6","756","117997577","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3458867,0,1,4,5,908981,0,1,4,6,946082,0,1,4,7,1305289,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","112216530","0","","0.6","44886620","","",""
"21050757","6","757","118462375","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3475017,0,1,4,5,913218,0,1,4,6,950493,0,1,4,7,1311375,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","112749790","0","","0.6","45099920","","",""
"21050758","6","758","118928545","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3491166,0,1,4,5,917455,0,1,4,6,954903,0,1,4,7,1317461,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","113283120","0","","0.6","45313250","","",""
"21050759","6","759","119395330","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3507316,0,1,4,5,921692,0,1,4,6,959313,0,1,4,7,1323546,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","113816440","0","","0.6","45526580","","",""
"21050760","6","760","119865010","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3604271,0,1,4,5,947165,0,1,4,6,985825,0,1,4,7,1360126,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","116648920","0","","0.6","46659570","","",""
"21050761","6","761","120335308","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3620791,0,1,4,5,951497,0,1,4,6,990334,0,1,4,7,1366351,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","117192920","0","","0.6","46877170","","",""
"21050762","6","762","120806986","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3637311,0,1,4,5,955829,0,1,4,6,994843,0,1,4,7,1372576,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","117736900","0","","0.6","47094760","","",""
"21050763","6","763","121279283","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3653830,0,1,4,5,960160,0,1,4,6,999351,0,1,4,7,1378801,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","118280720","0","","0.6","47312290","","",""
"21050764","6","764","121752963","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3670350,0,1,4,5,964491,0,1,4,6,1003858,0,1,4,7,1385027,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","118824700","0","","0.6","47529880","","",""
"21050765","6","765","122228028","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3686870,0,1,4,5,968821,0,1,4,6,1008365,0,1,4,7,1391252,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","119368650","0","","0.6","47747460","","",""
"21050766","6","766","122704480","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3703390,0,1,4,5,973150,0,1,4,6,1012870,0,1,4,7,1397477,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","119912640","0","","0.6","47965060","","",""
"21050767","6","767","123181554","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3719902,0,1,4,5,977478,0,1,4,6,1017376,0,1,4,7,1403700,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","76","0","0","120456510","0","","0.6","48182610","","",""
"21050768","6","768","123660018","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3736422,0,1,4,5,981807,0,1,4,6,1021881,0,1,4,7,1409925,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","121000450","0","","0.6","48400180","","",""
"21050769","6","769","124139105","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3752942,0,1,4,5,986134,0,1,4,6,1026385,0,1,4,7,1416150,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","121544440","0","","0.6","48617780","","",""
"21050770","6","770","124621125","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3853979,0,1,4,5,1012669,0,1,4,6,1054002,0,1,4,7,1454267,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","124494530","0","","0.6","49797820","","",""
"21050771","6","771","125103771","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3870869,0,1,4,5,1017091,0,1,4,6,1058606,0,1,4,7,1460632,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","125049140","0","","0.6","50019660","","",""
"21050772","6","772","125587815","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3887759,0,1,4,5,1021514,0,1,4,6,1063209,0,1,4,7,1466997,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","125603820","0","","0.6","50241530","","",""
"21050773","6","773","126072486","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3904649,0,1,4,5,1025936,0,1,4,6,1067811,0,1,4,7,1473362,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","126158430","0","","0.6","50463370","","",""
"21050774","6","774","126558558","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3921532,0,1,4,5,1030357,0,1,4,6,1072413,0,1,4,7,1479724,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","126712960","0","","0.6","50685190","","",""
"21050775","6","775","127046033","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3938422,0,1,4,5,1034777,0,1,4,6,1077013,0,1,4,7,1486089,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","127267490","0","","0.6","50907000","","",""
"21050776","6","776","127534913","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3955312,0,1,4,5,1039197,0,1,4,6,1081614,0,1,4,7,1492453,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","127822120","0","","0.6","51128850","","",""
"21050777","6","777","128024423","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3972203,0,1,4,5,1043617,0,1,4,6,1086214,0,1,4,7,1498818,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","128376790","0","","0.6","51350720","","",""
"21050778","6","778","128515341","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,3989093,0,1,4,5,1048035,0,1,4,6,1090812,0,1,4,7,1505183,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","128931450","0","","0.6","51572580","","",""
"21050779","6","779","129006890","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,4005983,0,1,4,5,1052453,0,1,4,6,1095411,0,1,4,7,1511548,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","129486070","0","","0.6","51794430","","",""
"21050780","6","780","129501410","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,4111086,0,1,4,5,1080048,0,1,4,6,1124132,0,1,4,7,1551198,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","132553440","0","","0.6","53021380","","",""
"21050781","6","781","129996564","1000","100","6","3600","100","(70500271, 70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271,70500271)","","(19000001,19000002,19000003,19000004,19000005,19000006)","(1,0,2,0,3,0,4,0)","3","5","5","(4,31,500,0,1,4,8,4128347,0,1,4,5,1084561,0,1,4,6,1128830,0,1,4,7,1557702,0,1,4,9,20,0,1,4,10,0,0,1,4,11,0,0,1,4,12,0,0,1,4,13,2,0,1,4,14,0.5,0,1,4,15,0,0,1,4,16,0,0,1,4,17,0,0,1,4,18,0,0,1,4,19,0,0,1,4,20,0,0,1,4,21,0,0,1,4,22,0,0,1,4,23,0,0,1,4,24,0,0,1,4,25,1,0,1,4,26,0,0,1,4,27,1,0,1,4,36,100,0,1)","0","77","0","0","133118790","0","","0.6","53247520","","",""
