"AttributeId","PropertyID","PropertyMaxLimit","GoldCost","DiamondCost","MaterialID","MaterialCost","GoldSuccinctEffectChance","DiamondSuccinctEffectChance","GoldSuccinctAttUpChance","GoldPropertyChangeRange","DiamondSuccinctAttUpChance","DiamondPropertyChangeRange","Noticeld","MaterialShopID"
"43050246","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050247","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050248","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050249","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050250","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050251","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050252","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050253","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050254","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050255","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050256","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050257","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050258","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050259","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050260","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050261","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050262","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050263","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050264","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050265","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050266","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050267","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050268","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050269","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050270","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050271","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050272","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050273","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050274","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050275","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050276","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050277","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050278","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050279","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43050280","(8,7,12)","(560,280,90,1350,680,230,3380,1690,560,8780,4390,1460,23850,11930,3980,67500,33750,11250,198000,99000,33000,603000,301500,100500,1908000,954000,318000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-60,-1,1,60)","93000158","35011008"
"43060001","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060002","(8,7,10)","(560,280,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060003","(8,7,10)","(560,280,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060004","(8,7,10)","(560,280,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060005","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060006","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060007","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060008","(8,7,10)","(560,280,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060009","(8,7,10)","(560,280,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060010","(8,7,10)","(560,280,50,1350,680,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060011","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060012","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060013","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060014","(8,7,10)","(560,280,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060015","(8,7,10)","(560,280,50,1350,680,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060016","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060017","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060018","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060019","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060020","(8,7,10)","(560,280,50,1350,680,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060021","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060022","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060023","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060024","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060025","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060026","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060027","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060028","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060029","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060030","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060031","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060032","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060033","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060034","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060035","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060036","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500,603000,301500,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000158","35011008"
"43060037","(8,7,10)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060038","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060039","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
"43060040","(8,7,10)","(560,280,50,1350,680,110,3380,1690,280,8780,4390,730,23850,11930,1990,67500,33750,5630,198000,99000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","(100,100,100)","(-374,-1,1,374,-187,-1,1,187,-30,-1,1,30)","93000037","35011008"
