"AttributeId","UpgradeCost","RecoveryReward","DiamondRecoveryMoney","DiamondRecoveryCost"
"69017181","(26,23895)","(26,2667998)","(26,3334997)","(4,141354)"
"69017182","(26,23895)","(26,2687114)","(26,3358892)","(4,143518)"
"69017183","(26,23895)","(26,2706230)","(26,3382787)","(4,145703)"
"69017184","(26,23895)","(26,2725346)","(26,3406682)","(4,147909)"
"69017185","(26,23895)","(26,2744462)","(26,3430577)","(4,150137)"
"69017186","(26,23895)","(26,2763578)","(26,3454472)","(4,152387)"
"69017187","(26,23895)","(26,2782694)","(26,3478367)","(4,154658)"
"69017188","(26,23895)","(26,2801810)","(26,3502262)","(4,156951)"
"69017189","(26,23895)","(26,2820926)","(26,3526157)","(4,159266)"
"69017190","(26,23895)","(26,2840042)","(26,3550052)","(4,161603)"
"69017191","(26,23895)","(26,2859158)","(26,3573947)","(4,163962)"
"69017192","(26,23895)","(26,2878274)","(26,3597842)","(4,166343)"
"69017193","(26,23895)","(26,2897390)","(26,3621737)","(4,168747)"
"69017194","(26,23895)","(26,2916506)","(26,3645632)","(4,171173)"
"69017195","(26,23895)","(26,2935622)","(26,3669527)","(4,173621)"
"69017196","(26,23895)","(26,2954738)","(26,3693422)","(4,176092)"
"69017197","(26,23895)","(26,2973854)","(26,3717317)","(4,178586)"
"69017198","(26,23895)","(26,2992970)","(26,3741212)","(4,181102)"
"69017199","(26,23895)","(26,3012086)","(26,3765107)","(4,183641)"
"69017200","","(26,3031202)","(26,3789002)","(4,186203)"
"69018001","(26,2400)","(26,9600)","",""
"69018002","(26,2520)","(26,9600)","(26,12000)","(4,5)"
"69018003","(26,2640)","(26,11616)","(26,14520)","(4,9)"
"69018004","(26,2760)","(26,13728)","(26,17160)","(4,14)"
"69018005","(26,2880)","(26,15936)","(26,19920)","(4,20)"
"69018006","(26,3000)","(26,18240)","(26,22800)","(4,28)"
"69018007","(26,3120)","(26,20640)","(26,25800)","(4,37)"
"69018008","(26,3240)","(26,23136)","(26,28920)","(4,47)"
"69018009","(26,3360)","(26,25728)","(26,32160)","(4,58)"
"69018010","(26,3480)","(26,28416)","(26,35520)","(4,72)"
"69018011","(26,3600)","(26,31200)","(26,39000)","(4,86)"
"69018012","(26,3720)","(26,34080)","(26,42600)","(4,103)"
"69018013","(26,3840)","(26,37056)","(26,46320)","(4,121)"
"69018014","(26,3960)","(26,40128)","(26,50160)","(4,141)"
"69018015","(26,4080)","(26,43296)","(26,54120)","(4,163)"
"69018016","(26,4200)","(26,46560)","(26,58200)","(4,187)"
"69018017","(26,4320)","(26,49920)","(26,62400)","(4,213)"
"69018018","(26,4440)","(26,53376)","(26,66720)","(4,241)"
"69018019","(26,4560)","(26,56928)","(26,71160)","(4,271)"
"69018020","(26,4680)","(26,60576)","(26,75720)","(4,303)"
"69018021","(26,4800)","(26,64320)","(26,80400)","(4,338)"
"69018022","(26,4920)","(26,68160)","(26,85200)","(4,375)"
"69018023","(26,5040)","(26,72096)","(26,90120)","(4,415)"
"69018024","(26,5160)","(26,76128)","(26,95160)","(4,457)"
"69018025","(26,5280)","(26,80256)","(26,100320)","(4,502)"
"69018026","(26,5400)","(26,84480)","(26,105600)","(4,550)"
"69018027","(26,5520)","(26,88800)","(26,111000)","(4,600)"
"69018028","(26,5640)","(26,93216)","(26,116520)","(4,653)"
"69018029","(26,5760)","(26,97728)","(26,122160)","(4,709)"
"69018030","(26,5880)","(26,102336)","(26,127920)","(4,768)"
"69018031","(26,6000)","(26,107040)","(26,133800)","(4,830)"
"69018032","(26,6120)","(26,111840)","(26,139800)","(4,895)"
"69018033","(26,6240)","(26,116736)","(26,145920)","(4,964)"
"69018034","(26,6360)","(26,121728)","(26,152160)","(4,1035)"
"69018035","(26,6480)","(26,126816)","(26,158520)","(4,1110)"
"69018036","(26,6600)","(26,132000)","(26,165000)","(4,1188)"
"69018037","(26,6720)","(26,137280)","(26,171600)","(4,1270)"
"69018038","(26,6840)","(26,142656)","(26,178320)","(4,1356)"
"69018039","(26,6960)","(26,148128)","(26,185160)","(4,1445)"
"69018040","(26,7080)","(26,153696)","(26,192120)","(4,1537)"
"69018041","(26,7200)","(26,159360)","(26,199200)","(4,1634)"
"69018042","(26,7320)","(26,165120)","(26,206400)","(4,1734)"
"69018043","(26,7440)","(26,170976)","(26,213720)","(4,1838)"
"69018044","(26,7560)","(26,176928)","(26,221160)","(4,1947)"
"69018045","(26,7680)","(26,182976)","(26,228720)","(4,2059)"
"69018046","(26,7800)","(26,189120)","(26,236400)","(4,2175)"
"69018047","(26,7920)","(26,195360)","(26,244200)","(4,2296)"
"69018048","(26,8040)","(26,201696)","(26,252120)","(4,2421)"
"69018049","(26,8160)","(26,208128)","(26,260160)","(4,2550)"
"69018050","(26,8280)","(26,214656)","(26,268320)","(4,2684)"
"69018051","(26,8400)","(26,221280)","(26,276600)","(4,2822)"
"69018052","(26,8520)","(26,228000)","(26,285000)","(4,2964)"
"69018053","(26,8640)","(26,234816)","(26,293520)","(4,3112)"
"69018054","(26,8760)","(26,241728)","(26,302160)","(4,3264)"
"69018055","(26,8880)","(26,248736)","(26,310920)","(4,3421)"
"69018056","(26,9000)","(26,255840)","(26,319800)","(4,3582)"
"69018057","(26,9120)","(26,263040)","(26,328800)","(4,3749)"
"69018058","(26,9240)","(26,270336)","(26,337920)","(4,3920)"
"69018059","(26,9360)","(26,277728)","(26,347160)","(4,4097)"
"69018060","(26,9480)","(26,285216)","(26,356520)","(4,4279)"
"69018061","(26,9600)","(26,292800)","(26,366000)","(4,4466)"
"69018062","(26,9720)","(26,300480)","(26,375600)","(4,4658)"
"69018063","(26,9840)","(26,308256)","(26,385320)","(4,4856)"
"69018064","(26,9960)","(26,316128)","(26,395160)","(4,5059)"
"69018065","(26,10080)","(26,324096)","(26,405120)","(4,5267)"
"69018066","(26,10200)","(26,332160)","(26,415200)","(4,5481)"
"69018067","(26,10320)","(26,340320)","(26,425400)","(4,5701)"
"69018068","(26,10440)","(26,348576)","(26,435720)","(4,5926)"
"69018069","(26,10560)","(26,356928)","(26,446160)","(4,6158)"
"69018070","(26,10680)","(26,365376)","(26,456720)","(4,6395)"
"69018071","(26,10800)","(26,373920)","(26,467400)","(4,6638)"
"69018072","(26,10920)","(26,382560)","(26,478200)","(4,6887)"
"69018073","(26,11040)","(26,391296)","(26,489120)","(4,7142)"
"69018074","(26,11160)","(26,400128)","(26,500160)","(4,7403)"
"69018075","(26,11280)","(26,409056)","(26,511320)","(4,7670)"
"69018076","(26,11400)","(26,418080)","(26,522600)","(4,7944)"
"69018077","(26,11520)","(26,427200)","(26,534000)","(4,8224)"
"69018078","(26,11640)","(26,436416)","(26,545520)","(4,8511)"
"69018079","(26,11760)","(26,445728)","(26,557160)","(4,8804)"
"69018080","(26,11880)","(26,455136)","(26,568920)","(4,9103)"
"69018081","(26,12000)","(26,464640)","(26,580800)","(4,9409)"
"69018082","(26,12120)","(26,474240)","(26,592800)","(4,9722)"
"69018083","(26,12240)","(26,483936)","(26,604920)","(4,10042)"
"69018084","(26,12360)","(26,493728)","(26,617160)","(4,10369)"
"69018085","(26,12480)","(26,503616)","(26,629520)","(4,10702)"
"69018086","(26,12600)","(26,513600)","(26,642000)","(4,11043)"
"69018087","(26,12720)","(26,523680)","(26,654600)","(4,11391)"
"69018088","(26,12840)","(26,533856)","(26,667320)","(4,11745)"
"69018089","(26,12960)","(26,544128)","(26,680160)","(4,12107)"
"69018090","(26,13080)","(26,554496)","(26,693120)","(4,12477)"
"69018091","(26,13200)","(26,564960)","(26,706200)","(4,12853)"
"69018092","(26,13320)","(26,575520)","(26,719400)","(4,13237)"
"69018093","(26,13440)","(26,586176)","(26,732720)","(4,13629)"
"69018094","(26,13560)","(26,596928)","(26,746160)","(4,14028)"
"69018095","(26,13680)","(26,607776)","(26,759720)","(4,14435)"
"69018096","(26,13800)","(26,618720)","(26,773400)","(4,14850)"
"69018097","(26,13920)","(26,629760)","(26,787200)","(4,15272)"
"69018098","(26,14040)","(26,640896)","(26,801120)","(4,15702)"
"69018099","(26,14160)","(26,652128)","(26,815160)","(4,16141)"
"69018100","(26,14160)","(26,663456)","(26,829320)","(4,16587)"
"69018101","(26,14160)","(26,674784)","(26,843480)","(4,17039)"
"69018102","(26,14160)","(26,686112)","(26,857640)","(4,17498)"
"69018103","(26,14160)","(26,697440)","(26,871800)","(4,17965)"
"69018104","(26,14160)","(26,708768)","(26,885960)","(4,18439)"
"69018105","(26,14160)","(26,720096)","(26,900120)","(4,18921)"
"69018106","(26,14160)","(26,731424)","(26,914280)","(4,19411)"
"69018107","(26,14160)","(26,742752)","(26,928440)","(4,19909)"
"69018108","(26,14160)","(26,754080)","(26,942600)","(4,20415)"
"69018109","(26,14160)","(26,765408)","(26,956760)","(4,20929)"
"69018110","(26,14160)","(26,776736)","(26,970920)","(4,21451)"
"69018111","(26,14160)","(26,788064)","(26,985080)","(4,21981)"
"69018112","(26,14160)","(26,799392)","(26,999240)","(4,22519)"
"69018113","(26,14160)","(26,810720)","(26,1013400)","(4,23065)"
"69018114","(26,14160)","(26,822048)","(26,1027560)","(4,23619)"
"69018115","(26,14160)","(26,833376)","(26,1041720)","(4,24182)"
"69018116","(26,14160)","(26,844704)","(26,1055880)","(4,24753)"
"69018117","(26,14160)","(26,856032)","(26,1070040)","(4,25332)"
"69018118","(26,14160)","(26,867360)","(26,1084200)","(4,25920)"
"69018119","(26,14160)","(26,878688)","(26,1098360)","(4,26516)"
"69018120","(26,14160)","(26,890016)","(26,1112520)","(4,27121)"
"69018121","(26,14160)","(26,901344)","(26,1126680)","(4,27735)"
"69018122","(26,14160)","(26,912672)","(26,1140840)","(4,28357)"
"69018123","(26,14160)","(26,924000)","(26,1155000)","(4,28988)"
"69018124","(26,14160)","(26,935328)","(26,1169160)","(4,29628)"
"69018125","(26,14160)","(26,946656)","(26,1183320)","(4,30276)"
"69018126","(26,14160)","(26,957984)","(26,1197480)","(4,30933)"
"69018127","(26,14160)","(26,969312)","(26,1211640)","(4,31599)"
"69018128","(26,14160)","(26,980640)","(26,1225800)","(4,32274)"
"69018129","(26,14160)","(26,991968)","(26,1239960)","(4,32958)"
"69018130","(26,14160)","(26,1003296)","(26,1254120)","(4,33651)"
"69018131","(26,14160)","(26,1014624)","(26,1268280)","(4,34353)"
"69018132","(26,14160)","(26,1025952)","(26,1282440)","(4,35065)"
"69018133","(26,14160)","(26,1037280)","(26,1296600)","(4,35786)"
"69018134","(26,14160)","(26,1048608)","(26,1310760)","(4,36516)"
"69018135","(26,14160)","(26,1059936)","(26,1324920)","(4,37255)"
"69018136","(26,14160)","(26,1071264)","(26,1339080)","(4,38004)"
"69018137","(26,14160)","(26,1082592)","(26,1353240)","(4,38762)"
"69018138","(26,14160)","(26,1093920)","(26,1367400)","(4,39530)"
"69018139","(26,14160)","(26,1105248)","(26,1381560)","(4,40307)"
"69018140","(26,14160)","(26,1116576)","(26,1395720)","(4,41094)"
"69018141","(26,14160)","(26,1127904)","(26,1409880)","(4,41891)"
"69018142","(26,14160)","(26,1139232)","(26,1424040)","(4,42697)"
"69018143","(26,14160)","(26,1150560)","(26,1438200)","(4,43513)"
"69018144","(26,14160)","(26,1161888)","(26,1452360)","(4,44339)"
"69018145","(26,14160)","(26,1173216)","(26,1466520)","(4,45175)"
"69018146","(26,14160)","(26,1184544)","(26,1480680)","(4,46020)"
"69018147","(26,14160)","(26,1195872)","(26,1494840)","(4,46875)"
"69018148","(26,14160)","(26,1207200)","(26,1509000)","(4,47740)"
"69018149","(26,14160)","(26,1218528)","(26,1523160)","(4,48615)"
"69018150","(26,14160)","(26,1229856)","(26,1537320)","(4,49501)"
"69018151","(26,14160)","(26,1241184)","(26,1551480)","(4,50397)"
"69018152","(26,14160)","(26,1252512)","(26,1565640)","(4,51303)"
"69018153","(26,14160)","(26,1263840)","(26,1579800)","(4,52219)"
"69018154","(26,14160)","(26,1275168)","(26,1593960)","(4,53145)"
"69018155","(26,14160)","(26,1286496)","(26,1608120)","(4,54082)"
"69018156","(26,14160)","(26,1297824)","(26,1622280)","(4,55029)"
"69018157","(26,14160)","(26,1309152)","(26,1636440)","(4,55987)"
"69018158","(26,14160)","(26,1320480)","(26,1650600)","(4,56955)"
"69018159","(26,14160)","(26,1331808)","(26,1664760)","(4,57934)"
"69018160","(26,14160)","(26,1343136)","(26,1678920)","(4,58923)"
"69018161","(26,14160)","(26,1354464)","(26,1693080)","(4,59923)"
"69018162","(26,14160)","(26,1365792)","(26,1707240)","(4,60933)"
"69018163","(26,14160)","(26,1377120)","(26,1721400)","(4,61954)"
"69018164","(26,14160)","(26,1388448)","(26,1735560)","(4,62986)"
"69018165","(26,14160)","(26,1399776)","(26,1749720)","(4,64029)"
"69018166","(26,14160)","(26,1411104)","(26,1763880)","(4,65083)"
"69018167","(26,14160)","(26,1422432)","(26,1778040)","(4,66148)"
"69018168","(26,14160)","(26,1433760)","(26,1792200)","(4,67224)"
"69018169","(26,14160)","(26,1445088)","(26,1806360)","(4,68311)"
"69018170","(26,14160)","(26,1456416)","(26,1820520)","(4,69409)"
"69018171","(26,14160)","(26,1467744)","(26,1834680)","(4,70518)"
"69018172","(26,14160)","(26,1479072)","(26,1848840)","(4,71638)"
"69018173","(26,14160)","(26,1490400)","(26,1863000)","(4,72769)"
"69018174","(26,14160)","(26,1501728)","(26,1877160)","(4,73911)"
"69018175","(26,14160)","(26,1513056)","(26,1891320)","(4,75065)"
"69018176","(26,14160)","(26,1524384)","(26,1905480)","(4,76230)"
"69018177","(26,14160)","(26,1535712)","(26,1919640)","(4,77407)"
"69018178","(26,14160)","(26,1547040)","(26,1933800)","(4,78595)"
"69018179","(26,14160)","(26,1558368)","(26,1947960)","(4,79795)"
"69018180","(26,14160)","(26,1569696)","(26,1962120)","(4,81006)"
"69018181","(26,14160)","(26,1581024)","(26,1976280)","(4,82229)"
"69018182","(26,14160)","(26,1592352)","(26,1990440)","(4,83463)"
"69018183","(26,14160)","(26,1603680)","(26,2004600)","(4,84709)"
"69018184","(26,14160)","(26,1615008)","(26,2018760)","(4,85967)"
"69018185","(26,14160)","(26,1626336)","(26,2032920)","(4,87237)"
"69018186","(26,14160)","(26,1637664)","(26,2047080)","(4,88518)"
"69018187","(26,14160)","(26,1648992)","(26,2061240)","(4,89811)"
"69018188","(26,14160)","(26,1660320)","(26,2075400)","(4,91116)"
"69018189","(26,14160)","(26,1671648)","(26,2089560)","(4,92433)"
"69018190","(26,14160)","(26,1682976)","(26,2103720)","(4,93762)"
"69018191","(26,14160)","(26,1694304)","(26,2117880)","(4,95103)"
"69018192","(26,14160)","(26,1705632)","(26,2132040)","(4,96456)"
"69018193","(26,14160)","(26,1716960)","(26,2146200)","(4,97822)"
"69018194","(26,14160)","(26,1728288)","(26,2160360)","(4,99200)"
"69018195","(26,14160)","(26,1739616)","(26,2174520)","(4,100590)"
"69018196","(26,14160)","(26,1750944)","(26,2188680)","(4,101992)"
"69018197","(26,14160)","(26,1762272)","(26,2202840)","(4,103407)"
"69018198","(26,14160)","(26,1773600)","(26,2217000)","(4,104834)"
"69018199","(26,14160)","(26,1784928)","(26,2231160)","(4,106274)"
"69018200","","(26,1796256)","(26,2245320)","(4,107726)"
"69019001","(26,3200)","(26,16720)","",""
"69019002","(26,3360)","(26,16720)","(26,16000)","(4,7)"
"69019003","(26,3520)","(26,20232)","(26,19360)","(4,12)"
"69019004","(26,3680)","(26,23910)","(26,22880)","(4,19)"
"69019005","(26,3840)","(26,27756)","(26,26560)","(4,27)"
"69019006","(26,4000)","(26,31768)","(26,30400)","(4,37)"
"69019007","(26,4160)","(26,35948)","(26,34400)","(4,49)"
"69019008","(26,4320)","(26,40296)","(26,38560)","(4,62)"
"69019009","(26,4480)","(26,44810)","(26,42880)","(4,78)"
"69019010","(26,4640)","(26,49492)","(26,47360)","(4,95)"
"69019011","(26,4800)","(26,54340)","(26,52000)","(4,115)"
"69019012","(26,4960)","(26,59356)","(26,56800)","(4,137)"
"69019013","(26,5120)","(26,64540)","(26,61760)","(4,161)"
"69019014","(26,5280)","(26,69890)","(26,66880)","(4,188)"
"69019015","(26,5440)","(26,75408)","(26,72160)","(4,217)"
"69019016","(26,5600)","(26,81092)","(26,77600)","(4,249)"
"69019017","(26,5760)","(26,86944)","(26,83200)","(4,283)"
"69019018","(26,5920)","(26,92964)","(26,88960)","(4,321)"
"69019019","(26,6080)","(26,99150)","(26,94880)","(4,361)"
"69019020","(26,6240)","(26,105504)","(26,100960)","(4,404)"
"69019021","(26,6400)","(26,112024)","(26,107200)","(4,451)"
"69019022","(26,6560)","(26,118712)","(26,113600)","(4,500)"
"69019023","(26,6720)","(26,125568)","(26,120160)","(4,553)"
"69019024","(26,6880)","(26,132590)","(26,126880)","(4,610)"
"69019025","(26,7040)","(26,139780)","(26,133760)","(4,669)"
"69019026","(26,7200)","(26,147136)","(26,140800)","(4,733)"
"69019027","(26,7360)","(26,154660)","(26,148000)","(4,800)"
"69019028","(26,7520)","(26,162352)","(26,155360)","(4,871)"
"69019029","(26,7680)","(26,170210)","(26,162880)","(4,945)"
"69019030","(26,7840)","(26,178236)","(26,170560)","(4,1024)"
"69019031","(26,8000)","(26,186428)","(26,178400)","(4,1107)"
"69019032","(26,8160)","(26,194788)","(26,186400)","(4,1193)"
"69019033","(26,8320)","(26,203316)","(26,194560)","(4,1285)"
"69019034","(26,8480)","(26,212010)","(26,202880)","(4,1380)"
"69019035","(26,8640)","(26,220872)","(26,211360)","(4,1480)"
"69019036","(26,8800)","(26,229900)","(26,220000)","(4,1584)"
"69019037","(26,8960)","(26,239096)","(26,228800)","(4,1694)"
"69019038","(26,9120)","(26,248460)","(26,237760)","(4,1807)"
"69019039","(26,9280)","(26,257990)","(26,246880)","(4,1926)"
"69019040","(26,9440)","(26,267688)","(26,256160)","(4,2050)"
"69019041","(26,9600)","(26,277552)","(26,265600)","(4,2178)"
"69019042","(26,9760)","(26,287584)","(26,275200)","(4,2312)"
"69019043","(26,9920)","(26,297784)","(26,284960)","(4,2451)"
"69019044","(26,10080)","(26,308150)","(26,294880)","(4,2595)"
"69019045","(26,10240)","(26,318684)","(26,304960)","(4,2745)"
"69019046","(26,10400)","(26,329384)","(26,315200)","(4,2900)"
"69019047","(26,10560)","(26,340252)","(26,325600)","(4,3061)"
"69019048","(26,10720)","(26,351288)","(26,336160)","(4,3228)"
"69019049","(26,10880)","(26,362490)","(26,346880)","(4,3400)"
"69019050","(26,11040)","(26,373860)","(26,357760)","(4,3578)"
"69019051","(26,11200)","(26,385396)","(26,368800)","(4,3762)"
"69019052","(26,11360)","(26,397100)","(26,380000)","(4,3952)"
"69019053","(26,11520)","(26,408972)","(26,391360)","(4,4149)"
"69019054","(26,11680)","(26,421010)","(26,402880)","(4,4352)"
"69019055","(26,11840)","(26,433216)","(26,414560)","(4,4561)"
"69019056","(26,12000)","(26,445588)","(26,426400)","(4,4776)"
"69019057","(26,12160)","(26,458128)","(26,438400)","(4,4998)"
"69019058","(26,12320)","(26,470836)","(26,450560)","(4,5227)"
"69019059","(26,12480)","(26,483710)","(26,462880)","(4,5462)"
"69019060","(26,12640)","(26,496752)","(26,475360)","(4,5705)"
"69019061","(26,12800)","(26,509960)","(26,488000)","(4,5954)"
"69019062","(26,12960)","(26,523336)","(26,500800)","(4,6210)"
"69019063","(26,13120)","(26,536880)","(26,513760)","(4,6474)"
"69019064","(26,13280)","(26,550590)","(26,526880)","(4,6745)"
"69019065","(26,13440)","(26,564468)","(26,540160)","(4,7023)"
"69019066","(26,13600)","(26,578512)","(26,553600)","(4,7308)"
"69019067","(26,13760)","(26,592724)","(26,567200)","(4,7601)"
"69019068","(26,13920)","(26,607104)","(26,580960)","(4,7902)"
"69019069","(26,14080)","(26,621650)","(26,594880)","(4,8210)"
"69019070","(26,14240)","(26,636364)","(26,608960)","(4,8526)"
"69019071","(26,14400)","(26,651244)","(26,623200)","(4,8850)"
"69019072","(26,14560)","(26,666292)","(26,637600)","(4,9182)"
"69019073","(26,14720)","(26,681508)","(26,652160)","(4,9522)"
"69019074","(26,14880)","(26,696890)","(26,666880)","(4,9870)"
"69019075","(26,15040)","(26,712440)","(26,681760)","(4,10227)"
"69019076","(26,15200)","(26,728156)","(26,696800)","(4,10592)"
"69019077","(26,15360)","(26,744040)","(26,712000)","(4,10965)"
"69019078","(26,15520)","(26,760092)","(26,727360)","(4,11347)"
"69019079","(26,15680)","(26,776310)","(26,742880)","(4,11738)"
"69019080","(26,15840)","(26,792696)","(26,758560)","(4,12137)"
"69019081","(26,16000)","(26,809248)","(26,774400)","(4,12546)"
"69019082","(26,16160)","(26,825968)","(26,790400)","(4,12963)"
"69019083","(26,16320)","(26,842856)","(26,806560)","(4,13389)"
"69019084","(26,16480)","(26,859910)","(26,822880)","(4,13825)"
"69019085","(26,16640)","(26,877132)","(26,839360)","(4,14270)"
"69019086","(26,16800)","(26,894520)","(26,856000)","(4,14724)"
"69019087","(26,16960)","(26,912076)","(26,872800)","(4,15187)"
"69019088","(26,17120)","(26,929800)","(26,889760)","(4,15660)"
"69019089","(26,17280)","(26,947690)","(26,906880)","(4,16143)"
"69019090","(26,17440)","(26,965748)","(26,924160)","(4,16635)"
"69019091","(26,17600)","(26,983972)","(26,941600)","(4,17138)"
"69019092","(26,17760)","(26,1002364)","(26,959200)","(4,17650)"
"69019093","(26,17920)","(26,1020924)","(26,976960)","(4,18172)"
"69019094","(26,18080)","(26,1039650)","(26,994880)","(4,18704)"
"69019095","(26,18240)","(26,1058544)","(26,1012960)","(4,19247)"
"69019096","(26,18400)","(26,1077604)","(26,1031200)","(4,19800)"
"69019097","(26,18560)","(26,1096832)","(26,1049600)","(4,20363)"
"69019098","(26,18720)","(26,1116228)","(26,1068160)","(4,20936)"
"69019099","(26,18880)","(26,1135790)","(26,1086880)","(4,21521)"
"69019100","(26,18880)","(26,1150894)","(26,1105760)","(4,22116)"
"69019101","(26,18880)","(26,1165998)","(26,1124640)","(4,22718)"
"69019102","(26,18880)","(26,1181102)","(26,1143520)","(4,23330)"
"69019103","(26,18880)","(26,1196206)","(26,1162400)","(4,23953)"
"69019104","(26,18880)","(26,1211310)","(26,1181280)","(4,24586)"
"69019105","(26,18880)","(26,1226414)","(26,1200160)","(4,25230)"
"69019106","(26,18880)","(26,1241518)","(26,1219040)","(4,25885)"
"69019107","(26,18880)","(26,1256622)","(26,1237920)","(4,26551)"
"69019108","(26,18880)","(26,1271726)","(26,1256800)","(4,27228)"
"69019109","(26,18880)","(26,1286830)","(26,1275680)","(4,27916)"
"69019110","(26,18880)","(26,1301934)","(26,1294560)","(4,28615)"
"69019111","(26,18880)","(26,1317038)","(26,1313440)","(4,29325)"
"69019112","(26,18880)","(26,1332142)","(26,1332320)","(4,30046)"
"69019113","(26,18880)","(26,1347246)","(26,1351200)","(4,30778)"
"69019114","(26,18880)","(26,1362350)","(26,1370080)","(4,31522)"
"69019115","(26,18880)","(26,1377454)","(26,1388960)","(4,32277)"
"69019116","(26,18880)","(26,1392558)","(26,1407840)","(4,33044)"
"69019117","(26,18880)","(26,1407662)","(26,1426720)","(4,33822)"
"69019118","(26,18880)","(26,1422766)","(26,1445600)","(4,34612)"
"69019119","(26,18880)","(26,1437870)","(26,1464480)","(4,35414)"
"69019120","(26,18880)","(26,1452974)","(26,1483360)","(4,36228)"
"69019121","(26,18880)","(26,1468078)","(26,1502240)","(4,37053)"
"69019122","(26,18880)","(26,1483182)","(26,1521120)","(4,37890)"
"69019123","(26,18880)","(26,1498286)","(26,1540000)","(4,38740)"
"69019124","(26,18880)","(26,1513390)","(26,1558880)","(4,39602)"
"69019125","(26,18880)","(26,1528494)","(26,1577760)","(4,40476)"
"69019126","(26,18880)","(26,1543598)","(26,1596640)","(4,41362)"
"69019127","(26,18880)","(26,1558702)","(26,1615520)","(4,42261)"
"69019128","(26,18880)","(26,1573806)","(26,1634400)","(4,43172)"
"69019129","(26,18880)","(26,1588910)","(26,1653280)","(4,44096)"
"69019130","(26,18880)","(26,1604014)","(26,1672160)","(4,45032)"
"69019131","(26,18880)","(26,1619118)","(26,1691040)","(4,45981)"
"69019132","(26,18880)","(26,1634222)","(26,1709920)","(4,46943)"
"69019133","(26,18880)","(26,1649326)","(26,1728800)","(4,47918)"
"69019134","(26,18880)","(26,1664430)","(26,1747680)","(4,48906)"
"69019135","(26,18880)","(26,1679534)","(26,1766560)","(4,49907)"
"69019136","(26,18880)","(26,1694638)","(26,1785440)","(4,50921)"
"69019137","(26,18880)","(26,1709742)","(26,1804320)","(4,51948)"
"69019138","(26,18880)","(26,1724846)","(26,1823200)","(4,52988)"
"69019139","(26,18880)","(26,1739950)","(26,1842080)","(4,54041)"
"69019140","(26,18880)","(26,1755054)","(26,1860960)","(4,55108)"
"69019141","(26,18880)","(26,1770158)","(26,1879840)","(4,56188)"
"69019142","(26,18880)","(26,1785262)","(26,1898720)","(4,57282)"
"69019143","(26,18880)","(26,1800366)","(26,1917600)","(4,58389)"
"69019144","(26,18880)","(26,1815470)","(26,1936480)","(4,59510)"
"69019145","(26,18880)","(26,1830574)","(26,1955360)","(4,60645)"
"69019146","(26,18880)","(26,1845678)","(26,1974240)","(4,61794)"
"69019147","(26,18880)","(26,1860782)","(26,1993120)","(4,62957)"
"69019148","(26,18880)","(26,1875886)","(26,2012000)","(4,64134)"
"69019149","(26,18880)","(26,1890990)","(26,2030880)","(4,65325)"
"69019150","(26,18880)","(26,1906094)","(26,2049760)","(4,66530)"
"69019151","(26,18880)","(26,1921198)","(26,2068640)","(4,67749)"
"69019152","(26,18880)","(26,1936302)","(26,2087520)","(4,68982)"
"69019153","(26,18880)","(26,1951406)","(26,2106400)","(4,70230)"
"69019154","(26,18880)","(26,1966510)","(26,2125280)","(4,71492)"
"69019155","(26,18880)","(26,1981614)","(26,2144160)","(4,72769)"
"69019156","(26,18880)","(26,1996718)","(26,2163040)","(4,74060)"
"69019157","(26,18880)","(26,2011822)","(26,2181920)","(4,75366)"
"69019158","(26,18880)","(26,2026926)","(26,2200800)","(4,76687)"
"69019159","(26,18880)","(26,2042030)","(26,2219680)","(4,78023)"
"69019160","(26,18880)","(26,2057134)","(26,2238560)","(4,79373)"
"69019161","(26,18880)","(26,2072238)","(26,2257440)","(4,80738)"
"69019162","(26,18880)","(26,2087342)","(26,2276320)","(4,82119)"
"69019163","(26,18880)","(26,2102446)","(26,2295200)","(4,83515)"
"69019164","(26,18880)","(26,2117550)","(26,2314080)","(4,84926)"
"69019165","(26,18880)","(26,2132654)","(26,2332960)","(4,86352)"
"69019166","(26,18880)","(26,2147758)","(26,2351840)","(4,87793)"
"69019167","(26,18880)","(26,2162862)","(26,2370720)","(4,89250)"
"69019168","(26,18880)","(26,2177966)","(26,2389600)","(4,90722)"
"69019169","(26,18880)","(26,2193070)","(26,2408480)","(4,92210)"
"69019170","(26,18880)","(26,2208174)","(26,2427360)","(4,93714)"
"69019171","(26,18880)","(26,2223278)","(26,2446240)","(4,95233)"
"69019172","(26,18880)","(26,2238382)","(26,2465120)","(4,96768)"
"69019173","(26,18880)","(26,2253486)","(26,2484000)","(4,98319)"
"69019174","(26,18880)","(26,2268590)","(26,2502880)","(4,99886)"
"69019175","(26,18880)","(26,2283694)","(26,2521760)","(4,101469)"
"69019176","(26,18880)","(26,2298798)","(26,2540640)","(4,103068)"
"69019177","(26,18880)","(26,2313902)","(26,2559520)","(4,104683)"
"69019178","(26,18880)","(26,2329006)","(26,2578400)","(4,106314)"
"69019179","(26,18880)","(26,2344110)","(26,2597280)","(4,107962)"
"69019180","(26,18880)","(26,2359214)","(26,2616160)","(4,109626)"
"69019181","(26,18880)","(26,2374318)","(26,2635040)","(4,111306)"
"69019182","(26,18880)","(26,2389422)","(26,2653920)","(4,113003)"
