"AttributeId","WaveId","NextTime","LiveTime","IsDead","WaveBornTriggerMessage","WaveKillTriggerMessage"
"81013049","(80250049)","(0)","(0)","(0)","(0)","(0)"
"81013050","(80250050)","(0)","(0)","(0)","(0)","(0)"
"81013051","(80250051)","(0)","(0)","(0)","(0)","(0)"
"81013052","(80250052)","(0)","(0)","(0)","(0)","(0)"
"81013053","(80250053)","(0)","(0)","(0)","(0)","(0)"
"81013054","(80250054)","(0)","(0)","(0)","(0)","(0)"
"81013055","(80250055)","(0)","(0)","(0)","(0)","(0)"
"81013056","(80250056)","(0)","(0)","(0)","(0)","(0)"
"81013057","(80250057)","(0)","(0)","(0)","(0)","(0)"
"81013058","(80250058)","(0)","(0)","(0)","(0)","(0)"
"81013059","(80250059)","(0)","(0)","(0)","(0)","(0)"
"81013060","(80250060)","(0)","(0)","(0)","(0)","(0)"
"81013061","(80250061)","(0)","(0)","(0)","(0)","(0)"
"81013062","(80250062)","(0)","(0)","(0)","(0)","(0)"
"81013063","(80250063)","(0)","(0)","(0)","(0)","(0)"
"81013064","(80250064)","(0)","(0)","(0)","(0)","(0)"
"81013065","(80250065)","(0)","(0)","(0)","(0)","(0)"
"81013066","(80250066)","(0)","(0)","(0)","(0)","(0)"
"81013067","(80250067)","(0)","(0)","(0)","(0)","(0)"
"81013068","(80250068)","(0)","(0)","(0)","(0)","(0)"
"81013069","(80250069)","(0)","(0)","(0)","(0)","(0)"
"81013070","(80250070)","(0)","(0)","(0)","(0)","(0)"
"81013071","(80250071)","(0)","(0)","(0)","(0)","(0)"
"81013072","(80250072)","(0)","(0)","(0)","(0)","(0)"
"81013073","(80250073)","(0)","(0)","(0)","(0)","(0)"
"81013074","(80250074)","(0)","(0)","(0)","(0)","(0)"
"81013075","(80250075)","(0)","(0)","(0)","(0)","(0)"
"81013076","(80250076)","(0)","(0)","(0)","(0)","(0)"
"81013077","(80250077)","(0)","(0)","(0)","(0)","(0)"
"81013078","(80250078)","(0)","(0)","(0)","(0)","(0)"
"81013079","(80250079)","(0)","(0)","(0)","(0)","(0)"
"81013080","(80250080)","(0)","(0)","(0)","(0)","(0)"
"81013081","(80250081)","(0)","(0)","(0)","(0)","(0)"
"81013082","(80250082)","(0)","(0)","(0)","(0)","(0)"
"81013083","(80250083)","(0)","(0)","(0)","(0)","(0)"
"81013084","(80250084)","(0)","(0)","(0)","(0)","(0)"
"81013085","(80250085)","(0)","(0)","(0)","(0)","(0)"
"81013086","(80250086)","(0)","(0)","(0)","(0)","(0)"
"81013087","(80250087)","(0)","(0)","(0)","(0)","(0)"
"81013088","(80250088)","(0)","(0)","(0)","(0)","(0)"
"81013089","(80250089)","(0)","(0)","(0)","(0)","(0)"
"81013090","(80250090)","(0)","(0)","(0)","(0)","(0)"
"81013091","(80250091)","(0)","(0)","(0)","(0)","(0)"
"81013092","(80250092)","(0)","(0)","(0)","(0)","(0)"
"81013093","(80250093)","(0)","(0)","(0)","(0)","(0)"
"81013094","(80250094)","(0)","(0)","(0)","(0)","(0)"
"81013095","(80250095)","(0)","(0)","(0)","(0)","(0)"
"81013096","(80250096)","(0)","(0)","(0)","(0)","(0)"
"81013097","(80250097)","(0)","(0)","(0)","(0)","(0)"
"81013098","(80250098)","(0)","(0)","(0)","(0)","(0)"
"81013099","(80250099)","(0)","(0)","(0)","(0)","(0)"
"81013100","(80250100)","(0)","(0)","(0)","(0)","(0)"
"81013101","(80250101)","(0)","(0)","(0)","(0)","(0)"
"81013102","(80250102)","(0)","(0)","(0)","(0)","(0)"
"81013103","(80250103)","(0)","(0)","(0)","(0)","(0)"
"81013104","(80250104)","(0)","(0)","(0)","(0)","(0)"
"81013105","(80250105)","(0)","(0)","(0)","(0)","(0)"
"81013106","(80250106)","(0)","(0)","(0)","(0)","(0)"
"81013107","(80250107)","(0)","(0)","(0)","(0)","(0)"
"81013108","(80250108)","(0)","(0)","(0)","(0)","(0)"
"81013109","(80250109)","(0)","(0)","(0)","(0)","(0)"
"81013110","(80250110)","(0)","(0)","(0)","(0)","(0)"
"81013111","(80250111)","(0)","(0)","(0)","(0)","(0)"
"81013112","(80250112)","(0)","(0)","(0)","(0)","(0)"
"81013113","(80250113)","(0)","(0)","(0)","(0)","(0)"
"81013114","(80250114)","(0)","(0)","(0)","(0)","(0)"
"81013115","(80250115)","(0)","(0)","(0)","(0)","(0)"
"81013116","(80250116)","(0)","(0)","(0)","(0)","(0)"
"81013117","(80250117)","(0)","(0)","(0)","(0)","(0)"
"81013118","(80250118)","(0)","(0)","(0)","(0)","(0)"
"81013119","(80250119)","(0)","(0)","(0)","(0)","(0)"
"81013120","(80250120)","(0)","(0)","(0)","(0)","(0)"
"81013121","(80250121)","(0)","(0)","(0)","(0)","(0)"
"81013122","(80250122)","(0)","(0)","(0)","(0)","(0)"
"81013123","(80250123)","(0)","(0)","(0)","(0)","(0)"
"81013124","(80250124)","(0)","(0)","(0)","(0)","(0)"
"81013125","(80250125)","(0)","(0)","(0)","(0)","(0)"
"81013126","(80250126)","(0)","(0)","(0)","(0)","(0)"
"81013127","(80250127)","(0)","(0)","(0)","(0)","(0)"
"81013128","(80250128)","(0)","(0)","(0)","(0)","(0)"
"81013129","(80250129)","(0)","(0)","(0)","(0)","(0)"
"81013130","(80250130)","(0)","(0)","(0)","(0)","(0)"
"81013131","(80250131)","(0)","(0)","(0)","(0)","(0)"
"81013132","(80250132)","(0)","(0)","(0)","(0)","(0)"
"81013133","(80250133)","(0)","(0)","(0)","(0)","(0)"
"81013134","(80250134)","(0)","(0)","(0)","(0)","(0)"
"81013135","(80250135)","(0)","(0)","(0)","(0)","(0)"
"81013136","(80250136)","(0)","(0)","(0)","(0)","(0)"
"81013137","(80250137)","(0)","(0)","(0)","(0)","(0)"
"81013138","(80250138)","(0)","(0)","(0)","(0)","(0)"
"81013139","(80250139)","(0)","(0)","(0)","(0)","(0)"
"81013140","(80250140)","(0)","(0)","(0)","(0)","(0)"
"81013141","(80250141)","(0)","(0)","(0)","(0)","(0)"
"81013142","(80250142)","(0)","(0)","(0)","(0)","(0)"
"81013143","(80250143)","(0)","(0)","(0)","(0)","(0)"
"81013144","(80250144)","(0)","(0)","(0)","(0)","(0)"
"81013145","(80250145)","(0)","(0)","(0)","(0)","(0)"
"81013146","(80250146)","(0)","(0)","(0)","(0)","(0)"
"81013147","(80250147)","(0)","(0)","(0)","(0)","(0)"
"81013148","(80250148)","(0)","(0)","(0)","(0)","(0)"
"81013149","(80250149)","(0)","(0)","(0)","(0)","(0)"
"81013150","(80250150)","(0)","(0)","(0)","(0)","(0)"
"81013151","(80250151)","(0)","(0)","(0)","(0)","(0)"
"81013152","(80250152)","(0)","(0)","(0)","(0)","(0)"
"81013153","(80250153)","(0)","(0)","(0)","(0)","(0)"
"81013154","(80250154)","(0)","(0)","(0)","(0)","(0)"
"81013155","(80250155)","(0)","(0)","(0)","(0)","(0)"
"81013200","(80250200)","(0)","(0)","(0)","(0)","(0)"
"81013201","(80250201)","(0)","(0)","(0)","(0)","(0)"
"81013202","(80250202)","(0)","(0)","(0)","(0)","(0)"
"81013203","(80250203)","(0)","(0)","(0)","(0)","(0)"
"81013204","(80250204)","(0)","(0)","(0)","(0)","(0)"
"81013205","(80250205)","(0)","(0)","(0)","(0)","(0)"
"81013206","(80250206)","(0)","(0)","(0)","(0)","(0)"
"81013207","(80250207)","(0)","(0)","(0)","(0)","(0)"
"81013208","(80250208)","(0)","(0)","(0)","(0)","(0)"
"81013209","(80250209)","(0)","(0)","(0)","(0)","(0)"
"81013210","(80250210)","(0)","(0)","(0)","(0)","(0)"
"81013211","(80250211)","(0)","(0)","(0)","(0)","(0)"
"81013212","(80250212)","(0)","(0)","(0)","(0)","(0)"
"81013213","(80250213)","(0)","(0)","(0)","(0)","(0)"
"81013214","(80250214)","(0)","(0)","(0)","(0)","(0)"
"81013215","(80250215)","(0)","(0)","(0)","(0)","(0)"
"81013216","(80250216)","(0)","(0)","(0)","(0)","(0)"
"81014001","(80260001,80260002,80260003)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014002","(80260004,80260005,80260006)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014003","(80260007,80260008,80260009)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014004","(80260010,80260011,80260012)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014005","(80260013,80260014,80260015)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014006","(80260016,80260017,80260018)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014007","(80260019,80260020,80260021)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014008","(80260022,80260023,80260024)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014009","(80260025,80260026,80260027)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014010","(80260028,80260029,80260030)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014011","(80260031,80260032,80260033)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014012","(80260034,80260035,80260036)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014013","(80260037,80260038,80260039)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014014","(80260040,80260041,80260042)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014015","(80260043,80260044,80260045)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014016","(80260046,80260047,80260048)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014017","(80260049,80260050,80260051)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014018","(80260052,80260053,80260054)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014019","(80260055,80260056,80260057)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014020","(80260058,80260059,80260060)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014021","(80260061,80260062,80260063)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014022","(80260064,80260065,80260066)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014023","(80260067,80260068,80260069)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014024","(80260070,80260071,80260072)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014025","(80260073,80260074,80260075)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014026","(80260076,80260077,80260078)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014027","(80260079,80260080,80260081)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014028","(80260082,80260083,80260084)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014029","(80260085,80260086,80260087)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014030","(80260088,80260089,80260090)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014031","(80260091,80260092,80260093)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014032","(80260094,80260095,80260096)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014033","(80260097,80260098,80260099)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014034","(80260100,80260101,80260102)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014035","(80260103,80260104,80260105)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014036","(80260106,80260107,80260108)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014037","(80260109,80260110,80260111)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014038","(80260112,80260113,80260114)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014039","(80260115,80260116,80260117)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014040","(80260118,80260119,80260120)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014041","(80260121,80260122,80260123)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014042","(80260124,80260125,80260126)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014043","(80260127,80260128,80260129)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014044","(80260130,80260131,80260132)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014045","(80260133,80260134,80260135)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014046","(80260136,80260137,80260138)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014047","(80260139,80260140,80260141)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014048","(80260142,80260143,80260144)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014049","(80260145,80260146,80260147)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014050","(80260148,80260149,80260150)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014051","(80260151,80260152,80260153)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014052","(80260154,80260155,80260156)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014053","(80260157,80260158,80260159)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014054","(80260160,80260161,80260162)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014055","(80260163,80260164,80260165)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014056","(80260166,80260167,80260168)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014057","(80260169,80260170,80260171)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014058","(80260172,80260173,80260174)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014059","(80260175,80260176,80260177)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014060","(80260178,80260179,80260180)","(0,0,0)","(0,0,0)","(0,0,0)","(0,0,0)","(1,2,0)"
"81014101","(80261002)","(0)","(0)","(0)","(0)","(0)"
"81014102","(80261003)","(0)","(0)","(0)","(0)","(0)"
"81014103","(80261001)","(0)","(0)","(0)","(0)","(0)"
"81014104","(80261004)","(0)","(0)","(0)","(0)","(0)"
"81014200","(80261101)","(0)","(0)","(0)","(0)","(0)"
"81014300","(80261200)","(0)","(0)","(0)","(0)","(0)"
"81014301","(80261201)","(0)","(0)","(0)","(0)","(0)"
"81014302","(80261202)","(0)","(0)","(0)","(0)","(0)"
