"AttributeId","Type","SubType","WorldID","IslandId","Order","MapLevel","IsGuideMap","MapName","Description","Res","MiniMapId","FubenIcon","FubenBgImg","FubenAssessment","NpcPointId","MaxPlayerCount","MinNextLine","BornLocation","BornRotation","RandomBormLocation","FlyAutoLocation","AutoType","AutoLocation","MonsterBrushId","AwardBrushId","BigAward","SpecialAward","BrushMaxCount","MapPlayId","OnlineAward","OfflineAward","NextMapId","TreasureNpcId","TreasureMaxCount","TreasureDropId","TreasureRefrushBoss","TreasureMultipleMax","BossBrushId","SearchRefrushBossValue","TransportPrice","MapStartX","MapStartY","MapEndX","MapEndY","TowerWidth","TowerLength","SeeAllNpc","ReenterCD","RelivePoint","SafePoint","MapFirstBuffIdArray","MapBuffIdArray","MapBuffSlowIdArray","IsAllowPK","MustUseWing","BeginJoinTime","EndJoinTime","BeginMapTime","EndMapTime","EnterWeek","BeginCanJoin","EnterLevel","EnterVIPLevel","UnLockMissionID","EnterRaidCostItem","MoppingUpCostItem","Preconditions","UnlockCondition","Difficulty","DifficultyName","EnterCount","GroupType","ConsumeEnterCounterCond","HaveExtraEnterWay","ExtraBuyCount","ExtraBuyCountNeedMoney","ExtraBuyCountNeedMoneyStr","ExtraEnterCount","ExtraEnterNeedMoney","MPPanelType","InfoPanelType","WinCond","SettleLevelType","SettleLevelDropIdArr","TimeBegin","AutoTransferTime","TimeRequire","TriggerList","RecommandFightingPower","MoppingUpUnlockCond","ProtectNpc","BossID","PlotTips","DropItems","DropItemsNum","ResultDialogType","ResultDialogPopDelayTime","ResultDialogLiveTime","RandomAwardItems","FirstWinAwardDropId","FirstWinAwardItems","FirstWinAwardItemsNum","FirstWinAwardMoney","RewardSettlementType","AwardItems","AwardItemsNum","AwardMoneyFactor","AwardMoney","AssistAwardItems","MoppingUpRandomAwardItems","MoppingUpAwardMoney","MoppingUpTime","DefaultPkMode","BackgroundMusic","MapWidgetJumpArray","HpOperateWhenIn","HpOperateWhenOut","MapReviveType","AutoReviveCD","DeadToLiveCD","DistanceOfShowHeadPanel","BestRecordOrderType","Noticeld","ExpTitleIcon","IsSceneCamera","RaidWinCharacterRotation","RaidWidgetLocation","RaidBossAniParams","EnterGradeLevel","RecommendLevel","CaptainRewardItems","NotCanRevive","NextRefreshTime","BreakLineLogin","ReviveEndClearTarget","LoginEndAutoFight","VipEnterSceneBuff","HookWaitTime","NeedFightLeaveSafe","JoinTopTip","CameraData","VipMoppingConfig","VipMoppingDrop"
"71171034","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","630","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033162,70025135,70025136)","","30","900","(81012134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013933","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033162,70025135,70025136)"
"71171035","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","640","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033161,70025137,70025138)","","30","900","(81012135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013934","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033161,70025137,70025138)"
"71171036","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","650","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033162,70025135,70025136)","","30","900","(81012136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013935","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033162,70025135,70025136)"
"71171037","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","660","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033161,70025137,70025138)","","30","900","(81012137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013936","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033161,70025137,70025138)"
"71171038","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","670","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033162,70025135,70025136)","","30","900","(81012138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013937","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033162,70025135,70025136)"
"71171039","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","680","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033161,70025137,70025138)","","30","900","(81012139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013938","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033161,70025137,70025138)"
"71171040","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","690","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033162,70025135,70025136)","","30","900","(81012140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013939","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033162,70025135,70025136)"
"71171041","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","700","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033163,70025141,70025142)","","30","900","(81012141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013940","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033163,70025141,70025142)"
"71171042","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","710","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033164,70025139,70025140)","","30","900","(81012142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013941","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033164,70025139,70025140)"
"71171043","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","720","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033163,70025141,70025142)","","30","900","(81012143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013942","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033163,70025141,70025142)"
"71171044","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","730","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033164,70025139,70025140)","","30","900","(81012144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013943","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033164,70025139,70025140)"
"71171045","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","740","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033163,70025141,70025142)","","30","900","(81012145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013944","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033163,70025141,70025142)"
"71171046","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","750","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033164,70025139,70025140)","","30","900","(81012146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013945","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033164,70025139,70025140)"
"71171047","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","760","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033163,70025141,70025142)","","30","900","(81012147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013946","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033163,70025141,70025142)"
"71171048","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","770","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033164,70025139,70025140)","","30","900","(81012148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013947","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033164,70025139,70025140)"
"71171049","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","780","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033163,70025141,70025142)","","30","900","(81012149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013948","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033163,70025141,70025142)"
"71171050","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","790","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033164,70025139,70025140)","","30","900","(81012150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013949","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033164,70025139,70025140)"
"71171051","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","800","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033165,70025145,70025146)","","30","900","(81012151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013950","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033165,70025145,70025146)"
"71171052","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","810","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033166,70025143,70025144)","","30","900","(81012152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013951","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033166,70025143,70025144)"
"71171053","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","820","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033165,70025145,70025146)","","30","900","(81012153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013952","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033165,70025145,70025146)"
"71171054","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","830","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033166,70025143,70025144)","","30","900","(81012154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013953","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033166,70025143,70025144)"
"71171055","19","","","","","","0","90050233","90054109","91310035","(72017024,0)","91231076","91231076","","0","250","","(7324,11141,345,0)","(0,0,-90)","","(7324,11141,345,0)","3","","","","","","","","","","","","","","","","","","(1,0)","0","0","26000","26000","20000","20000","","","(7324,11141,345,0)","","","(10090003,0)","","0","","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""9999-0-0 0:0:0"",""9999-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(""0-0-0 0:0:0"",""0-0-0 0:0:0"")","(0,0,0,0,0,0,0)","1","840","","","","","0","117000102","","","","","2","0","","","","0","","1","(4)","(1)","(0,80,40)","(70033165,70025145,70025146)","","30","900","(81012155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","","0","","76013954","","(31020007,31080006,31102103)","","0","0","0","","","","","","","","","","","","","","0","0","91920013","","1","1","0","30","15","2000","0","","","","","","","","","","","","","","","(0,0,0,0,10520000,10520000,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001,10520001)","","","","","(170,3)","(70033165,70025145,70025146)"
