"AttributeId","Name","Describe","Icon","Type","ItemGet","CurLevel","MaxLevel","UpgradeCost","AddExpCost","UpgradeNeedNum","AttArray","NpcId","AdditionBuff","AdditionBuffName","AdditionBuffDescribe","CooperateBuff","CooperateBuffDescribe","CooperateUnlockNeed","StarID","EquNeedLv","ShowBuff"
"145012003","90022054","","91222898","2","(31131112,3)","2","19","(31131112,9)","(31131129,1)","150","(4,5,180800,0,1,4,6,216960,0,1,4,9,36160,0,1,4,11,36160,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012004","90022054","","91222898","2","(31131112,3)","3","19","(31131112,12)","(31131129,1)","200","(4,5,262928,0,1,4,6,315513,0,1,4,9,52585,0,1,4,11,52585,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012005","90022054","","91222898","2","(31131112,3)","4","19","(31131112,15)","(31131129,1)","250","(4,5,357375,0,1,4,6,428850,0,1,4,9,71475,0,1,4,11,71475,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012006","90022054","","91222898","2","(31131112,3)","5","19","(31131112,18)","(31131129,1)","300","(4,5,465045,0,1,4,6,558054,0,1,4,9,93009,0,1,4,11,93009,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012007","90022054","","91222898","2","(31131112,3)","6","19","(31131112,21)","(31131129,1)","350","(4,5,586711,0,1,4,6,704054,0,1,4,9,117342,0,1,4,11,117342,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012008","90022054","","91222898","2","(31131112,3)","7","19","(31131112,24)","(31131129,1)","400","(4,5,722978,0,1,4,6,867574,0,1,4,9,144595,0,1,4,11,144595,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012009","90022054","","91222898","2","(31131112,3)","8","19","(31131112,27)","(31131129,1)","450","(4,5,874235,0,1,4,6,1049082,0,1,4,9,174847,0,1,4,11,174847,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012010","90022054","","91222898","2","(31131112,3)","9","19","(31131112,30)","(31131129,1)","500","(4,5,1040616,0,1,4,6,1248740,0,1,4,9,208123,0,1,4,11,208123,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012011","90022054","","91222898","2","(31131112,3)","10","19","(31131112,33)","(31131129,1)","550","(4,5,1221973,0,1,4,6,1466367,0,1,4,9,244394,0,1,4,11,244394,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012012","90022054","","91222898","2","(31131112,3)","11","19","(31131112,36)","(31131129,1)","600","(4,5,1417837,0,1,4,6,1701405,0,1,4,9,283567,0,1,4,11,283567,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012013","90022054","","91222898","2","(31131112,3)","12","19","(31131112,39)","(31131129,1)","650","(4,5,1627413,0,1,4,6,1952895,0,1,4,9,325482,0,1,4,11,325482,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012014","90022054","","91222898","2","(31131112,3)","13","19","(31131112,42)","(31131129,1)","700","(4,5,1849563,0,1,4,6,2219475,0,1,4,9,369912,0,1,4,11,369912,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012015","90022054","","91222898","2","(31131112,3)","14","19","(31131112,45)","(31131129,1)","750","(4,5,2082820,0,1,4,6,2499384,0,1,4,9,416564,0,1,4,11,416564,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012016","90022054","","91222898","2","(31131112,3)","15","19","(31131112,48)","(31131129,1)","800","(4,5,2325408,0,1,4,6,2790489,0,1,4,9,465081,0,1,4,11,465081,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012017","90022054","","91222898","2","(31131112,3)","16","19","(31131112,51)","(31131129,1)","850","(4,5,2575273,0,1,4,6,3090327,0,1,4,9,515054,0,1,4,11,515054,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012018","90022054","","91222898","2","(31131112,3)","17","19","(31131112,54)","(31131129,1)","900","(4,5,2830135,0,1,4,6,3396162,0,1,4,9,566027,0,1,4,11,566027,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012019","90022054","","91222898","2","(31131112,3)","18","19","(31131112,57)","(31131129,1)","950","(4,5,3087546,0,1,4,6,3705056,0,1,4,9,617509,0,1,4,11,617509,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145012020","90022054","","91222898","2","(31131112,3)","19","19","","","","(4,5,3344958,0,1,4,6,4013949,0,1,4,9,668991,0,1,4,11,668991,0,1)","","(10010302)","(90077948)","(90077990)","","","","","",""
"145013001","90022055","","91222898","3","(31131113,3)","0","19","(31131113,3)","(31131129,1)","50","(4,8,150000,0,1,4,9,8000,0,1,4,11,2000,0,1,4,12,2000,0,1)","","(10020400)","(90077949)","(90077961)","","","","","",""
"145013002","90022055","","91222898","3","(31131113,3)","1","19","(31131113,6)","(31131129,1)","100","(4,8,330000,0,1,4,9,17600,0,1,4,11,4400,0,1,4,12,4400,0,1)","","(10020401)","(90077949)","(90077962)","","","","","",""
"145013003","90022055","","91222898","3","(31131113,3)","2","19","(31131113,9)","(31131129,1)","150","(4,8,542400,0,1,4,9,28928,0,1,4,11,7232,0,1,4,12,7232,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013004","90022055","","91222898","3","(31131113,3)","3","19","(31131113,12)","(31131129,1)","200","(4,8,788784,0,1,4,9,42068,0,1,4,11,10517,0,1,4,12,10517,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013005","90022055","","91222898","3","(31131113,3)","4","19","(31131113,15)","(31131129,1)","250","(4,8,1072125,0,1,4,9,57180,0,1,4,11,14295,0,1,4,12,14295,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013006","90022055","","91222898","3","(31131113,3)","5","19","(31131113,18)","(31131129,1)","300","(4,8,1395135,0,1,4,9,74407,0,1,4,11,18601,0,1,4,12,18601,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013007","90022055","","91222898","3","(31131113,3)","6","19","(31131113,21)","(31131129,1)","350","(4,8,1760135,0,1,4,9,93873,0,1,4,11,23468,0,1,4,12,23468,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013008","90022055","","91222898","3","(31131113,3)","7","19","(31131113,24)","(31131129,1)","400","(4,8,2168936,0,1,4,9,115676,0,1,4,11,28919,0,1,4,12,28919,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013009","90022055","","91222898","3","(31131113,3)","8","19","(31131113,27)","(31131129,1)","450","(4,8,2622705,0,1,4,9,139877,0,1,4,11,34969,0,1,4,12,34969,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013010","90022055","","91222898","3","(31131113,3)","9","19","(31131113,30)","(31131129,1)","500","(4,8,3121850,0,1,4,9,166498,0,1,4,11,41624,0,1,4,12,41624,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013011","90022055","","91222898","3","(31131113,3)","10","19","(31131113,33)","(31131129,1)","550","(4,8,3665919,0,1,4,9,195515,0,1,4,11,48878,0,1,4,12,48878,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013012","90022055","","91222898","3","(31131113,3)","11","19","(31131113,36)","(31131129,1)","600","(4,8,4253513,0,1,4,9,226854,0,1,4,11,56713,0,1,4,12,56713,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013013","90022055","","91222898","3","(31131113,3)","12","19","(31131113,39)","(31131129,1)","650","(4,8,4882239,0,1,4,9,260386,0,1,4,11,65096,0,1,4,12,65096,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013014","90022055","","91222898","3","(31131113,3)","13","19","(31131113,42)","(31131129,1)","700","(4,8,5548689,0,1,4,9,295930,0,1,4,11,73982,0,1,4,12,73982,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013015","90022055","","91222898","3","(31131113,3)","14","19","(31131113,45)","(31131129,1)","750","(4,8,6248461,0,1,4,9,333251,0,1,4,11,83312,0,1,4,12,83312,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013016","90022055","","91222898","3","(31131113,3)","15","19","(31131113,48)","(31131129,1)","800","(4,8,6976224,0,1,4,9,372065,0,1,4,11,93016,0,1,4,12,93016,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013017","90022055","","91222898","3","(31131113,3)","16","19","(31131113,51)","(31131129,1)","850","(4,8,7725819,0,1,4,9,412043,0,1,4,11,103010,0,1,4,12,103010,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013018","90022055","","91222898","3","(31131113,3)","17","19","(31131113,54)","(31131129,1)","900","(4,8,8490407,0,1,4,9,452821,0,1,4,11,113205,0,1,4,12,113205,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013019","90022055","","91222898","3","(31131113,3)","18","19","(31131113,57)","(31131129,1)","950","(4,8,9262640,0,1,4,9,494007,0,1,4,11,123501,0,1,4,12,123501,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145013020","90022055","","91222898","3","(31131113,3)","19","19","(31131113,60)","(31131129,1)","1000","(4,8,10034874,0,1,4,9,535193,0,1,4,11,133798,0,1,4,12,133798,0,1)","","(10020402)","(90077949)","(90077963)","","","","","",""
"145014001","90022056","","91222898","3","(31131114,3)","0","19","(31131114,3)","(31131129,1)","50","(4,8,150000,0,1,4,7,30000,0,1,4,10,4000,0,1,4,12,2000,0,1)","","(10020406)","(90077950)","(90077964)","","","","","",""
"145014002","90022056","","91222898","3","(31131114,3)","1","19","(31131114,6)","(31131129,1)","100","(4,8,330000,0,1,4,7,66000,0,1,4,10,8800,0,1,4,12,4400,0,1)","","(10020407)","(90077950)","(90077965)","","","","","",""
"145014003","90022056","","91222898","3","(31131114,3)","2","19","(31131114,9)","(31131129,1)","150","(4,8,542400,0,1,4,7,108480,0,1,4,10,14464,0,1,4,12,7232,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014004","90022056","","91222898","3","(31131114,3)","3","19","(31131114,12)","(31131129,1)","200","(4,8,788784,0,1,4,7,157756,0,1,4,10,21034,0,1,4,12,10517,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014005","90022056","","91222898","3","(31131114,3)","4","19","(31131114,15)","(31131129,1)","250","(4,8,1072125,0,1,4,7,214425,0,1,4,10,28590,0,1,4,12,14295,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014006","90022056","","91222898","3","(31131114,3)","5","19","(31131114,18)","(31131129,1)","300","(4,8,1395135,0,1,4,7,279027,0,1,4,10,37203,0,1,4,12,18601,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014007","90022056","","91222898","3","(31131114,3)","6","19","(31131114,21)","(31131129,1)","350","(4,8,1760135,0,1,4,7,352027,0,1,4,10,46936,0,1,4,12,23468,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014008","90022056","","91222898","3","(31131114,3)","7","19","(31131114,24)","(31131129,1)","400","(4,8,2168936,0,1,4,7,433787,0,1,4,10,57838,0,1,4,12,28919,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014009","90022056","","91222898","3","(31131114,3)","8","19","(31131114,27)","(31131129,1)","450","(4,8,2622705,0,1,4,7,524541,0,1,4,10,69938,0,1,4,12,34969,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014010","90022056","","91222898","3","(31131114,3)","9","19","(31131114,30)","(31131129,1)","500","(4,8,3121850,0,1,4,7,624370,0,1,4,10,83249,0,1,4,12,41624,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014011","90022056","","91222898","3","(31131114,3)","10","19","(31131114,33)","(31131129,1)","550","(4,8,3665919,0,1,4,7,733183,0,1,4,10,97757,0,1,4,12,48878,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014012","90022056","","91222898","3","(31131114,3)","11","19","(31131114,36)","(31131129,1)","600","(4,8,4253513,0,1,4,7,850702,0,1,4,10,113427,0,1,4,12,56713,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014013","90022056","","91222898","3","(31131114,3)","12","19","(31131114,39)","(31131129,1)","650","(4,8,4882239,0,1,4,7,976447,0,1,4,10,130193,0,1,4,12,65096,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014014","90022056","","91222898","3","(31131114,3)","13","19","(31131114,42)","(31131129,1)","700","(4,8,5548689,0,1,4,7,1109737,0,1,4,10,147965,0,1,4,12,73982,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014015","90022056","","91222898","3","(31131114,3)","14","19","(31131114,45)","(31131129,1)","750","(4,8,6248461,0,1,4,7,1249692,0,1,4,10,166625,0,1,4,12,83312,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014016","90022056","","91222898","3","(31131114,3)","15","19","(31131114,48)","(31131129,1)","800","(4,8,6976224,0,1,4,7,1395244,0,1,4,10,186032,0,1,4,12,93016,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014017","90022056","","91222898","3","(31131114,3)","16","19","(31131114,51)","(31131129,1)","850","(4,8,7725819,0,1,4,7,1545163,0,1,4,10,206021,0,1,4,12,103010,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014018","90022056","","91222898","3","(31131114,3)","17","19","(31131114,54)","(31131129,1)","900","(4,8,8490407,0,1,4,7,1698081,0,1,4,10,226410,0,1,4,12,113205,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014019","90022056","","91222898","3","(31131114,3)","18","19","(31131114,57)","(31131129,1)","950","(4,8,9262640,0,1,4,7,1852528,0,1,4,10,247003,0,1,4,12,123501,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145014020","90022056","","91222898","3","(31131114,3)","19","19","(31131114,60)","(31131129,1)","1000","(4,8,10034874,0,1,4,7,2006974,0,1,4,10,267596,0,1,4,12,133798,0,1)","","(10020408)","(90077950)","(90077966)","","","","","",""
"145015001","90022057","","91222898","3","(31131115,3)","0","19","(31131115,3)","(31131129,1)","50","(4,8,150000,0,1,4,7,30000,0,1,4,10,8000,0,1,4,12,2000,0,1)","","(10020364)","(90077951)","(90077991)","","","","","",""
"145015002","90022057","","91222898","3","(31131115,3)","1","19","(31131115,6)","(31131129,1)","100","(4,8,330000,0,1,4,7,66000,0,1,4,10,17600,0,1,4,12,4400,0,1)","","(10020365)","(90077951)","(90077992)","","","","","",""
"145015003","90022057","","91222898","3","(31131115,3)","2","19","(31131115,9)","(31131129,1)","150","(4,8,542400,0,1,4,7,108480,0,1,4,10,28928,0,1,4,12,7232,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015004","90022057","","91222898","3","(31131115,3)","3","19","(31131115,12)","(31131129,1)","200","(4,8,788784,0,1,4,7,157756,0,1,4,10,42068,0,1,4,12,10517,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015005","90022057","","91222898","3","(31131115,3)","4","19","(31131115,15)","(31131129,1)","250","(4,8,1072125,0,1,4,7,214425,0,1,4,10,57180,0,1,4,12,14295,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015006","90022057","","91222898","3","(31131115,3)","5","19","(31131115,18)","(31131129,1)","300","(4,8,1395135,0,1,4,7,279027,0,1,4,10,74407,0,1,4,12,18601,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015007","90022057","","91222898","3","(31131115,3)","6","19","(31131115,21)","(31131129,1)","350","(4,8,1760135,0,1,4,7,352027,0,1,4,10,93873,0,1,4,12,23468,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015008","90022057","","91222898","3","(31131115,3)","7","19","(31131115,24)","(31131129,1)","400","(4,8,2168936,0,1,4,7,433787,0,1,4,10,115676,0,1,4,12,28919,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015009","90022057","","91222898","3","(31131115,3)","8","19","(31131115,27)","(31131129,1)","450","(4,8,2622705,0,1,4,7,524541,0,1,4,10,139877,0,1,4,12,34969,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015010","90022057","","91222898","3","(31131115,3)","9","19","(31131115,30)","(31131129,1)","500","(4,8,3121850,0,1,4,7,624370,0,1,4,10,166498,0,1,4,12,41624,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015011","90022057","","91222898","3","(31131115,3)","10","19","(31131115,33)","(31131129,1)","550","(4,8,3665919,0,1,4,7,733183,0,1,4,10,195515,0,1,4,12,48878,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015012","90022057","","91222898","3","(31131115,3)","11","19","(31131115,36)","(31131129,1)","600","(4,8,4253513,0,1,4,7,850702,0,1,4,10,226854,0,1,4,12,56713,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015013","90022057","","91222898","3","(31131115,3)","12","19","(31131115,39)","(31131129,1)","650","(4,8,4882239,0,1,4,7,976447,0,1,4,10,260386,0,1,4,12,65096,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015014","90022057","","91222898","3","(31131115,3)","13","19","(31131115,42)","(31131129,1)","700","(4,8,5548689,0,1,4,7,1109737,0,1,4,10,295930,0,1,4,12,73982,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015015","90022057","","91222898","3","(31131115,3)","14","19","(31131115,45)","(31131129,1)","750","(4,8,6248461,0,1,4,7,1249692,0,1,4,10,333251,0,1,4,12,83312,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015016","90022057","","91222898","3","(31131115,3)","15","19","(31131115,48)","(31131129,1)","800","(4,8,6976224,0,1,4,7,1395244,0,1,4,10,372065,0,1,4,12,93016,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015017","90022057","","91222898","3","(31131115,3)","16","19","(31131115,51)","(31131129,1)","850","(4,8,7725819,0,1,4,7,1545163,0,1,4,10,412043,0,1,4,12,103010,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015018","90022057","","91222898","3","(31131115,3)","17","19","(31131115,54)","(31131129,1)","900","(4,8,8490407,0,1,4,7,1698081,0,1,4,10,452821,0,1,4,12,113205,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015019","90022057","","91222898","3","(31131115,3)","18","19","(31131115,57)","(31131129,1)","950","(4,8,9262640,0,1,4,7,1852528,0,1,4,10,494007,0,1,4,12,123501,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145015020","90022057","","91222898","3","(31131115,3)","19","19","","","","(4,8,10034874,0,1,4,7,2006974,0,1,4,10,535193,0,1,4,12,133798,0,1)","","(10020366)","(90077951)","(90077993)","","","","","",""
"145016001","90022058","","91222898","3","(31131116,3)","0","19","(31131116,3)","(31131129,1)","50","(4,5,20000,0,1,4,6,24000,0,1,4,9,4000,0,1,4,11,2000,0,1)","","(10020367)","(90077952)","(90077994)","","","","","",""
"145016002","90022058","","91222898","3","(31131116,3)","1","19","(31131116,6)","(31131129,1)","100","(4,5,44000,0,1,4,6,52800,0,1,4,9,8800,0,1,4,11,4400,0,1)","","(10020368)","(90077952)","(90077995)","","","","","",""
"145016003","90022058","","91222898","3","(31131116,3)","2","19","(31131116,9)","(31131129,1)","150","(4,5,72320,0,1,4,6,86784,0,1,4,9,14464,0,1,4,11,7232,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016004","90022058","","91222898","3","(31131116,3)","3","19","(31131116,12)","(31131129,1)","200","(4,5,105171,0,1,4,6,126205,0,1,4,9,21034,0,1,4,11,10517,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016005","90022058","","91222898","3","(31131116,3)","4","19","(31131116,15)","(31131129,1)","250","(4,5,142950,0,1,4,6,171540,0,1,4,9,28590,0,1,4,11,14295,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016006","90022058","","91222898","3","(31131116,3)","5","19","(31131116,18)","(31131129,1)","300","(4,5,186018,0,1,4,6,223221,0,1,4,9,37203,0,1,4,11,18601,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016007","90022058","","91222898","3","(31131116,3)","6","19","(31131116,21)","(31131129,1)","350","(4,5,234684,0,1,4,6,281621,0,1,4,9,46936,0,1,4,11,23468,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016008","90022058","","91222898","3","(31131116,3)","7","19","(31131116,24)","(31131129,1)","400","(4,5,289191,0,1,4,6,347029,0,1,4,9,57838,0,1,4,11,28919,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016009","90022058","","91222898","3","(31131116,3)","8","19","(31131116,27)","(31131129,1)","450","(4,5,349694,0,1,4,6,419632,0,1,4,9,69938,0,1,4,11,34969,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016010","90022058","","91222898","3","(31131116,3)","9","19","(31131116,30)","(31131129,1)","500","(4,5,416246,0,1,4,6,499496,0,1,4,9,83249,0,1,4,11,41624,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016011","90022058","","91222898","3","(31131116,3)","10","19","(31131116,33)","(31131129,1)","550","(4,5,488789,0,1,4,6,586547,0,1,4,9,97757,0,1,4,11,48878,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016012","90022058","","91222898","3","(31131116,3)","11","19","(31131116,36)","(31131129,1)","600","(4,5,567135,0,1,4,6,680562,0,1,4,9,113427,0,1,4,11,56713,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016013","90022058","","91222898","3","(31131116,3)","12","19","(31131116,39)","(31131129,1)","650","(4,5,650965,0,1,4,6,781158,0,1,4,9,130193,0,1,4,11,65096,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016014","90022058","","91222898","3","(31131116,3)","13","19","(31131116,42)","(31131129,1)","700","(4,5,739825,0,1,4,6,887790,0,1,4,9,147965,0,1,4,11,73982,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016015","90022058","","91222898","3","(31131116,3)","14","19","(31131116,45)","(31131129,1)","750","(4,5,833128,0,1,4,6,999753,0,1,4,9,166625,0,1,4,11,83312,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016016","90022058","","91222898","3","(31131116,3)","15","19","(31131116,48)","(31131129,1)","800","(4,5,930163,0,1,4,6,1116195,0,1,4,9,186032,0,1,4,11,93016,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016017","90022058","","91222898","3","(31131116,3)","16","19","(31131116,51)","(31131129,1)","850","(4,5,1030109,0,1,4,6,1236131,0,1,4,9,206021,0,1,4,11,103010,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016018","90022058","","91222898","3","(31131116,3)","17","19","(31131116,54)","(31131129,1)","900","(4,5,1132054,0,1,4,6,1358465,0,1,4,9,226410,0,1,4,11,113205,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016019","90022058","","91222898","3","(31131116,3)","18","19","(31131116,57)","(31131129,1)","950","(4,5,1235018,0,1,4,6,1482022,0,1,4,9,247003,0,1,4,11,123501,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145016020","90022058","","91222898","3","(31131116,3)","19","19","","","","(4,5,1337983,0,1,4,6,1605579,0,1,4,9,267596,0,1,4,11,133798,0,1)","","(10020369)","(90077952)","(90077996)","","","","","",""
"145017001","90022059","","91222898","3","(31131117,3)","0","19","(31131117,3)","(31131129,1)","50","(4,8,150000,0,1,4,7,60000,0,1,4,10,4000,0,1,4,12,2000,0,1)","","(10020370)","(90077953)","(90077997)","","","","","",""
"145017002","90022059","","91222898","3","(31131117,3)","1","19","(31131117,6)","(31131129,1)","100","(4,8,330000,0,1,4,7,132000,0,1,4,10,8800,0,1,4,12,4400,0,1)","","(10020371)","(90077953)","(90077998)","","","","","",""
"145017003","90022059","","91222898","3","(31131117,3)","2","19","(31131117,9)","(31131129,1)","150","(4,8,542400,0,1,4,7,216960,0,1,4,10,14464,0,1,4,12,7232,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017004","90022059","","91222898","3","(31131117,3)","3","19","(31131117,12)","(31131129,1)","200","(4,8,788784,0,1,4,7,315513,0,1,4,10,21034,0,1,4,12,10517,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017005","90022059","","91222898","3","(31131117,3)","4","19","(31131117,15)","(31131129,1)","250","(4,8,1072125,0,1,4,7,428850,0,1,4,10,28590,0,1,4,12,14295,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017006","90022059","","91222898","3","(31131117,3)","5","19","(31131117,18)","(31131129,1)","300","(4,8,1395135,0,1,4,7,558054,0,1,4,10,37203,0,1,4,12,18601,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017007","90022059","","91222898","3","(31131117,3)","6","19","(31131117,21)","(31131129,1)","350","(4,8,1760135,0,1,4,7,704054,0,1,4,10,46936,0,1,4,12,23468,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017008","90022059","","91222898","3","(31131117,3)","7","19","(31131117,24)","(31131129,1)","400","(4,8,2168936,0,1,4,7,867574,0,1,4,10,57838,0,1,4,12,28919,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017009","90022059","","91222898","3","(31131117,3)","8","19","(31131117,27)","(31131129,1)","450","(4,8,2622705,0,1,4,7,1049082,0,1,4,10,69938,0,1,4,12,34969,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017010","90022059","","91222898","3","(31131117,3)","9","19","(31131117,30)","(31131129,1)","500","(4,8,3121850,0,1,4,7,1248740,0,1,4,10,83249,0,1,4,12,41624,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017011","90022059","","91222898","3","(31131117,3)","10","19","(31131117,33)","(31131129,1)","550","(4,8,3665919,0,1,4,7,1466367,0,1,4,10,97757,0,1,4,12,48878,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017012","90022059","","91222898","3","(31131117,3)","11","19","(31131117,36)","(31131129,1)","600","(4,8,4253513,0,1,4,7,1701405,0,1,4,10,113427,0,1,4,12,56713,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017013","90022059","","91222898","3","(31131117,3)","12","19","(31131117,39)","(31131129,1)","650","(4,8,4882239,0,1,4,7,1952895,0,1,4,10,130193,0,1,4,12,65096,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017014","90022059","","91222898","3","(31131117,3)","13","19","(31131117,42)","(31131129,1)","700","(4,8,5548689,0,1,4,7,2219475,0,1,4,10,147965,0,1,4,12,73982,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017015","90022059","","91222898","3","(31131117,3)","14","19","(31131117,45)","(31131129,1)","750","(4,8,6248461,0,1,4,7,2499384,0,1,4,10,166625,0,1,4,12,83312,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017016","90022059","","91222898","3","(31131117,3)","15","19","(31131117,48)","(31131129,1)","800","(4,8,6976224,0,1,4,7,2790489,0,1,4,10,186032,0,1,4,12,93016,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017017","90022059","","91222898","3","(31131117,3)","16","19","(31131117,51)","(31131129,1)","850","(4,8,7725819,0,1,4,7,3090327,0,1,4,10,206021,0,1,4,12,103010,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
"145017018","90022059","","91222898","3","(31131117,3)","17","19","(31131117,54)","(31131129,1)","900","(4,8,8490407,0,1,4,7,3396162,0,1,4,10,226410,0,1,4,12,113205,0,1)","","(10020372)","(90077953)","(90077999)","","","","","",""
