"AttributeId","MonsterLevel","MonsterId","ItemShow","RecommendationGS","ElementalMonsterType"
"114000771","771","","(31080051,31080052,31080004,31080005,31080077)","11287200",""
"114000772","772","","(31080051,31080052,31080004,31080005,31080078)","11342500",""
"114000773","773","","(31080051,31080052,31080004,31080005,31080079)","11397800",""
"114000774","774","","(31080051,31080052,31080004,31080005,31080080)","11453000",""
"114000775","775","","(31080051,31080052,31080004,31080005,31080081)","11508300",""
"114000776","776","","(31080051,31080052,31080004,31080005,31080082)","11563600",""
"114000777","777","","(31080051,31080052,31080004,31080005,31080083)","11618900",""
"114000778","778","","(31080051,31080052,31080004,31080005,31080084)","11674200",""
"114000779","779","","(31080051,31080052,31080004,31080005,31080085)","11729500",""
"114000780","780","","(31080051,31080052,31080004,31080005,31080086)","11784700",""
"114000781","781","","(31080051,31080052,31080004,31080005,31080087)","11840000",""
"114000782","782","","(31080051,31080052,31080004,31080005,31080088)","11895300",""
"114000783","783","","(31080051,31080052,31080004,31080005,31080089)","11950600",""
"114000784","784","","(31080051,31080052,31080004,31080005,31080090)","12005900",""
"114000785","785","82013369","(31080051,31080052,31080004,31080005,31080091)","12061200","1"
"114000786","786","","(31080051,31080052,31080004,31080005,31080092)","12116500",""
"114000787","787","","(31080051,31080052,31080004,31080005,31080093)","12171800",""
"114000788","788","","(31080051,31080052,31080004,31080005,31080094)","12227000",""
"114000789","789","","(31080051,31080052,31080004,31080005,31080095)","12282300",""
"114000790","790","82013406","(31080051,31080052,31080004,31080005,31080096)","12337600",""
"114000791","791","","(31080051,31080052,31080004,31080005,31080097)","12392900",""
"114000792","792","","(31080051,31080052,31080004,31080005,31080098)","12448200",""
"114000793","793","","(31080051,31080052,31080004,31080005,31080099)","12503500",""
"114000794","794","","(31080051,31080052,31080004,31080005,31080100)","12558800",""
"114000795","795","","(31080051,31080052,31080004,31080005,31080101)","12614000",""
"114000796","796","","(31080051,31080052,31080004,31080005,31080102)","12669300",""
"114000797","797","","(31080051,31080052,31080004,31080005,31080103)","12724600",""
"114000798","798","","(31080051,31080052,31080004,31080005,31080104)","12779900",""
"114000799","799","","(31080051,31080052,31080004,31080005,31080105)","12835200",""
"114000800","800","82013236","(31080051,31080052,31080004,31080005,31080106)","12893800","1"
"114000801","801","","(31080051,31080052,31080004,31080005,31080107)","13096100",""
"114000802","802","","(31080051,31080052,31080004,31080005,31080108)","13215200",""
"114000803","803","","(31080051,31080052,31080004,31080005,31080109)","13334200",""
"114000804","804","","(31080051,31080052,31080004,31080005,31080110)","13453300",""
"114000805","805","82013462","(31080051,31080052,31080004,31080005,31080111)","13572300",""
"114000806","806","","(31080051,31080052,31080004,31080005,31080112)","13691400",""
"114000807","807","","(31080051,31080052,31080004,31080005,31080113)","13810400",""
"114000808","808","","(31080051,31080052,31080004,31080005,31080114)","13929500",""
"114000809","809","","(31080051,31080052,31080004,31080005,31080115)","14048500",""
"114000810","810","82013251","(31080051,31080052,31080004,31080005,31080116)","14167600",""
"114000811","811","","(31080051,31080052,31080004,31080005,31080117)","14286700",""
"114000812","812","","(31080051,31080052,31080004,31080005,31080118)","14405700",""
"114000813","813","","(31080051,31080052,31080004,31080005,31080119)","14524800",""
"114000814","814","","(31080051,31080052,31080004,31080005,31080120)","14643800",""
"114000815","815","","(31080051,31080052,31080004,31080005,31080121)","14762800",""
"114000816","816","","(31080051,31080052,31080004,31080005,31080122)","14881900",""
"114000817","817","","(31080051,31080052,31080004,31080005,31080123)","15001000",""
"114000818","818","","(31080051,31080052,31080004,31080005,31080124)","15120000",""
"114000819","819","","(31080051,31080052,31080004,31080005,31080125)","15239100",""
"114000820","820","82013263","(31080051,31080052,31080004,31080005,31080126)","15358100","1"
"114000821","821","","(31080051,31080052,31080004,31080005,31080127)","15477200",""
"114000822","822","","(31080051,31080052,31080004,31080005,31080128)","15596200",""
"114000823","823","","(31080051,31080052,31080004,31080005,31080129)","15715300",""
"114000824","824","","(31080051,31080052,31080004,31080005,31080130)","15834300",""
"114000825","825","82013270","(31080051,31080052,31080004,31080005,31080131)","15953400",""
"114000826","826","","(31080051,31080052,31080004,31080005,31080132)","16072500",""
"114000827","827","","(31080051,31080052,31080004,31080005,31080133)","16191500",""
"114000828","828","","(31080051,31080052,31080004,31080005,31080134)","16310500",""
"114000829","829","","(31080051,31080052,31080004,31080005,31080135)","16429600",""
"114000830","830","82013305","(31080051,31080052,31080004,31080005,31080136)","16548600",""
"114000831","831","","(31080051,31080052,31080004,31080005,31080137)","16667700",""
"114000832","832","","(31080051,31080052,31080004,31080005,31080138)","16786800",""
"114000833","833","","(31080051,31080052,31080004,31080005,31080139)","16905800",""
"114000834","834","","(31080051,31080052,31080004,31080005,31080140)","17024900",""
"114000835","835","82013314","(31080051,31080052,31080004,31080005,31080141)","17143900",""
"114000836","836","","(31080051,31080052,31080004,31080005,31080142)","17263000",""
"114000837","837","","(31080051,31080052,31080004,31080005,31080143)","17382000",""
"114000838","838","","(31080051,31080052,31080004,31080005,31080144)","17501100",""
"114000839","839","","(31080051,31080052,31080004,31080005,31080145)","17620100",""
"114000840","840","82013327","(31080051,31080052,31080004,31080005,31080146)","17739100","1"
"114000841","841","","(31080051,31080052,31080004,31080005,31080147)","17858200",""
"114000842","842","","(31080051,31080052,31080004,31080005,31080148)","17977300",""
"114000843","843","","(31080051,31080052,31080004,31080005,31080149)","18096300",""
"114000844","844","","(31080051,31080052,31080004,31080005,31080150)","18215400",""
"114000845","845","82013333","(31080051,31080052,31080004,31080005,31080151)","18334400",""
"114000846","846","","(31080051,31080052,31080004,31080005,31080152)","18453500",""
"114000847","847","","(31080051,31080052,31080004,31080005,31080153)","18572600",""
"114000848","848","","(31080051,31080052,31080004,31080005,31080154)","18691600",""
"114000849","849","","(31080051,31080052,31080004,31080005,31080155)","18810600",""
"114000850","850","82013341","(31080051,31080052,31080004,31080005,31080156)","18929700",""
"114000851","851","","(31080051,31080052,31080004,31080005,31080157)","19048800",""
"114000852","852","","(31080051,31080052,31080004,31080005,31080158)","19167800",""
"114000853","853","","(31080051,31080052,31080004,31080005,31080159)","19286900",""
"114000854","854","","(31080051,31080052,31080004,31080005,31080160)","19405900",""
"114000855","855","","(31080051,31080052,31080004,31080005,31080161)","19524900",""
"114000856","856","","(31080051,31080052,31080004,31080005,31080162)","19644000",""
"114000857","857","","(31080051,31080052,31080004,31080005,31080163)","19763100",""
"114000858","858","","(31080051,31080052,31080004,31080005,31080164)","19882100",""
"114000859","859","","(31080051,31080052,31080004,31080005,31080165)","20001200",""
"114000860","860","82013361","(31080051,31080052,31080004,31080005,31080166)","20120200","1"
"114000861","861","","(31080051,31080052,31080004,31080005,31080167)","20239300",""
"114000862","862","","(31080051,31080052,31080004,31080005,31080168)","20358300",""
"114000863","863","","(31080051,31080052,31080004,31080005,31080169)","20477400",""
"114000864","864","","(31080051,31080052,31080004,31080005,31080170)","20596400",""
"114000865","865","82013422","(31080051,31080052,31080004,31080005,31080171)","20715500",""
"114000866","866","","(31080051,31080052,31080004,31080005,31080172)","20834600",""
"114000867","867","","(31080051,31080052,31080004,31080005,31080173)","20953600",""
"114000868","868","","(31080051,31080052,31080004,31080005,31080174)","21072600",""
"114000869","869","","(31080051,31080052,31080004,31080005,31080175)","21191700",""
"114000870","870","82013485","(31080051,31080052,31080004,31080005,31080176)","21310700",""
"114000871","871","","(31080051,31080052,31080004,31080005,31080177)","21429800",""
"114000872","872","","(31080051,31080052,31080004,31080005,31080178)","21548900",""
"114000873","873","","(31080051,31080052,31080004,31080005,31080179)","21667900",""
"114000874","874","","(31080051,31080052,31080004,31080005,31080180)","21786900",""
"114000875","875","82013503","(31080051,31080052,31080004,31080005,31080181)","21906000","1"
"114000876","876","","(31080051,31080052,31080004,31080005,31080182)","22025100",""
"114000877","877","","(31080051,31080052,31080004,31080005,31080183)","22144100",""
"114000878","878","","(31080051,31080052,31080004,31080005,31080184)","22263200",""
"114000879","879","","(31080051,31080052,31080004,31080005,31080185)","22382200",""
"114000880","880","","(31080051,31080052,31080004,31080005,31080186)","22501300",""
"114000881","881","","(31080051,31080052,31080004,31080005,31080187)","22620300",""
"114000882","882","","(31080051,31080052,31080004,31080005,31080188)","22739400",""
"114000883","883","","(31080051,31080052,31080004,31080005,31080189)","22858400",""
"114000884","884","","(31080051,31080052,31080004,31080005,31080190)","22977500",""
"114000885","885","","(31080051,31080052,31080004,31080005,31080191)","23096500",""
"114000886","886","","(31080051,31080052,31080004,31080005,31080192)","23215600",""
"114000887","887","","(31080051,31080052,31080004,31080005,31080193)","23334600",""
"114000888","888","","(31080051,31080052,31080004,31080005,31080194)","23453700",""
"114000889","889","","(31080051,31080052,31080004,31080005,31080195)","23572700",""
"114000890","890","82013550","(31080051,31080052,31080004,31080005,31080196)","23691800",""
"114000891","891","","(31080051,31080052,31080004,31080005,31080197)","23810900",""
"114000892","892","","(31080051,31080052,31080004,31080005,31080198)","23929900",""
"114000893","893","","(31080051,31080052,31080004,31080005,31080199)","24049000",""
"114000894","894","","(31080051,31080052,31080004,31080005,31080200)","24168000",""
"114000895","895","","(31080051,31080052,31080004,31080005,31080201)","24287000",""
"114000896","896","","(31080051,31080052,31080004,31080005,31080202)","24406100",""
"114000897","897","","(31080051,31080052,31080004,31080005,31080203)","24525200",""
"114000898","898","","(31080051,31080052,31080004,31080005,31080204)","24644200",""
"114000899","899","","(31080051,31080052,31080004,31080005,31080205)","24763300",""
"114000900","900","82013542","(31080051,31080052,31080004,31080005,31080206)","24887000","1"
"114000901","901","","","25243300",""
"114000902","902","","","25483400",""
"114000903","903","","","25723500",""
"114000904","904","","","25963600",""
"114000905","905","","","26203700",""
"114000906","906","","","26443700",""
"114000907","907","","","26683800",""
"114000908","908","","","26923900",""
"114000909","909","","","27164000",""
"114000910","910","","","27404100",""
"114000911","911","","","27644200",""
"114000912","912","","","27884300",""
"114000913","913","","","28124400",""
"114000914","914","","","28364500",""
"114000915","915","","","28604600",""
"114000916","916","","","28844600",""
"114000917","917","","","29084700",""
"114000918","918","","","29324800",""
"114000919","919","","","29564900",""
"114000920","920","","","29805000",""
"114000921","921","","","30045100",""
"114000922","922","","","30285200",""
"114000923","923","","","30525300",""
"114000924","924","","","30765400",""
"114000925","925","","","31005500",""
"114000926","926","","","31245600",""
"114000927","927","","","31485600",""
"114000928","928","","","31725700",""
"114000929","929","","","31965800",""
"114000930","930","","","32205900",""
"114000931","931","","","32446000",""
"114000932","932","","","32686100",""
"114000933","933","","","32926200",""
"114000934","934","","","33166300",""
"114000935","935","","","33406400",""
"114000936","936","","","33646500",""
"114000937","937","","","33886500",""
"114000938","938","","","34126600",""
"114000939","939","","","34366700",""
"114000940","940","","","34606800",""
"114000941","941","","","34846900",""
"114000942","942","","","35087000",""
"114000943","943","","","35327100",""
"114000944","944","","","35567200",""
"114000945","945","","","35807300",""
"114000946","946","","","36047400",""
"114000947","947","","","36287500",""
"114000948","948","","","36527500",""
"114000949","949","","","36767600",""
"114000950","950","","","37007700",""
"114000951","951","","","37247800",""
"114000952","952","","","37487900",""
"114000953","953","","","37728000",""
"114000954","954","","","37968100",""
"114000955","955","","","38208200",""
"114000956","956","","","38448300",""
"114000957","957","","","38688400",""
"114000958","958","","","38928400",""
"114000959","959","","","39168500",""
"114000960","960","","","39408600",""
"114000961","961","","","39648700",""
"114000962","962","","","39888800",""
"114000963","963","","","40128900",""
"114000964","964","","","40369000",""
"114000965","965","","","40609100",""
"114000966","966","","","40849200",""
"114000967","967","","","41089300",""
"114000968","968","","","41329300",""
"114000969","969","","","41569400",""
"114000970","970","","","41809500",""
"114000971","971","","","42049600",""
"114000972","972","","","42289700",""
"114000973","973","","","42529800",""
"114000974","974","","","42769900",""
"114000975","975","","","43010000",""
"114000976","976","","","43250100",""
"114000977","977","","","43490200",""
"114000978","978","","","43730200",""
"114000979","979","","","43970300",""
"114000980","980","","","44210400",""
"114000981","981","","","44450500",""
"114000982","982","","","44690600",""
"114000983","983","","","44930700",""
"114000984","984","","","45170800",""
"114000985","985","","","45410900",""
"114000986","986","","","45651000",""
"114000987","987","","","45891000",""
"114000988","988","","","46131200",""
"114000989","989","","","46371200",""
"114000990","990","","","46611300",""
"114000991","991","","","46851400",""
"114000992","992","","","47091500",""
"114000993","993","","","47331600",""
"114000994","994","","","47571700",""
"114000995","995","","","47811800",""
"114000996","996","","","48051800",""
"114000997","997","","","48292000",""
"114000998","998","","","48532000",""
"114000999","999","","","48772100",""
"114001000","1000","","","49019300",""
